10年 3月 6日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 3月 6日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 4R  芝1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 7R  ダ1000m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■10R  芝2500m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,寒狭川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｂウィッシュアゲン, 61,丸山元,, 63,*  1,* -4, 3,  6.1,②②①, 1, 7,Ｄフライトハｰン, 58,飯田祐,, 60,   1,*  5, 3,  6.6, ⑦⑥, 1,10,Ｄスモｰキｰタバｰン, 68,田中博,, 69,  -3,*  8, 5, 28.4, ⑦⑦, 1, 5,Ａスズカゲイル, 80,松田大,, 81,   8,*  6, 1,  3.8,⑤⑤④
 2, 9,Ｆモンスティル, 56,石橋脩, 0.5, 59,*  0,* -6, 5, 11.0,⑪⑦③, 2, 2,Ａロｰドセイバｰ, 64,秋山真, 0.3, 59,*  7,  -5, 1,  2.4, ③③, 2, 9, スマｰトマグナム,---,中舘英, 0.1, 69,*  6,   1, 2,  5.4, ①①, 2,12,Ｂトレジャｰハント, 77,太宰啓, 0.3, 75,*  8,* -2, 2,  4.3,③③③
 3,11,Ｅネオスペチアｰレ, 57,秋山真, 0.5, 57,  -1,* -5, 4,  9.8,⑤⑤⑥, 3,14,Ｊポｰルラッシュ, 45,丸田恭, 0.6, 53,  -2,   2,10, 48.5, ⑩⑦, 3,13,Ｃメイショウアｰチャ, 71,秋山真, 0.3, 65, -14,* 12, 4, 11.6, ⑭⑭, 3,15,Ｇニシノプライスレス, 72,古川吉, 0.8, 74,   7,  -4, 4,  8.1,⑥⑥⑤
 4,12,Ｇナリタレジｰナ, 55,太宰啓, 0.9, 55,  -2,  -7, 8, 23.7,⑧⑧⑦, 4,16,Ｃトｰセンポインタｰ, 60,北村友, 0.7, 51,  -7,*  4, 5, 10.2, ⑫⑫, 4,14,Ｋパワｰウェｰブ, 59,松田大, 0.4, 68,   1,   2, 6, 34.6, ⑥④, 4, 3,Ｏリッカロイヤル, 66,北村友, 1.2, 67,*  8, -16, 6, 16.4,②②②
 5, 1,Ｈテｰブルスピｰチ, 55,上村洋, 0.9, 57,  -1,  -9, 2,  3.4,④④⑤, 5, 6,Ｂデイズオブメモリｰ, 64,田中健, 0.8, 53,   5,  -9, 2,  5.8, ⑤⑤, 5,16,Ａタイキドゥカティ, 85,国分恭, 0.5, 65,*  2,   0, 1,  1.6, ④⑤, 5, 6,Ｍナカヨキコト, 66,長谷川, 1.3, 68,   6,  -8,16, 88.3,⑦⑩⑥
 6, 6,Ｄマイネフェリックス, 57,丹内祐, 1.0, 53,  -2,  -8, 6, 17.2,⑨⑨⑧, 6, 8,Ｅテイエムファイヤｰ, 56,田嶋翔, 0.9, 52,*  8, -14, 4,  7.3, ②②, 6, 5,Ｂタピルｰジュ, 71,鮫島良, 0.5, 66,*  2,   0, 3,  5.9, ②②, 6,13,Ｌメイショウリバｰ, 67,飯田祐, 1.4, 66,   6, -11,11, 41.6,⑧⑧⑨
 7,15,Ａスプリングミント, 63,国分恭, 1.5, 51,  -1, -14, 1,  3.0,⑥⑥⑨, 7,17,Ｑレオミラｰジュ, 25,小野寺, 0.9, 47, -14,*  9,18,348.1, ⑰⑰, 7,12,Ｈエクストラシチｰ, 62,草野太, 0.7, 63,  -6,   4,14,270.3, ⑩⑩, 7, 9,Ｅナムラチェンジ, 73,丸田恭, 1.4, 66,   4,  -6, 5,  9.1,⑪⑭⑭
 8, 8,Ｃナリタシリウス, 59,小野寺, 1.5, 52,  -4,  -7,11, 51.2,⑬⑪⑬, 8,12,Ｇノヴェルデザイン, 50,鮫島良, 1.1, 45, -13,*  5, 6, 14.5, ⑯⑯, 8,15,Ｉトップオブバイオ, 60,丸田恭, 0.9, 60,  -3,   0,13,147.8, ⑧⑧, 8, 2,Ｉスプリングバレル, 71,生野賢, 1.9, 62,*  8, -26,10, 29.4,①①①
 9, 5,Ｉノブクィｰン, 50,柴原央, 1.8, 49,  -3, -11, 7, 17.9,⑦⑩⑩, 9,10,Ｎベルリｰヌ, 41,田中博, 1.2, 44,  -9,   0,14,156.7, ⑮⑭, 9, 1,Ｏレインボｰアｰチ, 48,田中健, 1.0, 61,   0,  -4,16,328.0, ⑤⑥, 9, 1,Ｃジョイザラス, 75,中舘英, 1.9, 63,   5, -17, 3,  5.6,⑫⑨⑧
10,14,Ｌメイショウマナ, 47,古川吉, 2.2, 47,*  1, -21,13, 75.4,③③②,10, 4,Ｉランコントレ, 46,嘉藤貴, 1.2, 45, -10,   2,16,306.1, ⑭⑬,10, 4,Ｍクイｰンアリュｰル, 59,北村友, 1.0, 59, -16,*  7, 7, 52.7, ⑮⑮,10,10,Ｈスマｰトファントム, 71,鮫島良, 2.0, 62,   7, -22,13, 51.7,⑨⑦⑦
11,16,Ｏナロウエスケｰプ, 44,大野拓, 2.3, 43,  -3, -15,16,264.7,⑭⑬⑫,11,18,Ｆダノンフリｰデン, 53,石橋脩, 1.2, 46,   1, -11, 7, 16.4, ⑨⑧,11, 2,Ｊクｰルボｰイズ, 59,石橋脩, 1.0, 59, -11,   3,10, 96.0, ⑪⑬,11, 8,Ｋトミケンプライム, 68,秋山真, 2.0, 65,   5, -13,12, 42.1,⑮⑫⑪
12, 4,Ｊロスマリン, 49,田中博, 2.3, 46,  -8,  -8, 9, 33.2,⑮⑮⑮,12, 1,Ｏチャツミムスメ, 40,長谷川, 1.3, 48,* 11, -22, 9, 33.6, ①①,11, 3,Ｅプラグマティック, 66,丸山元, 1.0, 59, -11,   3,11,100.5, ⑫⑪,12,11,Ｄメルシｰゴｰルド, 73,高橋智, 2.2, 60,   5, -21, 8, 19.8,⑭⑪⑩
13, 7,Ｋラヴァリｰウィッチ, 48,北村友, 2.4, 48,  -8,  -7,10, 51.1,⑯⑯⑯,13, 9,Ｍグッドブライダル, 42,上村洋, 1.4, 46,   6, -18,15,158.8, ④④,13, 8,Ｆアムネリス, 63,郷原洋, 1.2, 58,*  2,  -7, 9, 74.1, ③③,13,14,Ｎエイデンダンス, 66,大野拓, 2.2, 62,   4, -15,15, 69.9,⑬⑮⑬
14,10,Ｍユキノマドンナ, 45,西村太, 2.5, 43,  -4, -17,14,118.5,⑫⑫⑪,14, 5,Ｒリッシンブラボｰ, 23,大野拓, 1.8, 38,  -7, -10,17,307.1, ⑪⑩,14, 6,Ｌウォｰタｰルフラン, 59,長谷川, 1.2, 57, -11,   2,15,300.3, ⑬⑫,14, 4,Ｐタツクｰル, 59,田中博, 2.2, 62,   3, -10,14, 51.8,⑯⑯⑯
15, 2,Ｐミスイサリビ, 42,西田雄, 3.1, 42,  -6, -16,15,178.0,⑩⑭⑭,15, 3,Ｌエイシンイチフジ, 43,中舘英, 2.1, 34,  -8, -13,11, 66.9, ⑬⑮,15, 7,Ｇプリティマリ, 62,武英智, 1.4, 55,  -5,  -4,12,120.6, ⑨⑨,15, 7,Ｊコハクジョｰ, 70,宮崎北, 2.3, 59,   4, -18, 7, 17.5,⑩⑬⑮
16, 3,Ｎフラッパｰミク, 45,中舘英, 6.4, 22,*  1, -59,12, 64.2,①①④,16,11,Ｐチャハヤ, 35,松田大, 2.8, 26,   1, -31,13, 75.6, ⑧⑨,16,11,Ｎスズカルネッサンス, 52,上村洋, 1.7, 52, -18,   1, 8, 55.3, ⑯⑯,16,16,Ｆジャングルケイ, 72,上村洋, 5.0, 50,   7, -64, 9, 24.8,④④⑫
,,,,,,,,,,,,17,13,Ｋテイエムハクリュウ, 45,太宰啓, 3.8, 16, -20, -23,12, 69.2, ⑱⑱,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18,15,Ｈクロリス, 47,国分恭, 5.8,-11,   3, -71, 8, 30.8, ⑥⑪,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:不良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:重(指数:13),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:不良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:重(指数:13),,,,,,,,,,,
"単勝:610円 複勝:13=210円 09=390円 11=320円 枠連:3,360円",,,,,,,,,,,,単勝:660円 複勝:07=220円 02=150円 14=920円 枠連:480円,,,,,,,,,,,,"単勝:2,840円 複勝:10=970円 09=470円 13=450円 枠連:6,580円",,,,,,,,,,,,単勝:380円 複勝:05=160円 12=180円 15=230円 枠連:640円,,,,,,,,,,,
"馬連:2,830円 ワイド:09-13=1,020円 11-13=780円 09-11=1,450円",,,,,,,,,,,,"馬連:850円 ワイド:02-07=380円 07-14=4,070円 02-14=2,570円",,,,,,,,,,,,"馬連:5,520円 ワイド:09-10=1,620円 10-13=1,780円 09-13=1,050円",,,,,,,,,,,,馬連:850円 ワイド:05-12=380円 05-15=590円 12-15=720円,,,,,,,,,,,
"馬単:4,990円 3連複:6,330円 3連単:29,000円",,,,,,,,,,,,"馬単:2,290円 3連複:11,830円 3連単:53,780円",,,,,,,,,,,,"馬単:17,380円 3連複:15,260円 3連単:133,760円",,,,,,,,,,,,"馬単:1,870円 3連複:2,250円 3連単:9,150円",,,,,,,,,,,
■ 2R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 5R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 8R  ダ1700m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■11R  芝2000m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中京ｽﾎﾟｰﾂ杯,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ｃエｰシンクロアゲハ, 58,石橋脩,, 60,* -1,  -2, 5, 15.0, ②②, 1,11,Ａバトルオブブリテン, 63,中舘英,, 64,*  7,* -7, 2,  4.4,④⑤③, 1, 1,Ａプロヴィデンス, 78,丸山元,, 79,   8,*  8, 1,  3.3,⑨⑧⑥, 1, 5,Ｂカワキタフウジン, 79,北村友,, 79,   4,*  8, 1,  4.1,⑪⑪⑪
 2,14,Ｇベルモントアリｰバ, 51,丹内祐, 0.3, 54,  -8,   0, 9, 60.5, ⑥⑤, 2,14,Ｄリヴィエラ, 58,丸田恭, 0.4, 59,   3,* -5, 4,  8.5,⑬⑩⑪, 2, 2,Ｃマｰブルアロｰ, 75,宮崎北, 0.6, 71,  13,  -6, 5,  9.2,④③③, 2, 2,Ｅハッピｰパレｰド, 76,中舘英, 0.8, 71,   7, -11, 3,  5.1,④④②
 3, 3,Ｂノアライン, 61,田中健, 0.4, 55,* -3,  -4, 2,  3.9, ③③, 3, 6,Ｆマザｰウェル, 50,秋山真, 0.4, 59,   5, -11, 3,  6.8,⑦④④, 3, 6,Ｈクラレットジャグ, 70,石橋脩, 0.6, 73,  12,  -4, 4,  7.5,⑤⑤⑤, 3, 7,Ａグッドバニヤン, 82,松田大, 0.8, 70,   6,  -8, 2,  4.5,⑧⑦⑧
 4, 8,Ａチハヤブル, 71,丸山元, 0.4, 57,*  1,  -6, 1,  2.2, ①①, 4, 5,Ｎオメガキングコング, 32,上村洋, 0.8, 57,   5, -15, 7, 37.4,⑪⑦⑤, 4,10,Ｇクオリティタイム, 71,太宰啓, 0.7, 76,   3,* 14, 7, 19.2,⑭⑭⑬, 4, 3,Ｄテイエムシバスキｰ, 76,太宰啓, 1.0, 66,*  8, -18, 4,  5.5,①①①
 5,10,Ｋブライティアカｰサ, 46,小野寺, 0.6, 52,  -6,  -4,12,106.8, ④④, 5, 8,Ｅスマｰトメビウス, 54,鮫島良, 0.9, 55,   3, -12, 6, 11.4,⑫⑪⑨, 5, 4,Ｄハリマノワタリドリ, 74,丸田恭, 0.8, 72,   7,   4, 3,  4.7,⑧⑨⑨, 5, 9,Ｈグリフィス, 73,古川吉, 1.2, 68,   7, -16,10, 27.7,⑥⑤⑤
 6, 5,Ｍラヴアンドサンクス, 43,秋山真, 0.7, 51,  -8,  -3, 3,  5.8, ⑤⑥, 6,10,Ｃマイネホコモモラ, 60,北村友, 1.6, 48,*  7, -30, 5, 10.5,②②②, 6, 7,Ｉノアプレミアム, 70,大野拓, 0.9, 69,   6,   4,11, 58.9,⑫⑩⑩, 6, 6,Ｉプリティダンス, 69,鮫島良, 1.2, 66,   5, -12, 9, 21.3,⑩⑨⑨
 7,12,Ｄプリンセスストｰム, 55,北村友, 0.7, 51, -14,   0, 6, 22.9, ⑧⑦, 7, 3,Ｉリッツィｰスタｰ, 44,宮崎北, 1.7, 46,   4, -25,13,186.5,⑨⑨⑩, 7,14,Ｂアドバンスピｰル, 77,中舘英, 1.3, 67,  14, -13, 2,  4.6,③④④, 7,11,Ｆオｰルタｰゲット, 75,国分恭, 1.3, 66,*  8, -20, 5, 10.2,②②③
 8, 2,Ｅトップオブザヘヴン, 53,太宰啓, 1.1, 46, -19,   0, 4,  7.4, ⑩⑨, 8,12,Ｇマチカネベンセイ, 49,丸山元, 1.8, 45,   5, -30, 9, 45.3,③③⑥, 8,13,Ｅワイドヒリュウ, 72,国分恭, 1.4, 67,* 17, -19, 6, 11.1,②①①, 8, 1,Ｊロザリオ, 69,上村洋, 1.6, 64,   6, -17,11, 47.7,⑦⑧⑥
 9,11,Ｆクリアステイン, 53,宮崎北, 1.1, 45, -16,  -2, 8, 56.2, ⑨⑩, 9, 9,Ｌオｰスミショウサン, 39,古川吉, 1.8, 48,   5, -29, 8, 40.7,⑧⑥⑧, 9, 8,Ｊマイアイビギニング, 67,飯田祐, 1.6, 66,   5,   1,14,126.5,⑬⑫⑪, 9, 8,Ｋマイプラｰナ, 67,石橋脩, 2.4, 56,   5, -30, 8, 16.1,⑤⑥⑦
10, 6,Ｌムラマサヒメ, 44,田中博, 1.3, 43, -27,*  4,10, 68.1, ⑯⑮,10, 4,Ｂサクラヴィヴィアン, 62,田中博, 1.9, 45,   4, -29, 1,  2.2,⑩⑧⑦,10, 3,Ｋベルモントパッシオ, 67,西田雄, 1.6, 66,   9,  -7,12, 73.0,⑥⑥⑦,10, 4,Ｃリアルハヤテ, 77,郷原洋, 2.4, 56,   5, -25, 7, 15.3,⑨⑩⑩
11, 9,Ｊオｰナｰズアイ, 48,飯田祐, 1.3, 45, -14,  -4,14,187.5, ⑦⑧,11,16,Ｍオポム, 34,国分恭, 2.0, 45,*  8, -37,11,105.6,①①①,11, 5,Ｆホウライビクトリア, 72,古川吉, 2.1, 62,* 17, -24,10, 49.3,①②②,11,10,Ｇコンベンション, 73,秋山真, 2.5, 54,*  8, -36, 6, 11.6,③③④
12,13,Ｉミスラスベガス, 48,丸田恭, 1.3, 43, -22,   0, 7, 34.7, ⑬⑭,12, 7,Ｊルビｰウィンク, 44,国分優, 2.1, 44,  -1, -19,12,126.5,⑯⑯⑬,12,12,Ｍリバｰミラクル, 60,郷原洋, 2.4, 60,   5,  -6,15,362.6,⑪⑪⑫,,,,,,,,,,,,
13, 4,Ｐカシノイワイザケ, 29,西田雄, 1.6, 40, -19,  -5,15,326.4, ⑪⑪,13, 2,Ｋシｰキングカフェ, 40,石橋脩, 2.6, 40,   0, -30,10, 84.4,⑤⑬⑫,13,15,Ｏホウザンオペラオｰ, 56,小野寺, 2.6, 60,   1,   0,13,123.8,⑮⑮⑭,,,,,,,,,,,,
14, 7,Ｈビジュｰトップス, 49,国分恭, 1.7, 40, -23,  -3,11, 72.9, ⑭⑬,14,13,Ｈサンマルグランデラ, 46,荻野琢, 2.9, 35,  -1, -32,15,218.0,⑭⑮⑮,14, 9,Ｌネオファロス, 64,荻野琢, 4.1, 51,   9, -28, 9, 45.2,⑦⑦⑧,,,,,,,,,,,,
15, 1,Ｏピカピカジョオｰ, 31,国分優, 1.8, 38, -22,  -4,13,138.0, ⑫⑫,15, 1,Ｏディアミクリ, 25,小野寺, 4.1, 27,  -1, -48,16,355.0,⑮⑭⑭,15,11,Ｎサクラスティンガｰ, 57,田中博, 5.1, 43,   5, -28, 8, 23.9,⑩⑬⑮,,,,,,,,,,,,
16,15,Ｎワンアイドドラゴン, 37,高橋智, 2.8, 27, -25, -12,16,465.7, ⑮⑯,16,15,Ｐベルモントロｰザ, 22,西村太, 4.5, 25,   1, -59,14,209.2,⑥⑫⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:不良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-12 馬場:重(指数:13),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:不良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-12 馬場:重(指数:13),,,,,,,,,,,
"単勝:1,500円 複勝:16=430円 14=970円 03=170円 枠連:6,380円",,,,,,,,,,,,"単勝:440円 複勝:11=170円 14=220円 06=220円 枠連:1,300円",,,,,,,,,,,,"単勝:330円 複勝:01=130円 02=230円 06=200円 枠連:1,320円",,,,,,,,,,,,"単勝:410円 複勝:05=150円 02=170円 07=160円 枠連:1,130円",,,,,,,,,,,
"馬連:23,770円 ワイド:14-16=5,390円 03-16=990円 03-14=2,190円",,,,,,,,,,,,"馬連:1,470円 ワイド:11-14=470円 06-11=600円 06-14=990円",,,,,,,,,,,,"馬連:1,310円 ワイド:01-02=470円 01-06=440円 02-06=850円",,,,,,,,,,,,馬連:900円 ワイド:02-05=420円 05-07=370円 02-07=510円,,,,,,,,,,,
"馬単:37,710円 3連複:24,590円 3連単:190,160円",,,,,,,,,,,,"馬単:2,520円 3連複:3,840円 3連単:18,500円",,,,,,,,,,,,"馬単:2,030円 3連複:2,740円 3連単:13,130円",,,,,,,,,,,,"馬単:1,880円 3連複:1,300円 3連単:6,870円",,,,,,,,,,,
■ 3R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 6R  ダ1700m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 9R  ダ1700m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■12R  芝1200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,桑名特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ｂカフェラビリンス, 61,大野拓,, 60,  -3,*  8, 4,  5.7,⑦⑦⑦, 1, 2,Ａミコノス, 76,国分恭,, 75,*  3,* 10, 1,  2.3,②②②, 1, 9,Ｂチョップチョップ, 79,中舘英,, 80,* 11,*  6, 1,  2.6,②②②, 1, 7,Ｂタニノスバル, 70,上村洋,, 81,*  9,   1, 1,  3.3, ①①
 2,10,Ｃボストンプラチナ, 60,宮崎北, 0.3, 60,* -1,   5, 6, 13.6,⑤⑤③, 2,13,Ｃメイショウコレット, 73,田中健, 0.6, 73,   1,   9, 4, 10.7,⑤④③, 2, 8,Ｃユウキハングリｰ, 77,郷原洋, 0.2, 77,* 14,  -1, 2,  2.7,①①①, 2,15,Ｆノｰブルストｰン, 68,北村友, 0.1, 74,  -1,*  8, 8, 20.6, ⑬⑬
 3, 5,Ｈティルス, 55,北村友, 0.4, 60,* -1,   1, 1,  3.5,②②②, 3,10,Ｄビバロングライフ, 72,太宰啓, 1.1, 70,  -3,* 13, 5, 12.5,⑬⑬⑩, 3, 4,Ａカリズマクレスト, 80,田中健, 0.9, 75,  10,   1, 3,  5.9,⑤③③, 3, 3,Ｇマイネルプルｰト, 65,石橋脩, 0.3, 72,  -4,* 10, 6, 15.1, ⑮⑭
