10年 8月22日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 8月22日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1600m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 4R  芝2850m 3歳上未勝利 定量,,,,,,,,,,,,■ 7R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝2200m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿賀野川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｎタイセイマテンロウ, 41,柴田善,, 58,  -5,*  2, 4,  9.5, ⑰⑰, 1,14, ネヴァリバティ,,五十嵐,,,,, 5,  6.5,②②②, 1,13,Ｂイｰスタリｰガスト, 65,吉田豊,, 65,  -1,*  2, 3,  7.4,⑩⑧⑧, 1, 7,Ｇヤマニンエルブ, 73,蛯名正,, 85,*  8,* 13, 3,  6.7,①①①
 2, 6,Ｍカガタイキ, 42,小野次, 0.5, 53,  -5,* -6,15,139.2, ⑱⑱, 2, 9, ハツカリ,,高野和,186.2,,,, 4,  5.4,①①①, 2, 4,Ｃマイネルダウザｰ, 64,内田博, 0.0, 68,  -2,*  5, 2,  4.9,⑨⑪⑪, 2, 1,Ｈスイｰトブレナム, 71,伊藤工, 1.1, 74,   5,   4, 5, 22.5,②②②
 3,12,Ｄグレイトフルレタｰ, 48,吉田豊, 0.6, 50,*  3, -21, 7, 12.2, ①①, 3, 3, ワンモアスエルテ,,石神深,188.0,,,, 2,  4.4,⑤③③, 3, 2,Ａゴルトブリッツ, 69,北村宏, 0.1, 64,*  3,  -8, 1,  1.7,②②②, 3, 6,Ｄエタｰナルクラウン, 76,内田博, 1.6, 72,   3,   1, 2,  5.7,⑦⑥⑥
 4,18,Ｇマイネルヴィルンガ, 45,伊藤工, 0.6, 50,*  2, -19, 9, 16.6, ②②, 4,11, シンボリプロキオン,,蓑島靖,188.7,,,, 7, 15.6,⑥⑥④, 4, 5,Ｄグラドゥス, 59,田中博, 0.3, 66,  -3,*  6, 5, 13.9,⑭⑭⑬, 4, 5,Ｂステｰジプレゼンス, 78,後藤浩, 1.7, 72,   1,   5, 1,  1.5,⑧⑧⑧
 5, 9,Ｊスリｰケインズ, 44,江田照, 0.6, 53,  -2, -10,16,143.5, ⑭⑮, 5, 8, アバディ,,水出大,190.0,,,,10, 40.8,⑧⑦⑦, 5,12,Ｊセイカペガサス, 53,津村明, 0.6, 61,   1,  -8,14,205.0,⑥⑥⑤, 5, 8,Ｅファｰストグロｰス, 75,吉田豊, 1.9, 66,   3,  -6, 4,  8.3,③③③
 6,11,Ｅフラワｰロック, 47,北村宏, 0.7, 51,  -1, -15, 8, 14.3, ⑤⑤, 6,13, ドレックセル,,大庭和,190.3,,,, 1,  4.2,④⑤⑥, 6,14,Ｇフォｰリアル, 57,伊藤工, 0.6, 62,  -5,*  4,10, 60.9,⑰⑮⑭, 6, 2,Ｆアマミスウィフト, 74,津村明, 2.0, 68,   2,  -3, 8,110.7,⑤⑤④
 7,16,Ｐマイネルバリュｰ, 35,大庭和, 0.8, 50,  -1, -17,17,203.5, ⑨⑧, 7,12, ドラゴンハンタｰ,,平沢健,190.3,,,, 8, 31.8,⑨⑨⑨, 7, 6,Ｆコスモロｰダンセ, 58,柴田大, 0.7, 59,*  2, -12, 6, 21.8,④④③, 7, 3,Ｃコｰリンヴァリウス, 77,江田照, 2.1, 68,   2,  -2, 7, 30.2,⑥⑦⑦
 8,13,Ｏファヴェラシック, 35,柴田大, 0.8, 49,*  1, -19,14, 48.2, ④④, 8, 2, レッドジュエル,,横山義,190.7,,,, 9, 35.5,⑦⑧⑧, 8, 7,Ｌマックスプラスパｰ, 50,大庭和, 1.4, 53,  -2, -15,11, 99.2,⑦⑨⑨, 8, 4,Ａベルグミサイル, 81,武士沢, 2.7, 59,   3, -16, 6, 24.0,④④⑤
 9, 3,Ｒウインジュビリｰ, 24,木幡初, 0.8, 50,  -4, -12,10, 20.5, ⑮⑬, 9, 5, ヒシフロンティア,,柴田大,194.1,,,,12, 68.3,⑩⑩⑪, 9,16,Ｅレオアビリティ, 59,江田照, 1.4, 55,  -6,  -5, 7, 28.9,⑱⑰⑰,,,,,,,,,,,,
10, 1,Ｋコスモアトミック, 43,蛯名正, 0.9, 48,  -2, -16, 3,  5.9, ⑦⑦,10, 1, ダンシングボｰイ,,大江原,194.6,,,, 6, 15.2,⑫⑫⑫,10,10,Ｋイパルファン, 52,柄崎将, 1.5, 53,  -3, -11,18,610.5,⑯⑬⑫,,,,,,,,,,,,
11, 5,Ｌエスクルシｰヴァ, 43,西田雄, 0.9, 49,  -3, -13,12, 22.2, ⑩⑫,11, 7, ナドレ,,穂苅寿,194.6,,,,13, 81.5,⑬⑪⑩,11,15,Ｍソニックスパｰク, 49,左海誠, 1.6, 50,   0, -23,13,187.0,⑤⑤⑥,,,,,,,,,,,,
12, 4,Ｂビリｰヴマイン, 48,内田博, 1.1, 49,  -2, -19, 2,  5.7, ⑧⑨,,,,,,,,,,,,,12, 3,Ｏスカイワンダｰ, 42,田辺裕, 2.1, 45,  -2, -24,15,216.7,⑪⑩⑦,,,,,,,,,,,,
13,17,Ｃコパノハリケｰン, 48,田辺裕, 1.1, 44,*  0, -24,11, 21.3, ⑥⑥,,,,,,,,,,,,,13,11,Ｎマンカイノサクラ, 46,平野優, 2.2, 45,  -5, -19,17,507.2,⑮⑯⑯,,,,,,,,,,,,
14,15,Ｈカトルズスルｰ, 45,後藤浩, 1.2, 45,  -1, -22, 1,  5.4, ⑫⑩,,,,,,,,,,,,,14,18,Ｐモンテムｰン, 39,柴田善, 2.2, 43,  -1, -28, 4, 13.8,⑧⑦⑩,,,,,,,,,,,,
15, 7,Ｆヒｰルゼアハｰツ, 46,津村明, 1.2, 45,  -2, -19, 5, 10.2, ⑬⑭,,,,,,,,,,,,,15,17,Ｈクｰルペガサス, 54,西田雄, 2.3, 44,  -2, -24, 9, 59.2,⑬⑫⑮,,,,,,,,,,,,
16, 8,Ｉサトノピｰスピｰス, 44,左海誠, 1.3, 43,*  0, -27, 6, 10.3, ③③,,,,,,,,,,,,,16, 9,Ｒオペラソング, 36,木幡初, 2.3, 44,*  2, -36,16,371.5,③③④,,,,,,,,,,,,
17,14,Ａジャック, 53,田中博, 1.5, 42,  -2, -24,13, 30.0, ⑯⑯,,,,,,,,,,,,,17, 1,Ｉクレバｰシチｰ, 53,小野次, 3.6, 36,*  3, -59,12,165.4,①①①,,,,,,,,,,,,
