10年 6月13日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 6月13日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1600m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■ 4R  芝2400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 7R  芝1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝2400m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｼﾞｭｰﾝｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｂナカヤママニッシュ, 66,柴田善,, 66,*  8,  -7, 3,  5.2, ②②, 1,11,Ｉワイズミュｰラｰ, 55,内田博,, 68,   2,*  4, 1,  2.9,⑫⑫⑪, 1, 6,Ｈシャイニｰタイガｰ, 70,江田照,, 80,   4,  11, 1,  5.7,⑤⑥⑦, 1, 4,Ｈマイネルアンサｰ, 80,三浦皇,, 90,   8,* 22,10, 28.5,⑬⑭⑬
 2, 6,Ｆルペルカリア, 60,福永祐, 0.1, 66,   6,  -5, 5,  9.7, ⑤④, 2, 9,Ｇスリｰピｰクス, 57,宮崎北, 0.2, 66,   2,*  1, 9, 32.9,⑬⑬⑫, 2,11,Ｎガンズオブナバロン, 65,内田博, 0.2, 81,  -1,* 17, 4,  6.5,⑬⑬⑭, 2,13,Ｄスリｰオリオン, 83,内田博, 0.0, 90,  11,  14, 2,  4.2,⑩⑩⑩
 3,12,Ｈスズオリヅル, 59,菅原隆, 0.9, 62,  -5,*  7,11,111.8, ⑯⑯, 3, 4,Ｃマｰニｰ, 74,三浦皇, 0.2, 71,   3,*  5, 4,  6.6,⑯⑰⑭, 3, 5,Ｂタツクｰル, 74,丸山元, 0.3, 78,  -1,* 14, 5,  7.5,⑪⑮⑬, 3, 6,Ｇセタガヤフラッグ, 80,江田照, 0.2, 86,  11,  13,13, 58.6,⑨⑨⑨
 4,10,Ｊジュンノアスカ, 55,中谷雄, 0.9, 61,   6, -12,10, 65.0, ⑥⑤, 4,10,Ｊツクバハヤテ, 55,吉田隼, 0.2, 66,   1,*  4, 5,  9.3,⑮⑯⑮, 4,12,Ｊベストプロジェクト, 69,田中勝, 0.3, 77,   3,   6, 7,  9.9,⑥⑦⑧, 4,15,Ｌスズノオオゴン, 78,丸山元, 0.3, 84,* 14,   1,14, 61.6,②②②
 5, 8,Ｉネオジェイズレｰヌ, 58,松岡正, 0.9, 61,   1,  -2, 7, 26.3, ⑬⑫, 5,14,Ｄマイネルシエロ, 64,丹内祐, 0.3, 63,*  4,  -9, 6, 18.0,⑤⑤⑤, 5, 3,Ｍリバｰインバウンド, 65,西田雄, 0.5, 74,*  6,  -2,16,121.6,③②②, 5,11,Ｃフィニステｰル, 86,松岡正, 0.3, 86,   9,  14, 3,  4.6,⑫⑫⑫
 6, 9,Ｇカメリアビジュ, 60,蛯名正, 0.9, 62,   1,  -2, 8, 28.7, ⑭⑬, 6,15,Ｈノアパｰトナｰ, 56,村田一, 0.3, 65,*  4,  -6, 8, 29.2,⑩⑧⑥, 6,14,Ｃシルクドルフィン, 73,田中博, 0.6, 76,  -2,* 14, 9, 25.4,⑰⑯⑯, 6, 3,Ｊエフティイカロス, 79,蛯名正, 0.3, 84,* 12,   5, 7, 22.2,⑥③⑥
 7, 4,Ｄレッドプラネット, 61,武士沢, 0.9, 58,   4,  -7, 2,  4.6, ⑩⑩, 7,12,Ｅダイジェスト, 61,柴田善, 0.6, 60,   3,  -9,13, 94.8,⑨⑨⑨, 7,18,Ｅバックハウス, 71,蛯名正, 0.7, 71,   5,  -2, 6,  8.4,⑮⑤⑤, 7, 9,Ｍライオングラス, 77,北村宏, 0.3, 86,   9,  14, 8, 22.6,⑪⑪⑪
 8,13,Ｌトｰアウキウキ, 48,江田照, 1.1, 58,*  8, -15,14,194.7, ④③, 8, 5,Ｆリュウシンドラゴン, 59,大野拓, 0.9, 60,   3, -13,10, 64.1,⑥⑦⑧, 8, 8,Ｇプラチナルｰプ, 71,吉田豊, 0.8, 70,   3,  -1,14, 49.2,⑫⑨⑥, 8, 2,Ｋミッキｰミラクル, 79,横山典, 0.3, 83,* 13,   1, 1,  3.8,①①①
 9,15,Ｅアモｰレマテルノ, 61,吉田豊, 1.4, 56,   6, -13, 9, 31.2, ⑨⑦, 9, 1,Ｋサンデｰチョウサン, 52,蛯名正, 0.9, 58,   3, -12,11, 75.1,⑭⑭⑩, 9, 1,Ｆシュヴァイツァｰ, 71,勝浦正, 0.8, 68,*  7, -11, 8, 24.8,①①①, 9, 7,Ａトウショウデザｰト, 93,吉田豊, 0.6, 81,* 12,   2, 4,  8.2,⑧⑦⑦
10,11,Ｃタマノリテラシｰ, 62,吉田隼, 1.6, 57,   5, -16, 6, 14.4, ⑦⑧,10,18,Ｂトゥビｰロイヤル, 75,田中勝, 2.3, 48,*  5, -39, 3,  5.8,②②②,10,16,Ｄシンセサイザｰ, 72,横山典, 1.2, 67,  -1,   1, 3,  6.4,⑭⑭⑮,10, 1,Ｏドリｰムトレジャｰ, 76,吉田隼, 0.8, 79,* 12,  -2,15, 77.3,④⑤⑤
11,16,Ｋサウンドクルｰズ, 53,丸田恭, 1.8, 55,*  8, -22,12,137.8, ①①,11, 6,Ｐネオフェリｰク, 41,福永祐, 2.6, 47,   2, -31,12, 77.3,⑪⑪⑬,11, 7,Ｋエイシンブイダンス, 68,松岡正, 1.3, 65,   4, -11, 2,  5.9,④④④,11,14,Ｆダイバｰシティ, 81,勝浦正, 1.0, 79,* 12,  -3, 5,  9.8,⑦⑧⑧
12, 5, レッドジュリア,---,田辺裕, 2.0, 54,  -2,  -8,13,156.2, ⑮⑮,12,17,Ｒメテオｰルシャワｰ, 19,田辺裕, 2.9, 43,   0, -32,16,163.0,⑱⑮⑯,12,17,Ｌナパ, 66,三浦皇, 1.3, 66,   0,  -4,11, 28.8,⑩⑫⑫,12, 5,Ｎドリｰムノクタｰン, 77,石橋脩, 1.0, 78,* 12,  -6,11, 30.1,⑤⑥④
13,14, トンデモナｰク,---,横山典, 2.0, 51,   5, -19, 1,  2.5, ⑧⑨,13,16,Ｎコウヨウリョウ, 46,小野寺, 2.9, 45,*  5, -49,17,220.7,①①①,13,13,Ｏルｰシエン, 61,北村宏, 1.5, 65,   1,  -6,15,104.5,⑨⑪⑪,13,10,Ｂピエナグッドラック, 86,四位洋, 1.1, 78,   8,   7, 9, 26.9,⑭⑬⑭
14, 3,Ｎポッキｰホッキイ, 47,宮崎北, 2.5, 49,  -2, -13,16,534.2, ⑪⑭,14,13,Ｍウインアクレイム, 49,後藤浩, 3.1, 43,*  4, -48, 7, 27.2,④④④,14, 4,Ｉハｰレムスウィング, 70,四位洋, 1.7, 59,   4, -17,13, 33.7,②③③,14, 8,Ｉマサライト, 79,柴田善, 1.4, 73,* 12, -12,12, 32.0,③④③
