10年 3月27日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 3月27日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 7R  芝2000m 4歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  芝1800m 3 歳ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
 9, 9,Ｆフラワｰガイア, 57,藤岡佑, 3.1, 46,*  3, -29, 5,  6.1,②②③, 9, 5,Ｈメイショウコゴロウ, 51,渡辺薫, 1.9, 51,  -5,  -7,12,152.1, ⑨⑧,,,,,,,,,,,,, 9, 5,Ｋペガサスキングビｰ, 60,武幸四, 2.1, 60, -13,   6,10,438.9, ⑩⑩
10,10,Ｌアグレッシブロｰズ, 45,和田竜, 3.4, 44,   1, -28, 9, 53.9,⑦⑥⑦,10, 6,Ｌエリモアｰティスト, 46,小林徹, 2.0, 50, -11,  -1,16,350.0, ⑮⑭,,,,,,,,,,,,,10, 8,Ｆカットイッタウト, 74,吉田稔, 3.6, 42, -12, -14,11,566.5, ⑨⑨
11, 1,Ｉスウィｰプイン, 48,渡辺薫, 3.8, 43,  -1, -26,12,207.3,⑪⑫⑪,11, 8,Ｊピュｰタｰ, 50,四位洋, 2.1, 48,  -8,  -6, 8, 35.2, ⑪⑩,,,,,,,,,,,,,,,,,,,,,,,,
12,13,Ｍミュルザンヌ, 23,竹之下, 4.4, 39,  -5, -24,11, 89.0,⑬⑬⑫,12, 7,Ｍケンブリッジシｰザ, 45,岩田康, 3.5, 38,  -8, -18,13,189.5, ⑩⑪,,,,,,,,,,,,,,,,,,,,,,,,
13,12,Ｋエムアイボニｰタ, 46,太宰啓, 5.9, 32,  -4, -39,10, 69.6,⑥⑪⑬,13, 2,Ｉジェネラルバイオ, 51,吉田稔, 3.5, 38,  -7, -19,14,219.4, ⑧⑬,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14, 9, ウインガルｰダ,---,池添謙, 3.6, 36, -11, -15, 6, 21.7, ⑬⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15,14,Ｏブラウンナイスガイ, 41,太宰啓, 3.7, 36,  -9, -18,15,327.3, ⑭⑫,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16, 1,Ｅプロスビｰト, 58,浜中俊, 4.0, 33,  -9, -21, 7, 31.9, ⑫⑨,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:稍重(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:稍重(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:77 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:5),,,,,,,,,,,
単勝:450円 複勝:04=190円 03=220円 08=640円 枠連:600円,,,,,,,,,,,,単勝:160円 複勝:11=110円 10=130円 16=200円 枠連:240円,,,,,,,,,,,,単勝:160円 複勝:07=110円 04=340円 枠連:0円,,,,,,,,,,,,"単勝:370円 複勝:04=150円 07=530円 09=220円 枠連:1,660円",,,,,,,,,,,
"馬連:1,130円 ワイド:03-04=460円 04-08=950円 03-08=2,070円",,,,,,,,,,,,馬連:290円 ワイド:10-11=150円 11-16=270円 10-16=550円,,,,,,,,,,,,馬連:660円 ワイド:04-07=230円 03-07=150円 03-04=340円,,,,,,,,,,,,"馬連:2,270円 ワイド:04-07=580円 04-09=280円 07-09=940円",,,,,,,,,,,
"馬単:1,940円 3連複:8,210円 3連単:37,360円",,,,,,,,,,,,"馬単:390円 3連複:820円 3連単:1,890円",,,,,,,,,,,,"馬単:950円 3連複:530円 3連単:2,160円",,,,,,,,,,,,"馬単:3,710円 3連複:2,850円 3連単:16,440円",,,,,,,,,,,
■ 2R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 5R  芝2200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 8R  ダ1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■11R  芝1600m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾗｼﾞｵ関西賞仲春特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｂトｰブプリンス, 58,武豊  ,, 65,  -1,*  2, 1,  2.8, ⑧⑥, 1, 3, ネオファンタジア,---,池添謙,, 77,  -8,* 24, 1,  2.7,⑥⑦⑦, 1, 6,Ａアイアムピカイチ, 78,川田将,, 78,  -1,* 17, 1,  1.8,⑧⑦⑧, 1, 4,Ｂエックスダンス, 82,武幸四,, 82,   0,* 20, 2,  3.0, ⑪⑩
 2,14,Ｆコイスキャｰレ, 53,武幸四, 0.5, 60,  -7,*  2, 4,  9.0, ⑩⑨, 2,13,Ｃハｰドダダンダン, 64,武豊  , 0.0, 73,* -5,  18, 3,  5.8,①①①, 2,11,Ｌロスパンチョス, 64,池添謙, 0.6, 71,   0,* 10, 4, 10.2,④⑤⑤, 2, 3,Ｉブレイブファイト, 73,内田博, 0.0, 80,*  7,   9, 7, 28.5, ②②
 3, 5,Ｄトップオブカハラ, 56,池添謙, 0.9, 53,  -9,*  1,10, 67.8, ⑫⑫, 3, 9,Ｂアドマイヤタイシ, 65,川田将, 0.1, 75,* -6,* 21, 2,  3.7,③③④, 3,12,Ｃフィｰルドウイナｰ, 72,小坂忠, 0.9, 69,*  1,   5, 8, 20.1,③③④, 3, 9,Ｆロｰドエキスパｰト, 77,岩田康, 0.2, 80,   2,  16, 5, 11.0, ⑨⑨
 4, 7,Ｃマイネルイｰガｰ, 57,浜中俊, 1.0, 55,   0,  -9, 6, 16.6, ⑤④, 4,12,Ｎサクラエンブレム, 49,内田博, 0.3, 71,* -7,  17, 7, 34.5,⑤⑤⑤, 4,13,Ｍマイハｰトマイラブ, 60,渡辺薫, 0.9, 69,*  2,   3,13,234.7,②②②, 4, 7,Ｃジョｰメテオ, 80,池添謙, 0.2, 79,*  9,   3, 3,  6.3, ①①
 5, 9,Ｅテイエムミュｰズ, 56,和田竜, 1.2, 54,   2, -12, 5, 11.7, ③③, 5,17,Ｍアクアブルｰフライ, 49,岩田康, 0.5, 69,  -8,  17, 8, 36.1,⑪⑨⑨, 5, 2,Ｇトランソニック, 70,岩田康, 1.2, 70,   0,   6, 2,  6.7,⑦⑥⑦, 5, 6,Ｌメイショウジェイ, 71,渡辺薫, 0.3, 80,   2,  15,11, 89.6, ⑧⑧
 6, 1,Ｇキクノベリｰタ, 52,藤岡佑, 1.3, 51,  -8,  -3, 7, 18.1, ⑪⑪, 6,14,Ｄタマモグランプリ, 63,和田竜, 0.6, 69,* -6,  15, 6, 16.4,⑨⑧⑧, 6, 8,Ｄワキノブライアン, 70,太宰啓, 1.3, 69,   0,   5, 5, 13.5,⑪⑧⑥, 6, 2,Ｇナミダガキラリ, 76,川田将, 0.4, 78,   5,   8, 8, 28.5, ④③
 7,11,Ｊロングエンプレス, 45,渡辺薫, 1.4, 53,  -6,  -4,13,384.7, ⑨⑩, 7,15,Ｇヴォイスメｰル, 56,浜中俊, 0.9, 63,* -6,   9, 9, 43.9,⑦⑥⑥, 7,14,Ｂマイネルサラン, 75,和田竜, 1.4, 67,  -2,   7, 6, 16.2,⑨⑩⑨, 7, 1,Ｍカイシュウボナンザ, 70,安藤勝, 0.4, 80,  -1,  16, 4,  7.7, ⑫⑪
 8, 6,Ｉフラスカｰティ, 49,石橋守, 1.5, 56,*  5, -18, 8, 29.1, ②②, 8, 7,Ａパントクラトｰル, 66,藤岡佑, 0.9, 68,  -9,  16, 4,  7.6,⑮⑯⑬, 8, 4,Ｈエアカサミラ, 69,藤岡佑, 1.9, 63,   1,  -3, 9, 30.9,⑥④③, 8,11,Ｈタガノバッチグｰ, 73,吉田稔, 0.6, 77,  -1,  15,10, 85.1, ⑩⑫
 9, 3,Ｈサクラヴィヴィアン, 50,吉田稔, 1.8, 51,*  5, -20, 3,  4.7, ①①, 9, 6,Ｅセレナデスタン, 60,吉田稔, 1.0, 66,  -7,  14,10, 58.6,⑩⑪⑩, 9,10,Ｆアルテマイスタｰ, 70,福永祐, 2.1, 63,*  3,  -6, 7, 18.8,①①①, 9, 8,Ａアルｰリングムｰン, 83,太宰啓, 0.7, 73,   4,   5, 1,  2.9, ⑥⑥
10, 8,Ａシエラデルタ, 66,小林徹, 1.9, 49,   2, -18, 2,  3.4, ④⑤,10,10,Ｈカネスドミナドｰル, 56,石橋守, 1.0, 61,* -5,   5,14,230.2,②②②,10, 5,Ｅツカサゲンキ, 70,熊沢重, 2.7, 61,  -3,  -3,10, 93.6,⑬⑫⑪,10,12,Ｋアドマイヤダｰリン, 72,藤岡佑, 0.8, 75,  -4,  16,14,256.6, ⑭⑭
11, 2,Ｋカシノストライカｰ, 45,北村浩, 1.9, 46,  -3, -14,12,367.0, ⑦⑦,11, 1,Ｆエタｰナルシチｰ, 59,武幸四, 1.1, 67, -11,  19, 5,  9.1,⑯⑮⑯,11, 3,Ｊキングスデライト, 67,武豊  , 2.8, 58,  -2,  -5, 3,  6.9,⑩⑪⑩,11,14,Ｅショウリュウアクト, 77,和田竜, 0.9, 71,   2,   5, 6, 19.7, ⑦⑦
12, 4,Ｍハロｰハクユウ, 30,川田将, 2.2, 42, -11,  -9,11,329.2, ⑬⑬,12, 4,Ｌエｰシンアリデッド, 50,高田潤, 1.4, 60,  -8,   8,17,563.7,⑧⑩⑪,12, 9,Ｋナリタシャトル, 67,浜中俊, 2.8, 58,  -3,  -4,14,391.0,⑤⑨⑫,12, 5,Ｄメイショウシオギリ, 78,難波剛, 1.0, 69,   4,  -1, 9, 32.2, ⑤⑤
13,12,Ｌミキノバンジョｰ, 36,熊沢重, 2.4, 43,  -3, -18, 9, 53.5, ⑥⑧,13, 8,Ｉヒシカツヒトリタビ, 55,田嶋翔, 1.5, 59,  -9,   8,12,102.9,⑫⑬⑫,13, 1,Ｉウォｰタｰリメイン, 68,佐久間, 4.0, 52,  -3,  -9,11,148.1,⑫⑭⑬,13,13,Ｊマヤノベンケイ, 73,浜中俊, 1.5, 65,  -1,   2,13,194.0, ⑬⑬
,,,,,,,,,,,,14,16,Ｏミッキｰボンボン, 49,小林徹, 1.5, 55,* -7,   0,16,398.3,④④③,14, 7,Ｎメイショウダイクン, 59,難波剛, 5.1, 42,  -4, -21,12,182.9,⑭⑬⑭,14,10,Ｎラピッドガｰル, 60,福永祐, 4.8, 30,   5, -56,12,131.0, ③④
,,,,,,,,,,,,15, 2,Ｋアップカｰド, 51,太宰啓, 1.5, 60, -11,  11,13,140.4,⑭⑫⑮,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16, 5,Ｊフライングブイ, 52,福永祐, 2.1, 56, -12,   7,11, 78.7,⑰⑰⑰,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,17,11,Ｐトップヴィｰナス, 38,熊沢重, 2.8, 43,  -9, -10,15,294.4,⑬⑭⑭,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:稍重(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:稍重(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:5),,,,,,,,,,,
"単勝:280円 複勝:13=150円 14=310円 05=1,100円 枠連:1,370円",,,,,,,,,,,,単勝:270円 複勝:03=140円 13=160円 09=120円 枠連:690円,,,,,,,,,,,,単勝:180円 複勝:06=110円 11=300円 12=340円 枠連:520円,,,,,,,,,,,,"単勝:300円 複勝:04=160円 03=650円 09=300円 枠連:3,960円",,,,,,,,,,,
"馬連:1,210円 ワイド:13-14=440円 05-13=2,050円 05-14=3,130円",,,,,,,,,,,,"馬連:1,130円 ワイド:03-13=500円 03-09=270円 09-13=280円",,,,,,,,,,,,"馬連:940円 ワイド:06-11=430円 06-12=520円 11-12=2,290円",,,,,,,,,,,,"馬連:4,270円 ワイド:03-04=1,460円 04-09=750円 03-09=3,450円",,,,,,,,,,,
"馬単:1,990円 3連複:12,830円 3連単:34,780円",,,,,,,,,,,,"馬単:1,630円 3連複:1,160円 3連単:5,650円",,,,,,,,,,,,"馬単:1,380円 3連複:4,360円 3連単:12,320円",,,,,,,,,,,,"馬単:6,080円 3連複:11,170円 3連単:62,110円",,,,,,,,,,,
■ 3R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 6R  芝1200m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 9R  ダ1200m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■12R  ダ1200m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,鳴門ｽﾃｰｸｽ,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｋミッキｰバラｰド, 39,内田博,, 73,*  3,*  8, 3,  9.7,②②②, 1,14,Ｃパドトロワ, 70,安藤勝,, 73,   4,   7, 1,  2.4, ⑨⑥, 1,13,Ｂドスライス, 84,武豊  ,, 84,* 12,   8, 3,  6.2, ③③, 1,10,Ｂコパノマユチャン, 69,川田将,, 70,  -4,* 12, 5,  7.4, ⑮⑮
 2, 5,Ｈエイユｰブラッサム, 51,池添謙, 1.1, 65,   3,   1, 5, 16.9,⑤⑤⑥, 2,11,Ｈタバルナ, 62,和田竜, 0.1, 72,   3,   8, 2,  3.2, ⑩⑦, 2,11,Ａフィｰルドジュエル, 86,岩田康, 0.3, 78,  -1,* 19, 1,  5.1, ⑯⑯, 2, 2,Ｆトウカイセレブ, 66,福永祐, 0.2, 71,   6,   1, 1,  3.5, ⑤④
 3,10,Ｃゼットチャンプ, 59,吉田稔, 1.5, 64,*  3,  -4, 7, 32.9,⑨⑥④, 3, 2,Ｂカネトシディオス, 72,藤岡佑, 0.2, 71,  -6,* 17, 3,  4.2, ⑬⑬, 3, 4,Ｎブラックシャドウ, 77,熊沢重, 0.5, 80,  11,   5,10, 22.2, ④④, 3,14,Ａアｰトオブダンサｰ, 71,佐久間, 0.5, 69,*  8,  -3, 3,  6.5, ③③
 4, 2,Ｆスカイフォレスト, 56,藤岡佑, 1.8, 62,   1,  -2, 2,  7.9,⑥⑦⑦, 4, 8,Ｆトｰホウシンバル, 63,四位洋, 0.4, 68,   6,   1, 8, 24.6, ⑤③, 4, 9,Ｆフキラウソング, 83,小坂忠, 0.5, 78,   6,  10,13, 93.8, ⑫⑪, 4, 7,Ｃアンロｰランサン, 68,吉田稔, 0.6, 69,*  9,  -5, 9, 30.2, ②①
 5, 7,Ｂカチサカズキ, 62,渡辺薫, 1.8, 62,   1,  -2, 8, 38.0,⑦⑧⑧, 5, 5,Ｅラブキｰセキ, 67,内田博, 0.4, 68,   5,   2, 7, 23.0, ③⑤, 5,12,Ｊハｰドウォン, 81,浜中俊, 0.7, 77,   9,   6,12, 32.2, ⑨⑧, 5, 5,Ｅメイショウフェｰヴ, 66,難波剛, 0.8, 64,   2,   0, 8, 19.2, ⑫⑪
 6, 8,Ａバックトゥジエｰス, 66,岩田康, 2.1, 60,*  3, -10, 1,  1.3,④③③, 6,12,Ｋニュｰブラウン, 60,吉田稔, 0.4, 67,   1,   6,13,241.6, ⑧⑨, 6, 3,Ｃスピｰドアタック, 84,福永祐, 0.7, 77,   8,   7, 4,  6.4, ⑪⑩, 6, 8,Ｊショウナンタイリン, 62,岩田康, 0.8, 66,   6,  -3, 2,  6.1, ⑥⑥
 7, 1,Ｊギャラクシｰ, 46,熊沢重, 2.6, 59,*  4, -13,10,154.6,③④⑤, 7, 3,Ｌオリオンザポラリス, 59,渡辺薫, 0.6, 66,  -3,   8, 9, 33.5, ⑫⑫, 7,16,Ｋスｰサンライダｰ, 81,和田竜, 0.7, 79,* 14,   1, 6,  9.5, ②②, 7, 4,Ｉトｰホウリッチ, 62,渡辺薫, 0.8, 64,   2,   0, 4,  7.3, ⑪⑫
 8, 3,Ｄツルマルトップワン, 58,福永祐, 3.1, 53,*  4, -20, 9, 82.9,①①①, 8, 7,Ｍファイティングピサ, 57,岩田康, 0.8, 62,   2,   0, 5, 22.2, ⑥⑧, 8,14,Ｉメガリス, 81,石橋守, 0.8, 77,   4,   9, 7, 13.7, ⑭⑭, 8, 6,Ｄシンメイゲイルス, 67,内田博, 0.9, 62,  -2,   2, 7, 11.1, ⑬⑬
 9, 6,Ｇダイシンボｰイ, 51,川田将, 3.1, 55,  -5,   0, 6, 29.6,⑪⑩⑩, 9,15,Ｉバクシンポイント, 61,太宰啓, 0.8, 62,*  8,  -7,12,148.1, ②②, 9, 8,Ｏスマｰトブレｰド, 76,武幸四, 0.8, 77,   3,  10,14,103.4, ⑮⑮, 9,11,Ｈグランプリチェリｰ, 62,熊沢重, 1.0, 62,  -6,*  5,12, 48.4, ⑯⑯
10,12,Ｌペプチドストｰム, 33,和田竜, 3.5, 50,   0, -15,11,207.5,⑧⑨⑨,10, 4,Ｊスプリングサンダｰ, 60,川田将, 0.9, 63,   5,  -4, 6, 22.3, ④④,10, 5,Ｅドリｰムクラウン, 83,吉田稔, 1.0, 75,  10,   2, 5,  8.2, ⑦⑨,10,13,Ｌシルクナデシコ, 61,浜中俊, 1.0, 66,   6,  -5, 6, 10.3, ⑧⑦
11, 4,Ｉショウナンバレｰノ, 49,石橋守, 4.2, 52,  -8,  -5,12,300.1,⑩⑪⑪,11, 1,Ｄムスタングリｰダｰ, 69,福永祐, 0.9, 64,   1,   2, 4, 22.1, ⑪⑩,11, 2,Ｄメイショウセンゴク, 84,川田将, 1.1, 73,   7,   4, 2,  5.9, ⑩⑬,11,12,Ｋトｰセンウｰノ, 61,太宰啓, 1.0, 63,   3,  -4,14,155.5, ⑦⑨
,,,,,,,,,,,,12,10,Ｎショウナンカガリビ, 53,浜中俊, 1.1, 58,   0,  -1,14,417.2, ⑦⑪,12, 6,Ｇリリｰハｰバｰ, 83,池添謙, 1.2, 72,  10,   1,11, 22.9, ⑧⑥,12, 3,Ｇオｰルブランニュｰ, 65,藤岡佑, 1.3, 60,   4,  -6,11, 36.4, ⑩⑩
,,,,,,,,,,,,13, 6,Ｇメイショウナナボシ, 63,武幸四, 1.5, 53, -12,   5,11,143.1, ⑭⑭,13,10,Ｈウォｰタｰバロン, 83,生野賢, 1.3, 72,  11,  -1,16,310.7, ⑥⑦,13, 9,Ｐリｰティラ, 54,和田竜, 1.3, 58,  -3,   0,15,235.4, ⑭⑭
,,,,,,,,,,,,14,13,Ｏメイショウヘミング, 48,池添謙, 1.7, 52,*  9, -18,10, 78.3, ①①,14, 7,Ｐアキノパンチ, 71,渡辺薫, 2.2, 63,   6,  -5,15,155.3, ⑬⑫,14,15,Ｎカツヨグラッチェ, 57,小林徹, 1.8, 57,   6, -12,16,326.1, ⑨⑧
,,,,,,,,,,,,,,,,,,,,,,,,15, 1,Ｌイセノスバル, 80,小林徹, 2.3, 64,* 14, -14, 8, 14.1, ①①,15,16,Ｍフライングビｰン, 57,池添謙, 2.8, 47,*  8, -24,10, 31.6, ④⑤
,,,,,,,,,,,,,,,,,,,,,,,,16,15,Ｍモアザンスマｰト, 78,太宰啓, 2.6, 62,  12, -13, 9, 17.9, ⑤⑤,16, 1,Ｏクイｰンアリュｰル, 56,武幸四, 3.1, 48,*  9, -27,13, 65.1, ①②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:稍重(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:稍重(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:稍重(指数:0),,,,,,,,,,,
