10年 6月12日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 6月12日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  芝2400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 7R  ダ1200m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  ダ1800m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,御陵ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｇキョウワレジｰナ, 54,尾島徹,, 59,* -3,   5, 8, 35.7,⑤④④, 1, 1,Ｅシゲルタカカゲ, 58,松山弘,, 67,  -1,*  2, 6, 17.9,③⑤⑤, 1, 3,Ａピュアチャプレット, 73,川田将,, 74,  -4,* 15, 1,  3.7, ⑩⑧, 1, 2,Ａドリｰムライナｰ, 90,池添謙,, 83,* 12,   9, 5,  7.5,②②②
 2,10,Ｅサダムセシボン, 60,藤岡佑, 0.2, 60,  -4,*  6, 7, 26.2,⑩⑧⑥, 2, 8,Ｇパワｰプレイズ, 56,野元昭, 0.0, 67,*  1,  -3, 2,  4.9,①①①, 2, 2,Ｅトウカイセレブ, 68,高倉稜, 0.1, 74,*  6,   5, 6,  8.8, ②②, 2,14,Ｂメイショウタメトモ, 89,古川吉, 0.0, 86,   9,* 16, 7,  9.6,⑨⑨⑧
 3, 1,Ｌハッピｰディレンマ, 49,川田将, 0.2, 58,* -3,   3, 6, 16.6,④③⑤, 3,15,Ａセレナデスタン, 71,岩田康, 0.1, 68,*  1,  -2, 1,  1.8,⑫⑧③, 3, 1,Ｄクリスリリｰ, 68,川須栄, 0.3, 72,   3,   6,10, 33.8, ④④, 3,12,Ｇタガノクリスエス, 85,岩田康, 0.2, 86,   9,* 14, 3,  6.0,⑩⑩⑪
 4, 9,Ｈブルｰモｰメント, 54,安藤勝, 0.3, 56,  -4,*  6, 3,  4.6,⑬⑨⑩, 4,11,Ｉトライアンフウィル, 53,池添謙, 0.2, 66,*  1,  -6, 8, 30.0,⑦④②, 4, 5,Ｌアキノワンツｰ, 62,和田竜, 0.6, 69,  -4,  10, 3,  6.9, ⑪⑩, 4,11,Ｅアコニットライアン, 86,幸英明, 0.3, 84,  10,  12, 9, 24.2,⑦⑦⑦
 5, 7,Ｂピュアストｰン, 63,高倉稜, 0.3, 56,* -2,  -1, 2,  3.7,①①①, 5, 6,Ｄジョｰアイデア, 60,幸英明, 0.2, 65,  -1,  -1, 5, 16.3,⑤⑥⑦, 5,12,Ｊオｰルブランニュｰ, 65,国分恭, 0.7, 68,  -8,* 13, 4,  6.9, ⑮⑫, 5,15,Ｋプラチナメｰン, 83,小牧太, 0.3, 81,* 12,   6, 1,  5.1,①①①
 6, 3,Ｋキョウワウィッシュ, 51,松山弘, 0.4, 57,  -4,   4,10, 66.3,⑥⑦⑧, 6,16,Ｍオｰスミショウサン, 49,古川吉, 0.3, 65,  -1,  -3,13,124.8,⑮⑬④, 6, 6,Ｎアキノジャブ, 59,藤岡康, 1.0, 67,   1,   3,15,197.9, ⑥⑥, 6, 5,Ｃピｰスキｰパｰ, 88,藤岡康, 0.4, 84,  10,  11, 6,  9.2,⑧⑧⑩
 7,14,Ｄオモイカナウ, 61,国分恭, 0.4, 56,* -2,   0, 4,  9.9,②②②, 7, 4,Ｌストｰムオｰシャン, 49,石橋守, 0.4, 64,  -2,   0,18,357.9,⑥⑨⑩, 7, 8,Ｂマイディスカバリｰ, 72,藤岡佑, 1.1, 65,* 10,  -8, 5,  8.0, ①①, 7, 9,Ｊメイショウブンブク, 83,藤田伸, 0.7, 82,   8,  12, 4,  7.4,⑭⑬⑨
 8, 2,Ｆアスカノイオン, 58,福永祐, 0.5, 56,  -6,*  6, 9, 52.4,⑪⑪⑨, 8,17,Ｎカネトシジェラｰチ, 47,太宰啓, 0.5, 64,  -4,*  5,17,301.5,⑰⑰⑯, 8,11,Ｍアムネリス, 62,丹内祐, 1.2, 64,*  7,  -6,16,251.9, ③③, 8, 8,Ｉセフティｰステｰジ, 84,高倉稜, 0.7, 82,   5,* 16,15,272.5,⑮⑭⑭
 9, 8,Ｃタガノサムアップ, 61,鮫島良, 0.7, 55,  -3,   0, 1,  2.5,③⑤③, 9,10,Ｆアナンダ, 56,藤岡康, 0.5, 63,  -2,  -1, 4, 11.7,⑬⑭⑮, 9, 7,Ｇシゲルスペランツァ, 67,松山弘, 1.4, 62,  -1,   0, 8, 17.9, ⑦⑦, 9,10,Ｆテイエムザエックス, 86,和田竜, 0.7, 81,  10,   6, 2,  5.2,⑤⑤⑤
10, 5,Ｉトップヴィｰナス, 53,上野翔, 1.0, 54,  -6,   2,13,235.6,⑨⑬⑫,10, 2,Ｊテイエムブユウデン, 53,和田竜, 0.9, 60,  -2,  -7, 9, 37.2,⑧⑩⑫,10,15,Ｃオンワｰドセジｰル, 68,加藤士, 1.4, 62,   3,  -4, 7, 16.8, ⑤⑤,10, 4,Ｎノワｰルシチｰ, 77,国分恭, 0.8, 79,* 11,   4,14,156.2,③④④
11,11,Ｊキセキノウタ, 52,幸英明, 1.3, 50,  -3,  -6,12,222.7,⑦⑥⑦,11,13,Ｏエルガｰ, 46,岩部純, 1.2, 58,  -5,  -3,15,215.1,⑯⑯⑭,11,10,Ｋキタサンハナミチ, 65,池添謙, 1.4, 61,  -9,   8,11, 45.3, ⑭⑯,10, 3,Ｄフロムジオリエント, 87,松山弘, 0.8, 80,  10,   5, 8, 12.9,⑥⑥⑥
12,16,Ａモンテロｰザ, 63,武幸四, 2.1, 50,  -6,  -7, 5, 13.3,⑮⑫⑪,12, 3,Ｋオンワｰドホｰプ, 51,川須栄, 1.5, 53,  -1, -18,12,104.6,⑪⑫⑬,12, 4,Ｉピュアマリｰン, 65,石橋守, 1.5, 63, -11,   9, 2,  5.1, ⑯⑭,12, 1,Ｌシャｰペンエッジ, 80,藤岡佑, 0.9, 79,* 11,   3,12, 63.5,④③③
