10年 4月25日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 4月25日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1600m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 4R  芝1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 7R  芝2000m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■10R  芝1400m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾌﾘｰｳｪｲｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ａアドマイヤオンリｰ, 62,蛯名正,, 57,* -4,   2, 1,  3.2, ④④, 1, 5,Ａサトノジュｰオｰ, 62,横山典,, 71,*  3,*  3, 2,  3.8, ③①, 1, 8,Ａネオスピリッツ, 70,北村宏,, 79,* -2,* 11, 1,  1.5,①①①, 1, 7,Ｃロｰドバリオス, 84,藤田伸,, 88,* 13,   8, 1,  1.9, ①①
 2, 2,Ｆレディスキッパｰ, 56,福永祐, 0.2, 55,  -6,   3, 2,  3.8, ⑥⑥, 2, 7,Ｃホットチリペッパｰ, 59,藤田伸, 0.5, 67,*  2,  -1, 4,  6.7, ④④, 2,10,Ｃアオゾラペダル, 69,藤田伸, 0.1, 80,  -5,* 16, 3,  5.1,④④④, 2, 6,Ｏショウナンアルバ, 71,蛯名正, 0.1, 87,   4,* 20,11, 39.3, ⑬⑪
 3, 9,Ｅミアコルサ, 57,小林淳, 0.4, 55,  -8,*  6, 5,  8.7, ⑩⑨, 3,13,Ｅデュリュクス, 57,柴山雄, 0.7, 66,  -3,*  5, 7, 15.3, ⑭⑩, 3,12,Ｇアイティｰバトル, 62,大庭和, 0.7, 70,* -2,   3, 6, 34.5,②②②, 3, 2,Ｊマッキｰコバルト, 77,野元昭, 0.4, 83,* 12,   6, 5, 15.6, ②②
 4, 1,Ｌオキザリス, 47,松岡正, 0.4, 53,  -6,   3, 3,  4.8, ⑤⑤, 4, 9,Ｇマイネルドルチェ, 53,武士沢, 0.7, 63,   1,  -2, 9, 49.3, ⑥⑦, 4, 1,Ｂブルｰムインハｰト, 69,小林淳, 0.8, 74,  -6,* 11, 2,  4.8,⑧⑦⑦, 4, 9,Ｈダイワルビア, 77,北村宏, 0.5, 83,   5,  13,13,117.7, ⑩⑨
 5,11,Ｃアリガタイ, 58,三浦皇, 0.5, 52,* -4,  -3, 6, 16.4, ③③, 5,11,Ｂナゲットスマイル, 59,三浦皇, 1.1, 61,  -2,  -4, 1,  3.0, ⑨⑨, 5, 9,Ｄラインウインド, 66,勝浦正, 1.0, 70,  -6,   6, 4, 17.7,⑥⑥⑥, 5, 5,Ｍトウカイミステリｰ, 75,福永祐, 0.5, 83,   9,   8, 9, 26.3, ④⑤
 6, 4,Ｉワンエイム, 51,勝浦正, 0.6, 52,  -7,   3,10, 95.8, ⑦⑦, 6,12,Ｉホｰプフルメロディ, 52,松岡正, 1.3, 58,  -2,  -7, 3,  5.8, ⑪⑧, 6,11,Ｉリリｰザサン, 59,国分恭, 1.0, 72,  -7,   8, 8, 72.4,⑦⑧⑧, 6,13,Ｎブルｰデインヒル, 72,松岡正, 0.6, 82,   5,  12, 4, 13.5, ⑨⑩
 7, 6,Ｄトｰヨｰサリｰ, 58,伊藤工, 0.9, 52, -12,*  8, 7, 19.1, ⑬⑮, 7,14,Ｊユウキサンオｰラ, 50,郷原洋, 1.4, 57,  -3,  -5,10, 54.0, ⑬⑪, 7, 2,Ｅノアブレイク, 65,三浦皇, 1.1, 68,  -6,   4, 5, 27.6,⑤⑤⑤, 7,14,Ｅドリｰムスカイラブ, 80,中谷雄, 0.7, 80,   7,   8,10, 28.0, ⑧⑧
 8, 5,Ｂトウカイカラｰ, 59,柴山雄, 1.0, 48,  -7,  -1, 4,  6.3, ⑧⑧, 8,17,Ｎプンジャガハティ, 44,国分恭, 1.5, 57, -11,*  5,14,196.1, ⑱⑱, 8, 4,Ｆキャッツテイル, 63,国分優, 1.5, 66,  -8,   4, 7, 51.0,⑨⑨⑨, 8, 8,Ｂサザンスタｰディ, 85,伊藤工, 0.7, 80,  -2,* 20, 2,  5.9, ⑮⑮
 9,12,Ｏアルエットシチｰ, 36,武士沢, 1.3, 46, -13,*  5,12,226.3, ⑮⑭, 9,16,Ｍダｰインスレイヴ, 44,福永祐, 1.6, 56,  -6,  -2,11, 83.1, ⑰⑮, 9, 5,Ｈコノハナ, 62,伊藤工, 1.6, 66, -11,   8,10,151.6,⑩⑫⑫, 9, 4,Ｆメイビリｰヴ, 80,武士沢, 0.7, 79,   8,   7, 8, 21.1, ⑦⑦
10,14,Ｇデルマアウレリア, 56,中谷雄, 1.5, 48,  -9,   0, 9, 82.5, ⑭⑬,10, 6,Ｆレオミラｰジュ, 57,江田照, 1.7, 53,   1, -15,13,177.5, ⑤⑥,10, 7,Ｌトウショウジオン, 45,武士沢, 2.1, 56,  -8,  -5, 9, 85.4,⑪⑩⑩,10,15,Ｌバブルウイズアラン, 76,三浦皇, 0.9, 78,   4,   9, 7, 16.6, ⑪⑫
11, 3,Ｍラブキンバリｰ, 42,岩部純, 1.6, 46, -11,   0,14,255.7, ⑫⑪,11, 4,Ｄコスモアルメリア, 58,伊藤工, 1.8, 50,*  2, -21, 8, 30.2, ②③,11, 6,Ｋシルクマイホｰム, 52,鈴来直, 2.7, 53, -10,  -7,12,306.2,⑫⑪⑪,11,16,Ｉケイアイエｰデル, 77,五十嵐, 0.9, 80,   2,  14,15,274.6, ⑫⑬
12,16,Ｈアｰティカル, 51,柴田善, 2.0, 43, -14,   1, 8, 32.7, ⑯⑯,12,18,Ｏトｰヨｰツバサ, 44,国分優, 1.8, 52,  -6,  -5,18,803.1, ⑮⑯,12, 3,Ｊクリノモンブラン, 57,水口優, 2.7, 46,* -4, -23,11,268.8,③③③,12,10,Ａカレイジャスミン, 85,田中勝, 0.9, 77,   9,   3, 3,  9.4, ⑥⑥
13,13, ナイセストスマイル,---,長谷川, 2.0, 44,  -9,  -4,11,184.1, ⑪⑫,13,10,Ｒクリノイマジン, 34,勝浦正, 2.4, 47, -10,  -8,15,407.2, ⑯⑰,,,,,,,,,,,,,13,18,Ｇジェイケイボストン, 80,江田照, 1.1, 74,* 10,  -3,14,221.6, ⑤④
14,10,Ｋエムエムクイｰン, 47,菅原隆, 2.0, 42,  -8,  -8,16,410.8, ⑨⑩,14,15,Ｈソラチナサブマリン, 53,蛯名正, 2.6, 43,  -4, -21, 5, 11.1, ⑫⑫,,,,,,,,,,,,,14,12,Ｄトップオブピｰコイ, 80,横山典, 1.3, 74,  -1,  11, 6, 16.2, ⑯⑭
15, 8,Ｊクリノセレブニ, 50,江田照, 2.1, 42,* -2, -16,15,313.7, ②②,15, 2,Ｌトｰセンカルツェ, 46,小野次, 2.7, 41,   1, -30, 6, 14.1, ⑦⑤,,,,,,,,,,,,,15,11,Ｐマッチメイト, 69,長谷川, 1.5, 71,* 11,  -8,17,539.8, ③③
16, 7,Ｎマイレディｰ, 40,国分恭, 2.5, 40,* -2, -20,13,242.1, ①①,16, 3,Ｋロワマｰジュ, 47,大庭和, 2.7, 42,  -5, -21,16,444.0, ⑧⑬,,,,,,,,,,,,,16, 1,Ｋワンダｰクラフティ, 77,四位洋, 1.6, 70,  -5,  12,12, 59.0, ⑰⑰
,,,,,,,,,,,,17, 1,Ｐキタノサイレンス, 39,田中勝, 3.2, 36,*  4, -43,12,163.8, ①②,,,,,,,,,,,,,17,17,Ｒアキノパンチ, 67,大庭和, 1.8, 68,  -2,   7,16,462.7, ⑭⑯
,,,,,,,,,,,,18, 8,Ｑカシノアイリス, 37,水口優, 3.3, 35,  -6, -27,17,707.3, ⑩⑭,,,,,,,,,,,,,18, 3,Ｑグレｰトバルサｰ, 68,水出大, 2.2, 64,  -5,   4,18,650.0, ⑱⑱
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:稍重(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:0),,,,,,,,,,,
単勝:320円 複勝:15=150円 02=140円 09=190円 枠連:320円,,,,,,,,,,,,"単勝:380円 複勝:05=190円 07=250円 13=340円 枠連:1,470円",,,,,,,,,,,,単勝:150円 複勝:08=110円 10=150円 12=310円 枠連:280円,,,,,,,,,,,,"単勝:190円 複勝:07=120円 06=500円 02=370円 枠連:1,250円",,,,,,,,,,,
馬連:590円 ワイド:02-15=300円 09-15=530円 02-09=470円,,,,,,,,,,,,"馬連:1,260円 ワイド:05-07=520円 05-13=1,110円 07-13=1,540円",,,,,,,,,,,,馬連:330円 ワイド:08-10=200円 08-12=510円 10-12=910円,,,,,,,,,,,,"馬連:5,550円 ワイド:06-07=1,990円 02-07=550円 02-06=7,640円",,,,,,,,,,,
"馬単:1,290円 3連複:1,580円 3連単:6,040円",,,,,,,,,,,,"馬単:2,360円 3連複:6,180円 3連単:24,480円",,,,,,,,,,,,"馬単:470円 3連複:1,980円 3連単:3,920円",,,,,,,,,,,,"馬単:8,200円 3連複:18,470円 3連単:84,610円",,,,,,,,,,,
■ 2R  ダ1400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 5R  ダ1600m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 8R  ダ1600m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■11R  芝2000m 3 歳ｵｰﾌﾟﾝ(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｻﾝｹｲｽﾎﾟｰﾂ賞ﾌﾛｰﾗｽﾃｰｸｽ ＧⅡ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｂスマイルタイム, 64,福永祐,, 70,  -6,* 15, 1,  1.6, ④④, 1, 5,Ａセイリオス, 80,横山典,, 74,*  6,*  8, 1,  1.8, ②②, 1, 6,Ｌグラヴィテｰション, 65,横山典,, 77,  -4,* 24, 2,  3.6, ⑬⑬, 1,15,Ｃサンテミリオン, 76,横山典,, 77,*  9,*  8, 1,  1.9,③③②
 2, 1,Ｆイチエイクリッパｰ, 55,三浦皇, 0.1, 67,* -1,   8, 7, 36.7, ①①, 2,16,Ｋロジスプリング, 59,三浦皇, 0.1, 75,   4,* 11, 2,  6.2, ⑦⑦, 2, 3,Ａボンバルディエｰレ, 78,柴田善, 0.4, 71,   1,  13, 1,  3.1, ⑦⑥, 2, 5,Ｄアグネスワルツ, 73,柴田善, 0.2, 74,* 10,   3, 4,  9.5,①①①
 3,14,Ａダイワトリビュｰン, 65,北村宏, 1.3, 58,  -9,   8, 3,  7.0, ⑨⑪, 3,12,Ｄビレッジペガサス, 73,蛯名正, 0.4, 73,   4,   7, 7, 20.2, ⑥⑥, 3, 7,Ｄダノンアスコット, 72,田中勝, 0.6, 69,*  4,   6, 8, 35.5, ⑤②, 3,14,Ｅブルｰミングアレｰ, 72,松岡正, 0.5, 73,*  9,   2, 2,  5.4,⑥⑤④
 4, 5,Ｄホノルルシチｰ, 60,四位洋, 1.5, 56,  -5,   1, 4,  7.2, ③③, 4, 7,Ｂアポロノサムライ, 75,福永祐, 0.9, 69,   0,*  9, 6, 16.2, ⑬⑬, 4, 4,Ｊセレスブレイク, 68,福永祐, 0.6, 72,   1,  11,12, 92.0, ③⑤, 4,13,Ｈアマファソン, 69,鮫島良, 0.5, 76,   3,* 16, 6, 15.8,⑮⑮⑮
 5,12,Ｃミリオンデンジャｰ, 62,江田照, 1.8, 54,  -7,   1, 2,  6.5, ⑧⑥, 5,15,Ｅナムラロアｰ, 70,藤田伸, 1.2, 68,   3,   5, 3,  6.9, ⑨⑩, 5,10,Ｆゴｰルデンハインド, 71,三浦皇, 0.7, 71,  -1,  14, 3,  4.2, ⑪⑪, 5, 2,Ｋアスカトップレディ, 65,藤田伸, 0.8, 72,   6,   6, 5, 14.0,⑦⑨⑨
 6, 6,Ｊカネトシショコラ, 52,鮫島良, 1.9, 55, -10,   4,11,151.0, ⑪⑩, 6, 4,Ｇセトノメジャｰ, 66,柴山雄, 1.2, 64,*  7,  -3,10, 87.4, ①①, 6,12,Ｅジｰガｰトップ, 72,松岡正, 0.8, 69,   2,   7, 4,  6.3, ④④, 6,11,Ｇマシュケナｰダ, 69,福永祐, 0.9, 71,   6,   4, 8, 21.0,⑪⑩⑪
 7, 8,Ｉバトルオヤユビヒメ, 53,国分恭, 1.9, 57, -11,   6,12,190.1, ⑫⑫, 7, 8,Ｏナンデヤネン, 53,勝浦正, 1.4, 65,   2,   2, 8, 68.1, ⑩⑨, 7,14,Ｇエルビｰトル, 68,伊藤工, 0.9, 68,   2,   6, 6, 20.3, ②③, 7, 3,Ａベストクルｰズ, 79,田中勝, 1.1, 67,   6,  -1, 3,  9.2,④⑥⑥
 8, 9,Ｅショウナンタイシ, 57,蛯名正, 2.0, 55,  -8,   1, 6, 25.2, ⑩⑧, 8,10,Ｃシルクタｰンベリｰ, 74,四位洋, 1.7, 63,   2,   1, 5,  9.9, ⑪⑫, 8, 5,Ｃノアプレミアム, 73,大庭和, 1.2, 65,   0,   8, 5, 15.6, ⑧⑨, 8, 9,Ｍディミｰタ, 64,蛯名正, 1.3, 65,   7,  -6, 9, 34.3,⑧⑦⑦
 9,15,Ｈオンワｰドチアフル, 53,菅原隆, 2.2, 52, -12,   3,10, 82.9, ⑬⑬, 9,11,Ｌウイニングタワｰ, 57,小林淳, 1.8, 64,   2,   1,12,168.5, ⑫⑪, 9, 9,Ｉエスジｰストリｰム, 68,国分恭, 1.2, 68,   0,   6, 9, 40.4, ⑩⑦, 9, 1,Ｌメイショウスズラン, 64,江田照, 1.3, 66,   3,   3,12, 81.3,⑬⑭⑭
10,16, ブラックサン,---,柴山雄, 2.3, 51, -16,   8,14,242.5, ⑯⑯,10, 2,Ｎマイネルスピリドン, 55,松岡正, 1.9, 61,   2,  -2, 9, 76.2, ⑧⑧,10,13,Ｈシルキｰチｰフ, 68,菅原隆, 1.4, 69,  -7,* 17,14,464.9, ⑭⑭,10, 8,Ｆフラムドｰル, 70,国分恭, 1.6, 64,   6,  -6,10, 36.6,⑫⑫⑩
11,13,Ｇダイワビバｰチェ, 54,武士沢, 2.3, 49,  -9,  -2, 5, 16.3, ⑦⑨,11, 6,Ｆツクバフｰジン, 70,柴田善, 2.0, 58,   4,  -7, 4,  9.2, ⑤⑤,11, 2,Ｂファイトスピリッツ, 76,柴山雄, 1.5, 62,*  4,  -2, 7, 34.3, ①①,11,12,Ｐトレジャｰチェスト, 58,三浦皇, 1.8, 61,   4,  -6,14,192.2,⑭⑬⑬
12, 7,Ｌホッカイマナウス, 49,小野次, 2.4, 52, -13,   3,15,421.9, ⑭⑮,12,14,Ｉシルクウィｰク, 60,江田照, 2.1, 59,*  6,  -9,14,260.0, ④④,12, 1,Ｋケｰジｰサミット, 67,蛯名正, 1.8, 66,  -4,   9,11, 46.4, ⑫⑫,12, 7,Ｊマイネアロマ, 67,柴山雄, 1.8, 59,   7, -15,11, 61.1,⑤④⑤
13,10,Ｋキｰマン, 50,大庭和, 2.4, 49,  -8,  -3, 8, 58.7, ⑥⑦,13, 1,Ｍトｰセンモｰション, 57,伊藤工, 2.1, 62,  -4,   6,15,320.7, ⑯⑯,13,11,Ｍマイネルテｰベ, 63,武士沢, 2.0, 59,  -1,   2,13,298.7, ⑨⑩,13,10,Ｎトシザマキ, 63,長谷川, 1.9, 61,   7, -15,15,255.0,⑨⑧⑧
