10年11月 6日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年11月 6日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  芝2000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 7R  芝1200m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  ダ1400m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,渡月橋ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ａヴォトレメイヤｰ, 60,松岡正,, 63,*  2,*  0, 1,  1.6, ①①, 1, 8,Ｂゴｰルドブライアン, 60,北村友,, 56,* -5,* -7, 1,  2.5,②②②, 1, 4,Ｆドリｰムバロン, 55,川須栄,, 65,   3,* -6, 7, 41.3, ⑥⑥, 1, 9,Ｃマルカフリｰト, 84,福永祐,, 82,   9,  11, 1,  2.9, ④⑤
 2,11,Ｄスｰサングリｰン, 49,和田竜, 0.7, 58,   0,  -2, 4,  7.5, ⑤④, 2, 1,Ｄシンボリストｰム, 53,川田将, 0.2, 55,  -8,* -4, 2,  2.5,⑧⑥⑥, 2, 6,Ｄゼフィランサス, 57,藤田伸, 0.0, 67,   6,  -8, 2,  4.2, ④④, 2, 2,Ａフェイムロバリｰ, 86,武豊  , 0.1, 81,   7,  12, 2,  3.5, ⑦⑥
 3, 9,Ｉピｰスフルアｰス, 42,川須栄, 0.9, 55,   0,  -5, 3,  6.6, ④③, 3,10,Ａヒットザタｰゲット, 61,福永祐, 0.4, 52,  -7, -10, 3,  4.1,⑥④④, 3, 1,Ｃエイシンオスマン, 59,浜中俊, 0.2, 63,   4, -10, 1,  2.4, ⑤⑤, 3,11,Ｇトウショウクエスト, 80,池添謙, 0.1, 80,   8,  11, 6, 17.7, ⑤③
 4,16,Ｅゼロセン, 47,酒井学, 1.1, 54,  -3,  -2,11,140.9, ⑦⑥, 4, 6,Ｅレッドシェリフ, 49,小牧太, 1.0, 47,  -9, -10, 4,  9.2,⑨⑨⑧, 4, 5,Ｅペプチドサクシｰド, 56,四位洋, 0.7, 58,   7, -19, 6, 14.7, ③③, 4, 1,Ｄウインプレミアム, 82,藤岡佑, 0.1, 82,   4,* 16, 5, 11.6, ⑨⑧
 5, 4,Ｆドリｰムガイド, 46,田中健, 1.3, 51, -10,*  5, 9, 73.5, ⑭⑯, 5, 3,Ｃクレバｰキング, 59,高倉稜, 1.2, 43,  -6, -20, 8,123.5,⑤⑤⑤, 5, 7,Ｂノｰブルディｰド, 61,池添謙, 0.7, 59,* 10, -22, 5,  7.4, ②②, 5, 8,Ｅスマｰトブレｰド, 82,北村友, 0.2, 80,   5,  13, 8, 45.5, ⑧⑦
 6,12,Ｋコスモロッキｰ, 42,幸英明, 1.7, 48,  -5,  -5, 6, 44.2, ⑨⑧, 6, 5,Ｊエメラルスカイ, 28,川須栄, 1.3, 44, -11, -11,10,212.6,⑩⑩⑩, 6, 3,Ｇクエルクス, 43,福永祐, 1.3, 48,  -4, -16, 3,  4.4, ⑦⑦, 6, 3,Ｂアデュラリア, 84,秋山真, 0.4, 78,* 10,   5, 3,  3.8, ①①
 7, 5,Ｃウイングオブピｰス, 50,福永祐, 1.8, 49,*  1, -14, 2,  5.2, ②②, 7, 9,Ｆエｰシンミラｰジュ, 48,浜中俊, 1.4, 41,* -5, -26, 6, 38.0,③③③, 7, 2,Ａビットスタｰダム, 67,幸英明, 1.7, 46,* 10, -35, 4,  6.5, ①①, 7, 5,Ｈダノンアスカ, 80,小牧太, 0.8, 75,   0,* 14, 9, 58.5, ⑪⑪
 8, 6,Ｎレイクキャスケｰド, 33,安藤光, 2.9, 36, -11,  -8,15,269.1, ⑯⑭, 8, 7,Ｇラプスドｰル, 45,松岡正, 2.2, 35,* -5, -39, 5, 28.0,①①①,,,,,,,,,,,,, 8, 4,Ｆテイエムクレナイ, 81,幸英明, 0.9, 75,   2,  11,10, 63.7, ⑩⑩
 9,15,Ｍクレバｰウエスタン, 33,高倉稜, 3.1, 36,  -4, -19,10, 96.8, ⑧⑦, 9, 4,Ｈダンツハッピｰ, 39,酒井学, 2.5, 32,  -9, -33, 9,184.6,⑦⑧⑨,,,,,,,,,,,,, 9, 6,Ｉタガノシュペリエル, 78,和田竜, 1.5, 70,* 10,  -3, 4, 10.8, ②②
10, 8,Ｇマイティｰパワｰ, 45,小牧太, 3.3, 35,*  1, -27, 5, 21.1, ③⑤,10, 2,Ｉクリノマキバオｰ, 36,和田竜, 2.7, 32,  -8, -39, 7, 61.9,④⑦⑦,,,,,,,,,,,,,10, 7,Ｊクイックメｰル, 76,川田将, 1.6, 69,   9,  -3, 7, 19.0, ③④
11,10,Ｊレッドジュバ, 42,野元昭, 3.5, 33, -10, -13,16,315.7, ⑮⑬,,,,,,,,,,,,,,,,,,,,,,,,,11,10,Ｋリッカバクシンオ, 70,安藤光, 5.3, 39,   7, -33,11,182.7, ⑥⑨
