10年 3月 7日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 3月 7日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:13,,,,,■ 4R  ダ1400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 7R  芝1400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  芝1600m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,武庫川ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｂメイショウコブシ, 63,武幸四,, 65,* -3,   0,10, 64.8,①①①, 1,10,Ａシゲルタダカツ, 68,和田竜,, 64,* -2,*  2, 1,  1.7, ①①, 1,14,Ｃドリｰムゼロワン, 74,松山弘,, 70,* -1,  13, 2,  4.4, ②②, 1, 5,Ｃマイネルクラリティ, 83,和田竜,, 91,  18,   7, 7, 15.7, ④④
 2, 9,Ａワンダｰスキｰ, 66,四位洋, 0.5, 55,  -5,  -2, 1,  1.5,⑥③③, 2,14,Ｆディｰプハント, 55,四位洋, 0.0, 64,  -3,*  4, 5, 21.4, ⑥⑤, 2, 8,Ｂテキｰラ, 77,岩崎祐, 0.0, 75, -10,* 24, 3,  5.9, ⑭⑫, 2,15,Ｂロｰドニュｰスタｰ, 84,岩田康, 0.3, 89,   6,* 23, 2,  4.3, ⑨⑨
 3,10,Ｊデルマプロティナ, 54,岩田康, 0.7, 56,  -5,  -4, 8, 22.6,②④④, 3, 8,Ｃシンコｰプリンス, 62,熊沢重, 0.3, 65,* -2,   1, 2,  4.2, ④③, 3,16,Ｈマイネルプライゼン, 69,和田竜, 0.1, 70,* -2,  13, 9, 19.1, ③③, 3, 3,Ｄジャコスキｰ, 82,四位洋, 0.3, 86,* 21,  -3, 1,  3.5, ③③
 4, 2,Ｈラガｰチェイス, 57,武英智, 0.7, 58,  -8,*  4, 9, 26.7,⑬⑪⑪, 4, 5,Ｄプロスビｰト, 59,小牧太, 0.8, 58,  -7,*  1, 3,  7.8, ⑪⑧, 4,10,Ｐビギンマニュｰバｰ, 56,小牧太, 0.3, 69,  -5,  14, 6, 15.5, ⑥④, 4,10,Ｈマイネルエルフ, 81,川田将, 0.4, 88,  13,  10, 4,  7.1, ⑥⑥
 5, 4,Ｉアスカノイオン, 55,福永祐, 0.8, 57,  -8,*  2,11, 86.7,⑪⑩⑧, 5, 7,Ｅティキマハロ, 59,佐藤哲, 0.8, 58,  -4,  -2, 6, 22.1, ⑦⑦, 5, 3,Ｋクレバｰトウショウ, 65,高倉稜, 0.3, 67,  -4,  11, 7, 16.3, ④⑤, 5, 7,Ｇシルポｰト, 81,佐藤哲, 0.6, 80,* 26, -17, 6, 13.4, ①①
 6,14,Ｌキモンピンキｰ, 46,高倉稜, 0.8, 56,  -8,*  2,13,168.8,⑫⑫⑨, 6,11,Ｂウインドスピｰド, 64,高倉稜, 0.9, 58,  -7,   1, 7, 22.6, ⑩⑩, 6, 1,Ｄナリタスレンダｰ, 73,幸英明, 0.3, 70,  -7,  18, 5, 10.9, ⑩⑩, 6,11,Ｉセイウンワキタツ, 81,武幸四, 1.0, 82,   5,* 17,13, 71.5, ⑫⑪
 7, 5,Ｃナムラクンリン, 63,川田将, 0.8, 57,  -8,*  2, 5, 17.2,⑦⑨⑫, 7,13,Ｈコックスバザｰル, 53,川田将, 0.9, 57,* -2,  -5, 4, 15.1, ③②, 7, 2,Ｅファイブスタｰ, 70,福永祐, 0.3, 69,  -3,  13, 4,  8.5, ⑤⑥, 7,14,Ｏニホンピロコナユキ, 70,難波剛, 1.2, 75,* 25, -23,14,196.7, ②②
 8, 6,Ｋキイレ, 54,北村友, 1.0, 56,  -7,  -1, 4, 15.7,⑧⑧⑩, 8, 1,Ｊマルサンサムライ, 49,幸英明, 1.2, 56,  -3,  -6, 9, 40.0, ⑤⑥, 8, 7,Ａカイシュウボナンザ, 77,国分恭, 0.4, 71, -11,* 20, 1,  4.2, ⑬⑬, 8, 2,Ｌレインフォｰレスト, 78,藤岡佑, 1.5, 75,   6,   6, 8, 22.9, ⑧⑧
