10年12月18日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年12月18日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-14,,,,,■ 4R  ダ1000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 7R  芝2600m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■10R  芝1200m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
11,12,Ｊエｰシンディｰバ, 34,古川吉, 2.2, 32, -20,  -7, 7, 17.6, ⑩⑩,11, 6,Ｍクラリン, 58,西村太, 1.3, 58,  -8,   2,14,215.3, ⑨⑩,11, 1,Ｅシャイニｰブラック, 72,西村太, 1.4, 72,  -1,  11, 7, 15.1,⑩⑭⑮,11, 2,Ｍシゲルジュウヤク, 53,松山弘, 1.1, 54,  -9,   0,14, 73.6, ⑬⑬
12,13,Ｋヒダノエリｰ, 33,宮崎北, 2.9, 25, -29,  -6,13,201.2, ⑫⑫,12,14,Ｋブラウンチｰタｰ, 59,西田雄, 1.3, 58,  -7,   1, 5, 15.1, ⑦⑦,12, 8,Ｍマッキｰスチｰル, 64,野元昭, 1.4, 72,   1,   9,15,270.8,⑭⑮⑯,12, 4,Ｎブレイドバロｰズ, 50,古川吉, 1.2, 54,   0, -11,12, 55.5, ⑥⑥
13, 6,Ｍハマノロｰズマリｰ, 26,太宰啓, 3.7, 16, -39,  -8,14,207.9, ⑬⑬,13, 5,Ｎジュヴェビアン, 56,国分恭, 1.5, 56, -15,   5, 9, 68.3, ⑬⑬,13, 9,Ｏファコンドｰ, 61,北村浩, 1.5, 70,   1,   5,16,323.6,⑫⑬⑭,13, 1,Ｊオウケンウッド, 59,田中博, 1.3, 53,  -7,  -4,15,147.0, ⑪⑪
14, 9,Ｎレコｰドプレイヤｰ,-36,西村太, 4.2, 12, -40, -11,12,174.0, ⑭⑭,14,12,Ｌドリｰムブランチ, 59,北村浩, 1.5, 56, -11,   2,13,187.7, ⑪⑪,14,13,Ｎマイネルネオハｰト, 63,丹内祐, 1.6, 68,   4,  -3, 5, 13.4,④⑥⑧,14,15,Ｏクラウンハッピｰ, 27,鮫島克, 1.5, 50, -17,   3,16,245.3, ⑱⑰
,,,,,,,,,,,,,,,,,,,,,,,,15,16,Ｐマドリガルスコア, 60,宮崎北, 2.4, 60,   3, -14, 8, 16.8,⑥⑦⑩,15,16, ヤマノクｰガｰ,---,宮崎北, 1.6, 47, -16,  -1,17,286.1, ⑰⑱
,,,,,,,,,,,,,,,,,,,,,,,,16, 5,Ｆトップミノル, 71,丸山元, 2.9, 55,*  5, -25, 9, 19.9,②②⑥,16, 9, コパノオンタイム,---,渡辺薫, 1.7, 47, -15,  -3,18,311.5, ⑯⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,17,Ｉノｰブルディｰド, 59,中舘英, 2.1, 42,*  4, -26, 6, 19.8, ③④
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,14, ウルトラカイザｰ,---,真島正, 2.1, 41, -10, -12, 8, 25.2, ⑮⑯
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:1),,,,,,,,,,,
単勝:390円 複勝:14=160円 03=140円 02=250円 枠連:580円,,,,,,,,,,,,"単勝:8,140円 複勝:09=1,310円 03=130円 07=300円 枠連:1,110円",,,,,,,,,,,,単勝:290円 複勝:12=150円 14=490円 03=290円 枠連:880円,,,,,,,,,,,,"単勝:170円 複勝:03=110円 07=260円 13=1,470円 枠連:450円",,,,,,,,,,,
馬連:670円 ワイド:03-14=280円 02-14=770円 02-03=710円,,,,,,,,,,,,"馬連:6,080円 ワイド:03-09=1,860円 07-09=6,610円 03-07=470円",,,,,,,,,,,,"馬連:2,580円 ワイド:12-14=1,150円 03-12=810円 03-14=2,600円",,,,,,,,,,,,"馬連:980円 ワイド:03-07=440円 03-13=1,870円 07-13=8,410円",,,,,,,,,,,
"馬単:1,450円 3連複:2,750円 3連単:13,150円",,,,,,,,,,,,"馬単:25,820円 3連複:15,460円 3連単:219,740円",,,,,,,,,,,,"馬単:5,000円 3連複:8,550円 3連単:40,550円",,,,,,,,,,,,"馬単:1,420円 3連複:14,500円 3連単:45,490円",,,,,,,,,,,
■ 2R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 5R  ダ1700m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 8R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■11R  ダ1700m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,豊明特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ｂタガノジョｰカｰ, 73,太宰啓,, 69,*  0,* 10, 3,  6.0,④④③, 1, 2,Ａナミダガキラリ, 75,古川吉,, 73,   3,* 15, 2,  3.1,⑧⑦⑤, 1, 7,Ａエリモアラルマ, 77,松山弘,, 80,*  8,* 14, 1,  2.7,⑥⑥④, 1, 8,Ａメダリアビｰト, 84,丸山元,, 83,  10,* 16, 1,  2.5,⑤⑤③
 2,11,Ｆクリノマックス, 70,宮崎北, 0.0, 69,*  0,* 10, 4, 10.3,⑬⑤④, 2,11,Ｄキョウジ, 72,丸山元, 0.0, 75,   3,* 19, 4, 12.1,⑩⑩⑧, 2,11,Ｍモエレジュンキン, 67,黛弘人, 0.8, 71,*  9,   6,14,136.0,③③②, 2, 6,Ｈアドベンティスト, 77,伊藤直, 0.3, 81,   8,* 17, 8, 39.4,⑦⑨④
 3, 2,Ｇバイブレイションズ, 69,丸山元, 0.2, 70,  -3,* 13, 2,  5.6,⑫⑬⑪, 3, 8,Ｂセレスブレイク, 74,中舘英, 0.1, 72,   5,  12, 1,  3.1,⑨④③, 3,12,Ｄメイショウモネ, 72,古川吉, 1.1, 73,   8,   7, 7, 20.7,⑨⑦⑦, 3, 5,Ｄヒカリコｰズウェｰ, 81,赤木高, 0.3, 81,   7,* 18, 7, 33.9,⑫⑩⑨
 4,13,Ｄオウハ, 72,赤木高, 0.3, 67,*  2,   4, 9, 25.2,⑮①①, 4,12,Ｈサダルメリク, 70,国分恭, 0.6, 70,*  6,   5, 3,  4.3,②②②, 4, 6,Ｅブルｰライジング, 72,赤木高, 1.2, 73,   3,* 13, 8, 22.1,⑮⑯⑯, 4, 2,Ｅティアモブリｰオ, 80,上村洋, 0.4, 80,* 13,   8, 2,  3.1,①①①
 5,12,Ａホワイトジュエル, 73,二本柳, 0.4, 68,  -1,   9, 7, 15.4,⑭⑩⑦, 5,13,Ｌマックスドｰズ, 65,宮崎北, 0.8, 67,   5,   7, 6, 21.1,⑤⑤④, 5, 4,Ｎストレンジラブ, 66,丸山元, 1.2, 70,*  9,   2, 5, 11.3,②②①, 5, 4,Ｆゴッドエンブレム, 78,鮫島克, 0.8, 76,  11,   8, 6, 32.9,④②②
 6, 7,Ｅヤマノトップラン, 71,西村太, 0.6, 65,*  0,   4, 6, 15.3,⑨②②, 6,10,Ｋナンヨｰスラッガｰ, 66,太宰啓, 1.0, 64,*  6,   1,10, 40.9,①①①, 6, 5,Ｐドンビザッツウェイ, 58,丸田恭, 1.3, 69,   6,   6,10, 30.8,⑧⑧⑧, 6, 3,Ｉホウショウアマネ, 77,宮崎北, 1.0, 74,   9,   9, 5, 29.5,⑧⑦⑤
 7, 4,Ｃビクトリアスバイオ, 72,丸田恭, 0.8, 64,  -3,   8, 1,  2.3,⑧⑫⑩, 7,15,Ｉドリｰムヘリテｰジ, 69,田辺裕, 1.0, 66,   2,   9,11, 63.2,⑮⑪⑩, 7,15,Ｏリネンタキシｰド, 66,田辺裕, 1.4, 69,   5,   7,15,187.6,⑬⑫⑪, 7,12,Ｃナリタスプリング, 81,藤岡康, 1.4, 74,   9,   6, 3,  3.6,⑨⑧⑩
 8, 6,Ｉトｰホウリッチ, 68,渡辺薫, 0.9, 65,  -2,   6,11, 70.5,⑥⑪⑬, 8, 6,Ｍホクセツポイント, 65,伊藤直, 1.1, 67,   2,  10,14,251.8,⑪⑨⑨, 8, 2,Ｃパｰフェクトバイオ, 75,中舘英, 1.7, 67,*  9,  -1, 2,  3.6,①①③, 8, 9,Ｌオウケンマジック, 73,太宰啓, 1.6, 71,  10,   3, 9, 71.4,⑥⑥⑧
 9, 8,Ｊフェリスクイｰン, 66,水口優, 1.0, 63,  -1,   3,14,232.9,①⑥⑥, 9, 4,Ｆスタｰサイクル, 70,渡辺薫, 1.1, 67,   1,  10, 8, 29.2,⑬⑫⑪, 9,14,Ｌテイケイワイズ, 69,鮫島克, 1.7, 68,   5,   6,16,279.8,⑭⑭⑭, 9,11,Ｋペガサスキングビｰ, 75,古川吉, 1.9, 70,   7,   4,11,165.2,⑩⑪⑪
10, 5,Ｍミリアム, 59,松山弘, 1.0, 65,  -1,   4, 5, 11.2,⑤⑧⑧,10, 5,Ｃチュウワキング, 73,荻野琢, 1.3, 67,   0,  10, 5, 14.2,⑭⑬⑫,10,16,Ｉシベリアンファクト, 71,西田雄, 1.8, 67,   5,   3,13,101.6,⑫⑪⑫,10, 1,Ｊチャリティショウ, 75,田中博, 2.0, 72,   5,   7,12,316.8,⑪⑫⑫
11,10,Ｋタマモチャｰム, 65,中舘英, 1.2, 61,*  0,   0, 8, 16.8,②③⑤,11, 3,Ｇコスモピグマン, 70,丹内祐, 1.7, 62,   4,   0, 7, 25.7,⑦⑥⑥,11,10,Ｈシュンハレン, 71,太宰啓, 1.8, 66,   4,   5,11, 50.7,⑪⑬⑬,11,10,Ｇエｰシンテンモク, 78,荻野琢, 2.1, 68,  11,  -3,10,120.7,③④⑦
12, 3,Ｈキストゥクラウン, 69,黛弘人, 1.3, 59,  -4,   6,13,155.3,⑪⑮⑭,12,14,Ｎギャラントブｰボ, 60,嘉藤貴, 1.9, 61,  -1,   6,15,268.4,⑯⑯⑮,12,13,Ｇダンツブラボｰ, 72,国分恭, 1.9, 68,   6,   1, 3,  7.2,⑩⑨⑨,12, 7,Ｂアドマイヤロザ, 83,国分恭, 3.4, 60,* 12, -15, 4,  9.1,②③⑥
13,14,Ｌベルモントダイヤ, 62,西田雄, 2.0, 56,  -2,  -4,12, 76.2,⑦⑨⑫,13,16,Ｅホトダｰ, 70,西田雄, 2.1, 58,*  5,  -6,13,146.6,③③⑦,13, 3,Ｂウォｰタｰサウンド, 76,藤岡康, 1.9, 67,   7,  -1, 9, 29.7,⑤⑤⑥,,,,,,,,,,,,
14, 9,Ｎトｰセンバタｰル, 52,千葉直, 2.3, 57,  -2,  -2,15,326.1,⑩⑭⑮,14, 7,Ｊハンドクラッピング, 67,西村太, 2.3, 58,   0,   1,16,426.6,⑫⑭⑭,14, 1,Ｆレッドライオン, 72,丹内祐, 2.1, 65,   7,  -3, 6, 20.2,④④⑤,,,,,,,,,,,,
15, 1,Ｏウォｰタｰリズム, 46,鮫島克, 3.3, 47,  -2, -15,10, 68.6,③⑦⑨,15, 1,Ｐブレｰヴキャンタｰ, 51,丸田恭, 2.8, 52,   2,  -6,12,101.2,⑥⑧⑬,15, 9,Ｊスズカスパｰク, 70,上村洋, 2.7, 62,   6,  -5, 4,  8.7,⑦⑩⑩,,,,,,,,,,,,
,,,,,,,,,,,,16, 9,Ｏマジカルレッド, 51,松山弘, 6.7, 29,  -1, -35, 9, 32.9,④⑮⑯,16, 8,Ｋニュｰジェットラン, 70,田中博, 2.9, 62,   5,  -4,12,100.4,⑯⑮⑮,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:稍重(指数:-3),,,,,,,,,,,
"単勝:600円 複勝:15=180円 11=280円 02=180円 枠連:1,050円",,,,,,,,,,,,単勝:310円 複勝:02=130円 11=270円 08=140円 枠連:490円,,,,,,,,,,,,"単勝:270円 複勝:07=140円 11=1,490円 12=420円 枠連:2,450円",,,,,,,,,,,,"単勝:250円 複勝:08=120円 06=780円 05=490円 枠連:1,530円",,,,,,,,,,,
"馬連:2,180円 ワイド:11-15=790円 02-15=600円 02-11=880円",,,,,,,,,,,,"馬連:1,920円 ワイド:02-11=640円 02-08=230円 08-11=650円",,,,,,,,,,,,"馬連:19,440円 ワイド:07-11=4,510円 07-12=1,020円 11-12=10,410円",,,,,,,,,,,,"馬連:3,280円 ワイド:06-08=1,220円 05-08=920円 05-06=4,380円",,,,,,,,,,,
"馬単:3,910円 3連複:3,510円 3連単:19,100円",,,,,,,,,,,,"馬単:2,880円 3連複:1,870円 3連単:10,360円",,,,,,,,,,,,"馬単:23,400円 3連複:55,750円 3連単:290,420円",,,,,,,,,,,,"馬単:5,320円 3連複:15,600円 3連単:60,490円",,,,,,,,,,,
■ 3R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 6R  ダ1000m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 9R  芝1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■12R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,志賀島特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｄコウエイキング, 57,川島信,, 63,* -4,   0, 1,  3.6, ②②, 1,10,Ａプリティガｰル, 68,田辺裕,, 68,* -7,*  9, 4,  6.3, ②②, 1,14,Ｌセイクリッドセブン, 65,田辺裕,, 77,   3,* 11, 7, 19.6,⑯⑯⑮, 1,15,Ｂエｰブチェアマン, 81,田辺裕,, 83,   3,* 19, 2,  5.0,⑨⑪⑧
 2,12,Ａボｰルドグラン, 60,宮崎北, 0.0, 63,* -1,  -3, 4,  6.4, ①①, 2,12,Ｃナイアｰド, 66,中舘英, 0.2, 66,* -6,   6, 1,  3.3, ①①, 2, 6,Ｅマサノウイズキッド, 75,田中博, 0.2, 76,   6,   3, 3,  5.7,⑪⑩⑩, 2, 6,Ｉヒットメｰカｰ, 73,国分恭, 0.0, 85,   3,* 19, 5,  8.2,⑬⑬⑬
 3, 4,Ｂクリノエンドレス, 57,丸田恭, 0.2, 60, -16,*  9, 5, 12.8, ⑫⑧, 3,13,Ｂアムネリス, 68,西田雄, 0.5, 63,  -8,   6, 3,  5.8, ③③, 3,10,Ｊワキノブライアン, 69,太宰啓, 0.2, 75,   3,*  8,14,131.8,⑮⑭⑯, 3, 9,Ｌカワキタコマンド, 69,鮫島克, 0.3, 81,   1,* 17,12, 78.9,⑭⑮⑭
 4, 5,Ｊヒカリゴｰルド, 52,長谷川, 0.2, 60, -10,   4,10, 37.1, ⑦④, 4, 6,Ｈプリンセスエリｰ, 64,赤木高, 0.7, 61,  -9,   5, 5,  8.4, ④④, 4,12,Ａチャｰムポット, 78,中舘英, 0.4, 73,   8,  -4, 2,  3.7,⑨⑥④, 4,10,Ｅヤマニンシャスｰル, 77,田中健, 0.3, 81,   3,  14, 7, 12.8,⑮⑭⑮
 5, 2,Ｏクリノミッキｰ, 43,西村太, 0.6, 56, -21,*  9,18,288.2, ⑮⑫, 5,14,Ｇキタサンハナミチ, 64,西村太, 0.7, 60, -14,*  7, 8, 18.2, ⑧⑨, 5,11,Ｆショウナンタイシ, 73,丸山元, 0.5, 72,   5,   1, 5, 15.9,⑭⑬⑭, 5, 4,Ｄアポロストｰム, 77,丸田恭, 0.4, 76,   7,   4, 8, 28.1,⑥⑤④
 6, 9,Ｎタキシｰドカメン, 43,田辺裕, 0.7, 53, -13,   0,12, 84.9, ⑨⑦, 6, 8,Ｄクリノスレンダｰ, 66,丸田恭, 1.0, 57, -11,   3, 2,  5.7, ⑦⑦, 6, 9,Ｇウェザｰサイド, 70,赤木高, 0.6, 70,   6,  -3,11, 91.8,⑩⑪⑪, 6, 5,Ｈエｰシンマイトップ, 74,赤木高, 0.4, 75,*  8,   0, 9, 34.2,③③③
 7, 7,Ｋコスモセクシｰ, 51,黛弘人, 0.8, 52, -16,   1,17,166.5, ⑬⑪, 7, 7,Ｍカルテブランシェ, 53,田中健, 1.2, 57, -11,   1,14,199.0, ⑥⑤, 7, 1,Ｄゴｰルドサクセス, 75,荻野琢, 0.6, 69,* 10, -13, 6, 16.0,①①①, 7, 7,Ｐトｰセンフリｰジア, 65,古川吉, 0.5, 78,   4,   7,15,134.3,⑦⑦⑦
 8,15,Ｅスサｰナトウショウ, 56,上村洋, 0.8, 52,  -9,  -5, 6, 17.0, ⑥⑩, 8, 4,Ｅオシャベリコパ, 66,渡辺薫, 1.3, 54, -18,   5,12, 52.9, ⑩⑩, 8, 7,Ｂマイヨｰル, 77,丹内祐, 0.6, 71,*  9,  -9, 1,  3.2,④③③, 8,17,Ｇナリタプラチナ, 75,藤岡康, 0.6, 76,   4,   6, 1,  2.9,⑫⑩⑪
 9, 3,Ｒメインアヴェニュｰ, 32,太宰啓, 0.9, 53, -25,*  9,14, 96.3, ⑱⑰, 9, 3,Ｉニシノアンクレット, 62,太宰啓, 1.4, 52, -17,   3,11, 40.6, ⑨⑧, 9,13,Ｈマイネルパシュクル, 69,川島信, 0.6, 73,   3,   3,10, 26.6,⑬⑮⑬, 9, 3,Ｃエスピナアスｰル, 78,丸山元, 0.6, 73,*  8,  -3, 3,  7.3,②②②
10,14,Ｈマイネタバサ, 54,丹内祐, 1.0, 51,  -6, -10, 8, 26.8, ⑤⑥,10, 9,Ｊトロピカルマドンナ, 61,鮫島克, 1.5, 52, -10,  -3, 6, 14.1, ⑤⑥,10, 8,Ｃアルマトゥｰラ, 77,伊藤直, 0.6, 70,   7,  -6, 4,  6.2,⑧⑧⑥,10, 2,Ａマイネルプリマス, 81,丹内祐, 0.7, 75,   7,   0, 4,  7.5,⑤④⑥
11,13,Ｉメイショウテンカイ, 53,鷹野宏, 1.1, 48,* -5, -13, 7, 25.1, ④⑤,11, 1,Ｌパシャ, 57,二本柳, 1.6, 53, -20,   5,10, 36.9, ⑫⑪,11, 4,Ｐサクラフジビュｰ, 54,宮崎北, 0.7, 70,   5,  -2,16,335.0,⑫⑫⑫,11,12,Ｏラブイズモネ, 65,西村太, 0.8, 76,   3,   7,16,221.0,⑩⑫⑫
12,18,Ｇトップルビｰ, 54,鮫島克, 1.2, 47, -13,  -7, 2,  4.0, ⑩⑨,12, 2,Ｆアンプレヴｰ, 66,丸山元, 1.8, 49, -20,   2, 7, 14.2, ⑬⑬,12, 5,Ｉサクラルｰラｰ, 69,小島太, 0.9, 65,*  9, -15, 8, 24.7,②②②,12, 8,Ｍマグニフィセント, 68,上村洋, 0.9, 77,   2,  10,10, 34.3,⑯⑯⑯
13,10,Ｃコウエイオトメ, 57,金折知, 1.3, 45,* -5, -16, 3,  4.3, ③③,13,11,Ｎサンドリｰナ, 52,古川吉, 2.0, 48, -17,  -1,13,110.4, ⑪⑫,13,16,Ｎファｰレサルティ, 60,藤岡康, 1.2, 64,   6, -13, 9, 26.3,⑦⑨⑨,13,11,Ｆセイカカリンバ, 76,中舘英, 1.1, 70,*  8, -10, 6, 12.3,①①①
