10年12月19日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年12月19日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 4R  芝1200m 2 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 7R  ダ1000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-7,,,,,■10R  芝2600m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
 9,16,Ｋセイエイ, 46,秋山真, 2.2, 43,  -8, -11, 8, 48.5,⑭⑭⑫, 9, 3, ラソワ,---,西村太, 1.0, 41,  -9, -13,13, 67.6, ⑬⑬, 9, 1,Ｆケイツｰノｰス, 62,丸田恭, 1.4, 59,  -4,   4, 6, 31.2, ⑧⑧, 9, 5,Ｃサクラキングオｰ, 81,上村洋, 1.8, 70,* 18, -29, 3,  7.1,⑤④④
10, 2,Ｈマイネルインバネス, 51,丹内祐, 2.3, 44,  -6, -16, 9, 68.8,⑪⑫⑩,10,17, ジュピタｰドリｰム,---,太宰啓, 1.0, 41, -11, -12,17,152.1, ⑮⑮,10, 2,Ｉトランブルｰ, 55,丸山元, 1.6, 58,  -1,   0, 5, 23.1, ⑤⑤,10, 3,Ｉジャングルハヤテ, 75,西田雄, 2.6, 64,  16, -37, 6, 12.6,⑥⑥⑧
11, 3,Ｍクリスタルステｰジ, 45,田中博, 3.4, 37,  -3, -30,12,141.6,④⑤⑧,11, 6, ライトレｰル,---,金折知, 1.1, 41,  -3, -21, 4,  9.3, ⑥⑧,11,12,Ｌラブルビｰ, 53,長谷川, 2.4, 50,  -3,  -5,13,180.7, ⑩⑩,11, 7,Ｌタニオブゴｰルド, 71,丸山元, 3.3, 61,* 18, -48,10, 32.7,⑦⑤⑤
12, 7,Ｊカシノエイカン, 49,西村太, 3.5, 34,  -7, -23,10, 85.5,⑫⑬⑬,12, 7, ビコｰディアナ,---,古川吉, 1.3, 41,*  0, -26, 2,  4.0, ⑤⑥,12, 9,Ｍカシノニケ, 44,加藤士, 2.9, 43, -14,  -3,14,405.3, ⑫⑬,12,11,Ｊテンシノマズル, 74,中舘英, 3.4, 62,* 19, -53, 4,  7.4,①①②
13,13,Ｌセイカエスパｰ, 46,太宰啓, 3.9, 30,* -2, -36,14,182.8,③③⑤,13,18, ファｰマソフト,---,国分恭, 1.4, 37, -15, -13,10, 38.9, ⑯⑰,13, 4,Ｊモリトアヤメ, 55,嘉藤貴, 3.0, 45,  -3, -10,12,164.0, ⑨⑨,13,12,Ｍミスタｰルイス, 66,赤木高, 6.2, 50,  11, -64,13,106.8,③⑬⑬
14, 5,Ｐカシノエイト, 28,芹沢純, 4.1, 30, -11, -22,15,239.0,⑯⑯⑯,14,15, ヤングラッシュ,---,丹内祐, 1.4, 38, -17, -11, 9, 35.4, ⑰⑯,14,13,Ｋイマｰジュシエｰル, 54,田中博, 3.3, 39, -23,  -2, 8, 51.4, ⑭⑭,,,,,,,,,,,,
15, 6,Ｎベストクラウン, 34,水口優, 4.2, 30,  -6, -33,16,258.0,⑧⑩⑭,15, 8, カネトシフェアネス,---,長谷川, 1.7, 34,  -2, -29,16,141.8, ⑧⑨,,,,,,,,,,,,,,,,,,,,,,,,
16,12,Ｆコｰドロン, 52,池添謙, 4.2, 29,  -5, -34, 5,  8.0,②⑧⑪,16,11, キョウワパフュｰム,---,丸山元, 1.7, 34,  -3, -29, 8, 28.3, ⑦⑪,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,17, 1, サツマガイア,---,赤木高, 2.1, 13, -27, -11,15,119.4, ⑱⑱,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18, 5, イサミヨウソロｰ,---,中舘英, 2.7, 24,*  3, -47,18,154.3, ②②,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:稍重(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:55 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:稍重(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:良(指数:1),,,,,,,,,,,
単勝:290円 複勝:10=140円 01=190円 14=200円 枠連:540円,,,,,,,,,,,,"単勝:300円 複勝:09=170円 12=1,070円 13=620円 枠連:1,910円",,,,,,,,,,,,単勝:370円 複勝:11=130円 07=110円 10=560円 枠連:180円,,,,,,,,,,,,単勝:310円 複勝:04=160円 10=360円 08=900円 枠連:490円,,,,,,,,,,,
"馬連:1,160円 ワイド:01-10=440円 10-14=460円 01-14=890円",,,,,,,,,,,,"馬連:6,890円 ワイド:09-12=1,860円 09-13=1,590円 12-13=5,470円",,,,,,,,,,,,"馬連:210円 ワイド:07-11=160円 10-11=1,590円 07-10=570円",,,,,,,,,,,,"馬連:3,040円 ワイド:04-10=1,190円 04-08=2,640円 08-10=5,770円",,,,,,,,,,,
"馬単:1,840円 3連複:2,510円 3連単:12,370円",,,,,,,,,,,,"馬単:10,240円 3連複:38,050円 3連単:150,950円",,,,,,,,,,,,"馬単:570円 3連複:1,920円 3連単:9,810円",,,,,,,,,,,,"馬単:5,790円 3連複:37,820円 3連単:163,870円",,,,,,,,,,,
■ 2R  ダ1000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 5R  ダ2400m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 8R  芝1200m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■11R  芝2000m 3歳上ｵｰﾌﾟﾝ(牝) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,愛知杯 ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ａワンダｰキラメキ, 72,ウィリ,, 65,   2,   8, 1,  1.6, ⑤③, 1,10,Ａトウカイキアｰロ, 81,丸山元,, 73,   4,* 15, 1,  1.7,⑥⑤⑤, 1, 4,Ｍスマｰトムｰビｰ, 58,古川吉,, 77,* 15,  -7, 7, 23.2, ①①, 1, 3,Ｃセラフィックロンプ, 87,宮崎北,, 88,   9,  14, 6, 13.9,④③③
 2, 7,Ｇメイショウヴァルナ, 64,西村太, 0.1, 64,*  5,   5, 7, 23.4, ②②, 2, 5,Ｃキｰネプチュｰン, 72,生野賢, 0.0, 73,   5,* 13, 5, 12.2,④④③, 2, 1,Ｂオペラセリア, 71,西村太, 0.2, 66,   1,*  3, 8, 34.3, ⑫⑭, 2, 5,Ｄブロｰドストリｰト, 87,藤田伸, 0.0, 92,   7,  20, 1,  4.1,⑧⑥④
 3,14,Ｆスタｰリバイバル, 65,西田雄, 0.3, 61,   0,   6, 9, 32.4, ⑦⑦, 3, 2,Ｂマイネルバンベｰル, 74,丹内祐, 0.1, 72,*  6,   9, 2,  5.0,①①①, 3, 2,Ｆチャｰルストン, 66,鮫島良, 0.2, 69,   8,  -3, 5, 11.0, ④④, 3,13,Ｇヒカルアマランサス, 85,池添謙, 0.2, 93,   4,* 25, 2,  5.6,⑬⑬⑨
 4, 2,Ｅシャフツレディ, 66,丹内祐, 0.3, 61,  -6,*  9, 6, 18.1, ⑩⑩, 4, 3,Ｄグランドチャペル, 71,池添謙, 0.8, 68,   4,   8, 3,  6.6,⑤⑥⑥, 4,10,Ｋスナｰクチェリｰ, 62,荻野琢, 0.3, 69,  10,  -6,15,179.7, ⑤⑦, 4, 8,Ｏイタリアンレッド, 79,秋山真, 0.2, 94,   2,* 28, 3,  7.4,⑯⑮⑩
 5,10,Ｈヴィｰヴァサルｰテ, 64,藤岡康, 0.4, 61,   0,   5, 2,  8.1, ⑥⑥, 5, 1,Ｅセイカプレスト, 70,太宰啓, 0.8, 69,   4,  11, 8, 45.0,⑧⑧⑦, 5,18,Ｑオンフルｰル, 51,ウィリ, 0.4, 60,  -8,* 10, 9, 48.1, ⑰⑰, 5,12,Ｋコスモネモシン, 80,丹内祐, 0.3, 90,   5,  19, 7, 15.3,⑪⑩⑧
 6, 1,Ｉデステニｰアロｰ, 62,宮崎北, 0.5, 59,  -5,   8,10, 42.1, ⑨⑨, 6, 4,Ｇゼットチャンプ, 69,国分恭, 1.0, 67,   5,   4, 7, 25.0,③③④, 6,11,Ｅニホンピロエリナ, 67,藤田伸, 0.4, 66,   7,  -4, 2,  4.8, ⑧⑤, 6, 1,Ｌトゥニｰポｰト, 80,芹沢純, 0.3, 85,* 12,   4, 8, 20.6,①①①
 7,13,Ｊポリティカルパワｰ, 61,丸山元, 0.6, 57, -15,* 13, 5, 17.7, ⑭⑭, 7, 9,Ｆウインステルス, 69,ウィリ, 1.5, 64,   4,   3, 4, 10.4,⑦⑦⑨, 7,13,Ａヴィクトリｰマｰチ, 74,中舘英, 0.4, 69,* 12, -10, 1,  2.4, ②②, 7, 6,Ｊスイｰトマトルｰフ, 81,田中博, 0.6, 85,   6,  12,16, 41.5,⑩⑧⑦
 8,12,Ｄノトｰリアス, 67,古川吉, 0.6, 58,  -4,   6, 4, 11.4, ⑪⑪, 8, 6,Ｈメイショウロッコｰ, 68,武幸四, 1.5, 65,*  6,  -2, 6, 23.2,②②②, 8,15,Ｈアンフィルｰジュ, 65,藤岡康, 0.5, 67,* 12, -11, 3,  6.1, ③③, 8, 9,Ｑバイタルスタイル, 75,荻野琢, 0.9, 75,* 11,  -3,15, 39.3,②②②
 9, 9,Ｋロｰズバレｰ, 58,秋山真, 0.9, 56,   3,  -1,12, 93.1, ③④, 9, 8,Ｉグランプリスマイル, 63,赤木高, 1.6, 66,   3,   7,10,178.9,⑨⑩⑩, 9, 8,Ｄノアウイニング, 68,秋山真, 0.5, 64,   7,  -6, 4,  6.5, ⑦⑧, 9, 4,Ｎレジネッタ, 79,中舘英, 1.0, 85,   3,  17,14, 37.6,⑭⑭⑬
10, 5,Ｂホｰプホｰマン, 70,長谷川, 1.0, 55,*  6,  -4, 8, 24.1, ①①,10, 7,Ｊセレビュタント, 56,黛弘人, 2.6, 58,   3,  -2, 9,174.8,⑩⑨⑧,10,16,Ｎホッカイレシフェ, 58,嘉藤貴, 0.6, 60,   1,  -2,12, 91.6, ⑭⑪,10,11,Ｐタガノエリザベｰト, 77,丸山元, 1.1, 80,   4,  12,13, 36.8,⑫⑫⑫
11, 3,Ｃシゲルカサギヤマ, 69,池添謙, 1.2, 50,  -8,   3, 3,  9.7, ⑫⑫,,,,,,,,,,,,,11, 9,Ｒピンクジャスミン, 50,上村洋, 0.6, 60,  -7,*  6,17,221.6, ⑯⑯,11,16,Ｈブライティアパルス, 84,藤岡康, 1.1, 76,   8,   1, 9, 25.5,⑦⑤⑥
12,11,Ｌノアスピリタス, 55,黛弘人, 1.4, 49,   3,  -6,14,261.1, ④⑤,,,,,,,,,,,,,12, 6,Ｃヘイハチプリンセス, 68,加藤士, 0.7, 59,  -2,   1,10, 69.6, ⑮⑮,12,18,Ｂブラボｰデイジｰ, 88,生野賢, 1.4, 71,* 11,  -7,11, 28.8,⑤④⑤
13, 8,Ｎミッキｰデピュティ, 38,中舘英, 1.4, 48, -11,   3,11, 54.9, ⑬⑬,,,,,,,,,,,,,13,12,Ｌコｰヒｰゼリｰ, 61,宮崎北, 0.8, 59,   3,  -6,16,183.9, ⑪⑩,13,10,Ｉシングライクバｰド, 82,鮫島良, 1.4, 82,   0,  16,12, 30.1,⑰⑱⑮
14, 6,Ｍシセイアスカ, 46,上村洋, 1.7, 48,  -2,  -5,13,192.8, ⑧⑧,,,,,,,,,,,,,14, 7,Ｇシｰズバレンタイン, 66,丸山元, 1.1, 54,   1,  -8, 6, 20.6, ⑬⑬,14, 7,Ｍサンレイジャスパｰ, 80,上村洋, 1.8, 74,   2,   7,17, 82.6,⑱⑯⑭
,,,,,,,,,,,,,,,,,,,,,,,,15, 3,Ｊコウヨウマリｰン, 63,西田雄, 1.1, 56,   7, -13,14,101.4, ⑥⑨,15,14,Ｒラナンキュラス, 72,川島信, 2.0, 75,   0,   8,18,101.6,⑮⑰⑯
,,,,,,,,,,,,,,,,,,,,,,,,16,14,Ｉオｰナｰズアイ, 64,国分恭, 1.1, 57,   7, -13,11, 75.9, ⑨⑥,16,15,Ｅレディアルバロｰザ, 86,丸田恭, 2.3, 62,   7, -13, 5,  8.8,⑥⑦⑪
,,,,,,,,,,,,,,,,,,,,,,,,17, 5,Ｐトｰセンボルテｰジ, 55,水口優, 1.7, 47,   3, -17,18,303.6, ⑩⑫,17, 2,Ｆムｰドインディゴ, 85,ウィリ,17.4,17.4---,   5, ---,10, 26.7,⑨⑪⑰
,,,,,,,,,,,,,,,,,,,,,,,,18,17,Ｏスティｰルシャｰク, 56,池添謙, 1.7, 46,  -9,  -6,13, 91.9, ⑱⑱,,,,,,,,,,,,
ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:稍重(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:稍重(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:88 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:1),,,,,,,,,,,
単勝:160円 複勝:04=110円 07=300円 14=360円 枠連:650円,,,,,,,,,,,,単勝:170円 複勝:10=110円 05=200円 02=130円 枠連:750円,,,,,,,,,,,,"単勝:2,320円 複勝:04=720円 01=800円 02=310円 枠連:4,490円",,,,,,,,,,,,"単勝:1,390円 複勝:03=330円 05=170円 13=230円 枠連:1,880円",,,,,,,,,,,
"馬連:1,070円 ワイド:04-07=470円 04-14=690円 07-14=2,420円",,,,,,,,,,,,馬連:890円 ワイド:05-10=300円 02-10=190円 02-05=540円,,,,,,,,,,,,"馬連:31,250円 ワイド:01-04=7,710円 02-04=2,630円 01-02=2,310円",,,,,,,,,,,,"馬連:2,680円 ワイド:03-05=1,050円 03-13=1,290円 05-13=590円",,,,,,,,,,,
"馬単:1,350円 3連複:5,280円 3連単:14,480円",,,,,,,,,,,,"馬単:1,220円 3連複:990円 3連単:4,370円",,,,,,,,,,,,"馬単:54,750円 3連複:46,370円 3連単:358,150円",,,,,,,,,,,,"馬単:6,060円 3連複:4,280円 3連単:29,130円",,,,,,,,,,,
■ 3R  芝1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■ 6R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 9R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■12R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,九重特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ｊスリｰケインズ, 51,西田雄,, 54,  -4,* -9,10, 36.4,⑭⑪⑨, 1,14,Ｅニシノキュアノス, 72,丸山元,, 76,   5,* 10, 9, 27.4,④④③, 1, 7,Ｅカンファｰネオ, 71,国分恭,, 74,   1,* 14, 7, 33.8,⑭⑬⑪, 1,11,Ａシンボリマルセイユ, 76,赤木高,, 72,  -1,*  7, 3,  6.3, ④③
 2,14,Ｍクｰファセクメト, 46,国分恭, 0.1, 54,  -1, -15, 3, 10.6,⑪⑨⑥, 2, 2,Ｌプロスペラスマム, 65,田中博, 0.1, 77,*  7,*  5, 8, 25.6,①①①, 2,12,Ａルナキッズ, 76,荻野琢, 0.3, 70,   5,   6, 1,  2.6,⑥⑥⑥, 2, 1,Ｆコスモドロス, 66,丹内祐, 0.0, 74,  -1,*  7, 6, 10.0, ②④
 3, 1,Ｎプレミアムリｰチ, 44,太宰啓, 0.2, 53,  -6,* -6,16,377.2,⑮⑯⑮, 3, 7,Ｃユキノクイｰン, 73,西田雄, 0.4, 74,*  6,   5, 2,  3.4,②②②, 3, 9,Ｂマカリオス, 75,生野賢, 0.3, 68,   5,   5, 2,  3.4,⑤⑤⑤, 3, 3,Ｄタニノスバル, 70,上村洋, 0.3, 70,*  3,   0, 1,  3.7, ①①
 4, 8,Ｃデｰヴァロｰカ, 58,上村洋, 0.3, 52,   0, -20, 2,  7.8,⑧⑥⑤, 4, 9,Ｄアマゾネスバイオ, 73,国分恭, 1.4, 69,   0,*  5, 6, 19.8,⑭⑬⑫, 4, 2,Ｆメイショウドレイク, 70,小島太, 0.4, 67,   5,   4, 8, 36.9,④④④, 4, 2,Ｇタフネスデジタル, 66,秋山真, 0.4, 68,  -3,   3, 4,  7.6, ⑤⑥
 5, 7,Ｏテラノイｰグル, 44,池添謙, 0.4, 51,  -5, -12, 7, 21.8,⑯⑮⑬, 5,13,Ａプリティカポレイ, 76,池添謙, 1.5, 66,   2,   3, 1,  2.4,⑬⑩⑩, 5, 4,Ｏウマザイル, 62,中舘英, 0.7, 64,*  6,  -1, 4,  7.2,②②②, 5,13,Ｌアイファｰハイカラ, 62,国分恭, 0.5, 67, -12,* 11, 7, 10.8, ⑮⑭
 6,13,Ａムｰンパイロット, 61,ウィリ, 0.4, 48,*  2, -25, 1,  1.6,②②②, 6,12,Ｉテイエムセッペトベ, 69,田嶋翔, 1.7, 65,   4,  -3, 7, 21.4,⑤⑥⑥, 6,16,Ｊラムタムタガｰ, 65,藤岡康, 0.8, 65,*  6,  -1,11, 58.7,③③③, 6,14,Ｎアイアンラチェット, 58,鮫島良, 0.6, 66,  -7,   5, 9, 30.2, ⑫⑮
 7, 6,Ｆゴｰズオン, 56,金折知, 0.4, 51,  -4, -13,15, 98.7,⑫⑫⑭, 7, 3,Ｍマイネルナロッサ, 64,丹内祐, 1.7, 66,   3,  -1,15,180.8,⑧⑦⑤, 7,10,Ｃマジックアロｰ, 75,芹沢純, 0.8, 64,   3,   4, 3,  6.3,⑩⑦⑩, 7,18,Ｋメイショウボルト, 62,藤岡康, 0.6, 66,  -2,   1,13, 99.7, ⑥⑤
 8,12,Ｉマイネルリシェス, 52,丹内祐, 0.4, 51,   0, -23,13, 60.0,⑥⑤④, 8, 5,Ｋマヤノカピオラニ, 67,西村太, 1.8, 64,   3,  -2,10, 44.4,⑥⑧⑧, 8,14,Ｉクリスタルドア, 68,古川吉, 1.0, 64,   3,   3,10, 49.1,⑨⑩⑨, 8,10,Ｂカラフルパレット, 74,宮崎北, 0.7, 64,*  0,  -3, 5,  7.8, ③②
 9, 2,Ｌトｰアウィンザｰ, 49,秋山真, 0.5, 49,  -1, -20, 8, 22.0,⑨⑧⑧, 9, 6,Ｈウインク, 70,武幸四, 1.9, 67,   0,   1, 4, 11.1,⑫⑫⑬, 9, 3,Ｌシルクペガサス, 65,田中博, 1.2, 65,   3,   2,13, 86.7,⑧⑧⑦, 9, 4,Ｊハッシャバイ, 63,丸田恭, 0.7, 63,  -5,   2,10, 46.1, ⑩⑧
10,11,Ｄアイムヒアｰ, 57,川島信, 0.7, 49,  -3, -20, 9, 34.1,⑩⑩⑪,10, 4,Ｏビｰチパｰティｰ, 61,ウィリ, 2.0, 63,   2,  -1, 5, 14.8,⑨⑨⑨,10, 5,Ｐメジロカルヴィン, 56,黛弘人, 1.2, 60,   0,   5,15,117.6,⑮⑮⑭,10, 9,Ｏスズカロングラン, 58,太宰啓, 0.8, 63,  -9,   5,15,224.5, ⑭⑫
11,10,Ｅマイネマグノリア, 56,黛弘人, 0.9, 46,  -4, -20, 4, 14.1,⑬⑭⑫,11,10,Ｆカオカオプリン, 71,宮崎北, 2.2, 61,  -1,   2,11, 62.1,⑯⑯⑭,11,11,Ｄマｰブルデイビｰ, 71,宮崎北, 1.3, 61,   3,   0, 9, 43.5,⑦⑨⑧,11,17,Ｃオリオンザポラリス, 72,丸山元, 0.8, 62,  -8,   3, 2,  5.2, ⑬⑪
12, 5,Ｈトムコウクン, 54,藤岡康, 1.3, 42,*  3, -40, 5, 17.6,①①①,12,15,Ｎネオスペチアｰレ, 63,秋山真, 2.2, 61,*  6,  -9,12, 69.8,③③④,12,15,Ｈダテノスイミｰ, 68,田中健, 1.8, 62,  -1,   4, 6, 30.7,⑯⑯⑯,12, 5,Ｐコパノフルミタマ, 46,水口優, 0.8, 63,  -7,   2,16,236.7, ⑪⑨
13, 3,Ｐドリｰムスパ, 42,丸山元, 1.6, 38,  -3, -35,11, 48.8,⑤⑦⑩,13,16,Ｇワンダｰスル, 71,野元昭, 2.4, 60,   2,  -5,14,124.2,⑪⑪⑪,13, 8,Ｍピカピカジョオｰ, 64,西村太, 1.8, 59,   0,   2,14,108.3,⑫⑭⑫,13, 7,Ｅラブチャｰミｰ, 67,ウィリ, 1.1, 58,  -4,  -4, 8, 13.4, ⑦⑦
14,15,Ｋウィズイングレｰス, 49,中舘英, 1.6, 40,*  2, -43,12, 59.7,④③③,14, 1,Ｊクリノメダリスト, 67,川島信, 2.4, 60,   4,  -9,13, 94.6,⑦⑤⑦,14, 6,Ｇシュヴァイツァｰ, 69,西田雄, 2.0, 57,   2,  -4,12, 64.3,⑪⑪⑬,14,16,Ｒアラメダキング, 21,黛弘人, 1.2, 58,  -4,  -6,17,241.0, ⑨⑩
