10年 7月10日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 7月10日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1600m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■ 4R  芝1400m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  芝1400m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,
 9,11,Ｊダンスインザスカイ, 36,高倉稜, 1.8, 38,  -9, -23,10,102.6, ⑪⑪, 9, 8, マｰベラスカイザｰ,---,渡辺薫, 1.0, 50, -22,*  2,17,285.0, ⑯⑮, 9, 5,Ｊダイナミックムｰヴ, 49,幸英明, 2.4, 51,   3, -22, 8, 22.5, ⑬⑬, 9,10,Ｄスｰパｰワシントン, 78,石橋守, 0.3, 74,  -2,   6,12, 51.2, ⑬⑮
10, 1,Ｋシゲルサンジ, 32,太宰啓, 2.0, 36,  -7, -27, 7, 48.3, ⑩⑩,10, 4, ダｰズンロｰズ,---,小牧太, 1.0, 46, -15,  -7, 3,  5.6, ⑧⑨,10,10,Ｃメイショウビｰナス, 61,高倉稜, 2.6, 49,  -4, -12, 9, 31.0, ⑱⑱,10,14,Ｋゲットブラック, 74,岩田康, 0.4, 74,  -3,*  7, 9, 21.6, ⑰⑭
11, 7,Ｄコスモラミティエ, 46,幸英明, 6.1,-18,  -6, -90, 4, 16.0, ⑥⑨,11,15, エリモミヤビ,---,佐藤哲, 1.1, 44, -16,  -7,14,126.0, ⑪⑪,11, 7, アｰユルヴェｰダ,---,村田一, 2.8, 47,   0, -24,12, 78.4, ⑭⑭,11, 3,Ｊユキノハリケｰン, 75,渡辺薫, 0.4, 71,*  6,  -6, 6, 12.0, ②②
,,,,,,,,,,,,12, 2, ツィンクルブｰケ,---,藤岡康, 1.3, 45, -20,  -4, 8, 56.2, ⑬⑭,12,16,Ｎスイｰトテン, 19,岩田康, 2.9, 46,  -3, -20, 6, 15.0, ⑯⑯,12, 7,Ｆヤマカツマリリン, 77,田嶋翔, 0.5, 70,   3,  -3, 7, 15.0, ⑧⑤
,,,,,,,,,,,,13,16, アスカノバッハ,---,川島信, 1.5, 40, -15, -13, 9, 57.9, ⑨⑧,13, 2,Ｉロｰレルクラシック, 53,上野翔, 2.9, 45,   6, -35,14,111.5, ⑨⑨,13,18,Ｂエイシンパンサｰ, 83,藤岡康, 0.5, 71,  -1,   2, 1,  3.5, ⑫⑫
,,,,,,,,,,,,14,14, レｰガン,---,石橋守, 1.6, 38,*-10, -21,18,322.3, ②②,14,18, アドマイヤカグラ,---,安藤勝, 3.1, 44,   4, -37,11, 57.8, ⑥⑪,14, 8,Ｌギンゲイ, 74,北村友, 0.5, 71,  -2,   3, 4,  7.8, ⑭⑬
,,,,,,,,,,,,15, 1, エスタンシア,---,村田一, 1.8, 37, -18, -13,10, 62.6, ⑫⑬,15, 1,Ｋダノントレビアン, 49,福永祐, 3.8, 38,   3, -43, 5, 13.3, ⑩⑫,15, 9,Ｎリッカバクシンオ, 71,安藤光, 0.9, 67,  -2,   0,17,215.9, ⑮⑰
,,,,,,,,,,,,16,12, マウシャｰレ,---,太宰啓, 2.5, 30, -21, -17,15,203.4, ⑭⑯,16,14,Ｈキクノロッサ, 53,石橋守, 3.9, 37,   0, -38,18,424.4, ⑮⑮,16,15,Ｐゲットフルマｰクス, 65,国分恭, 1.2, 62,*  6, -16,14, 53.5, ③③
,,,,,,,,,,,,17, 6, ポｰトワイン,---,浜中俊, 2.6, 29, -24, -16,11, 84.0, ⑰⑰,17, 6,Ｌアルダバランオｰ, 48,佐藤哲, 4.3, 34,   6, -55,16,319.6, ④⑧,17, 6,Ｏレッドビｰムシチｰ, 69,飯田祐, 1.9, 56,  -5, -11,18,363.1, ⑯⑯
,,,,,,,,,,,,18, 5, ライジングサン,---,高倉稜, 2.7, 28, -27, -13,13,114.8, ⑱⑱,18,17,Ｍシゲルカネツグ, 42,太宰啓, 4.4, 35,   9, -63,17,342.5, ③③,18,16,Ｃアグネスマクシマム, 79,赤木高, 2.6, 45,*  4, -31,11, 50.8, ⑥⑦
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-11 馬場:稍重(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:55 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-1),,,,,,,,,,,
単勝:120円 複勝:08=100円 10=490円 06=930円 枠連:810円,,,,,,,,,,,,"単勝:610円 複勝:17=190円 11=3,340円 07=140円 枠連:7,460円",,,,,,,,,,,,"単勝:250円 複勝:08=140円 11=2,460円 03=210円 枠連:510円",,,,,,,,,,,,"単勝:1,720円 複勝:11=570円 05=300円 04=1,670円 枠連:5,310円",,,,,,,,,,,
"馬連:1,260円 ワイド:08-10=660円 06-08=1,110円 06-10=7,600円",,,,,,,,,,,,"馬連:66,670円 ワイド:11-17=14,700円 07-17=410円 07-11=6,900円",,,,,,,,,,,,"馬連:14,270円 ワイド:08-11=4,840円 03-08=500円 03-11=13,500円",,,,,,,,,,,,"馬連:7,240円 ワイド:05-11=2,100円 04-11=12,720円 04-05=8,330円",,,,,,,,,,,
"馬単:1,530円 3連複:11,790円 3連単:27,410円",,,,,,,,,,,,"馬単:102,190円 3連複:54,080円 3連単:505,140円",,,,,,,,,,,,"馬単:20,410円 3連複:37,240円 3連単:184,420円",,,,,,,,,,,,"馬単:17,710円 3連複:143,030円 3連単:862,880円",,,,,,,,,,,
■ 2R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 5R  ダ2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■ 8R  ダ1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:13,,,,,■11R  芝2200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,香住特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｃザッハトルテ, 63,浜中俊,, 65,  -4,*  6, 3,  5.8, ⑫⑪, 1,12,Ａバガボンド, 69,川田将,, 71,*  4,*  3, 2,  3.1,②②②, 1,14,Ｏグリッタｰウイング, 68,岩田康,, 79,   9,   4, 5, 11.1,⑧⑦⑤, 1,10,Ｃスイｰトマトルｰフ, 70,川田将,, 78,*  6,   5, 3,  5.8,②②②
 2, 6,Ｈマルヨシャトル, 59,国分恭, 0.2, 63,   2,  -5, 4,  5.8, ③③, 2, 2,Ｂスペクタビリス, 67,福永祐, 0.2, 67,*  4,   0, 1,  2.2,①①①, 2, 4,Ｄツルマルスピリット, 74,小牧太, 0.0, 76,* 10,   3, 4,  9.4,②②②, 2, 6,Ａマイネルゴルト, 81,幸英明, 0.0, 78,   5,*  8, 2,  5.1,③③③
 3, 9,Ａクラヴィコｰド, 67,安藤勝, 0.2, 61,  -4,*  4, 1,  3.8, ⑪⑩, 3,11,Ｇモｰレツ, 65,国分恭, 0.3, 68,*  3,*  1, 7, 27.5,④③③, 3,16,Ｇスマイルミッキｰ, 73,安藤勝, 0.0, 75,* 13,  -1, 6, 13.3,①①①, 3, 8,Ｂテンシノマズル, 77,中村将, 0.3, 74,*  6,   0, 1,  2.0,①①①
 4, 1,Ｂトップオブザヘヴン, 64,太宰啓, 0.2, 64,   1,  -3, 2,  4.2, ④④, 4, 5,Ｃテラノステルス, 66,松田大, 1.3, 67,   1,  -1, 9, 30.5,⑪⑪⑩, 4,15,Ａオｰゴンシャトル, 81,幸英明, 0.2, 77,   7,*  6, 3,  5.8,⑫⑫⑥, 4, 9,Ｄロッソネロ, 70,和田竜, 0.5, 72,   5,  -1, 4,  7.9,④④④
 5,10,Ｉパキッシュ, 57,和田竜, 0.2, 64,   1,  -3, 5, 11.6, ⑤⑤, 5, 4,Ｊビリｰロック, 50,小牧太, 1.3, 62,   0,  -1,13,115.3,⑫⑭⑪, 5, 8,Ｃシｰクレバｰ, 74,太宰啓, 0.3, 77,   4,* 12,12, 32.2,⑯⑮⑮, 5, 1,Ｇグランクロワ, 65,松田大, 0.8, 70,   2,   3, 5, 10.3,⑦⑧⑧
 6, 5,Ｇハナショウブ, 59,石橋守, 0.6, 60,  -4,  -2, 8, 18.4, ⑨⑨, 6, 8,Ｅキョウワキングダム, 65,飯田祐, 1.4, 61,   2,  -7, 4,  9.4,⑥⑤⑤, 6, 7,Ｅヒカリアスティル, 74,北村友, 0.4, 76,   9,   1, 7, 13.4,④⑤④, 6,11,Ｈナリタシャトル, 62,村田一, 1.1, 68,  -1,*  6, 9, 93.7,⑪⑪⑪
 7,13,Ｆハッピｰスカッシュ, 59,岩田康, 0.9, 58,  -4,  -2, 6, 15.0, ⑩⑫, 7,10,Ｆニシノバスタｰ, 65,川須栄, 1.4, 61,   1,  -4, 3,  8.5,⑨⑩⑧, 7,10,Ｆアイノグロｰ, 73,佐藤哲, 0.7, 75,   6,   4,11, 30.2,⑬⑬⑪, 7, 4,Ｉセイピｰシｰズ, 62,安藤光, 1.5, 63,   1,  -2, 6, 15.2,⑨⑩⑩
 8,15,Ｄシエルト, 60,小牧太, 0.9, 58,*  4, -14, 9, 22.4, ②②, 8, 1,Ｎトップオペラ, 43,幸英明, 1.4, 61,*  3,  -7,10, 48.8,③④④, 8,11,Ｉマイネルプエルト, 72,和田竜, 0.9, 73,* 10,  -4, 9, 24.2,⑤④③, 8, 3,Ｊハイドランジア, 60,太宰啓, 1.5, 63,   4,  -9,11,160.1,⑤⑤⑥
 9,16,Ｋノワｰルエルｰジュ, 51,川須栄, 1.3, 53,  -7,  -2,12, 70.7, ⑬⑭, 9, 9,Ｉエピックジャｰニｰ, 61,和田竜, 1.5, 62,   2,  -7,12,109.0,⑦⑥⑥, 9, 2,Ｈエイシンダッシュ, 73,藤岡康, 1.0, 73,   7,   0,10, 28.0,⑪⑩⑫, 9, 2,Ｋハナノカカリチョウ, 57,松山弘, 1.7, 61,   4, -10,10, 95.1,⑥⑥⑦
10, 3,Ｍノブクィｰン, 49,高田潤, 1.4, 54,*  5, -19,11, 42.3, ①①,10,13,Ｄシゲルサコン, 65,小坂忠, 1.9, 57,   1,  -9, 8, 28.2,⑧⑧⑦,10, 6,Ｂロｰドイノセント, 78,川田将, 1.8, 66,   9, -11, 1,  3.3,⑩⑧⑦,10, 7,Ｆマルカゴクウ, 65,福永祐, 2.0, 59,   5, -19, 7, 19.9,⑧⑦⑤
11, 4,Ｅクリｰンエメラルド, 59,佐藤哲, 1.7, 50,  -7,  -7,10, 26.3, ⑭⑬,11, 7,Ｈメイショウタイシャ, 64,北村友, 2.3, 58,   0,  -8, 5, 22.4,⑭⑫⑫,11, 9,Ｎニシノシャア, 69,酒井学, 1.8, 68,   8,  -8,16,105.2,⑦⑥⑨,11, 5,Ｅコウヨウドリｰム, 66,小牧太, 2.2, 56,   2, -16, 8, 46.5,⑩⑨⑨
12,12,Ｌアンジェリｰクダダ, 50,幸英明, 2.4, 45,  -2, -18,14,187.8, ⑧⑧,12, 6,Ｍサンマルグランデラ, 44,川島信, 2.6, 52,   1, -15,14,181.6,⑩⑨⑨,12, 3,Ｌスズカスコｰピオン, 71,福永祐, 1.8, 66,   6,  -6, 8, 17.4,⑨⑪⑩,,,,,,,,,,,,
13,14,Ｎシエスタ, 45,松山弘, 2.4, 45,  -1, -21,16,254.3, ⑦⑥,13, 3,Ｌサンライズマジック, 48,高倉稜, 4.1, 45,  -2, -22, 6, 22.7,⑬⑬⑭,13, 5,Ｐウインシュヴァルツ, 67,浜中俊, 2.1, 64,   8, -12,14, 52.4,③③⑧,,,,,,,,,,,,
14, 7,Ｊウェｰブピアサｰ, 53,藤岡康, 2.8, 42,  -2, -23, 7, 15.3, ⑥⑦,14,14,Ｋモジュレｰタｰ, 48,松山弘, 4.2, 45,   1, -27,11, 64.9,⑤⑦⑬,14,13,Ｍヴァルナ, 71,国分恭, 2.2, 65,   6,  -6,13, 34.8,⑮⑭⑬,,,,,,,,,,,,
15,11, フミノスマイル,---,松田大, 3.7, 36, -15, -15,15,229.1, ⑮⑮,,,,,,,,,,,,,15,12,Ｋスタｰサイクル, 71,川須栄, 2.4, 63,   4,  -5,15, 79.5,⑭⑯⑯,,,,,,,,,,,,
16, 8, クィｰンスタイリス,---,高倉稜, 4.7, 28, -16, -22,13,160.3, ⑯⑯,,,,,,,,,,,,,16, 1,Ｊナリタシルクロｰド, 72,高倉稜, 2.5, 61,   7, -13, 2,  5.8,⑥⑨⑭,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:稍重(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:稍重(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:75 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-1),,,,,,,,,,,
単勝:580円 複勝:02=180円 06=210円 09=150円 枠連:660円,,,,,,,,,,,,単勝:310円 複勝:12=130円 02=110円 11=430円 枠連:310円,,,,,,,,,,,,"単勝:1,110円 複勝:14=390円 04=370円 16=540円 枠連:2,550円",,,,,,,,,,,,"単勝:580円 複勝:10=150円 06=150円 08=110円 枠連:1,110円",,,,,,,,,,,
"馬連:2,150円 ワイド:02-06=760円 02-09=410円 06-09=480円",,,,,,,,,,,,馬連:370円 ワイド:02-12=180円 11-12=930円 02-11=770円,,,,,,,,,,,,"馬連:4,310円 ワイド:04-14=1,520円 14-16=2,840円 04-16=2,370円",,,,,,,,,,,,"馬連:1,490円 ワイド:06-10=420円 08-10=210円 06-08=230円",,,,,,,,,,,
"馬単:4,260円 3連複:2,610円 3連単:19,490円",,,,,,,,,,,,"馬単:710円 3連複:2,350円 3連単:9,680円",,,,,,,,,,,,"馬単:9,820円 3連複:26,380円 3連単:149,410円",,,,,,,,,,,,"馬単:2,850円 3連複:790円 3連単:7,500円",,,,,,,,,,,
■ 3R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 6R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 9R  ダ1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■12R  ダ1400m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,出石特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13, アドマイヤハｰレ,---,安藤勝,, 67,*  2,*  8, 2,  3.7,③③③, 1, 7,Ａフィｰルドシャイン, 64,幸英明,, 68,*  3,   0, 1,  1.4, ①①, 1, 4,Ｂシルクフォｰチュン, 83,小牧太,, 85,  -6,* 27, 1,  1.7, ⑮⑮, 1,15,Ｄザドライブ, 74,和田竜,, 73,   1,  10, 3,  7.1, ⑦⑥
 2, 3,Ｂサクセスシェｰバｰ, 68,飯田祐, 0.8, 65,  -2,*  9, 3,  4.5,⑬⑫⑪, 2, 9,Ｇマキハタピンナップ, 54,小牧太, 0.7, 61,*  1,  -4, 8, 59.0, ②②, 2,12,Ｄマイティｰストｰム, 79,藤岡康, 0.1, 84,*  8,  12, 7, 23.0, ①①, 2, 9,Ｂマイプラｰナ, 77,北村友, 0.0, 73,  -1,* 12, 2,  4.8, ⑨⑨
 3,12,Ａツルマルヤマト, 69,和田竜, 0.8, 65,*  3,   0, 1,  3.5,②②①, 3, 5,Ｅナムラクレヴァ, 58,浜中俊, 0.9, 60,  -6,   1, 3, 10.2, ⑧⑧, 3, 7,Ａヒシアカデミｰ, 86,安藤勝, 0.1, 82,*  6,  14, 3,  7.9, ②②, 3,11,Ｅアルｰリングライフ, 74,高倉稜, 0.4, 69,  -3,  11, 1,  3.5, ⑭⑪
 4, 6,Ｃメイショウトシイエ, 66,国分恭, 0.9, 65,   2,   2, 4,  5.3,⑤⑤⑤, 4, 4,Ｄトウショウパルス, 61,中村将, 1.0, 58,  -2,  -4, 5, 16.2, ⑤⑤, 4,11,Ｍオオヒメ, 71,松田大, 1.0, 77,   1,  10,11, 98.3, ⑧⑦, 4, 6,Ｌスマｰトアｰサイト, 67,岩田康, 0.4, 70,   0,   7, 6, 10.4, ⑧⑧
 5, 1,Ｄマヤラブソング, 62,酒井学, 1.3, 64,   1,   0, 6, 13.2,⑦⑦⑦, 5, 2,Ｂウインラスタｰ, 63,小坂忠, 1.0, 59,  -1,  -5, 2,  6.2, ④③, 5, 5,Ｏメイショウテキｰラ, 70,川田将, 1.1, 75,  -9,* 19, 6, 22.4, ⑯⑯, 5,10,Ｃイチオカ, 75,福永祐, 0.5, 68,  -6,* 14, 9, 19.0, ⑯⑮
 6,11,Ｇトウカイブラスト, 55,熊沢重, 1.7, 60,   1,  -5, 5, 12.6,⑥⑥⑥, 6,15,Ｃホウウン, 62,安藤光, 1.6, 51,  -8,  -4, 9, 83.3, ⑩⑨, 6, 8,Ｃスイリンカ, 82,鮫島良, 1.2, 75,   1,  10, 4, 11.9, ⑦⑧, 6, 5,Ｆシゲルケンシン, 72,小牧太, 0.5, 68,  -2,   9, 4,  7.2, ⑪⑬
 7, 7,Ｅジェネラルバイオ, 56,幸英明, 2.0, 57,  -1,  -2, 8, 63.7,⑪⑪⑩, 7,11,Ｌスズカタフネス, 42,川田将, 1.8, 52, -14,   1,11,119.8, ⑫⑬, 7, 1,Ｈサリエル, 76,福永祐, 1.3, 72,   3,   6, 2,  4.8, ③④, 7, 8,Ａクレスコワンダｰ, 79,浜中俊, 0.5, 69,  -3,  11, 5,  7.5, ⑫⑫
 8, 4,Ｌグランデボス, 42,浜中俊, 2.3, 54,   1, -10, 7, 13.5,④④④, 8,14,Ｆシエラデルタ, 57,国分恭, 1.9, 51, -13,  -1, 4, 14.5, ⑭⑫, 8, 3,Ｉミッキｰフォルテ, 76,国分恭, 1.3, 73,  -2,  11,10, 91.2, ⑫⑪, 8, 4,Ｇライフストリｰム, 72,国分恭, 0.5, 68,*  5,   0, 7, 15.9, ③③
 9, 5,Ｋメイショウユウダイ, 45,川須栄, 2.6, 51,*  3, -15,13,220.0,①①②, 9, 3,Ｉメイショウバショウ, 43,石橋守, 2.0, 51, -10,  -6,10,114.4, ⑨⑩, 9, 6,Ｆインプレッション, 77,川島信, 1.4, 71,  -3,  11,12,187.7, ⑬⑬, 9, 3,Ｊプライムパレス, 69,石橋守, 0.8, 67,   1,   3,15,145.9, ⑥⑦
10, 2,Ｉナリタレジｰナ, 54,北村友, 2.7, 52,  -1, -11,10,109.5,⑨⑧⑧,10,12,Ｈスタｰマｰチ, 51,藤岡康, 2.2, 49,*  0, -16, 7, 33.0, ③④,10,14,Ｋリリｰレインボｰ, 74,松山弘, 1.5, 71,   4,   3,13,279.9, ⑤③,10, 2,Ｋシュウボンバｰ, 67,熊沢重, 0.9, 66,*  6,  -4,14,132.7, ②②
11, 9,Ｆマルタカユビキタス, 56,高倉稜, 3.0, 49,  -1, -13,12,173.5,⑧⑨⑫,11,13,Ｋトロピカルスイｰツ, 42,高倉稜, 2.3, 46, -23,*  4,14,164.2, ⑮⑮,11,16,Ｊワンダｰプロ, 76,高田潤, 1.6, 70,   2,   4,15,305.8, ⑥⑥,11,12,Ｉサンヴァンサン, 69,川田将, 1.2, 63,   2,  -2, 8, 17.5, ⑤④
12,10,Ｈボストンサプライズ, 55,太宰啓, 3.4, 47,   0, -16, 9, 84.9,⑩⑩⑨,12, 8,Ｎメイショウナゴン, 38,難波剛, 2.4, 45, -12,  -8,16,452.9, ⑪⑪,12,15,Ｇキシュウグラシア, 77,佐藤哲, 1.7, 70,   0,   6, 5, 21.2, ⑪⑨,12, 7,Ｎアキノラブ, 64,鮫島良, 1.6, 61,  -5,   4,13,117.9, ⑮⑯
13,14,Ｊタマモアカデミｰ, 51,村田一, 3.9, 46,  -6,  -7,11,139.0,⑭⑭⑬,13, 6,Ｊショウナンマグナム, 43,岩田康, 2.4, 47,  -2, -17, 6, 23.5, ⑥⑥,13, 9,Ｎテイエムハヤテオｰ, 71,安藤光, 1.8, 66,  -5,   9, 9, 89.7, ⑭⑭,13,13,Ｈニシノホウギョク, 72,幸英明, 1.9, 57,  -2,  -4,10, 37.9, ⑩⑩
14, 8,Ｍエｰティｰルパン, 24,田中健, 6.8, 30,  -7, -34,14,251.7,⑫⑬⑭,14,10, ウォｰタｰジャズ,---,北村友, 2.6, 44, -25,*  3,13,150.6, ⑯⑯,14, 2,Ｅコパノカチｰノ, 78,和田竜, 1.8, 69,   3,   1, 8, 23.3, ④⑤,14, 1,Ｏシゲルゴユウサン, 57,川島信, 2.0, 55,   2,  -9,11, 63.7, ④⑤
