10年 3月27日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 3月27日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 7R  ダ1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■10R  ダ1800m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,利根川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ａタマモワルツ, 65,勝浦正,, 59, -13,* 10, 4,  6.7, ⑧⑧, 1, 6,Ａビレッジブライト, 67,江田照,, 64,* -2,* 14, 3,  3.5,①①①, 1,15,Ｂフェイマステイル, 75,勝浦正,, 76,*  5,* 18, 3,  5.7,④③③, 1, 8,Ｅヤマタケディガｰ, 81,武士沢,, 79,   7,* 12,11, 41.6,⑮⑬⑪
 2,14,Ｅキャンパスライフ, 57,西田雄, 0.0, 61,* -8,*  7, 6, 16.5, ③③, 2,11,Ｂウエスタンブラボｰ, 60,田中勝, 0.1, 64,* -3,* 15, 1,  2.4,④④②, 2,13,Ａロトスカイブルｰ, 76,小林淳, 0.8, 70,*  5,  10, 5,  6.2,②②②, 2,14,Ｍリアルディｰル, 75,後藤浩, 0.3, 76,   8,   7, 4,  7.6,⑫⑩⑨
 3, 1, パリｰジョ,---,後藤浩, 0.6, 53, -19,* 11, 3,  4.7, ⑭⑬, 3, 1,Ｃリキサンヒｰロｰ, 58,勝浦正, 0.7, 60,* -3,  10, 2,  3.4,③②③, 3,16,Ｃリンガスアクタｰ, 74,江田照, 1.1, 68,   4,   9, 4,  6.2,⑨⑥⑥, 3, 9,Ｄキッズアプロｰズ, 81,田中勝, 0.4, 76,   8,   6, 1,  2.9,⑧⑨⑧
 4, 6,Ｄユニラテラリズム, 58,戸崎圭, 0.6, 54,* -8,   0, 1,  2.5, ①①, 4,13,Ｅハイスピｰドバトル, 53,戸崎圭, 1.3, 56,* -3,   5, 5, 15.5,⑨⑤④, 4, 8,Ｉショウナンアゲイン, 67,柴田善, 1.4, 66,   4,   8, 9, 39.2,⑤⑤⑤, 4, 6,Ｇベルスリｰブ, 80,吉田豊, 0.4, 76,   5,* 11,12, 63.6,⑭⑮⑮
 5,13,Ｃオキザリス, 58,松岡正, 0.9, 52, -10,   1, 2,  4.6, ⑦⑤, 5, 5,Ｉデルマカリグラ, 46,中谷雄, 1.6, 54,  -4,   4,14,280.9,⑤⑥⑥, 5, 7,Ｄティグフォルテ, 73,大庭和, 1.5, 62,   4,   5, 6,  6.4,③④④, 5, 2,Ａトップキングダム, 85,柴田善, 0.6, 76,   7,   7, 2,  6.0,⑩⑪⑭
 6,11,Ｇダイメイザクラ, 45,小林淳, 0.9, 52,* -8,  -1, 7, 17.7, ②②, 6, 3,Ｈマキシムトパｰズ, 48,大庭和, 1.7, 55, -11,* 17, 9, 73.1,⑭⑭⑫, 6,10,Ｅトゥルｰボｰン, 72,戸崎圭, 1.5, 67,   3,   8, 1,  4.1,⑦⑨⑧, 6,12,Ｏレアメタル, 75,三浦皇, 0.6, 77,   5,* 11,13,105.2,⑯⑯⑯
 7, 8,Ｆアイアイレインボｰ, 51,江田照, 1.2, 49, -10,  -3, 8, 34.5, ⑤⑥, 7,15,Ｄインピッシュハｰト, 53,吉田豊, 1.8, 53,  -9,  11, 8, 67.8,⑪⑪⑪, 7, 3,Ｆリュｰク, 70,吉田豊, 1.5, 65,   1,* 11, 2,  5.2,⑭⑫⑫, 7,11,Ｂプラチナメｰン, 83,松岡正, 0.6, 75,  10,   2, 3,  6.4,⑨⑦⑤
 8, 4,Ｈスベトラｰナ, 45,吉田隼, 1.3, 48, -15,   1, 9, 82.1, ⑫⑨, 8, 8,Ｊジャストフィｰル, 46,松岡正, 2.1, 50,  -5,   2,10, 96.8,⑦⑦⑧, 8, 6,Ｈアルファヨンジュン, 68,小野次, 1.9, 65,   3,   5,11,112.8,⑫⑩⑨, 8, 1,Ｆマリアｰジュ, 80,戸崎圭, 0.7, 77,   7,   6, 9, 19.7,⑬⑭⑬
