10年 6月20日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 6月20日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  芝1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ函館,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｆチャｰムドライフ, 50,古川吉,, 63,* -9,  14, 2,  6.7,①①①, 1, 3, マジカルポケット,---,安藤勝,, 51,*-17,   1, 1,  2.1, ①①, 1, 3,Ａオｰシャンカレント, 78,安藤勝,, 66,  -1,   7, 2,  4.0, ③④, 1, 9,Ｂプレシャスジェムズ, 76,丸山元,, 75,*  7,* 10, 2,  4.6,④④②
 2, 6,Ａメイショウシャイン, 66,藤田伸, 0.0, 64, -11,* 16, 1,  1.4,③③③, 2, 4, ロビンフット,---,丸田恭, 0.4, 46, -26,   3, 3,  4.6, ⑥⑤, 2,12,Ｉゴｰルドオリｰブ, 68,木幡初, 0.0, 66,*  2,   4, 8, 32.4, ②②, 2, 3,Ａヤマノロｰラ, 79,池添謙, 0.5, 70,*  7,   6, 3,  5.3,⑥③④
 3, 7,Ｂタｰジマハル, 59,柴山雄, 0.4, 58, -12,* 14, 3,  7.3,⑤④④, 3,11, シンワハｰツクライ,---,藤田伸, 0.6, 44,*-20,  -4, 2,  4.2, ③④, 3,11,Ｈニチドウダイヤ, 69,小林徹, 0.0, 68,  -6,  10, 9, 36.3, ⑦⑦, 3, 8,Ｃジュモｰ, 75,藤田伸, 0.9, 70,   4,*  8, 1,  3.1,⑫⑪⑦
 4, 4,Ｄマイネルレントラｰ, 57,丸山元, 0.7, 57,*-10,   9, 4,  8.7,②②②, 4,13, シゲルセンム,---,秋山真, 0.6, 44, -23,  -2, 8, 31.2, ⑤⑦, 4, 7,Ｃワンズガｰホッド, 74,秋山真, 0.2, 65,  -1,   4, 5, 10.7, ④③, 4,10,Ｅクルンプホルツ, 72,丸田恭, 0.9, 69,   4,*  8, 5, 10.3,⑩⑩⑧
 5, 5,Ｉデルマユリア, 45,吉田隼, 2.2, 53, -15,   8, 6, 30.7,⑨⑨⑨, 5,12, テンベアハｰト,---,木幡初, 0.6, 46, -31,*  6, 9, 45.5, ⑨⑧, 5, 8,Ｂスピｰディセイコｰ, 75,横山典, 0.3, 63, -10,  10, 3,  6.3, ⑨⑨, 5, 2,Ｊヤマニンビサｰジュ, 66,秋山真, 1.0, 68,   6,   5, 4,  6.6,⑧⑦⑥
 6, 3,Ｅマイフェイヴァｰ, 53,黛弘人, 2.2, 49, -13,   4, 7, 88.5,⑦⑧⑦, 6,10, マイネルヴァルム,---,丹内祐, 0.6, 44, -23,  -2,11,159.3, ④③, 6, 1,Ｌドナルドバロｰズ, 55,吉田隼, 0.4, 64, -14,* 12,11, 52.1, ⑩⑩, 6, 4,Ｍシｰブルｰ, 58,吉田隼, 1.0, 68,*  8,  -1,11, 64.2,①①①
 7, 9,Ｇブロンデスハｰル, 50,上村洋, 2.3, 49, -13,   0, 5, 23.6,⑥⑥⑥, 7, 8, リアライズブレイク,---,横山典, 0.7, 42, -25,  -1, 4, 12.9, ⑦⑥, 7, 6,Ｆアルマダ, 72,丸山元, 0.5, 63,  -4,   5, 6, 14.6, ⑥⑥, 7, 5,Ｉホｰプダイナスティ, 67,勝浦正, 1.4, 65,   3,   6, 7, 14.3,⑪⑫⑩
 8,10,Ｈアメリゴ, 47,小島太, 2.9, 45, -12,  -3, 8, 90.1,⑧⑦⑧, 8, 5, アブラカタブラ,---,大野拓, 0.7, 45, -31,   5,10,131.5, ⑧⑨, 8, 9,Ｊケイアイカミｰリア, 61,勝浦正, 0.6, 59, -16,* 10,10, 50.3, ⑪⑫, 8,13,Ｇネバｰグレイス, 68,木幡初, 1.5, 64,   2,   7,12, 66.0,⑬⑬⑪
