10年 1月31日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 1月31日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  ダ1700m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 7R  ダ1000m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■10R  ダ1700m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,はこべら賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ａエｰシンアマゾｰン, 61,中舘英,, 60,*  5,  -6, 5,  8.4, ③②, 1, 5,Ｇソｰクアップザサン, 69,田中博,, 73,* -1,* 16, 9, 34.3,⑥③③, 1, 4,Ｅケイアイマッシブ, 67,田辺裕,, 69,   7,*  5, 5, 16.5, ④③, 1,16,Ｂバｰディバｰディ, 74,秋山真,, 76,*  8,* 14, 2,  5.3,②②②
 2, 7,Ｐノアライン, 14,田中健, 0.0, 61,*  3,  -5, 6, 11.8, ①①, 2, 6,Ｋクリスタルドア, 62,中村将, 0.2, 71,* -1,  13, 7, 18.3,②②②, 2, 8,Ｂフィｰルドチャペル, 76,北村友, 0.1, 70,* 10,   2, 1,  1.5, ③②, 2, 4,Ａパルラメンタｰレ, 76,北村友, 0.3, 76,*  8,*  9, 1,  1.3,①①①
 3, 1,Ｊデンコウウインディ, 47,川島信, 0.3, 55,  -6,  -1,10, 26.5, ⑥⑥, 3, 9,Ｄハリマノワタリドリ, 74,丸田恭, 0.4, 71,  -3,* 16, 1,  3.5,⑧⑨⑥, 3,14,Ｇアンロｰランサン, 66,鮫島良, 0.6, 65,   8,   0,10, 62.9, ⑤④, 3, 2,Ｊムｰンテンダｰ, 64,上野翔, 1.3, 69,   5,   7,11,116.5,⑤⑦⑦
 4, 5,Ｆヒシプレンティ, 56,石橋脩, 0.3, 58,   0,  -6, 9, 24.7, ④④, 4, 2,Ｅバイオレントナイト, 72,松山弘, 0.5, 69,  -3,  14, 4,  5.6,④⑤⑤, 4,12,Ｋディアディライト, 62,石橋脩, 0.6, 64,   3,   2, 6, 19.7, ⑦⑧, 4,12,Ｃロｰレルレヴァｰタ, 73,松山弘, 1.6, 67,   6,   3, 3, 14.4,⑧⑤③
 5,15,Ｅキルシュバウム, 58,吉田稔, 0.6, 53, -12,*  0, 4,  6.5, ⑫⑫, 5, 7,Ｐホウライビクトリア, 43,田中健, 0.7, 69,*  0,   8,11, 51.8,①①①, 5, 1,Ｆサマｰラグｰン, 67,佐藤友, 0.7, 62,   2,   2, 8, 30.2, ⑧⑥, 5,13,Ｋクロガネ, 64,川島信, 1.6, 66,   6,   3, 7, 63.2,⑫⑥⑥
 6, 9,Ｄキャニオンルナ, 58,田辺裕, 0.7, 51, -12,  -2, 7, 12.5, ⑪⑨, 6, 4,Ｂコンヴィヴィオ, 75,国分恭, 0.9, 67,  -3,  11, 2,  4.2,⑤⑥⑦, 6,11,Ｎシゲルヤリガタケ, 54,丸田恭, 0.8, 61,  -2,   4,13,224.0, ⑪⑩, 6, 1,Ｌフェバリットアワｰ, 60,大野拓, 1.8, 64,   4,   4,13,135.7,⑥⑨⑩
 7, 4,Ｇシルクデスティニｰ, 52,小野寺, 0.7, 52,  -9,  -3,13,116.9, ⑧⑧, 7,15,Ｃシルクアルバス, 75,丸山元, 1.2, 65,  -5,  13, 5,  9.2,⑮⑭⑭, 7,15,Ｈアスタｰエンペラｰ, 63,秋山真, 0.9, 59,   2,   0, 2,  8.2, ⑨⑨, 7, 8,Ｆロトディパｰチャｰ, 66,田中博, 1.8, 66,   4,   4,10, 93.4,⑪⑩⑨
 8,11,Ｃコロラトゥｰラ, 59,荻野琢, 0.8, 54,*  3, -12, 1,  3.3, ②③, 8, 1,Ａヴィｰヴァレジｰナ, 75,荻野琢, 1.3, 66,  -2,   7, 3,  5.3,③④④, 8, 5,Ｉクｰルボｰイズ, 63,赤木高, 0.9, 59,  -8,*  7,12,186.1, ⑬⑬, 8, 9, タンブリングダンス,---,吉田稔, 2.0, 66,   2,   7,14,182.5,⑨⑬⑬
 9,10,Ｈティボリペガサス, 50,田中博, 0.8, 51,  -6,  -6, 3,  6.2, ⑦⑦, 9, 8,Ｊアプロｰチアゲン, 64,国分優, 1.5, 63,  -5,  10,15,224.8,⑨⑫⑩, 9, 7,Ｌアドリｰム, 58,池崎祐, 1.0, 57,  -9,*  6,14,306.7, ⑮⑮, 9, 7,Ｇメメビｰナス, 65,石橋脩, 2.1, 66,   4,   2, 6, 35.4,⑭⑪⑪
10,14,Ｌシゲルキチョウ, 45,丸山元, 0.9, 49,  -9,  -5,15,149.5, ⑨⑩,10,14,Ｈメイショウシンドウ, 69,宮崎北, 1.7, 60,  -5,   7, 8, 33.0,⑪⑪⑬,10,13,Ｃオウシュウバラッド, 70,中舘英, 1.1, 57,  -1,   0, 4, 10.5, ⑩⑪,10,15,Ｈリズミックビｰト, 65,赤木高, 2.5, 62,   3,   0, 9, 75.2,⑮⑫⑫
11, 2,Ｂプリンセスストｰム, 59,北村友, 0.9, 51,  -1, -10, 2,  5.6, ⑤⑤,11,10,Ｌコスモポルチｰニ, 56,丹内祐, 2.0, 59,  -5,   6,10, 34.9,⑫⑬⑪,11,16,Ｍブルｰライジング, 55,古川吉, 1.1, 58,  -2,   2,11,142.6, ⑫⑫,11, 5,Ｅスイｰトベルモット, 66,安藤光, 2.7, 58,   6,  -5, 8, 64.1,⑦⑧⑧
