10年 5月22日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 5月22日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 4R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 7R  ダ1400m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝1400m 3歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾃﾚﾋﾞ愛知ｵｰﾌﾟﾝ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5, スマｰトアルティラ,---,岩田康,, 64,   4,* -7, 3,  5.7,⑬⑨⑦, 1,10,Ｂニホンピロアワｰズ, 69,幸英明,, 70,*  4,*  2, 1,  2.3,②②②, 1, 9,Ｌワイドヒリュウ, 65,石橋守,, 71,* 12,  -3,10, 43.8, ①①, 1,17,Ｈショウナンラノビア, 80,岩田康,, 89,* 12,   8, 8, 24.1, ②②
 2,13,Ｇピュアストｰン, 58,高倉稜, 0.2, 60,*  8, -17, 4,  8.7,①①①, 2, 1,Ｅステキナシャチョウ, 62,和田竜, 0.4, 68,*  5,  -2, 4,  8.1,①①①, 2, 5,Ｂマジックアロｰ, 76,柴田善, 0.0, 66,   2,* 11, 5,  9.7, ⑯⑯, 2, 6,Ｅヘッドライナｰ, 83,幸英明, 0.1, 87,* 12,   6, 3,  6.4, ①①
 3, 4,Ｆオモイカナウ, 59,国分恭, 0.3, 60,*  6, -16,12, 70.5,④②②, 3, 3,Ａグランドチャペル, 70,佐藤哲, 0.7, 67,   0,*  3, 3,  6.2,⑪⑨⑦, 3, 6,Ｉナショナルヒｰロｰ, 68,福永祐, 0.0, 68,   8,   3, 8, 32.1, ⑦⑥, 3, 7,Ｂロｰドバリオス, 87,藤田伸, 0.3, 88,   7,  11, 1,  2.8, ⑥⑥
 4, 1,Ａモンテロｰザ, 61,武幸四, 0.6, 64,   4, -12, 9, 19.9,⑪⑧⑥, 4, 4,Ｄイｰグル, 67,秋山真, 0.7, 66,   2,  -1, 2,  3.3,⑦⑥④, 4, 3,Ｅピエナエイム, 73,安部幸, 0.1, 68,  10,  -1, 4,  9.3, ④②, 4,18,Ｊマイネルスケルツィ, 79,福永祐, 0.3, 86,   9,   7, 5,  8.5, ⑤④
 5, 6,Ｄノアスカｰレット, 60,浜中俊, 0.6, 60,   2,* -9,11, 27.8,⑭⑪⑨, 5, 5,Ｃフミノヤマビコ, 69,長谷川, 1.7, 58,   0,  -6, 7, 28.6,⑩⑧⑨, 5, 1,Ｊヒシコモンズ, 66,佐藤哲, 0.1, 68,* 11,  -2, 3,  6.8, ②③, 5,14,Ｌボストンオｰ, 77,和田竜, 0.3, 85,* 10,   6,10, 42.6, ④③
 6, 7,Ｈメイケイソフィア, 57,幸英明, 0.6, 58,   3, -11, 6, 11.2,⑨⑩⑧, 6, 6,Ｉピサノアウロｰラ, 56,小牧太, 1.8, 58,  -3,   0,12,184.7,⑬⑫⑫, 6,13,Ｋトウショウレリｰフ, 66,池添謙, 0.2, 65,   7,   2, 7, 29.0, ⑧⑦, 6, 3,Ｋピサノパテック, 79,ウィリ, 0.3, 89,   4,  15, 7, 14.4, ⑨⑧
 7, 8,Ｂネオスペチアｰレ, 61,秋山真, 0.9, 56,*  7, -21, 2,  5.1,②③③, 7,14,Ｊイケイケゴｰゴｰ, 53,東川公, 1.8, 57,*  4, -13, 8, 32.7,④③③, 7,12,Ｄライフストリｰム, 73,国分恭, 0.4, 64,   6,   1, 6, 12.3, ⑪⑪, 7, 2,Ｇダイシングロウ, 81,藤岡佑, 0.4, 89,   0,* 17, 6, 10.1, ⑬⑨
 8, 2,Ｉポロメリア, 57,福永祐, 1.1, 54,   5, -19, 8, 13.8,⑧④④, 8,11,Ｈヒシカツヒトリタビ, 57,高倉稜, 2.0, 56,   1, -11, 9, 54.7,⑤⑦⑧, 8, 4,Ｆスタｰサイクル, 69,ウィリ, 0.6, 62,   6,  -1,11, 45.7, ⑩⑩, 8, 4,Ｏメリッサ, 71,池添謙, 0.4, 85,   9,   6,13,121.2, ③⑤
