10年 3月20日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 3月20日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  芝2880m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝1600m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,韓国馬事会杯,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ａハッピｰカオル, 71,北村宏,, 71,*  3,* 11, 1,  1.8, ①①, 1, 6, ビｰビｰライナｰ,,柴田未,,,,, 3,  4.8,①①①, 1, 6,Ｅプレファシオ, 70,石橋脩,, 85,   8,* 19, 4,  8.5,⑩⑤④, 1, 8,Ｇキョウエイストｰム, 82,後藤浩,, 89,  12,  13, 9, 30.8,⑨⑧⑥
 2, 3,Ｂタンジブルアセット, 63,丸山元, 0.2, 72,*  1,* 11, 2,  3.3, ②②, 2, 4, モエレエキスパｰト,,大庭和,194.8,,,, 2,  3.8,②②②, 2, 5,Ａモエレエンデバｰ, 88,後藤浩, 0.2, 80,   8,* 18, 1,  2.7,⑥②②, 2, 4,Ｆブリッツェン, 85,岩田康, 0.0, 88,  13,   9, 2,  5.6,②③③
 3, 9,Ｃミクル, 62,横山典, 1.8, 57,*  1,  -3, 3,  8.8, ③③, 3,12, ピサノシンボル,,横山義,195.0,,,, 5, 11.1,③③③, 3,16,Ｋオリエンタルジェイ, 63,北村宏, 0.5, 77,   7,* 17, 3,  5.0,⑧⑦⑤, 3, 3,Ｄアロマンシェス, 86,勝浦正, 0.0, 89,   9,* 17, 3,  6.0,⑧⑨⑨
 4, 6,Ｊトミケンダンク, 51,江田照, 1.9, 56,  -2,  -1, 7, 49.8, ④④, 4, 3, クランエンブレム,,金子光,195.1,,,, 4,  8.6,⑤⑤⑤, 4,13,Ｇロトディパｰチャｰ, 69,江田照, 1.3, 73,*  9,   8,11, 90.1,⑤④③, 4,14,Ｈカウアイレｰン, 81,横山典, 0.1, 86,   9,* 14, 4,  6.3,⑭⑪⑩
 5, 2,Ｆマイネポロｰニア, 53,三浦皇, 2.1, 54,  -7,   2,12,112.7, ⑨⑤, 5, 2, ブラボｰデイ,,江田勇,195.3,,,,10, 47.1,④④④, 5, 7,Ｆアポロノサムライ, 70,勝浦正, 1.4, 74,   4,  14, 6, 16.9,⑫⑫⑧, 5, 2,Ｂマイネプリンセス, 87,石橋脩, 0.1, 89,  11,  11, 7,  9.7,⑥⑦⑦
 6, 8,Ｅリネンタキシｰド, 56,後藤浩, 2.1, 53,  -5,   0, 4, 15.9, ⑥⑥, 6,13, テンジンリュウセｰ,,浜野谷,196.1,,,, 6, 20.3,⑥⑥⑥, 6,12,Ｄジｰルドリル, 72,田中勝, 1.8, 71,   6,   9, 7, 18.8,⑭⑨⑦, 6, 9,Ｉサザンスタｰディ, 80,伊藤工, 0.2, 85,   8,  13,13, 92.3,⑩⑩⑫
 7, 4,Ｄゴｰルインマｰク, 57,柴田大, 2.1, 54, -14,*  8, 6, 17.4, ⑬⑬, 7, 9, ユウタｰフラッシュ,,蓑島靖,196.8,,,, 9, 34.3,⑩⑦⑦, 7,11,Ｃエフティフロｰラ, 72,吉田隼, 1.8, 71,*  9,   2, 5, 16.4,①①①, 7, 1,Ｅシルポｰト, 85,吉田豊, 0.3, 83,* 16,   0, 6,  9.3,①①①
 8, 7,Ｍアイティラブ, 47,伊藤工, 2.4, 51, -11,   3, 8, 70.3, ⑩⑩, 8, 1, メジロゲッタウェイ,,平沢健,197.6,,,,12, 69.1,⑨⑧⑧, 8,10,Ｂアドマイヤマリン, 75,丸山元, 1.8, 75,   4,  12, 8, 22.7,⑨⑪⑪, 8,10,Ｎハロｰスピｰド, 68,北村宏, 0.6, 82,   7,  11,12, 67.0,⑬⑫⑪
 9, 1,Ｎホッカイマナウス, 47,石橋脩, 2.5, 51, -17,   8,15,323.2, ⑮⑭, 9, 8, ハツカリ,,五十嵐,198.5,,,, 7, 31.6,⑧⑨⑨, 9, 2,Ｉガッツボｰイ, 67,小林淳, 2.3, 70,   3,  11,13,206.2,⑪⑮⑮, 9, 6,Ｊアップグレｰデッド, 77,菅原勲, 0.8, 78,  13,  -3,10, 33.3,④⑤⑧
