10年 5月 2日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 5月 2日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 4R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 7R  ダ1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■10R  芝1600m 4歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,谷川岳ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ａヤマニンビサｰジュ, 59,丸山元,, 62,  -9,* 11, 1,  1.7,⑤⑤③, 1, 8,Ｈロックンロｰル, 51,野元昭,, 59,  -4,* -3, 4,  8.2,⑤⑤⑤, 1,10,Ａブラッシュアップ, 80,古川吉,, 73,   3,* 19, 1,  2.0,④④④, 1,14,Ｇラインプレアｰ, 82,長谷川,, 83,* 11,   2,14,154.6, ②②
 2, 8,Ｂママズディッシュ, 57,吉田隼, 1.0, 55,* -7,   0, 2,  4.4,③①①, 2,10,Ｃツルミプラチナム, 56,柴原央, 0.4, 55,* -2, -10, 6, 11.9,④④④, 2, 4,Ｂエイブルベガ, 79,丸山元, 0.1, 71,*  4,  16, 2,  4.1,②②②, 2, 1,Ｄオセアニアボス, 83,吉田隼, 0.1, 81,   7,   8, 1,  2.8, ④④
 3, 4,Ｇマイネスペラｰレ, 49,石橋脩, 1.0, 56,  -8,   1, 6, 21.2,⑩③④, 3, 2,Ａヴォイスメｰル, 64,丸山元, 0.5, 56,  -8,*  1, 2,  3.8,⑫⑬⑫, 3, 6,Ｄグラスブレイド, 73,大野拓, 1.0, 66,   1,  16, 3,  6.2,⑨⑦⑦, 3, 5,Ｈマイネルスケルツィ, 80,丹内祐, 0.2, 78,* 12,  -4, 5,  8.3, ①①
 4, 5,Ｈメイショウボヌス, 47,田中健, 1.3, 56, -11,   4, 8, 27.7,④⑧⑧, 4, 5,Ｍツクバハヤテ, 32,吉田隼, 0.6, 53,  -6,  -5, 3,  7.5,⑭⑩⑩, 4, 2,Ｈエルベンセドｰル, 67,田中博, 1.4, 63,*  4,   4, 6, 21.1,①①①, 4, 3,Ｅホッカイカンティ, 83,石橋脩, 0.3, 81,   4,* 11, 3,  5.9, ⑧⑨
 5, 9,Ｃピュアストｰン, 56,北村友, 1.5, 53, -10,   1, 3,  8.0,②⑥⑥, 5,11,Ｆダンスオブザムｰン, 54,松田大, 0.6, 54,  -5,  -9, 7, 16.9,⑩⑦⑥, 5, 7,Ｃクオリティタイム, 74,北村友, 1.5, 66,   2,  10, 5, 13.2,⑤⑤⑤, 5, 8,Ｊアンノルｰチェ, 79,大野拓, 0.3, 83,   3,* 13, 7, 14.8, ⑪⑪
 6, 7,Ｄラクスクライン, 53,川島信, 1.7, 48,* -7,  -6, 4,  9.2,⑦②②, 6,14,Ｊチャｰリｰポイント, 48,丸田恭, 0.6, 51,* -1, -16, 5, 10.8,②②②, 6, 9,Ｋヴァルナ, 58,小野寺, 1.7, 63,   0,  11,11,139.9,⑩⑩⑩, 6,12,Ｃテイエムアタック, 84,北村友, 0.3, 81,   3,* 13, 4,  7.2, ⑫⑫
 7, 2,Ｆニシノグラビア, 52,丸田恭, 2.3, 48, -13,   1, 7, 25.8,⑨⑩⑩, 7, 3,Ｎマイネルシエロ, 29,丹内祐, 0.7, 53,  -8,* -3,10, 31.9,⑬⑪⑪, 7, 1,Ｉキングスグリｰム, 65,田辺裕, 1.9, 60,   3,   3,10,134.7,③③③, 7, 2,Ｌゼットフラッシュ, 78,松田大, 0.3, 80,   5,   8,12,116.2, ⑤⑦
 8, 3,Ｅナリタレジｰナ, 53,鮫島良, 2.4, 46, -12,  -4, 5, 15.9,⑥⑨⑨, 8, 4,Ｋサンデｰキリシマ, 45,田中健, 0.7, 51,* -1, -19,12, 68.9,①①①, 8, 8,Ｆマルブツセンタｰ, 72,上村洋, 2.0, 63,   1,   7, 4,  8.2,⑧⑨⑨, 8, 6,Ｋショウナンライジン, 78,小野次, 0.4, 78,   5,   7,10, 48.3, ⑦⑥
