10年 5月 8日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 5月 8日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  芝1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 7R  芝2200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■10R  ダ1800m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,わらび賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｅシンボリカンヌ, 60,的場勇,, 62,   3,*  0, 8, 19.9,⑩⑨⑧, 1, 4,Ｃマロノヴィｰナス, 60,田辺裕,, 57,   3,* -6, 1,  3.7, ⑬⑬, 1, 7,Ａマッキｰバッハ, 77,秋山真,, 74,  -8,* 15, 2,  4.0,⑤⑤⑤, 1, 5,Ａノボプロジェクト, 80,三浦皇,, 72,*  5,  12, 1,  2.1,①①①
 2, 5,Ｃメイキングドリｰム, 62,北村友, 0.4, 61,*  6,  -9, 5,  8.9,②③②, 2,11,Ｅハｰトフルハピネス, 54,ウィリ, 0.2, 55,   4, -13, 3,  5.0, ⑧⑧, 2, 6,Ｂキクノトップラン, 74,ウィリ, 0.0, 76,  -9,* 19, 3,  4.3,⑥⑨⑧, 2, 6,Ｋセレナプレジｰル, 66,柴田善, 0.4, 70,   4,* 13, 5, 18.2,⑥⑥⑥
 3, 6,Ｇミリオンデンジャｰ, 56,三浦皇, 0.6, 57,   5, -11, 9, 20.5,④④③, 3, 6,Ｇブラボｰジャングル, 51,荻野琢, 0.2, 55,   3, -11, 4,  5.0, ⑩⑩, 3, 1,Ｄラッキｰポケット, 70,北村友, 0.2, 68,* -5,   5, 1,  2.2,①①①, 3, 8,Ｇコスモイフリｰト, 71,秋山真, 0.5, 69,*  5,   8,12, 66.2,②②②
 4,13,Ｂサｰノ, 64,上村洋, 0.8, 61,   1,* -2, 2,  4.4,⑫⑬⑫, 4, 8,Ｉアナンダ, 49,秋山真, 0.4, 53,   0,* -8,11, 75.7, ⑫⑫, 4, 5,Ｃスマｰトファントム, 71,丸山元, 0.5, 68,  -8,   9, 5, 12.5,⑨⑦⑥, 4, 3,Ｃエイシンナナツボシ, 73,上村洋, 0.6, 71,*  4,   8, 3,  6.2,③③④
 5, 1,Ｆジェネラルバイオ, 57,丸田恭, 0.8, 58,   4,  -7,11, 79.8,⑦⑦⑥, 5, 2,Ｌキョウワフェアリｰ, 48,松田大, 0.4, 54,   4, -15, 8, 35.9, ⑤⑥, 5, 8,Ｇサンアイブライト, 60,木幡初, 0.5, 69, -10,  12, 7, 29.1,⑧⑧⑦, 5,12,Ｊビｰビｰスカット, 67,松田大, 0.9, 69,*  4,   6,11, 37.3,④④③
 6, 7,Ｈランドゴｰカイ, 56,古川吉, 1.0, 55,   5, -11,10, 21.7,⑥⑥⑦, 6,13,Ｄニシノマザｰアｰス, 57,木幡初, 0.5, 52,*  5, -20, 6, 12.7, ④⑤, 6, 9,Ｅグルｰオン, 63,丸田恭, 0.6, 62,* -5,   1, 4,  9.8,②②②, 6,13,Ｆテルミｰホワイ, 72,梶晃啓, 1.0, 69,   0,* 14, 2,  5.7,⑮⑮⑬
 7, 9,Ｄサダルメリク, 60,柴田善, 1.0, 54,   5, -13, 6, 10.3,⑤⑤④, 7,10,Ｍアルビダ, 45,石橋脩, 0.6, 51,*  7, -26,13,131.3, ①①, 7, 3,Ｈマイネルアヴァル, 53,大野拓, 0.7, 64,  -7,   2, 6, 13.0,③③④, 7,15,Ｅヤマニンシャスｰル, 72,田中健, 1.0, 70,   3,   9,10, 28.2,⑩⑨⑨
 8, 4, ドラゴンメッシュ,---,田辺裕, 1.1, 54,   5, -14, 7, 14.5,③②⑤, 8,15,Ｂファｰマレッド, 63,三浦皇, 0.6, 53,   3, -15, 5,  8.3, ⑪⑪, 8, 2,Ｆスピｰドマイスタｰ, 61,西田雄, 1.9, 48,  -7, -15, 8, 38.9,⑦④③, 8, 1,Ｏオウシュウベスト, 58,芹沢純, 1.1, 67,   0,* 13,15,139.5,⑭⑫⑮
