10年 6月26日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 6月26日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  芝1200m 2 歳新馬 馬齢,,,,,,,,,,,,■ 7R  芝1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■10R  ダ1000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ函館,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｂプリマベｰラシチｰ, 61,藤田伸,, 64,* -3,   4, 2,  2.4, ①①, 1, 8, マイネルラクリマ,---,大野拓,, 49, -18,* -1, 4,  8.4, ④④, 1,12,Ｃシルクウェッジ, 58,丸田恭,, 60,*  7,  -7, 1,  2.9,①①①, 1, 7,Ｃゼットサンサン, 70,藤田伸,, 78,*  2,* 13, 3,  4.5, ②②
 2, 2,Ｈプリモウェｰブ, 48,丸田恭, 0.6, 57,  -6,   0, 6, 36.5, ②②, 2,14, サクラベル,---,秋山真, 0.2, 46, -18,  -4, 2,  4.0, ⑤⑤, 2, 2,Ａデンコウセッカチ, 64,大野拓, 0.1, 62,   3,* -1, 3,  4.3,⑧⑤④, 2, 5,Ｂナムラアトラクト, 71,小林徹, 0.5, 73,*  3,   7, 1,  2.8, ①①
 3, 9,Ｆタイキフレンチキス, 49,古川吉, 0.6, 57, -14,   6, 5, 26.1, ⑦⑤, 3, 1, ナムラオｰシャン,---,藤田伸, 0.5, 42,*-14, -12, 1,  3.9, ①①, 3, 1,Ｄホッコｰダイクン, 56,柴山雄, 0.5, 57,   1,  -4,10, 38.1,⑨⑨⑥, 3, 2,Ｄカフェマｰシャル, 69,丸山元, 0.9, 68,  -3,   8, 2,  4.3, ④④
 4, 8,Ｅドロップ, 51,木幡初, 0.8, 53, -22,* 10, 7, 42.9, ⑧⑧, 4,15, リバｰビバップ,---,木幡初, 0.7, 40, -22,  -6, 6,  8.8, ⑧⑧, 4, 8,Ｂコスモクロッシング, 62,丹内祐, 0.5, 56,*  5, -11, 4,  8.7,②②③, 4, 3,Ｆマイスイｰトホｰム, 67,藤岡佑, 1.1, 66, -11,* 11, 5, 11.0, ⑦⑦
 5, 6,Ａキュｰト, 64,藤岡佑, 0.9, 54, -14,   3, 1,  2.2, ⑤⑥, 5,12, ウォｰタｰメイ,---,吉田隼, 1.2, 34, -31,  -4,11, 63.1, ⑪⑩, 5, 5,Ｅトｰセンフェアリｰ, 55,武幸四, 0.6, 57,   0,* -1, 8, 28.8,⑬⑫⑪, 5, 8,Ｅフライトマイル, 68,古川吉, 1.3, 64,   0,   3, 7, 16.5, ③③
 6,10,Ｄロングエンプレス, 52,西村太, 1.0, 53, -22,*  8, 8, 43.3, ⑨⑨, 6,10, キングウェリナ,---,四位洋, 1.2, 33, -19, -16, 7, 10.3, ⑦⑨, 6, 3,Ｇユキノサイレンス, 53,藤岡佑, 0.6, 56,   4, -11, 2,  3.8,④③②, 6, 9,Ａリｰヴタイム, 76,大野拓, 1.5, 61,  -5,   4, 8, 17.2, ⑤⑤
 7, 7,Ｊベニヒメ, 40,柴山雄, 2.0, 41, -14,  -7,11,110.8, ⑥⑦, 7, 3, スズカアタック,---,安藤勝, 1.2, 36, -36,*  1, 5,  8.6, ⑬⑬, 7, 9,Ｈチャｰリｰポイント, 52,木幡初, 0.7, 55,   1,  -7, 5, 16.9,⑦⑩⑧, 7, 4,Ｈワンダｰリディア, 64,長谷川, 1.7, 58, -14,   8, 9, 57.7, ⑪⑩
 8, 3,Ｇグランフィｰルド, 49,大野拓, 2.1, 40, -29,   3, 9, 82.0, ⑪⑩, 8,16, コアヨカ,---,丹内祐, 1.4, 30, -26, -12,16,254.6, ⑩⑦, 8, 7,Ｆセレスマジェスティ, 55,小野次, 0.7, 55,   3,  -8, 7, 17.9,⑩⑦⑦, 8, 1,Ｇヒシソロモン, 67,丸田恭, 1.9, 57, -14,   7, 6, 12.1, ⑩⑨
