10年 1月10日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 1月10日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 4R  芝2880m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1200m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  芝2000m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頌春賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｄゴｰゴｰシュンスケ, 54,後藤浩,, 55,  -5,*  0, 4,  5.9, ⑨⑧, 1,10, トップモンジュｰ,,高田潤,,,,, 3,  4.7,②②②, 1,15,Ｂサリエル, 72,横山典,, 77,* 10,*  5, 1,  1.7, ④④, 1, 9,Ｂモエレビクトリｰ, 79,的場勇,, 80,* 19, -10, 1,  2.9,①①①
 2, 5,Ｂアプロｰチミｰ, 57,松岡正, 0.0, 55,  -1,  -4, 2,  5.1, ③③, 2, 5, ハシルペンチャン,,宗像徹,195.5,,,, 7, 45.8,③③③, 2,14,Ｆココカラ, 66,柴山雄, 0.6, 71,* 11,  -1, 2,  5.0, ③③, 2, 8,Ｊトｰセンマｰチ, 59,江田照, 0.1, 80,  16,  -6, 3,  6.8,⑤④⑤
 3,11,Ｃウネントリッヒ, 56,江田照, 0.0, 56,*  2,  -6, 7, 34.2, ①①, 3, 3, タカラボス,,大庭和,195.9,,,, 1,  1.7,⑦⑦⑥, 3,11,Ｃアイシｰクレット, 71,中舘英, 0.8, 71,* 11,  -3, 4, 10.6, ②②, 3, 5,Ａダイワオｰジｰ, 83,後藤浩, 0.2, 81,  12,*  1, 2,  4.8,⑩⑪⑩
 4,15,Ｊミクル, 43,伊藤工, 0.3, 52,  -3,  -5, 5, 12.4, ⑤⑤, 4, 8, カシマレジェンド,,高野和,196.0,,,,11,153.4,④④④, 4, 4,Ｈシャドウエレメント, 61,北村宏, 0.8, 65,  -2,*  9, 7, 41.5, ⑫⑫, 4, 7,Ｇリアルハヤテ, 76,西田雄, 0.2, 83,  14,* -1, 5,  8.8,⑪⑩⑨
 5, 4,Ａゴｰルインマｰク, 58,内田博, 0.3, 53, -10,*  2, 1,  2.1, ⑬⑯, 5, 6, スプリングカラｰ,,金子光,196.2,,,, 2,  4.0,①①①, 5,16, レディｰキセキ,---,クラス, 0.8, 70,   6,   2,10,141.7, ⑦⑦, 5, 1,Ｃマイネルモデルノ, 78,津村明, 0.4, 78,  16, -12, 4,  8.4,④③③
 6,16,Ｐバスタｰコｰル, 31,武士沢, 0.6, 51,*  3, -11,15,254.8, ②②, 6, 7, エイユｰパッション,,林満明,196.5,,,, 9, 88.6,⑥⑤⑤, 6, 6,Ａハｰティンハｰト, 72,後藤浩, 0.9, 66,   5,   2, 3,  6.5, ⑥⑤, 6, 4,Ｈマイネプリンセス, 72,石橋脩, 0.4, 79,* 17, -15, 6,  9.0,②②②
 7,12,Ｇエムオｰクラウン, 48,田辺裕, 0.9, 48, -10,  -3, 8, 39.6, ⑫⑪, 7, 2, ホワイトライクミｰ,,穂苅寿,197.4,,,, 4, 17.8,⑨⑧⑦, 7, 8,Ｋオネスト, 57,田中博, 1.4, 64,   3,   1,16,551.8, ⑨⑩, 7,11, インベストホｰプ,---,北村宏, 0.5, 80,  12,*  0,12, 92.7,⑫⑫⑫
 8, 6,Ｍキングボｰイ, 41,村田一, 1.0, 47, -14,*  0,13,209.1, ⑮⑬, 8,11, ケイズパステル,,五十嵐,198.6,,,, 6, 34.6,⑪⑩⑨, 8, 5,Ｄドンビザッツウェイ, 68,吉田隼, 1.4, 61,  -2,   4, 9, 48.3, ⑭⑯, 7, 6,Ｄコスモオｰスティン, 78,幸英明, 0.5, 77,  16, -13, 8, 17.4,⑥⑥④
 9, 8,Ｎナイト, 40,中舘英, 1.3, 44,  -4, -12, 6, 28.7, ⑥⑦, 9,12, テイエムサプライズ,,浜野谷,198.7,,,,10,132.9,⑤⑥⑧, 9,13,Ｇマドモアゼルノン, 63,武士沢, 1.5, 61,   3,  -1,14,347.2, ⑩⑧, 9, 3,Ｆアルファオリオン, 76,内田博, 0.7, 77,  15, -12, 9, 21.8,⑧⑦⑥
10,14,Ｈピエナブラヴ, 48,小野次, 1.5, 43,  -4, -14, 3,  5.4, ⑦⑨,10, 9, ヤマタケゴｰルデン,,平沢健,199.1,,,, 8, 49.2,⑧⑨⑩,10, 2, ミラクルエｰス,---,坂井英, 1.5, 60,   0,   1, 6, 22.5, ⑪⑪,10,10,Ｅホウショウルｰプ, 77,柴田善, 1.6, 67,  16, -26, 7, 13.1,⑨⑧⑧
11, 9,Ｋオｰゴンルビｰ, 43,柴田善, 1.5, 42, -12,  -7,10, 52.2, ⑭⑮,11,13, オメガジャスパ,,柴田未,199.6,,,,13,347.5,⑬⑫⑪,11, 9,Ｅハｰドパワｰ, 66,内田博, 1.9, 62,* 13, -13, 5, 15.1, ①①,11,12,Ｋゴｰルデンミシエロ, 48,丹内祐, 3.0, 57,  16, -49,10, 80.4,③⑤⑦
