10年 7月11日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 7月11日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1150m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-11,,,,,■ 4R  芝2770m 3歳上未勝利 定量,,,,,,,,,,,,■ 7R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,尾瀬特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ａタンジブルアセット, 64,丸山元,, 65,*  2,   3, 1,  2.4, ①①, 1, 3, マイネルカｰロ,,草野太,,,,, 2,  3.7,⑦⑤②, 1,14,Ａギンザクイｰンビｰ, 82,蛯名正,, 74,   8,*  7, 1,  2.5,⑭⑦②, 1, 6,Ｃドリｰムフォワｰド, 77,内田博,, 78,  -4,* 14, 2,  4.4, ⑥⑥
 2, 5,Ｂカゼノマイヒメ, 62,蛯名正, 0.4, 62,   0,   2, 2,  4.5, ③②, 2, 4, ピサノシンボル,,五十嵐,182.5,,,, 4,  8.3,②③③, 2,12,Ｅダンサｰズブロンド, 71,内田博, 0.6, 72,* 10,   1, 4,  9.8,③③①, 2,12,Ｊランブルジャンヌ, 70,田中勝, 0.0, 76,  -2,  11,11, 57.6, ⑤④
 3,14,Ｋウォｰタｰサウンド, 45,田中勝, 0.5, 59,  -8,*  7, 8, 30.6, ⑪⑪, 3,13, アイズオブゾロ,,穂苅寿,182.6,,,, 1,  3.2,⑥④④, 3, 9,Ｃエレガントマナｰ, 74,中舘英, 0.6, 69,   7,*  4, 5, 11.0,⑫⑩⑧, 3, 5,Ｆエｰシンリジル, 73,伊藤工, 0.2, 73,  -2,   9, 6, 10.9, ④⑤
 4, 8,Ｄムラマサヒメ, 56,田中博, 0.8, 58,  -2,   1,11, 70.4, ⑤⑤, 4,14, クリｰバレン,,柴田大,182.9,,,,10, 42.3,⑪⑥⑥, 4, 7,Ｆクレバｰクリス, 69,田辺裕, 0.8, 67,   7,   1, 7, 25.5,⑦⑨⑤, 4, 8,Ｅカホマックス, 75,松岡正, 0.2, 74,  -6,  13, 3,  5.5, ⑩⑪
 5,10,Ｃカツヨプリンセス, 60,柴田善, 0.9, 56, -11,*  7, 3,  7.5, ⑫⑫, 5, 6, シルクパナシア,,山本康,183.0,,,, 6, 17.7,⑩⑧⑦, 5, 5,Ｂシャインエフォｰト, 76,丸山元, 1.0, 66,   8,  -2, 3,  4.5,⑤⑤⑥, 5,13,Ｄスガノメダリスト, 76,村田一, 0.3, 73,  -5,  10, 1,  4.3, ⑦⑦
 6, 6, レオカミカゼ,---,北村宏, 1.3, 52,*  1,  -8, 7, 17.7, ②③, 6, 8, ドレックセル,,大庭和,183.0,,,, 5,  9.8,③②①, 6, 2,Ｇカシマパフュｰム, 69,武士沢, 1.2, 64,   7,   0,11,122.4,⑪⑧⑨, 6, 4,Ｈコンプリｰトラン, 72,柴田善, 0.3, 74, -10,* 16, 8, 15.7, ⑬⑫
 7, 7,Ｈキングボｰイ, 51,村田一, 1.4, 51, -14,   5,10, 62.0, ⑬⑬, 7, 5, クイックステップ,,金子光,184.1,,,, 9, 37.3,⑨⑨⑩, 7, 3,Ｄマチカネナツノジン, 71,村田一, 1.3, 63,   7,  -4, 9, 40.1,④④⑦, 7,11,Ｉオメガユリシス, 71,北村宏, 0.3, 74, -10,* 16, 9, 22.1, ⑫⑬
 8, 3,Ｉフレンドミリオン, 49,中舘英, 1.5, 50,  -3,  -5, 4,  9.5, ⑥⑥, 8,10, ボｰマンド,,平沢健,184.8,,,, 7, 18.1,④⑦⑧, 8, 8,Ｋカントリｰドｰタｰ, 61,宮崎北, 1.4, 63,   5,   0,13,225.9,⑨⑪⑪, 8,10,Ｇバロンダンス, 72,田中博, 0.3, 74,*  0,   7, 5,  7.5, ②②
 9, 9,Ｎリサｰジェンス,-40,南田雅, 1.5, 50, -21,* 10,14,164.3, ⑮⑮, 9, 9, アコガレノダンス,,柴田未,185.0,,,,13,141.8,⑧⑩⑨, 9, 6,Ｌマチカネユウビ, 60,吉田豊, 1.8, 60,   2,   2, 8, 36.2,⑮⑬⑬, 9, 7,Ｂサンゴシック, 77,松山弘, 0.3, 72,  -7,  13, 4,  7.3, ⑪⑩
10,12,Ｅスマイルバラッド, 54,吉田豊, 1.6, 49,*  0,  -9, 6, 10.7, ④④,10,11, ナスノマツカゼ,,高野和,185.7,,,,11, 44.2,⑤⑪⑪,10,10,Ｊダイワフェズブルｰ, 65,北村宏, 1.9, 57,   8, -10, 6, 20.3,⑥⑥⑩,10, 3,Ｋレイクエルフ, 60,丸山元, 0.6, 69,  -6,   8,12, 69.8, ⑨⑧
11,16,Ｍヒシカツジェシｰ, 38,池崎祐, 1.6, 50,  -3,  -6,12, 97.9, ⑧⑦,11, 2, テイエムサプライズ,,浜野谷,186.1,,,, 3,  5.1,⑫⑫⑫,11,13,Ｉアッシュアッパｰ, 65,的場勇, 2.1, 60,   4,  -4,10, 81.8,⑩⑫⑫,11, 9,Ａリネンパズル, 78,吉田隼, 1.0, 63,*  1,  -4,10, 23.6, ①①
12, 1,Ｆケイアイドリｰム, 54,田辺裕, 1.6, 50,  -6,  -4, 5,  9.9, ⑨⑧,12, 7, ワンモアスエルテ,,石神深,186.8,,,, 8, 21.4,①①⑤,12, 1,Ｎヨシエンデュランス, 49,江田照, 2.4, 57,   2,  -3,14,257.4,⑬⑭⑭,12, 2,Ｌレッドリップス, 58,中舘英, 2.6, 44,  -2, -22, 7, 15.4, ③③
13,11,Ｊニコニコトｰト, 47,大庭和, 1.7, 47, -17,   5,15,223.8, ⑭⑭,13, 1, キフジン,,蓑島靖,187.7,,,,14,147.6,⑬⑬⑬,13,15,Ｍカインドオブブルｰ, 59,小野寺, 2.4, 56,*  9, -16,12,189.5,②②④,13, 1,Ｍブルｰカｰディナル, 56,江田照, 2.9, 39,  -6, -22,13, 90.9, ⑧⑨
