10年10月16日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年10月16日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  芝2910m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■10R  芝2200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鳴滝特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ａナムラカンタベリｰ, 56,酒井学,, 58,  -3,*  3, 2,  3.7,④③⑤, 1, 6, アドマイヤサンサン,,高田潤,,,,, 1,  2.7,①①①, 1, 7,Ｂタマモトワイライト, 75,川須栄,, 74,*  1,  10, 4,  7.1, ①①, 1, 5,Ｄキクカタキシｰド, 76,幸英明,, 83,   7,* 19, 4, 12.3,⑥⑤④
 2,10,Ｃアドマイヤトリック, 50,福永祐, 0.2, 57,  -3,*  2, 3,  4.4,⑥⑤④, 2, 1, スカイボｰイング,,岩崎祐,198.9,,,, 2,  3.5,⑤③③, 2,12,Ａタマモコントラバス, 76,高倉稜, 0.2, 71,  -1,  11, 1,  4.7, ④④, 2, 3,Ｉテンシノマズル, 72,酒井学, 0.2, 76,* 13,   1, 3,  8.5,①①①
 3, 8,Ｄカシノウィンド, 49,幸英明, 1.3, 51,  -5,  -4, 6, 14.8,⑩⑧⑨, 3, 7, コンゴウ,,出津孝,199.5,,,, 4, 13.3,③②②, 3, 1,Ｄリバｰサルブロｰ, 73,太宰啓, 0.4, 71,  -2,  11, 9, 18.0, ⑤⑤, 3, 8,Ｂシｰスナイプ, 78,北村友, 0.3, 79,   7,  13, 1,  1.6,④④⑤
 4,13,Ｂアルバ, 53,和田竜, 1.5, 49,* -3, -11, 1,  2.9,③④③, 4, 3, ツルマルビビッド,,南井大,199.7,,,, 3,  5.7,⑧⑤⑤, 4, 5,Ｊネイルダウン, 68,小牧太, 0.4, 70,  -6,* 14, 6,  9.7, ⑩⑧, 4, 4,Ｊエクセルサス, 71,秋山真, 0.4, 75,  10,   4, 6, 21.5,②②③
 5, 7,Ｌスズノウルフ, 38,鮫島良, 1.5, 50,  -5,  -5,12, 92.2,⑨⑪⑪, 5,12, ハマノツｰステップ,,難波剛,200.2,,,, 7, 16.1,⑦⑧⑧, 5, 9,Ｈクリスリリｰ, 71,秋山真, 0.5, 70,  -3,  10,12, 97.3, ⑥⑥, 5, 2,Ａヤマニンウイスカｰ, 79,和田竜, 0.4, 77,  10,   6, 2,  4.4,③③②
 6,11,Ｅテイエムギンリュウ, 48,小牧太, 1.6, 45,* -2, -14, 5, 10.2,②②②, 6,11, ワインアドバイザｰ,,平沢健,200.3,,,, 8, 19.7,⑩⑨⑨, 6, 2,Ｅエｰティｰショパン, 72,幸英明, 0.6, 70,*  1,   6,11, 46.4, ②②, 6, 1,Ｇハｰドダダンダン, 75,藤岡康, 1.1, 73,   5,   9, 5, 17.0,⑦⑦⑦
 7, 5,Ｉハクユウサンサン, 40,熊沢重, 1.6, 50,* -1, -14,11, 74.3,①①①, 7,13, ワンダｰルシデス,,高野容,200.4,,,,12, 72.6,②④④, 7, 4,Ｋエｰシンハダル, 64,後藤浩, 0.7, 67,  -7,* 12, 8, 12.5, ⑨⑪, 7, 7,Ｆアグネスミヌエット, 75,鮫島良, 1.5, 72,   2,  12, 7, 28.1,⑩⑩⑩
 8, 4,Ｇプリティスカイ, 46,赤木高, 1.7, 48,  -4,  -9, 8, 34.3,⑦⑥⑥, 8, 9, ブチカマシ,,仲田雅,200.5,,,, 9, 22.6,⑨⑩⑩, 8,10,Ｉムスタングリｰダｰ, 70,四位洋, 0.8, 68,  -5,  11,10, 19.7, ⑧⑨, 8,10,Ｃクレスコドリｰム, 77,浜中俊, 1.5, 67,   6,   0,10, 68.5,⑤⑥⑥
 9, 6,Ｈタイセイソルジャｰ, 44,高倉稜, 2.0, 43,  -7,  -5, 9, 46.6,⑭⑫⑫, 9, 5, シゲルカンスケ,,黒岩悠,200.7,,,,13, 84.0,⑥⑥⑥, 9, 8,Ｇチャｰムドリｰム, 72,池添謙, 0.9, 66, -10,* 13, 7, 10.9, ⑫⑫, 9, 9,Ｈメイショウイチバン, 74,飯田祐, 1.6, 68,   5,   3, 8, 39.3,⑧⑧⑧
