10年 4月17日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 4月17日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 4R  芝2400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 7R  ダ1800m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝1600m 4歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,読売ﾏｲﾗｰｽﾞｶｯﾌﾟ ＧⅡ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｂサマｰソング, 63,福永祐,, 65,*  4,*  1, 1,  2.3, ②②, 1, 1,Ｅスマｰトフォｰカス, 65,岩田康,, 70,   0,*  5, 1,  1.7,⑫⑪⑩, 1,11,Ｈレディｰムスタング, 67,小林慎,, 74,*  6,*  3, 5,  9.1,①①①, 1,18,Ｐリｰチザクラウン, 81,安藤勝,, 91,* 15,  11, 3,  6.6, ③③
 2, 5,Ｃチャｰミｰハヅキ, 60,岡部誠, 0.3, 60,   1,*  2, 3,  6.4, ⑦⑥, 2, 6,Ａアクアブルｰフライ, 70,勝浦正, 0.4, 67,  -1,*  2, 3,  8.1,⑯⑬⑫, 2, 9,Ｂファイブスタｰ, 72,安藤勝, 0.4, 70,   5,*  4, 1,  2.9,⑥⑤⑥, 2, 2,Ｃトライアンフマｰチ, 88,岩田康, 0.0, 90,   8,* 22, 6,  9.5, ⑬⑭
 3,14,Ａテイエムウミユキ, 65,高井彰, 0.5, 60,*  4,  -2, 2,  5.7, ③③, 3, 4,Ｃパントクラトｰル, 67,藤岡佑, 0.5, 67,   0,  -2, 7, 20.8,⑨⑨⑨, 3, 6,Ｅワンダｰスル, 70,野元昭, 1.4, 65,   4,  -4, 8, 62.0,⑧⑧⑧, 3,12,Ｎキャプテントゥｰレ, 83,川田将, 0.2, 89,  13,  12, 5,  7.5, ⑤⑤
 4, 8,Ｄシュンセイ, 58,幸英明, 0.6, 58,   1,  -1, 7, 24.2, ⑥⑦, 4,14,Ｂサクラエンブレム, 69,川田将, 0.6, 65,   0,  -5, 5, 15.9,⑧⑥⑦, 4,10,Ｊキララチュｰル, 62,川須栄, 1.5, 63,*  5,  -8, 9, 67.0,⑦⑦④, 4, 7,Ｉセイウンワンダｰ, 85,福永祐, 0.3, 87,  10,* 16, 4,  6.8, ⑪⑬
 5, 4,Ｆテイエムミュｰズ, 57,和田竜, 0.8, 56,   2,  -4, 6, 16.0, ④④, 5, 8,Ｊカレンパッキャオ, 58,福永祐, 0.6, 65,*  1,  -7, 9, 33.0,⑩⑩⑥, 5,12,Ａクリノソｰニャ, 73,幸英明, 1.5, 64,   4,  -5, 2,  3.5,⑨⑩⑦, 5, 9,Ａスマイルジャック, 92,三浦皇, 0.3, 87,  12,  11, 1,  4.5, ⑦⑧
 6, 9,Ｈハッピｰスカッシュ, 54,池添謙, 1.0, 52,  -2,  -1, 4,  6.6, ⑨⑨, 6,16,Ｆリヴィアロｰズ, 64,三浦皇, 0.8, 64,  -1,  -2,10, 38.2,⑬⑭⑭, 6, 7,Ｆラウリシルヴァ, 70,岩田康, 1.9, 62,   2,  -5, 7, 25.7,⑪⑪⑪, 6,16,Ｍタマモナイスプレイ, 83,四位洋, 0.5, 82,* 15,   3,12, 67.7, ②②
 7,10,Ｇメグチャン, 54,北村友, 1.3, 53,   2,  -7, 8, 40.9, ⑤⑤, 7, 7,Ｇセレナデスタン, 63,吉田稔, 0.8, 62,   1,  -5,11,183.8,⑦⑧⑪, 7, 4,Ｃコウエイテンプウ, 71,浜中俊, 2.0, 60,*  5, -12, 3,  4.0,⑤⑥③, 7, 8,Ｂスマｰトギア, 88,池添謙, 0.6, 85,   8,  13, 7, 12.5, ⑭⑮
 8,16,Ｅルナピスタ, 57,秋山真, 1.5, 49,  -2,  -6,11, 91.3, ⑪⑧, 8,13,Ｈヤマニンエルブ, 62,武幸四, 0.9, 62,*  2, -12, 4, 10.8,⑥⑦③, 8, 5,Ｉウォｰタｰリメイン, 62,酒井学, 2.4, 63,   4, -10,10, 90.1,⑩⑨⑩, 8, 5,Ｊキングストリｰト, 85,幸英明, 0.8, 80,* 14,   1, 9, 22.0, ④④
 9, 2,Ｊニホンピロビｰナス, 49,酒井学, 1.5, 53,*  5, -13, 5,  8.2, ①①, 9, 9,Ｄタマモグランプリ, 66,和田竜, 1.1, 62,*  2, -13, 8, 26.6,③④④, 9, 2,Ｌトウケイシャイン, 52,鷹野宏, 2.5, 57,*  6, -17,12,234.1,②②②, 9,13,Ｋスｰパｰホｰネット, 84,藤岡佑, 0.8, 81,* 14,   1, 2,  4.8, ⑧⑥
10, 7,Ｉサンレイキャロル, 53,難波剛, 1.6, 47,  -3,  -6,10, 69.9, ⑩⑪,10,11,Ｋドリｰムセｰリング, 56,中舘英, 1.1, 60,*  1, -17, 6, 16.5,④③②,10, 8,Ｋラガｰトップラン, 54,松山弘, 2.8, 56,   1, -10,11,229.1,⑫⑫⑫,10,17,Ｏマルカシェンク, 82,北村友, 0.8, 81,  12,   4,14,106.8, ⑮⑨
11,11,Ｌコウエイマｰチ, 48,吉田稔, 1.7, 46,  -6,  -4, 9, 47.9, ⑫⑫,11,10,Ｍサンマルグランデラ, 48,松山弘, 2.0, 52,  -1, -18,15,422.2,⑪⑫⑮,11, 1,Ｇオレンジシュプｰル, 67,吉田稔, 2.9, 57,   5, -19, 6, 22.4,③③⑤,11,10,Ｈテイエムアタック, 85,秋山真, 0.8, 81,   8,  11,16,141.2, ⑱⑯
12, 1,Ｎシゲルネネ, 38,国分恭, 2.1, 44,  -1, -12,13,152.9, ⑧⑩,12,12,Ｌゲットアヘッド, 52,秋山真, 2.1, 52,*  1, -28,12,208.1,⑤⑤⑤,12, 3,Ｄアクアバンブｰ, 71,国分恭, 4.2, 47,   5, -30, 4,  7.7,④④⑨,12,15,Ｇシルポｰト, 86,佐藤哲, 0.9, 76,* 17,  -6,13, 73.6, ①①
13,12,Ｍウエスタンバレｰ, 45,高倉稜, 2.1, 41, -12,  -1,15,207.7, ⑮⑮,13, 5,Ｎミスズエルドラド, 44,国分恭, 2.1, 54,  -1, -19,16,474.3,⑮⑮⑬,,,,,,,,,,,,,13,11,Ｌアｰバンストリｰト, 83,吉田稔, 0.9, 78,   7,  12,17,299.9, ⑰⑱
14,15,Ｋバンブｰアミｰゴ, 49,松山弘, 2.4, 38,  -9,  -8,14,169.5, ⑬⑬,14, 2,Ｉオメガキングコング, 59,安藤勝, 2.9, 49,*  1, -43, 2,  6.0,①①①,,,,,,,,,,,,,14, 4,Ｄスズカコｰズウェイ, 88,浜中俊, 1.1, 76,  11,   1, 8, 18.2, ⑩⑪
15, 6, ビコｰコルサコフ,---,鷹野宏, 3.4, 30, -18,  -8,12,127.3, ⑯⑯,15, 3,Ｏエｰシンリュウセイ, 25,小牧太, 8.0,-14,   0, ---,13,257.7,②②⑧,,,,,,,,,,,,,15, 6,Ｆライブコンサｰト, 86,和田竜, 1.2, 76,  12,  -2,10, 28.4, ⑥⑦
16,13, ガｰリッシュ,---,川島信, 3.8, 26, -10, -19,16,274.7, ⑭⑭,16,15, イケイケ,---,中村将,10.5,-32, -16, -96,14,338.0,⑭⑯⑯,,,,,,,,,,,,,16, 1,Ｑピサノパテック, 79,小牧太, 1.2, 76,   7,   7,15,131.2, ⑯⑰
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,14,Ｒスピｰドタッチ, 75,岡部誠, 1.7, 69,  11,  -6,18,630.5, ⑫⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18, 3,Ｅリトルアマポｰラ, 87,中舘英, 2.1, 65,  11, -13,11, 49.7, ⑨⑩
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:重(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:稍重(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:重(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:92 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-1),,,,,,,,,,,
単勝:230円 複勝:03=110円 05=150円 14=150円 枠連:500円,,,,,,,,,,,,単勝:170円 複勝:01=110円 06=210円 04=350円 枠連:520円,,,,,,,,,,,,単勝:910円 複勝:11=270円 09=150円 06=830円 枠連:310円,,,,,,,,,,,,"単勝:660円 複勝:18=280円 02=300円 12=270円 枠連:2,800円",,,,,,,,,,,
馬連:630円 ワイド:03-05=240円 03-14=280円 05-14=420円,,,,,,,,,,,,"馬連:650円 ワイド:01-06=350円 01-04=780円 04-06=2,020円",,,,,,,,,,,,"馬連:1,110円 ワイド:09-11=610円 06-11=3,090円 06-09=1,560円",,,,,,,,,,,,"馬連:3,700円 ワイド:02-18=1,400円 12-18=1,230円 02-12=1,190円",,,,,,,,,,,
"馬単:990円 3連複:990円 3連単:3,390円",,,,,,,,,,,,"馬単:960円 3連複:4,350円 3連単:11,390円",,,,,,,,,,,,"馬単:3,030円 3連複:13,380円 3連単:74,580円",,,,,,,,,,,,"馬単:6,210円 3連複:8,460円 3連単:46,440円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 5R  芝1400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 8R  ダ1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■11R  芝1800m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,はなみずき賞,,,,,,,,,,
