10年 2月14日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 2月14日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 4R  ダ1700m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  芝2000m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  芝1800m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中京,,,,,,,,,,,,,,,,,,,,,,,,岡崎特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ａパミｰナ, 65,北村友,, 61,* -3,*  1, 2,  3.5,②②②, 1, 7, レイオス,---,秋山真,, 55,* -6,   0, 5,  9.4,⑩②②, 1, 7,Ｄコンベンション, 72,秋山真,, 71,*  4,   1, 4, 11.3,⑬②②, 1, 3,Ｂプリティダンス, 71,鮫島良,, 73,   2,*  6, 3,  6.5,⑫⑬⑬
 2, 4,Ｂラスティングソング, 60,鮫島良, 0.6, 58,  -4,*  0, 1,  3.2,⑫⑨⑨, 2,16, ジュウクリュウオウ,---,柴原央, 0.4, 53,* -7,  -1, 7, 17.2,④④⑤, 2,12,Ｅナリタプラチナ, 71,藤岡康, 0.1, 72,  -2,* 11, 1,  2.0,⑰⑯⑪, 2,10,Ｊセキサンダンスイン, 66,国分恭, 0.0, 73,   7,  -3, 2,  4.8,⑩⑨⑦
 3,11,Ｊマイネフェリックス, 52,丹内祐, 0.6, 55,  -4,  -2,12, 73.7,⑦⑦⑦, 3, 8, ハセハイダウェイ,---,伊藤直, 0.4, 54,  -8,   1, 6, 15.9,③⑤④, 3,13,Ｑマｰベラスブレイド, 60,丹内祐, 0.3, 69,   0,*  4,11,106.2,⑭⑪⑦, 3, 6,Ｇリｰガルアミュｰズ, 68,松田大, 0.2, 70,   6,  -6, 4,  7.7,⑧⑧⑨
 4,12,Ｄネオスペチアｰレ, 57,秋山真, 0.7, 54,* -3,  -5, 5, 10.3,③③③, 4,11, パリエノミチ,---,中舘英, 0.4, 52,* -5,  -5, 3,  5.9,①①①, 4, 6,Ｋマイネルアヴァル, 65,大野拓, 0.4, 70,   0,*  5, 9, 38.4,⑩⑬⑨, 4, 5,Ａビルトミｰアップ, 79,丸田恭, 0.2, 70,   1,*  6, 1,  4.4,⑭⑭⑩
 5,15,Ｇパラダイスモデル, 55,大野拓, 0.7, 54,  -7,*  2, 8, 22.2,⑬⑬⑫, 5, 2, ユンヌペルル,---,大野拓, 0.6, 53, -12,*  6,14, 49.2,⑤⑨⑧, 5, 2,Ａファイブスタｰ, 76,北村友, 0.5, 66,   3,  -3, 3,  7.5,⑨⑤④, 5,11,Ｃフレノカトリｰヌ, 71,高橋智, 0.2, 71,   0,*  7, 8, 16.2,⑯⑮⑮
 6, 6,Ｃビクトリアクロス, 59,国分恭, 1.0, 54,* -3,  -6, 3,  7.1,⑤④⑤, 6, 3, クレイモア,---,村田一, 0.6, 56, -17,* 14, 8, 17.6,⑮⑬⑬, 6, 9,Ｃエｰシングレｰソロ, 72,太宰啓, 0.5, 66,   1,  -2, 5, 13.2,⑫⑩⑥, 6, 4,Ｋユｰピロンユｰ, 66,田辺裕, 0.4, 65,* 11, -18, 5,  8.8,②①①
 7,10,Ｈメイショウシェリｰ, 55,高橋亮, 1.4, 51,  -3,  -8, 6, 14.9,⑨⑧⑧, 7,10, イツクシマジュピタ,---,丸田恭, 0.7, 52,  -9,   1, 9, 18.0,⑥⑥⑥, 7, 3,Ｂシシャモフレンド, 74,国分恭, 0.5, 67,   1,  -2, 7, 14.5,⑥⑦⑩, 7, 9,Ｈゴｰルドケｰ, 67,田中博, 0.5, 67,   4,  -6,11, 30.5,⑪⑪⑪
 8, 9,Ｐフラスカｰティ, 22,古川吉, 1.6, 49,* -3, -12,11, 44.4,⑪⑤④, 8,13, クｰルクラｰジュ,---,上村洋, 0.8, 52,* -7,  -5, 4,  9.0,②③③, 8,16,Ｆスティアヘッド, 70,松山弘, 0.5, 67,   0,   3, 2,  5.4,⑪⑮⑮, 8,16,Ｆデュｰン, 69,上村洋, 0.5, 67,   6, -11, 6, 10.5,⑦⑥⑥
 9, 1,Ｉヤマニンフィズ, 52,柴田大, 1.6, 49,  -7,  -5,14,113.1,⑩⑫⑬, 9, 4, デンゼルバロｰズ,---,古川吉, 1.0, 52, -12,   3,13, 47.7,⑨⑩⑩, 9, 5,Ｌリリｰオブザバリｰ, 64,丸山元, 0.7, 63,*  5, -13,10, 79.8,①①①, 9,15,Ｅニシノフェリｰチェ, 69,太宰啓, 0.5, 67,   4,  -4,14, 69.2,⑬⑫⑫
