10年 5月16日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 5月16日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1300m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-9,,,,,■ 4R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 7R  ダ1400m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■10R  ダ2100m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,是政特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｂアラヴォｰトル, 60,内田博,, 68,*  2,*  2, 1,  2.5, ①①, 1,14,Ｌユメユメユメ, 52,松岡正,, 61,* -8,  -3, 3,  5.3,①①①, 1, 5,Ｂレッツゴｰヒチョリ, 75,柴田善,, 71,  -1,* 13, 2,  4.0, ⑨⑨, 1, 3,Ｅアムｰルマルルｰ, 81,北村宏,, 84,* 10,  12, 7, 16.3,①①①
 2, 1,Ｃナムラトリトン, 57,菅原隆, 0.0, 68,*  0,*  5, 3,  3.4, ③③, 2,15,Ｍマキシミンルｰル, 50,伊藤工, 0.1, 61,* -9,  -1, 8, 23.5,②②②, 2,10,Ｃノボレインボｰ, 74,大庭和, 0.0, 70,*  3,   8, 4, 11.1, ②②, 2,11,Ｉトｰセンルｰチェ, 79,伊藤工, 0.5, 85,   5,* 21, 9, 33.9,⑯⑯⑯
 3, 5,Ｆアポロプレシャス, 49,勝浦正, 0.9, 60,*  1,  -5, 5, 29.5, ②②, 3, 6,Ｅマｰニｰ, 57,三浦皇, 0.2, 69, -12,* 10,13, 96.8,⑫⑫⑨, 3, 1,Ｆパｰプルマジック, 68,三浦皇, 0.3, 72,  -4,* 15, 5, 21.7, ⑬⑬, 3, 2,Ｂスパｰクルシチｰ, 84,蛯名正, 0.6, 83,   9,  12, 3,  7.9,⑨⑨⑨
 4,14,Ｇスマｰトクロノス, 49,北村友, 1.8, 53,  -6,  -5,10, 99.9, ⑥⑥, 4, 1,Ｉゼロチョウサン, 53,秋山真, 0.2, 61, -11,   1, 6, 15.7,⑥⑤④, 4,11,Ｐトｰセンディケム, 47,内田博, 0.4, 69,*  1,   7, 9, 48.7, ③④, 4,14,Ｄエジソン, 82,柴田善, 1.0, 78,* 10,   4, 6, 11.8,③③②
 5,15,Ｄショウナンハｰレｰ, 51,蛯名正, 1.9, 52,  -8,  -5, 2,  3.0, ⑧⑧, 5, 4,Ｊダｰインスレイヴ, 53,福永祐, 0.2, 61,* -9,  -1,10, 34.8,③④③, 5,14,Ｇカシマチャンピオン, 66,宮崎北, 0.9, 64,   0,   3, 7, 27.6, ⑤⑤, 5,10,Ｎプレゼピオ, 73,後藤浩, 1.0, 80,   8,  11,14, 97.1,⑫⑫⑫
 6,10,Ｊコスモイノベｰタｰ, -7,伊藤工, 2.2, 49, -10,  -5,12,226.1, ⑨⑨, 6,12,Ｆテｰプカット, 56,柴田善, 0.4, 63, -13,   6, 7, 20.5,⑨⑨⑩, 6, 7,Ｉネバｰグレイス, 64,郷原洋, 1.0, 65,  -3,   8,10, 87.4, ⑫⑫, 6, 8,Ａジョｰモルデュｰ, 84,郷原洋, 1.2, 79,  10,   6, 4,  8.6,⑥⑥⑤
 7, 9,Ｈアキヨシ, 43,宮崎北, 2.4, 47,  -5, -12,16,360.5, ⑤⑤, 7, 9,Ｂサンダｰストｰム, 59,勝浦正, 0.4, 63, -14,   6, 4,  6.6,⑪⑪⑪, 7, 4,Ｋシンメトリｰアｰト, 63,上村洋, 1.0, 66,  -3,   7,14,301.6, ⑩⑩, 7,13,Ｍマチカネヒヨドリ, 74,藤岡佑, 1.3, 81,   7,  11,12, 68.0,⑮⑬⑬
 8,13,Ｅショウナンカルナ, 51,三浦皇, 2.5, 47,  -3, -14, 6, 31.6, ④④, 8, 3,Ｄトレノユｰボウ, 58,横山典, 0.4, 57,*-10,  -4, 1,  3.1,④③⑤, 8,15,Ｈグッデｰコパ, 66,武士沢, 1.1, 63,  -8,* 12, 8, 47.3, ⑮⑮, 8, 4,Ｏシンワラヴ, 71,福永祐, 1.4, 76,* 10,   2,11, 55.5,②②③
