10年10月 9日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年10月 9日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  芝3170m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  芝1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■10R  芝2000m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
 9, 4,Ｈアンジェラバロｰズ, 47,古川吉, 2.4, 48,   3, -18,13,123.5, ⑨⑩, 9, 5, セイウンエポック,,高野容,217.9,,,, 7, 35.3,⑩⑩⑪, 9,15,Ｂトロワプレジｰル, 78,福永祐, 1.2, 68,  18, -32, 1,  3.8, ⑦⑦, 9, 4,Ｉシゲルタック, 78,和田竜, 3.0, 63,  16, -41, 7, 17.7,⑩⑩⑩
10,16,Ｍカリスマミッキｰ, 33,浜中俊, 2.5, 45,   1, -17, 4, 10.8, ⑫⑫,10,14, モモタロサン,,高野和,218.8,,,,11, 56.4,③③③,10,11,Ｍビップレジェンド, 67,下原理, 1.5, 65,  17, -32,15,100.6, ⑪⑨,10,10,Ｋマイネルアトレ, 77,幸英明, 4.6, 54,  17, -67, 9, 42.3,⑦⑥⑧
11,15,Ｇイマジンブレイカｰ, 47,小牧太, 2.5, 43,  -5, -11,11, 81.0, ⑮⑯,11, 8, タマモヴィグラス,,林満明,219.1,,,,12, 72.4,⑨⑨⑧,11,16,Ｉドリｰムリフレクト, 71,浜中俊, 1.5, 65,  15, -30,14, 92.6, ⑫⑬,11,11,Ｊアドマイヤテンクウ, 77,池添謙, 5.2, 51,* 18, -79, 6, 17.1,④③④
12, 2,Ｊキンシゴｰルド, 45,池添謙, 3.1, 41,   6, -27, 9, 24.6, ⑤⑤,12,12, アツキオモイ,,平沢健,219.4,,,,10, 52.9,④⑥⑦,12, 5,Ｆニシノホウギョク, 74,太宰啓, 1.5, 65,* 21, -42, 7, 15.7, ②①,,,,,,,,,,,,
13, 9,Ｏゼンノパｰシヴァル, 29,松田大, 3.1, 43,*  8, -29,12,111.2, ③③,13, 6, エヒテンヴィｰゼ,,江田勇,220.3,,,,13,171.8,⑬⑬⑬,13,10,Ｄトウショウデザイア, 76,高倉稜, 1.7, 62,* 20, -42, 6, 11.6, ⑤⑤,,,,,,,,,,,,
14, 5,Ｎシッポナ, 33,川須栄, 3.4, 36,  -3, -22,15,169.4, ⑬⑭,,,,,,,,,,,,,14, 7,Ｏディビデンド, 66,赤木高, 1.7, 63,   9, -20,16,170.9, ⑯⑯,,,,,,,,,,,,
15,12,Ｐカシノエイカン, 11,大下智, 3.5, 35,  -7, -19,16,285.8, ⑯⑮,,,,,,,,,,,,,15,18,Ｇアラシヲヨブオトコ, 73,安藤勝, 2.3, 59,  17, -45, 3,  5.3, ⑩⑪,,,,,,,,,,,,
16, 8,Ｌヒビキライト, 44,田中健, 4.0, 34,   4, -33,14,144.6, ⑦⑪,,,,,,,,,,,,,16, 6,Ｐフェアリｰレイ, 65,藤岡佑, 2.4, 59,   3, -17,11, 49.8, ⑱⑱,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,17,13,Ｎスズカスパｰク, 67,上村洋, 3.7, 49,  10, -51,12, 57.8, ⑭⑰,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,18,12,Ｒシャイニｰモス, 49,小坂忠, 4.8, 22,* 21, -87,18,271.0, ①⑥,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:不良(指数:-6),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:-16 馬場:重(指数:9),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-16 馬場:不良(指数:9),,,,,,,,,,,
"単勝:1,070円 複勝:10=480円 07=440円 06=1,100円 枠連:5,440円",,,,,,,,,,,,単勝:180円 複勝:01=110円 11=130円 04=140円 枠連:400円,,,,,,,,,,,,"単勝:860円 複勝:02=280円 01=160円 17=310円 枠連:1,720円",,,,,,,,,,,,単勝:220円 複勝:05=130円 06=160円 03=150円 枠連:590円,,,,,,,,,,,
"馬連:4,930円 ワイド:07-10=1,560円 06-10=4,600円 06-07=3,650円",,,,,,,,,,,,馬連:390円 ワイド:01-11=200円 01-04=230円 04-11=330円,,,,,,,,,,,,"馬連:1,670円 ワイド:01-02=520円 02-17=1,740円 01-17=800円",,,,,,,,,,,,馬連:850円 ワイド:05-06=360円 03-05=270円 03-06=470円,,,,,,,,,,,
"馬単:9,060円 3連複:44,950円 3連単:184,460円",,,,,,,,,,,,"馬単:620円 3連複:530円 3連単:1,650円",,,,,,,,,,,,"馬単:4,380円 3連複:5,980円 3連単:37,210円",,,,,,,,,,,,"馬単:1,430円 3連複:1,410円 3連単:5,730円",,,,,,,,,,,
■ 2R  芝1400m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 5R  芝1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1900m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■11R  芝1200m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,,,,,,,,,,,,,夕刊ﾌｼﾞ杯ｵﾊﾟｰﾙｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｄマルモセｰラ, 58,田中健,, 73,* 24,  -5, 3,  6.9, ①①, 1, 4, ベルシャザｰル,---,安藤勝,, 48, -40,* 15, 1,  2.1, ⑤③, 1, 3,Ｂエアペイシェンス, 81,四位洋,, 79,* 11,*  5, 4,  9.2,③②②, 1,15,Ｍグランプリエンゼル, 79,藤岡佑,, 87,   7,* 13, 9, 16.8, ⑭⑭
 2, 7,Ｅクロｰバｰリｰフ, 56,福永祐, 0.7, 61,  13,*  0, 1,  4.4, ⑪⑪, 2, 3, ウインラｰニッド,---,浜中俊, 0.0, 44,*-37,  10, 2,  5.0, ①①, 2, 9,Ｇソルモンタｰレ, 73,小林慎, 0.2, 77,* 12,   0, 2,  7.3,①①①, 2,17,Ａエｰシンダックマン, 88,四位洋, 0.6, 87,* 22, -10, 4,  7.0, ①①
 3,18,Ｉオｰラレガｰレ, 51,秋山真, 0.9, 63,* 25, -16, 6, 10.8, ②②, 3, 8, ツルマルレオン,---,小牧太, 0.1, 43,*-37,  10, 4,  6.5, ③②, 3, 7,Ａアイアムピカイチ, 84,幸英明, 0.4, 77,   9,*  4, 1,  1.8,⑩⑦⑤, 3,11,Ｂアイアムカミノマゴ, 87,秋山真, 0.6, 82,  13,  -1, 6, 11.6, ⑨⑦
 4, 3,Ｃボウシュウロｰズ, 61,藤岡佑, 1.0, 56,   5,*  7, 5,  8.1, ⑮⑬, 4, 5, ユｰスティティア,---,福永祐, 0.3, 45, -40,  13, 5,  7.4, ⑦⑤, 4, 8,Ｃバイオレントナイト, 77,池添謙, 0.7, 75,   8,*  6, 6, 12.8,⑪⑪⑨, 4, 3,Ｑシャウトライン, 76,幸英明, 0.8, 78,  10,  -1,18,138.5, ⑩⑨
 5,17,Ｂガｰルズストｰリｰ, 63,酒井学, 1.2, 58,  20, -13, 4,  7.5, ⑧⑦, 5, 1, アクアシャンデリア,---,池添謙, 0.3, 42, -38,   9, 6, 12.4, ②④, 5, 2,Ｆグッドカレラ, 75,藤岡康, 0.7, 75,   9,   1, 8, 25.7,⑤④③, 5,18,Ｌコパノオｰシャンズ, 79,和田竜, 0.9, 76,   3,*  6,16, 65.4, ⑯⑯
 6, 6,Ｆメイショウマオ, 54,池添謙, 1.4, 56,  21, -17, 9, 21.6, ⑤⑤, 6, 2, ザルグｰン,---,和田竜, 0.5, 44, -41,  12, 3,  5.6, ④⑥, 6,13,Ｈシゲルアサマヤマ, 73,北村友, 1.0, 74,   6,*  5, 9, 72.4,⑬⑫⑫, 6, 5,Ｈメリッサ, 83,福永祐, 1.0, 75,   9,  -2, 2,  5.6, ⑫⑪
 7,15,Ｈテイエムラブパワｰ, 52,松田大, 1.4, 54,  18, -15,13, 77.4, ⑦⑧, 7, 6, ナイスジャパン,---,酒井学, 0.6, 42, -43,  13, 7, 71.2, ⑧⑦, 7, 1,Ｅナリタシルクロｰド, 75,高倉稜, 1.0, 69,   9,  -1, 3,  7.9,②⑥⑧, 6,14,Ｇエイシンタイガｰ, 83,池添謙, 1.0, 76,  10,  -4, 1,  5.3, ⑪⑩
 8, 5,Ｊマイネプルメリア, 50,和田竜, 1.4, 57,  21, -17, 8, 15.8, ④④, 8, 7, ダイヤモンドハウス,---,高野容, 1.8, 26, -42,  -4, 8,104.5, ⑥⑧, 8, 4,Ｉサンレイハスラｰ, 72,岩崎祐, 1.3, 71,   9,  -3,13,206.1,⑦⑧⑥, 8, 8,Ｅブライドルアップ, 84,北村友, 1.0, 79,* 17, -10, 8, 15.2, ②②
 9, 2,Ｍオｰゴンデュラン, 44,田中博, 1.5, 54,  18, -16,15, 96.5, ⑥⑥,,,,,,,,,,,,, 9, 5,Ｊウイントランザム, 72,和田竜, 1.4, 71,   9,  -5, 7, 13.8,⑥⑤⑦, 9,16,Ｉケイアイアストン, 83,武幸四, 1.4, 72,  13, -11,15, 56.0, ⑥⑧
10,14,Ｇシゲルチョウカン, 53,小牧太, 1.6, 52,  17, -15, 7, 11.8, ⑨⑨,,,,,,,,,,,,,10,11,Ｄファイナルパンチ, 76,小牧太, 1.6, 67,* 11,  -9, 5, 10.9,④③④,10, 1,Ｏジュエルオブナイル, 78,田中博, 1.5, 71,  14, -14, 5, 11.5, ⑤⑤
11,13,Ｐマイネエレｰナ, 34,川島信, 1.8, 49,   8,  -6,14, 94.1, ⑭⑭,,,,,,,,,,,,,11, 6,Ｌミゲｰル, 60,太宰啓, 2.3, 63,   8, -10,10,150.7,⑧⑨⑩,11, 2,Ｋストリｰトスタイル, 81,浜中俊, 1.5, 68,   5,  -5,10, 20.2, ⑮⑮
12,16,Ｌファンシｰカフェ, 46,武幸四, 2.1, 47,* 22, -29,10, 31.9, ③③,,,,,,,,,,,,,12,12,Ｍシンボリニｰス, 53,熊沢重, 2.4, 66,   8, -11,11,156.2,⑨⑩⑪,12, 9,Ｐワｰルドハンタｰ, 78,上村洋, 1.6, 66,   0,  -1,17,131.7, ⑰⑱
13,11,Ａビッグスマイル, 66,佐藤哲, 2.2, 43,   7, -10, 2,  4.7, ⑰⑯,,,,,,,,,,,,,13,10,Ｋワキノレジェンド, 63,国分恭, 3.4, 59,   6, -17,12,193.0,⑫⑬⑬,13, 6,Ｄベストロケｰション, 85,北村宏, 1.6, 67,   8,  -9, 3,  6.8, ⑬⑬
14, 9,Ｒキリシマガｰル, 31,渡辺薫, 2.2, 45,  13, -19,18,293.9, ⑩⑩,,,,,,,,,,,,,,,,,,,,,,,,,14,12,Ｊヤマカツマリリン, 81,田嶋翔, 1.8, 67,* 15, -19,12, 30.5, ④④
15, 8,Ｑポｰトワイン, 31,高倉稜, 2.3, 43,  -2,*  0,17,156.4, ⑱⑱,,,,,,,,,,,,,,,,,,,,,,,,,15, 4,Ｒエｰシンエフダンズ, 76,藤岡康, 1.8, 67,  13, -17,14, 38.6, ⑦⑥
16,12,Ｎネオザフラッシュ, 42,藤岡康, 2.3, 44,  11, -16,12, 40.7, ⑫⑫,,,,,,,,,,,,,,,,,,,,,,,,,16,13,Ｎダノンムロｰ, 79,下原理, 1.8, 64,   0,  -3,13, 36.6, ⑱⑰
17,10,Ｋベッラミｰア, 48,上村洋, 2.5, 42,  10, -16,11, 40.0, ⑬⑮,,,,,,,,,,,,,,,,,,,,,,,,,17, 7,Ｃロｰドバリオス, 86,藤田伸, 2.3, 62,* 16, -25, 7, 12.3, ③③
18, 4,Ｏメイショウフジッコ, 39,長谷川, 2.7, 40,   7, -16,16,102.2, ⑯⑰,,,,,,,,,,,,,,,,,,,,,,,,,18,10,Ｆショウナンカザン, 83,小牧太, 2.5, 57,  12, -24,11, 22.8, ⑧⑫
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+16 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:稍重(指数:9),,,,,,,,,,,,ｸﾗｽ上位平均:55 ﾚｰｽﾍﾟｰｽ指数:-23 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:重(指数:9),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:不良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:86 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-11 馬場:不良(指数:9),,,,,,,,,,,
"単勝:690円 複勝:01=280円 07=160円 18=250円 枠連:1,430円",,,,,,,,,,,,単勝:210円 複勝:04=110円 03=150円 08=160円 枠連:0円,,,,,,,,,,,,"単勝:920円 複勝:03=230円 09=170円 07=110円 枠連:2,520円",,,,,,,,,,,,"単勝:1,680円 複勝:15=480円 17=300円 11=500円 枠連:1,070円",,,,,,,,,,,
"馬連:1,460円 ワイド:01-07=530円 01-18=1,540円 07-18=780円",,,,,,,,,,,,馬連:530円 ワイド:03-04=210円 04-08=280円 03-08=480円,,,,,,,,,,,,"馬連:3,990円 ワイド:03-09=990円 03-07=330円 07-09=260円",,,,,,,,,,,,"馬連:6,040円 ワイド:15-17=2,090円 11-15=4,660円 11-17=2,390円",,,,,,,,,,,
"馬単:3,170円 3連複:5,760円 3連単:34,250円",,,,,,,,,,,,"馬単:850円 3連複:960円 3連単:2,910円",,,,,,,,,,,,"馬単:8,470円 3連複:1,550円 3連単:19,900円",,,,,,,,,,,,"馬単:12,550円 3連複:42,070円 3連単:289,880円",,,,,,,,,,,
■ 3R  ダ1400m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 6R  ダ1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 9R  芝1400m 2 歳500万(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■12R  ダ1800m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,,,,,,,,,,,,,りんどう賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1, サザンブレイズ,---,酒井学,, 64,*  8, -11, 3,  5.6, ①①, 1, 1,Ｃコパノマユチャン, 71,浜中俊,, 73,   3,*  9, 3,  7.9, ⑩⑨, 1, 2,Ｂツルマルワンピｰス, 60,安藤勝,, 70,*  5,* -5, 2,  3.8, ②②, 1,10,Ｆカネトシコウショウ, 78,池添謙,, 78,   7,*  9, 5,  9.1,⑦⑦⑦
 2, 4, キョウエイバサラ,---,川島信, 0.2, 60,   6, -10, 1,  2.5, ③③, 2,12,Ａスプラッシュエンド, 83,北村宏, 0.0, 74,   8,*  4, 1,  2.2, ④③, 2, 3, カラカル,---,下原理, 0.3, 65,   3,  -6, 9,107.1, ④⑤, 2, 9,Ａナリタスプリング, 82,福永祐, 0.2, 76,   7,*  6, 3,  4.3,⑤⑥⑥
 3, 3, シャイニｰノｰブル,---,和田竜, 0.3, 60,   3,* -7, 2,  5.3, ⑤⑤, 3,10,Ｈシゲルシゲザネ, 66,幸英明, 0.2, 74,* 10,   0, 6, 19.5, ③②, 3, 9,Ｈハピシン, 54,酒井学, 0.5, 64,   4, -10, 6, 10.1, ⑤④, 3, 4,Ｇツルマルスピリット, 77,小牧太, 0.3, 74,*  9,   1, 2,  4.1,②②②
 4, 6, クラウンコマンダｰ,---,浜中俊, 1.1, 53,   6, -18, 4,  8.3, ④④, 4, 8,Ｉスプリングアウェク, 65,藤岡佑, 0.9, 65,   4,   0, 5, 12.1, ⑨⑧, 4, 8,Ｆトｰホウペッグ, 57,浜中俊, 0.6, 61,   0,  -6, 8, 63.5, ⑧⑧, 4,12,Ｃエアウルフ, 81,四位洋, 0.5, 74,   8,   2, 1,  2.7,④⑤⑤
 5, 7, テラノイｰグル,---,松田大, 2.4, 42,  -2, -21, 9, 24.5, ⑥⑥, 5,14,Ｄサクラモサ, 71,高倉稜, 1.1, 60,   0,   2,10, 41.8, ⑫⑪, 5, 6,Ｃタガノラヴキセキ, 60,田中博, 0.8, 59,  -2,* -5, 1,  3.2, ⑨⑨, 5, 3,Ｄネオギャラクシｰ, 81,秋山真, 0.5, 74,* 10,  -1, 4,  6.4,⑪①①
 6, 2, エイシンエンブレム,---,福永祐, 2.7, 39,  -6, -17, 7, 14.1, ⑧⑦, 6, 9,Ｏレコメンド, 47,赤木高, 1.2, 61,  -1,   2, 7, 21.2, ⑭⑬, 6, 1,Ｄカノヤキャプテン, 58,和田竜, 0.9, 60,*  7, -19, 7, 15.6, ①①, 6, 6,Ｈヒカリコｰズウェｰ, 77,小林徹, 0.5, 77,   6,*  6, 8, 88.3,⑨⑨⑨
 7, 8, クｰルオｰシャン,---,藤田伸, 2.8, 40,*  6, -35, 5, 11.0, ②②, 7, 7,Ｅゴｰオンホｰマン, 70,飯田祐, 1.2, 60,  -3,*  4, 2,  4.7, ⑮⑮, 7, 5,Ｅエｰシンジェネシス, 58,福永祐, 0.9, 60,*  5, -17, 3,  4.2, ③③, 7, 1,Ｂトップコマチ, 82,高倉稜, 0.6, 70,   8,   1, 7, 21.9,①④④
 8, 5, マイネルジュビア,---,幸英明, 3.2, 36,  -6, -21, 8, 18.0, ⑨⑧, 8, 3,Ｇブラｰニｰストｰン, 67,藤岡康, 1.2, 64,   6,  -5, 9, 31.2, ⑤④, 8, 4,Ａバラｰドソング, 62,藤田伸, 1.5, 51,  -1, -16, 4,  7.3, ⑦⑦, 8, 7,Ｊヒミノプリンセス, 72,幸英明, 0.6, 74,*  9,   0, 9, 96.1,③③③
 9,10, レイクキャスケｰド,---,太宰啓, 4.1, 30,  -9, -26,11,163.8, ⑩⑩, 9,13,Ｂレッドジｰル, 76,池添謙, 1.4, 60,   5,  -6, 4,  9.2, ⑥⑤, 9, 7,Ｇオｰスミマイカ, 55,四位洋, 1.6, 51,   2, -21, 5,  8.5, ⑥⑥, 9,11,Ｅツルガオカランナｰ, 80,国分恭, 0.6, 76,   6,   4, 6, 15.5,⑩⑩⑩
10,11, サクラレインボｰ,---,四位洋, 4.1, 30,  -4, -31, 6, 12.9, ⑦⑨,10, 6,Ｋピカピカテッタ, 60,野元昭, 1.8, 55,  -1,  -4,15,147.8, ⑬⑫,,,,,,,,,,,,,10, 5,Ｉキクノプログレッソ, 76,川須栄, 0.8, 72,   6,   2,12,318.7,⑧⑧⑧
11, 9, マコトカリバｰン,---,藤岡佑, 7.0, -7, -23, -34,10, 45.0, ⑪⑪,11, 5,Ｌラヴァリｰトゥルｰ, 57,古川吉, 1.8, 58,   5,  -9,13,103.1, ⑧⑦,,,,,,,,,,,,,11, 8,Ｋカシノグロｰブ, 46,高野容, 4.2, 51,   3, -20,11,257.9,⑥⑪⑪
,,,,,,,,,,,,12,15,Ｆアスタｰクリス, 67,小牧太, 2.1, 55,   7, -13,12, 53.5, ⑦⑥,,,,,,,,,,,,,12, 2, トロンハイム,---,北村友, 9.0, 27,  -5, -45,10,181.9,⑫⑫⑫
,,,,,,,,,,,,13, 2,Ｎクレバｰアグネス, 48,国分恭, 2.5, 55,* 11, -22,11, 46.9, ①①,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14,11,Ｍタツキセキ, 56,和田竜, 3.5, 41,   1, -21,14,118.0, ⑪⑭,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15, 4,Ｊロｰザペルラ, 62,佐藤哲, 4.3, 38,* 10, -37, 8, 23.9, ②⑩,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:-13 馬場:不良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:不良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:67 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:不良(指数:9),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:不良(指数:-6),,,,,,,,,,,
単勝:560円 複勝:01=160円 04=120円 03=170円 枠連:700円,,,,,,,,,,,,単勝:790円 複勝:01=220円 12=110円 10=370円 枠連:690円,,,,,,,,,,,,"単勝:380円 複勝:02=170円 03=2,860円 09=230円 枠連:17,840円",,,,,,,,,,,,"単勝:910円 複勝:10=270円 09=180円 04=160円 枠連:1,520円",,,,,,,,,,,
馬連:770円 ワイド:01-04=320円 01-03=510円 03-04=280円,,,,,,,,,,,,"馬連:910円 ワイド:01-12=390円 01-10=1,730円 10-12=590円",,,,,,,,,,,,"馬連:22,600円 ワイド:02-03=5,390円 02-09=560円 03-09=7,460円",,,,,,,,,,,,"馬連:2,060円 ワイド:09-10=790円 04-10=570円 04-09=370円",,,,,,,,,,,
