10年 8月29日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 8月29日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1400m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 7R  ダ1200m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝1600m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,月岡温泉特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｇカトルズリップス, 43,後藤浩,, 58,*  4,* -1, 3,  7.5, ②②, 1,13,Ｃニシノヴァンクｰル, 60,村田一,, 63,   3,*  5, 7, 13.4,⑥⑤⑤, 1, 5,Ｅピュアチャプレット, 73,内田博,, 76,   5,   8, 2,  3.0, ⑥⑤, 1,12,Ａダノンヨｰヨｰ, 83,松岡正,, 89,   5,  13, 1,  3.8, ⑤⑤
 2, 2,Ａコンプリｰト, 62,吉田豊, 0.0, 58,*  5,* -2, 1,  3.1, ①①, 2, 3,Ａシルクリンカｰン, 69,松岡正, 0.1, 64,   3,*  6, 1,  2.2,⑧⑥⑦, 2, 9,Ｃシャインエフォｰト, 76,吉田豊, 0.0, 75,  -2,* 14, 4, 12.1, ⑨⑧, 2, 5,Ｂワｰルドコンパス, 82,田中勝, 0.0, 91,   2,* 19, 3,  5.3, ⑧⑦
 3,14,Ｂデルマドゥルガｰ, 56,中谷雄, 0.2, 54,   1,*  0, 2,  3.6, ⑦⑦, 3, 6,Ｄサンワｰドネオ, 60,吉田豊, 0.1, 61,   3,   4, 4, 10.0,③④④, 3,12,Ａバイラオｰラ, 79,幸英明, 0.5, 73,   7,   2, 1,  2.4, ④③, 3, 9,Ｎサクラネクスト, 76,和田竜, 0.3, 88,  -1,  18, 8, 13.8, ⑨⑨
 4, 4,Ｆメジロツボネ, 44,田中博, 0.4, 54,   3,  -3, 7, 13.7, ③③, 4,12,Ｂデジタルタイフｰン, 65,田辺裕, 0.1, 62,   2,*  6, 2,  4.6,⑬⑦⑥, 4,13,Ｋコスモレニ, 68,伊藤工, 0.7, 69,  -3,*  8,13,139.8, ⑩⑩, 4,11,Ｄハｰティンハｰト, 79,池添謙, 0.5, 82,   3,   7, 9, 21.2, ⑥⑥
 5, 5,Ｅショウナンガｰデン, 45,北村宏, 0.7, 49,  -1,  -3, 8, 22.2, ⑨⑧, 5, 4,Ｉダイワボニｰタ, 55,北村宏, 0.4, 60,   1,*  6, 3,  9.5,⑩⑨⑨, 5,11,Ｉイグナイトカフェ, 70,田中勝, 1.0, 67,  -5,   8, 8, 33.1, ⑫⑪, 5,13,Ｃフサイチオフトラ, 80,蛯名正, 0.5, 80,*  6,   3, 5, 10.4, ③③
 6,13,Ｊコスモシャオロン, 40,松岡正, 0.7, 49,   1,  -6, 4,  7.7, ⑥⑤, 6, 2,Ｇマイネアイｰダ, 55,和田竜, 1.1, 58,   0,   1,10, 66.9,⑫⑪⑪, 6, 2,Ｆサンデｰロｰズ, 72,蛯名正, 1.2, 66,   6,  -4, 3,  5.9, ③④, 6, 1,Ｉレインスティック, 79,北村宏, 0.6, 85,  -2,  16, 7, 11.8, ⑪⑩
 7, 7,Ｈフレンドサンポウ, 41,小林淳, 1.0, 45,   1, -10, 9, 42.3, ⑤⑥, 7, 9,Ｆカネトシデュレン, 58,嘉藤貴, 1.6, 53,*  4,  -9, 9, 23.9,④③③, 7,10,Ｊアポロパステル, 69,西田雄, 1.3, 65,  -1,   1,12,106.2, ⑧⑦, 6,10,Ｆヤマタケディガｰ, 79,後藤浩, 0.6, 87,  -5,* 22, 6, 11.1, ⑰⑰
 8, 6,Ｄオリファン, 46,柴田善, 1.2, 42,  -1, -10, 6, 11.3, ⑧⑨, 8,11,Ｎゴｰルドサムソン, 41,小野寺, 2.0, 48,*  4, -16,11,172.8,①①①, 8, 6,Ｈサクラサクラサクラ, 70,和田竜, 1.4, 65,*  9,  -8, 6, 20.3, ②②, 8,17,Ｇチュウワプリンス, 79,武豊  , 0.6, 85,  -2,  17, 4,  8.3, ⑩⑪
