10年11月28日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年11月28日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 4R  芝2000m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  芝1600m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝2400m 3歳上ｵｰﾌﾟﾝ(国) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,
10,16,Ｍコスモテロメア, 49,中谷雄, 1.3, 49,  -1, -16,14,155.6, ⑥⑥,10, 5, ドｰチェスタｰ,---,柴田善, 1.4, 58, -23,  10,10, 40.2,⑨⑫⑬,10,10,Ｋコスモバタフライ, 51,松岡正, 1.7, 63, -10,   7, 9, 36.7, ⑭⑭,10,12, ジョシュアツリｰ,---,オドノ, 0.8, 93,  12,  16, 9, 41.2,⑧⑧⑩
11,11,Ｐルｰナピエｰナ, 24,柴山雄, 1.4, 47,  -8,  -8,15,336.3, ⑯⑯,11, 2, キャッチザウェｰブ,---,石橋脩, 1.5, 49, -16,  -6, 7, 23.8,③③③,11,11,Ｎキャニオンシンザン, 45,吉田豊, 1.8, 58,  -9,   3,14,311.6, ⑩⑫,11, 3, ダンディｰノ,---,マルレ, 0.9, 93,  10,  18,18,131.2,⑫⑫⑭
12, 4,Ｋマイネルパルフェ, 49,クラス, 1.6, 46,  -3, -17,10, 36.9, ⑪⑧,12,15, ストロングシリウス,---,田中勝, 2.1, 44, -20,  -7, 8, 29.9,⑦⑧⑩,12, 3,Ｊピｰエムヘクタｰ, 54,田辺裕, 2.2, 52,  -9,  -3,13,120.6, ⑫⑬,12, 4,Ｃシンゲン, 99,藤田伸, 0.9, 89,* 16,   4,10, 46.5,①①①
13, 3,Ｉコスモロングロｰド, 53,松岡正, 1.8, 44,  -1, -20, 7, 22.0, ④④,13,12, テンモウカイカイ,---,オドノ, 2.3, 46, -23,  -2,12,123.6,⑮⑮⑭,13,14,Ｉゴシック, 54,ムｰア, 2.3, 49,  -5, -13,10, 38.0, ③③,13, 5, モアズウェルズ,---,マイヨ, 1.1, 90,  12,  12,15, 99.0,⑩⑨⑪
14,13,Ｎコスモビｰトイット, 42,ムｰア, 2.5, 39,  -5, -20, 8, 23.8, ⑮⑮,14, 4, スバルオｰロラ,---,村田一, 2.8, 33, -19, -20,14,221.7,⑥⑦⑦,14, 2,Ｇエスクルシｰヴァ, 58,デムｰ, 2.7, 48,  -8,  -9,12, 77.2, ⑪⑩,14,11,Ｉナカヤマフェスタ, 90,蛯名正, 1.2, 87,  13,   5, 2,  7.7,⑥⑦⑤
15, 8,Ｏサンキュｰレット, 31,西田雄, 3.6, 31,  -6, -29,16,386.0, ⑬⑭,15,11, カリント,---,江田照, 3.2, 36, -24, -12,13,138.9,⑭⑭⑮,,,,,,,,,,,,,15, 9, ティモス,---,ペリエ, 1.4, 87,  12,   9,17,120.3,⑪⑭⑫
16, 5,Ｊレオミヤビ, 49,大野拓, 4.1, 27,  -4, -36,13, 56.2, ⑧⑫,,,,,,,,,,,,,,,,,,,,,,,,,16, 1, ヴォワライシ,---,デムｰ, 1.6, 84,  14,   1,12, 67.3,⑤⑤⑥
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,17, マリヌス,---,ボニヤ, 2.7, 74,  13, -13,13, 86.6,⑨⑩⑧
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,15, フィフティｰプルｰ,---,スタイ, 4.4, 61,  13, -41,14, 89.5,③④④
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:55 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+14 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:68 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:96 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:2),,,,,,,,,,,
"単勝:300円 複勝:14=160円 06=300円 15=580円 枠連:1,440円",,,,,,,,,,,,"単勝:590円 複勝:03=220円 06=480円 07=1,300円 枠連:2,150円",,,,,,,,,,,,単勝:280円 複勝:09=110円 05=110円 04=190円 枠連:240円,,,,,,,,,,,,単勝:880円 複勝:06=200円 16=110円 02=530円 枠連:690円,,,,,,,,,,,
"馬連:1,700円 ワイド:06-14=700円 14-15=950円 06-15=2,740円",,,,,,,,,,,,"馬連:4,420円 ワイド:03-06=1,230円 03-07=3,040円 06-07=4,650円",,,,,,,,,,,,馬連:250円 ワイド:05-09=150円 04-09=320円 04-05=380円,,,,,,,,,,,,"馬連:710円 ワイド:06-16=300円 02-06=2,320円 02-16=900円",,,,,,,,,,,
"馬単:2,720円 3連複:9,470円 3連単:33,790円",,,,,,,,,,,,"馬単:6,540円 3連複:43,270円 3連単:161,610円",,,,,,,,,,,,"馬単:590円 3連複:690円 3連単:2,630円",,,,,,,,,,,,"馬単:1,880円 3連複:4,940円 3連単:25,110円",,,,,,,,,,,
■ 2R  芝1400m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 5R  芝1600m 2 歳新馬 馬齢,,,,,,,,,,,,■ 8R  ダ1600m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■11R  芝2000m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ東京,,,,,,,,,,,,ｼｬﾝｸﾞﾘﾗ賞,,,,,,,,,,,,東京ｳｪﾙｶﾑﾌﾟﾚﾐｱﾑ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｂダンシングロイヤル, 64,蛯名正,, 72,* 11,  -4, 1,  2.9, ①①, 1, 8, ラヴェルソナタ,---,ギュイ,, 63, -25,* 17, 1,  2.5, ⑦⑥, 1,11,Ｂセイリオス, 84,デムｰ,, 81,   9,  10, 1,  2.2, ⑤⑥, 1,12,Ｅカリバｰン, 82,蛯名正,, 94,* -3,  26, 1,  3.9,⑥②②
 2, 4,Ｆメｰヴェ, 54,ルメｰ, 0.2, 66,  -2,* 10, 5, 14.7, ⑯⑭, 2,10, ロングスロｰイン,---,蛯名正, 0.1, 60,*-22,* 12, 3,  6.0, ⑥⑤, 2, 5,Ａメイショウツチヤマ, 84,武豊  , 0.3, 78,   8,   8, 2,  5.1, ⑩⑤, 2, 4,Ｃステイツマンシップ, 83,ムｰア, 0.4, 94,  -5,* 29, 4,  5.4,⑦⑨⑨
 3, 6,Ｇマイネルヴィルンガ, 53,松岡正, 0.5, 67,* 10,  -9, 8, 30.8, ②②, 3,15, インナｰジョイ,---,デムｰ, 0.4, 59, -26,* 14, 2,  4.1, ⑫⑨, 3,15,Ｆサイオン, 80,ムｰア, 0.4, 79,   5,* 12, 4,  9.0, ⑧⑫, 3, 5,Ｄマイウエイ, 83,スミヨ, 0.4, 96,  -7,* 34, 3,  5.3,⑭⑭⑫
 4,10,Ｊキザ, 47,北村宏, 0.7, 62,   5,  -5, 7, 18.1, ⑥⑧, 4, 1, ロｰレルソラン,---,武英智, 0.6, 54, -23,   6, 9, 43.3, ③③, 4, 4,Ｅヒラボクビジン, 81,後藤浩, 0.4, 79,   2,* 17, 6, 15.6, ⑬⑮, 4, 2,Ａマツリダガッツ, 87,吉田隼, 0.5, 87,* -1,  17, 2,  4.2,①①①
 5,15,Ｃエｰブポセイドｰン, 64,武豊  , 0.8, 60,   7, -11, 2,  3.7, ③⑤, 5,12, ウォｰルストリｰト,---,田辺裕, 0.6, 50,*-20,   2, 7, 18.3, ②②, 5, 3,Ｈガンマｰバｰスト, 78,松岡正, 0.5, 76,* 10,   3, 5, 11.6, ②③, 5,10,Ｂオリエンタルジェイ, 84,北村宏, 0.6, 87,* -2,  19, 5, 10.2,⑤⑤④
 6, 8,Ｋメイケイダンサｰ, 46,伊藤工, 1.0, 57,   2,  -6,15,223.9, ⑫⑫, 6, 6, キングロンシャｰプ,---,江田照, 0.7, 50,*-20,   0, 6, 13.2, ①①, 6, 6,Ｉカムレｰシング, 77,吉田豊, 0.7, 73,* 12,  -2, 8, 24.6, ①①, 6,13,Ｍパｰルシャドウ, 74,ギュイ, 0.9, 88,  -6,  25,11, 45.3,⑫⑫⑪
 7, 5,Ｎシンワハｰツクライ, 45,藤田伸, 1.0, 57,  -4,*  3, 6, 16.6, ⑰⑰, 7, 9, ワイズチェアマン,---,ボニヤ, 1.1, 50, -29,   9,13, 75.8, ⑭⑫, 7, 2,Ｊタマビッグボス, 75,津村明, 1.0, 75,   1,* 13,10, 78.8, ⑯⑯, 7, 7,Ｌプティプランセス, 76,武士沢, 0.9, 88,  -8,  26, 9, 32.4,⑪⑪⑬
 8, 1,Ｅニシノペヨン, 55,吉田豊, 1.4, 54,   3, -12,13,101.4, ⑪⑪, 8, 2, メイショウオオトネ,---,武豊  , 1.3, 47, -29,   6, 5, 13.0, ⑨⑪, 8,14,Ｃナイトフッド, 83,北村宏, 1.1, 72,   6,   4, 3,  5.9, ⑦⑩, 8, 9,Ｇトｰセンオｰパス, 81,丸田恭, 0.9, 85,  -4,  19, 8, 29.9,⑧⑦⑧
 9,13,Ｄキタサンハヤブサ, 55,デムｰ, 1.6, 50,   3, -16, 4, 10.4, ⑮⑩, 9, 4, オｰルドアメリカン,---,ルメｰ, 1.4, 41, -23,  -6, 4,  9.7, ④④, 9,16,Ｄブレイクチャンス, 81,内田博, 1.2, 72,* 10,  -2, 7, 18.1, ④④, 9, 1,Ｊシングンレジェンド, 77,内田博, 1.0, 84,  -4,  15,12, 46.2,②③③
10,11,Ｉステラビスティｰ, 51,田中勝, 1.7, 51,   3, -14,10, 49.6, ⑩⑬,10, 7, キングカイ,---,武士沢, 1.4, 43, -26,  -1,10, 56.7, ⑤⑦,10,10,Ｇアイノカゼ, 78,勝浦正, 1.3, 73,   4,   7,13,131.1, ⑭⑭,10,11,Ｈコハクジョｰ, 79,柴田善, 1.0, 88,  -8,  26,10, 38.3,⑬⑬⑭
11, 9,Ｈコスモアスコット, 52,ギュイ, 1.8, 50,   7, -22,12,101.1, ⑤④,11,11, シンボリヴァルト,---,後藤浩, 1.5, 43, -28,   1,12, 65.8, ⑩⑩,11, 8,Ｏイチエイクリッパｰ, 71,石橋脩, 1.3, 73,   4,   7,11, 83.7, ⑮⑬,11, 3,Ｎシンボリロｰレンス, 73,田中勝, 1.1, 83,  -4,  16,13,138.4,③⑥⑦
12,12,Ｌグランプラス, 46,内田博, 1.9, 49,   3, -20, 9, 46.1, ⑧⑨,12, 3, トｰホウベスト,---,吉田隼, 2.1, 37, -30,  -3,11, 63.9, ⑬⑭,12, 1,Ｐマコトギャラクシｰ, 70,蛯名正, 1.4, 72,   7,   2, 9, 40.8, ⑪⑨,12, 8,Ｉサニｰラブカフェ, 78,ボニヤ, 1.1, 81,  -4,  14,14,192.5,④④⑤
13,14,Ｐリネンカフェ, 40,村田一, 2.5, 41,  -4, -16,16,340.1, ⑱⑱,13, 5, カモンダウン,---,村田一, 2.1, 34, -26, -10,14,162.0, ⑧⑧,13,13,Ｎヤマニンノベリスト, 71,伊藤工, 1.9, 68,   5,   0,16,431.8, ⑫⑪,13,14,Ｋムクドク, 77,ルメｰ, 1.7, 73,  -4,   6, 6, 24.3,⑨⑧⑥
14, 3,Ｍサックノヤクソク, 46,オドノ, 2.5, 41,   7, -33,11, 71.1, ④③,14,14, イズミ,---,勝浦正, 2.1, 35, -29,  -6, 8, 28.7, ⑪⑬,14, 7,Ｋデルマリゲル, 75,村田一, 2.0, 67,   8,  -4,14,267.5, ⑨⑦,14, 6,Ｆラッキｰバニラ, 82,デムｰ, 2.4, 66,  -5,   0, 7, 28.6,⑩⑩⑩
15,17,Ｏコウユｰヒカリママ, 42,平野優, 2.7, 39,   0, -24,18,564.3, ⑬⑮,15,13, コウヨウアルテミス,---,小野寺, 5.1, -5, -30, -46,15,168.1, ⑮⑮,15, 9,Ｍトミケントラスト, 71,丸田恭, 2.1, 63,* 11, -12,15,285.2, ③②,,,,,,,,,,,,
16,16,Ａタカラバクシンオｰ, 67,後藤浩, 2.7, 40,   7, -34, 3,  4.3, ⑦⑥,,,,,,,,,,,,,16,12,Ｌヤマノベガ, 75,的場勇, 2.4, 67,   7,  -9,12, 93.6, ⑥⑧,,,,,,,,,,,,
16, 2,Ｑクリスタルクｰル, 37,藤岡佑, 2.7, 40,   5, -31,14,121.9, ⑨⑦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,18,Ｒフォｰジドアストロ, 30,武士沢, 2.8, 37,   0, -25,17,462.2, ⑭⑯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:55 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:2),,,,,,,,,,,
"単勝:290円 複勝:07=140円 04=450円 06=560円 枠連:2,240円",,,,,,,,,,,,単勝:250円 複勝:08=130円 10=180円 15=150円 枠連:670円,,,,,,,,,,,,単勝:220円 複勝:11=110円 05=150円 15=220円 枠連:430円,,,,,,,,,,,,単勝:390円 複勝:12=140円 04=190円 05=180円 枠連:910円,,,,,,,,,,,
"馬連:2,170円 ワイド:04-07=840円 06-07=1,240円 04-06=4,000円",,,,,,,,,,,,馬連:760円 ワイド:08-10=360円 08-15=260円 10-15=380円,,,,,,,,,,,,馬連:470円 ワイド:05-11=260円 11-15=430円 05-15=760円,,,,,,,,,,,,"馬連:1,130円 ワイド:04-12=390円 05-12=370円 04-05=500円",,,,,,,,,,,
"馬単:3,460円 3連複:14,230円 3連単:46,590円",,,,,,,,,,,,"馬単:1,250円 3連複:950円 3連単:3,720円",,,,,,,,,,,,"馬単:750円 3連複:1,370円 3連単:3,900円",,,,,,,,,,,,"馬単:2,220円 3連複:1,650円 3連単:8,880円",,,,,,,,,,,
■ 3R  ダ1600m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 6R  芝2400m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 9R  芝1600m 3歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ｷｬﾋﾟﾀﾙｽﾃｰｸｽ,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｂリックムファサ, 59,吉田豊,, 64,*  3,*  0, 4,  7.7, ④④, 1, 2,Ａドリｰムゴスペル, 80,吉田隼,, 91,   5,* 23, 1,  2.7,④⑤⑤, 1, 6,Ｄサンディエゴシチｰ, 85,藤岡佑,, 89,  14,  11, 4,  8.6, ⑧⑦,,,,,,,,,,,,
 2,15,Ｃリンガスクリフ, 58,柴田善, 0.2, 62,*  4,* -3, 1,  2.5, ③②, 2,17,Ｆブレｰブビスティｰ, 73,内田博, 0.6, 89,   2,* 24, 3,  5.6,⑭⑪⑪, 2,13,Ａレッドシュｰタｰ, 89,ギュイ, 0.0, 88,* 16,   8, 1,  3.3, ④④,,,,,,,,,,,,
 3,12,Ａキｰフォｰス, 62,スミヨ, 1.0, 59,   1,* -6, 2,  3.8, ⑨⑧, 3, 9,Ｃハシルヨミテテ, 77,蛯名正, 0.7, 82,   5,  11, 2,  5.0,⑤④④, 3, 9,Ｅムラマサノヨｰトｰ, 85,田中勝, 0.3, 86,   7,* 17, 5,  9.3, ⑯⑰,,,,,,,,,,,,
 4, 6,Ｄスガノテシオ, 57,内田博, 1.7, 54,   2, -14, 3,  3.8, ⑤⑥, 4, 8,Ｅダイワソウル, 74,ルメｰ, 1.3, 76,   5,   2, 8, 23.4,③③③, 4,12,Ｎスマｰトステｰジ, 77,ムルタ, 0.3, 85,  10,* 13,14, 71.4, ⑮⑮,,,,,,,,,,,,
 5, 7,Ｊマイネルパラダイム, 42,丹内祐, 2.1, 55,   0,  -9,13,158.7, ⑮⑭, 5,16,Ｌベイルリ, 66,藤岡佑, 1.4, 81,   1,  17,16,161.7,⑱⑯⑬, 5,16,Ｌキングストリｰト, 80,ペリエ, 0.5, 83,  15,   4, 3,  7.7, ⑥⑧,,,,,,,,,,,,
 6, 2,Ｆキョカキョク, 48,後藤浩, 2.1, 50,   2, -16, 7, 45.8, ⑥⑤, 6, 4,Ｊラガｰアンバｰ, 68,ボニヤ, 1.4, 79,   2,  11,12,124.7,⑨⑩⑨, 6, 5,Ｉリザｰブカｰド, 81,内田博, 0.7, 82,  10,   7, 8, 22.6, ⑬⑬,,,,,,,,,,,,
 7, 3,Ｌオｰバｰザレインボ, 41,北村宏, 2.3, 48,*  3, -20, 5, 18.6, ②③, 7, 7,Ｇユメユメユメ, 70,津村明, 1.4, 74,*  6,  -2, 9, 35.5,②②②, 7, 4,Ｐタガノエリザベｰト, 75,田辺裕, 0.7, 80,   7,* 13,10, 56.1, ⑰⑯,,,,,,,,,,,,
 8, 1,Ｐタイトロｰプ, -4,村田一, 2.3, 50,  -2, -12,14,247.0, ⑬⑬, 8,14,Ｂメジロジョン, 80,吉田豊, 1.5, 79,   0,  16, 7, 12.9,⑰⑰⑯, 8,11,Ｂホッカイカンティ, 87,石橋脩, 0.7, 81,  10,   7, 6, 14.0, ⑭⑭,,,,,,,,,,,,
 9,11,Ｅアベマリア, 49,勝浦正, 2.7, 47,   0, -19, 8, 46.4, ⑩⑩, 9, 3,Ｏドリｰムスナイパｰ, 57,勝浦正, 2.0, 70,   4,  -2,14,129.3,⑥⑧⑥, 9, 2,Ｆゲイルスパｰキｰ, 84,北村宏, 0.8, 79,  15,   0,16, 97.0, ⑦⑥,,,,,,,,,,,,
10,10,Ｍコスモポントス, 40,クラス, 2.9, 45,  -1, -20, 6, 37.0, ⑪⑫,10, 6,Ｎサンリヴァル, 60,ムｰア, 2.1, 70,   2,  -1, 4,  8.3,⑪⑨⑩,10, 3,Ｋマイネルキｰロフ, 80,津村明, 0.8, 79,  12,   4,15, 90.7, ⑨⑫,,,,,,,,,,,,
11,13,Ｉアイティキング, 43,江田照, 3.5, 41,   1, -28,11, 98.7, ⑧⑦,11,10,Ｍスズヨタキオン, 63,柴田善, 2.4, 72,   0,   7,13,129.2,⑮⑱⑰,11,17,Ｃスピリタス, 85,柴田善, 0.8, 80,  12,   3, 2,  3.4, ⑪⑩,,,,,,,,,,,,
12, 9,Ｈシノプシス, 43,武士沢, 3.5, 41,  -5, -14,12,121.4, ⑯⑯,12, 5,Ｄヴィｰヴァマンボ, 75,後藤浩, 2.6, 68,   1,   0,10, 56.5,⑫⑮⑭,12,14,Ｊオセアニアボス, 81,武豊  , 0.9, 78,  12,   1, 7, 18.2, ⑩⑨,,,,,,,,,,,,
13,14,Ｋアイファｰアクセス, 42,柴山雄, 4.2, 35,   1, -34,10, 88.6, ⑦⑨,13, 1,Ｑスマｰトカンパニｰ, 54,北村宏, 2.9, 61,*  8, -26,11, 82.5,①①①,13, 8,Ｍアｰリｰロブスト, 79,池添謙, 0.9, 78,* 19,  -9,13, 67.4, ①①,,,,,,,,,,,,
14, 5,Ｏオリンピアシチｰ, 29,西田雄, 4.6, 35,  -3, -29,16,284.6, ⑭⑮,14,12,Ｋマイネルネオハｰト, 67,スミヨ, 3.4, 60,   1, -13, 6, 12.5,⑬⑫⑮,14, 1,Ｒシャイン, 68,後藤浩, 0.9, 78,  12,   3,12, 62.4, ⑫⑪,,,,,,,,,,,,
15,16,Ｇグロｰバルチャｰジ, 46,藤岡佑, 6.2, 26,*  4, -55, 9, 51.6, ①①,15,18,Ｉヤマニンアロンディ, 69,西田雄, 3.6, 56,   2, -19,18,352.6,⑯⑭⑫,15, 7,Ｈマイネルスケルツィ, 82,松岡正, 1.0, 77,* 16,  -7,11, 58.7, ③③,,,,,,,,,,,,
16, 8,Ｎネイチャｰナタｰレ, 35,郷原洋, 6.4, 24,   0, -50,15,270.1, ⑫⑪,16,11,Ｐブルｰデザフィｰオ, 55,オドノ, 3.8, 55,   4, -28,15,137.4,⑦⑦⑦,16,10,Ｑドリｰミｰオペラ, 71,勝浦正, 1.6, 71,   7,   3,17,356.1, ⑱⑱,,,,,,,,,,,,
,,,,,,,,,,,,17,13,Ｒショウナンサヴァン, 49,田辺裕, 5.8, 44,   4, -56,17,278.5,⑧⑥⑧,17,18,Ｏスピｰドタッチ, 77,丹内祐, 6.0, 28,* 16, -78,18,515.3, ⑤⑤,,,,,,,,,,,,
