10年 1月31日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 1月31日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1300m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-7,,,,,■ 4R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 7R  ダ2100m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  芝1600m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,節分ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｂデュアルサクセス, 63,三浦皇,, 67,  -5,* 12, 2,  3.8, ⑧⑧, 1, 2,Ａスマイルプライズ, 63,田中勝,, 66,  -2,*  8, 5,  8.7,⑤⑥⑦, 1, 3,Ｄメイショウブンブク, 76,藤田伸,, 75,*  3,  11, 1,  2.0,③④④, 1, 6,Ａキングストリｰト, 90,武豊  ,, 92,* -4,* 26, 1,  2.2, ②②
 2,15,Ａハッピｰカオル, 72,北村宏, 0.3, 61,*  4,   0, 1,  2.0, ①①, 2, 3,Ｍマロノヴィｰナス, 41,後藤浩, 0.2, 67,  -9,* 20, 9, 21.7,⑭⑮⑯, 2, 8,Ａリアルディｰル, 82,北村宏, 0.1, 73,   1,* 13, 2,  3.4,⑧⑨⑦, 2, 4,Ｆカレイジャスミン, 83,田中勝, 0.5, 86,* -4,  20, 7, 15.6, ③③
 3, 5,Ｉジルコニア, 49,江田照, 0.7, 58,   1,  -2, 9, 53.3, ④④, 3,15,Ｉアドマイヤキャロル, 53,横山典, 0.2, 59,   1,  -4, 1,  2.5,⑦③③, 3, 5,Ｅウィニングトリック, 72,勝浦正, 0.2, 74,   2,  12,10,104.5,⑦⑤⑤, 3, 5,Ｂアロマンシェス, 85,勝浦正, 0.6, 91, -11,* 30, 2,  6.4, ⑭⑭
 4,14,Ｃワンモアジョｰ, 63,武豊  , 0.9, 58,*  3,  -5, 3,  6.3, ③③, 4, 5,Ｄアルマトゥｰラ, 58,北村宏, 0.5, 60,  -4,   4, 4,  8.4,⑩⑧⑩, 4, 7,Ｂシルクエンデバｰ, 78,柴田善, 0.5, 74,  -1,* 14, 3,  8.1,⑨⑩⑪, 4,10,Ｅテイエムアタック, 83,後藤浩, 0.6, 87,  -8,  25, 6,  9.6, ⑧⑨
 5, 7,Ｇニシノファウスト, 56,川田将, 0.9, 58,  -1,  -1, 5, 13.7, ⑥⑥, 5, 9,Ｇアブラハムダｰビｰ, 53,藤田伸, 0.5, 59,  -4,   2, 3,  7.2,⑬⑪⑨, 5, 9,Ｆサクセスヒュｰゴｰ, 72,大庭和, 0.9, 67,   1,   7, 6, 15.2,⑤⑥⑨, 5, 7,Ｊコアレスコジｰン, 80,柴田善, 0.6, 87,  -7,  23, 8, 49.9, ⑦⑧
 6, 6,Ｄウインドジャズ, 61,吉田豊, 1.5, 53,  -6,   0, 4, 10.1, ⑪⑨, 6,13,Ｈロｰドタｰゲット, 53,蛯名正, 0.6, 54,*  7, -22, 2,  6.6,①①①, 6,11,Ｇトゥルｰボｰン, 71,後藤浩, 1.1, 68,   0,   7, 8, 59.5,⑫⑪⑩, 6, 9,Ｉラフレッシュブルｰ, 80,吉田隼, 0.7, 84,  -5,  19,12, 63.4, ④④
 7, 8,Ｋハｰトエコ, 45,後藤浩, 1.8, 49,  -8,  -1,11, 97.2, ⑩⑪, 7, 6,Ｋヒラボクベア, 47,三浦皇, 0.8, 58,  -8,   6,11, 39.8,⑫⑫⑭, 7, 6,Ｊキングスビレッジ, 66,三浦皇, 1.1, 66,*  3,   1, 5, 14.4,②②③, 7, 2,Ｄスペルバインド, 83,藤田伸, 0.8, 86, -10,  25, 5,  9.4, ⑩⑪
 8,10,Ｅシリウスリジル, 59,勝浦正, 1.9, 48,   1, -12, 8, 40.3, ⑤⑤, 8, 4,Ｂタスマニア, 63,武士沢, 0.9, 55,  -8,   5, 8, 18.3,⑮⑯⑮, 8, 4,Ｃサクラルｰラｰ, 78,武豊  , 1.3, 64,*  3,  -3, 4,  9.6,④③①, 8, 1,Ｌニシノドｰン, 79,柴山雄, 0.8, 85,  -7,  20,15,291.9, ⑥⑦
