10年 8月28日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 8月28日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,,■ 4R  芝2850m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■10R  芝1800m 3歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,三面川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ａカフェラピｰド, 54,松岡正,, 57,* -6,* 14, 2,  3.0, ③④, 1, 9, クリｰバレン,,柴田大,,,,, 6, 12.8,②②②, 1, 9,Ａドリｰムネイチヤｰ, 71,田辺裕,, 71,*  8,*  3, 2,  5.0,⑥⑥④, 1,11,Ａスマｰトシルエット, 87,武豊  ,, 92,* -5,* 29, 1,  1.9, ①①
 2,10,Ｂナカヤマナイト, 53,柴田善, 0.1, 54,* -5,* 10, 1,  2.8, ②②, 2, 8, フェスティバルイヴ,,高野和,185.2,,,, 4,  5.5,①①①, 2,17,Ｇパリエノミチ, 61,石橋脩, 0.2, 70,*  7,  -1, 5,  7.9,⑤④⑤, 2,14,Ｆハウオリ, 78,北村宏, 0.2, 91,* -6,* 29, 2,  5.5, ⑧⑦
 3, 4,Ｃテンベアハｰト, 51,木幡初, 0.4, 52,  -8,* 10, 4,  9.1, ⑧⑦, 3, 2, クリノラブゴｰルド,,柴田未,185.5,,,, 3,  4.6,⑤④④, 3, 1,Ｄシルクダイドウ, 65,蛯名正, 0.3, 69,   5,*  4, 3,  5.3,⑭⑪⑨, 3,13,Ｂマイティｰスルｰ, 83,吉田豊, 0.2, 88,* -5,  26, 4, 14.3, ②②
 4,17,Ｆヴェラシティ, 46,田辺裕, 0.5, 50,  -9,* 11, 5, 15.1, ⑪⑪, 4,10, ディアマイホｰス,,江田勇,185.6,,,, 2,  3.8,④③③, 4,13,Ｂメジロジェラルド, 69,吉田豊, 0.3, 65,*  7,  -5, 1,  4.4,②②②, 4, 8,Ｈプティプランセス, 76,武士沢, 0.4, 91, -10,* 33, 8, 24.1, ⑫⑪
 5,12,Ｇイッツスパｰブ, 45,吉田豊, 1.1, 43,  -8,   1,10, 34.2, ⑨⑧, 5, 5, ピサノシンボル,,五十嵐,186.0,,,, 1,  3.2,③⑤⑤, 5,15,Ｆニュｰコネクション, 63,内田博, 0.5, 67,   6,  -2, 7, 10.7,⑫⑦⑥, 5,10,Ｌプラｰジュ, 71,松岡正, 0.5, 88,  -8,  27, 3,  5.7, ⑩⑨
 6, 1,Ｌナイスアゲイン, 28,北村宏, 1.2, 41,* -5,  -6, 6, 15.3, ⑥③, 6, 6, サジタリウス,,大庭和,188.3,,,, 9, 77.3,⑥⑥⑥, 6, 2,Ｅロｰドタｰゲット, 65,後藤浩, 0.5, 66,   3,*  2, 4,  5.6,⑪⑬⑬, 6, 5,Ｄメジロスプレンダｰ, 79,伊藤工, 0.7, 85,  -9,  26, 9, 29.7, ⑥⑧
 7, 3,Ｉジャンナ, 42,後藤浩, 1.4, 41,  -9,   0, 7, 20.1, ⑫⑫, 7, 7, バイヨン,,穂苅寿,189.0,,,, 5,  7.1,⑦⑦⑦, 7, 5,Ｋマイネジェシカ, 59,松岡正, 0.6, 65,   4,  -2, 8, 19.4,⑨⑧⑦, 7, 9,Ｃシェリルピンク, 81,柴田善, 0.7, 82,* -7,  21, 5, 15.8, ③④
 8, 5,Ｄケｰジｰスペシャル, 49,蛯名正, 1.4, 41, -12,   4, 3,  7.3, ⑯⑯, 8, 4, ウインリスペクト,,横山義,190.2,,,, 8, 64.1,⑧⑧⑧, 8, 8,Ｃシャイントウショウ, 66,田中博, 0.7, 65,   3,   1, 9, 57.9,⑰⑯⑭, 8, 4,Ｊラルｰチェ, 73,後藤浩, 0.8, 82,* -7,  20, 7, 23.4, ④③
