10年 8月14日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 8月14日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 7R  芝1000m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■10R  芝1400m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,朝日岳特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ａコスモオウガイ, 51,石橋脩,, 58,*  0,*  1, 3,  6.3, ①①, 1, 6,Ｉフォルメン, 53,吉田豊,, 63,*  0,*  2, 4,  9.3, ①①, 1,13,Ｆリビングプルｰフ, 55,池添謙,, 51,*-14,* -9, 2,  4.8,   , 1, 6,Ｉゴｰルドアグリ, 74,蛯名正,, 83,  -5,* 25, 7, 11.3, ⑦⑦
 2,10,Ｈタビト, 40,北村宏, 0.6, 52,  -6,*  1, 6, 10.6, ⑥⑤, 2, 4,Ｍノボチャリオット, 34,大庭和, 0.6, 57,  -4,*  0,11,114.5, ⑥⑥, 2,16,Ｅムｰンダスト, 56,松岡正, 0.2, 47,*-10,*-15, 1,  3.1,   , 2, 3,Ｇハｰティンハｰト, 75,池添謙, 0.1, 79,* -1,  19, 3,  7.9, ③③
 3, 1,Ｅコスモテロメア, 47,伊藤工, 0.8, 49,  -8,*  1, 9, 37.8, ⑦⑦, 3,10,Ａスズヨジハｰド, 65,蛯名正, 0.6, 59,* -1,  -3, 3,  5.9, ③③, 3, 7,Ｈパシャ, 52,木幡初, 1.1, 34, -18, -21,11, 59.1,   , 3,14,Ｋノボリデュｰク, 73,小林淳, 0.1, 78,*  2,  15, 4,  8.2, ①①
 4,14,Ｇアランルｰス, 44,西田雄, 1.1, 49,* -1,  -8, 5, 10.5, ③③, 4,14,Ｄワンナップアイテム, 60,田中勝, 0.6, 58,  -3,  -1, 2,  3.7, ⑤⑤, 4,14,Ｉクｰルパｰソン, 51,国分優, 1.2, 32,*-12, -27, 4,  8.3,   , 4, 9,Ｂレインスティック, 79,田中勝, 0.2, 82, -10,* 29, 6,  9.1, ⑬⑬
 5, 2,Ｂコスモロングロｰド, 50,津村明, 1.4, 45,  -3,  -9, 4,  8.1, ④④, 5, 2,Ｅトｰセンママレｰド, 59,木幡初, 0.7, 58,  -3,  -2, 5, 11.1, ④④, 5, 9,Ｋウィルトゥウイン, 45,石神深, 1.3, 30, -20, -23,16,196.3,   , 5, 4,Ｄメジロスプレンダｰ, 79,伊藤工, 0.3, 77,  -2,  18, 8, 17.4, ⑤⑥
 6, 6,Ｌコスモアイボリｰ, 33,木幡初, 1.6, 43, -18,*  4,10,111.3, ⑭⑭, 6, 9,Ｆクスコ, 57,池添謙, 1.0, 55,  -4,  -3,10, 30.7, ⑧⑧, 6, 2,Ｃアイティラブ, 56,江田照, 1.3, 32, -32,*-14,14,132.6,   , 6,12,Ｆフェスティヴマロン, 75,木幡初, 0.4, 75,*  0,  14,13, 37.7, ②②
 7, 4,Ｆホワイトホｰプ, 46,吉田豊, 1.8, 40, -15,  -2, 7, 12.8, ⑬⑫, 7,11,Ｇリンガスデュｰク, 56,江田照, 1.0, 55,  -4,  -4, 7, 19.2, ⑦⑦, 7, 1,Ｂファルファリｰナ, 59,蛯名正, 1.3, 30, -20, -23, 5,  8.3,   , 7,15,Ｈトｰセントゥルｰ, 74,江田照, 0.4, 76,  -2,  16,12, 31.0, ⑥⑤
 8, 3,Ｉジパングファｰスト, 38,武士沢, 2.0, 39, -10,  -7,13,191.2, ⑩⑩, 8, 3,Ｋドクトルバンダ, 43,嘉藤貴, 1.1, 55,  -8,*  0,12,170.4, ⑪⑪, 8,15,Ｇエアモｰジョｰ, 53,小野寺, 1.4, 31, -38,*-12, 9, 29.6,   , 8,13,Ｅセイコｰライコウ, 77,柴田善, 0.4, 77,  -5,  20, 1,  3.8, ⑧⑧
 9,11,Ｃフジハヤブサ, 50,蛯名正, 2.0, 40,* -1, -16, 2,  3.3, ②②, 9,13,Ｂレジェンドキャット, 63,松岡正, 1.3, 52,  -9,  -2, 1,  3.0, ⑬⑬, 9,18,Ｐペイデュソレイユ, 31,吉田豊, 1.5, 26, -28, -20,12, 80.0,   , 9, 7,Ｃモンテフジサン, 79,松岡正, 0.5, 77,  -8,* 23, 2,  5.8, ⑩⑪
10, 9,Ｄキッスオブドラゴン, 48,田中勝, 2.0, 40,  -9,  -9, 1,  3.2, ⑧⑨,10, 8,Ｈロｰレルベオウルフ, 55,田中博, 1.3, 54,*  0,  -9, 6, 12.4, ②②,10, 3,Ｄアルブネア, 56,田中勝, 1.7, 23, -20, -28, 6, 12.7,   ,10, 8,Ｍトｰホウカイザｰ, 71,石橋脩, 0.7, 72,* -1,  11, 9, 22.3, ④④
11,12,Ｏラルガヴィｰタ, 23,小野寺, 2.1, 39, -12,  -7,15,206.5, ⑪⑪,11, 1,Ｊトウカイミラクル, 46,郷原洋, 1.3, 53,  -6,  -4,13,221.4, ⑨⑨,11, 4,Ａカレンナヒトミ, 62,西田雄, 1.7, 22, -19, -30, 3,  5.5,   ,11, 2,Ｊオメガユリシス, 73,北村宏, 0.7, 74,  -6,  18,11, 27.9, ⑨⑨
12,15,Ｍベストピッチ, 30,田辺裕, 2.2, 37,  -9, -11,11,140.8, ⑨⑧,12,15,Ｃシルキｰブライド, 61,伊藤工, 1.3, 51,  -6,  -5, 8, 21.6, ⑩⑩,12,11,Ｍクリノユメヲ, 41,武士沢, 1.8, 24, -32, -21,18,282.8,   ,12,10,Ａアポロラムセス, 80,西田雄, 0.8, 72,  -8,  19,10, 25.5, ⑪⑩
13, 8,Ｎイケメンパラダイス, 30,水口優, 2.6, 34,  -5, -18,14,205.0, ⑤⑥,13, 5,Ｌアポロディグニティ, 36,西田雄, 2.1, 45,  -9,  -9,15,311.1, ⑫⑫,13, 6,Ｌカゼノルビｰ, 45,村田一, 2.0, 19, -23, -29,10, 43.6,   ,13,11,Ｎオメガクリスマス, 70,吉田豊, 1.4, 65, -10,  14, 4,  8.2, ⑭⑭
14,13,Ｊアレルヤトウブ, 37,江田照, 4.2, 21, -12, -24, 8, 31.9, ⑫⑬,14,12, クルスデルスｰル,---,北村宏, 3.7, 30, -12, -20, 9, 23.3, ⑭⑭,14,10, ホウネンマンサク,---,大庭和, 2.0, 20, -36, -22,15,140.9,   ,14, 1,Ｏオメガエクスプレス, 60,林幻  , 1.8, 60,  -9,   7,14, 68.0, ⑫⑫
15, 5,Ｋマイネビレイ, 35,大庭和, 4.6, 15, -28, -14,12,152.0, ⑮⑮,15, 7, コムオンボ,---,村田一, 6.2,  9, -38, -18,14,308.9, ⑮⑮,15,17,Ｎアピｰルタイム, 41,伊藤工, 2.1, 17, -20, -34, 8, 20.8,   ,15, 5,Ｌヤマニンプロロｰグ, 73,田辺裕, 2.1, 55, -10,   6,15,273.1, ⑮⑮
,,,,,,,,,,,,,,,,,,,,,,,,16, 8,Ｊデルママルチェッラ, 49,菅原隆, 2.4, 12, -43, -23,17,216.8,   ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,17,12,Ｏメジロキャメロン, 35,田中博, 2.5, 12, -32, -31,13,125.8,   ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,18, 5, スイｰトロバｰツ,---,北村宏, 3.2,  0, -23, -48, 7, 18.8,   ,,,,,,,,,,,,
