10年 7月10日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 7月10日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 4R  芝1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  ダ1000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ函館,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｄリバｰビバップ, 39,木幡初,, 50,*-13,* -4, 3,  4.0, ①①, 1, 6, マイネルギブソン,---,丹内祐,, 53,*-18,   1, 3,  6.8,④③②, 1, 3,Ａエジソン, 81,横山典,, 77,   3,* 18, 1,  3.4,⑪⑦⑦, 1,12,Ｃサルバドｰルアスカ, 73,小野次,, 78,*  0,* 13, 2,  4.3, ①①
 2, 7,Ｂシンワハｰツクライ, 44,藤田伸, 0.8, 41, -15, -11, 1,  3.1, ④④, 2, 1, スピｰドリッパｰ,---,吉田隼, 0.2, 49, -20,*  2, 1,  2.3,③⑥③, 2,10,Ｋプラグマティズム, 65,柴山雄, 0.2, 74,*  5,  11,13,219.5,③②②, 2, 9,Ｂゴｰルドオリｰブ, 75,木幡初, 1.0, 65,* -4,   6, 4,  9.9, ②②
 3, 5,Ｆキングウェリナ, 34,四位洋, 1.0, 37,*-14, -16, 4,  6.9, ②②, 3, 8, メイショウトチワカ,---,武幸四, 0.5, 47, -22,*  2, 4, 10.1,⑧⑨⑧, 3,11,Ｃユウキハングリｰ, 76,郷原洋, 0.7, 72,*  7,   5, 2,  4.3,①①①, 3,11,Ｆバルデッツァ, 67,丸山元, 1.1, 65, -10,   8, 3,  9.0, ⑤⑤
 4, 1,Ｃマイネルヴァルム, 41,丹内祐, 1.0, 40, -17, -13, 6, 10.8, ⑤③, 4, 9, トｰアウィンザｰ,---,勝浦正, 0.8, 41, -21,  -5, 9, 21.1,⑤⑦④, 4,13,Ｄマイネルビスタ, 73,木幡初, 0.7, 72,   2,  14, 5, 12.9,⑧⑧⑧, 4, 6,Ｊキンショｰダンデｰ, 60,勝浦正, 1.4, 61, -15,  10, 8, 34.3, ⑨⑨
 5, 2,Ｇコアヨカ, 30,大野拓, 1.1, 36, -21, -11, 7, 50.4, ⑥⑤, 5, 4, ディｰエスラムｰル,---,木幡初, 1.2, 37, -23,  -8, 6, 15.1,⑦⑧⑦, 5, 8,Ｉビｰボタンダッシュ, 68,丸田恭, 0.8, 72,   4,  10, 8, 20.7,④⑤⑤, 5, 7,Ｅニシノミｰチャン, 67,藤田伸, 1.4, 62, -20,* 12, 5, 10.6, ⑫⑪
 6, 8,Ｅウォｰタｰメイ, 35,吉田隼, 1.9, 26, -19, -22, 5,  9.1, ⑦⑦, 6, 7, ロングスペシャル,---,藤岡佑, 1.5, 36, -24,  -8,10, 27.1,⑩⑩⑩, 6, 7,Ｂボンバルディエｰレ, 77,上村洋, 0.9, 75,   2,  13, 3,  4.7,⑩⑪⑩, 6, 8,Ｈトップアテンション, 65,藤岡佑, 1.5, 61,  -9,   4,10, 74.8, ④④
 7, 4,Ｈキャットミント,  4,古川吉, 3.5,  9, -37, -24, 8, 89.1, ⑧⑧, 7, 5, ゴｰゴｰヒュウガ,---,上村洋, 1.6, 32, -19, -18,11, 43.1,⑨⑤⑥, 7,12,Ｈタマビッグボス, 68,藤岡佑, 0.9, 72,   4,   7, 4,  5.5,⑤④④, 7, 5,Ａナムラアトラクト, 78,小林徹, 1.5, 61, -13,   7, 1,  1.8, ⑧⑦
 8, 6,Ａディアガヤルド, 48,丸山元, 3.7,  5, -16, -48, 2,  3.3, ③⑥, 8, 3, ロｰドエアフォｰス,---,池添謙, 1.7, 28,*-18, -23, 2,  5.0,②②①, 8, 5,Ｆウィアｰザスタｰ, 70,吉田隼, 1.0, 73,   4,   9, 6, 14.3,⑦⑥⑥, 8, 1,Ｇキングスウィｰプ, 66,大野拓, 1.6, 59, -11,   5, 7, 30.7, ⑥⑥
