10年11月13日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年11月13日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 4R  芝1400m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1400m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝2200m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,,,,,,,,,,,,,比叡ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ａナムラドリｰミｰ, 69,武豊  ,, 58,*  1,  -8, 1,  1.3, ③②, 1, 5, ラトルスネｰク,---,ムｰア,, 71, -11,* 15, 3,  5.4, ⑩⑨, 1, 7,Ｇエｰシンウェズン, 72,福永祐,, 83,   7,* 13, 1,  2.1, ③③, 1, 5,Ｉシゲルタック, 78,松山弘,, 88,* 29, -27,10,111.8,①①①
 2, 8,Ｂビップセンノセン, 60,国分恭, 0.2, 59,*  3, -11, 5, 17.8, ①①, 2, 3, アスタｰヒュｰモア,---,ルメｰ, 0.9, 60,  -8,   0, 2,  4.8, ⑧⑦, 2, 1,Ｂアイディンパワｰ, 78,川須栄, 0.1, 82,   6,* 15, 4,  8.0, ⑥⑥, 2, 2,Ｂロイヤルネックレス, 86,和田竜, 0.2, 90,  14,  13, 2,  5.2,④④④
 3, 6,Ｄジョウショｰコトミ, 50,岩田康, 0.4, 56,  -2,  -7, 6, 20.3, ⑥④, 3, 6, ミスタｰマスタｰド,---,野元昭, 1.0, 58,  -5,  -5, 8, 88.0, ③③, 3,12,Ａエアインシャラｰ, 81,四位洋, 0.3, 80,*  8,  10, 3,  5.5, ②②, 3, 3,Ｄカワキタフウジン, 82,北村友, 0.2, 90,  13,* 17, 5,  9.6,⑥⑥⑥
 4,13,Ｃカムイフォレスト, 58,ルメｰ, 0.5, 52,  -4,  -8, 2,  8.5, ⑧⑧, 4,12, コアレスシルバｰ,---,藤岡佑, 1.1, 56,* -2, -12, 5, 14.9, ①①, 4, 8,Ｄファイアナカヤマ, 76,和田竜, 1.0, 75,   7,   6, 6, 18.9, ⑦⑤, 4,14,Ｍシゲルフセルト, 74,福永祐, 0.3, 87,* 23, -15,12,167.3,③③③
 5,11,Ｇエｰシンギムレット, 45,川田将, 0.6, 55,*  1, -13, 8, 27.3, ②③, 5,10, ヤマニンアベイユ,---,四位洋, 1.2, 56,* -3, -10, 4, 10.2, ②②, 5,13,Ｉウォｰタｰサウンド, 69,ルメｰ, 1.1, 74,   8,   4,10, 56.9, ⑤⑦, 5,10,Ｅキクカタキシｰド, 81,幸英明, 0.4, 88,  10,* 20, 3,  7.0,⑪⑪⑪
 6, 2,Ｋラブギャラクシｰ, 42,川須栄, 0.6, 50, -12,*  0,10, 65.7, ⑫⑫, 6, 8, スペシャルピｰス,---,武豊  , 1.3, 55,  -9,  -4, 1,  1.7, ⑨⑧, 6, 4,Ｅエタｰナルロブロイ, 75,武豊  , 1.3, 73,  -3,* 16, 2,  4.9, ⑬⑫, 6, 1,Ａスマｰトシルエット, 93,武豊  , 0.5, 87,  13,  13, 1,  2.0,⑤⑤⑤
 7, 9,Ｏオンワｰドデュｰク, 35,川島信, 1.0, 46, -15,*  0,15,393.1, ⑭⑭, 7, 2, エスユニヴァｰス,---,和田竜, 1.4, 55,  -7,  -8,10,142.0, ⑤⑤, 7,10,Ｈビバエルフ, 69,小林徹, 1.4, 74,   1,  11, 8, 31.2, ⑩⑩, 7,13,Ｆトモロポケット, 81,ルメｰ, 0.5, 87,  11,  16, 6, 12.0,⑧⑨⑧
 8, 7,Ｆリュウシンマリリン, 45,和田竜, 1.1, 48,  -4, -13, 9, 42.2, ⑦⑦, 8, 7, ナムラジュエル,---,小牧太, 1.6, 51,  -5, -13, 6, 26.6, ④④, 8, 9,Ｋメイショウタクミ, 65,難波剛, 1.8, 69,   5,   2,14,319.6, ⑧⑧, 8, 4,Ｃフィニステｰル, 85,藤田伸, 0.6, 86,  11,  14, 4,  7.3,⑨⑧⑦
 9, 3,Ｍスサｰナトウショウ, 39,松山弘, 1.5, 45,  -3, -17, 7, 21.5, ⑤⑤, 9, 9, ワンダｰゴヴェルノ,---,秋山真, 2.3, 44, -13, -11,12,270.4, ⑫⑩, 9,14,Ｆウォｰタｰサムデイ, 72,北村友, 1.8, 69,   8,  -2, 9, 47.1, ④④, 9, 9,Ｋワンダｰムシャ, 78,野元昭, 0.8, 81,* 26, -33, 7, 30.9,②②②
10, 5,Ｐエｰシンタオヘリン, 35,北村友, 1.7, 43,  -7, -13,14,344.1, ⑨⑨,10, 4, ヨンハメモリｰ,---,高倉稜, 2.5, 41, -16, -11, 9,140.7, ⑬⑪,10,11,Ｊオｰミフォレスト, 67,安部幸, 1.9, 70,   2,   5,12,159.1, ⑨⑨,10, 6,Ｌエｰシンダｰドマン, 78,小牧太, 1.1, 81,   9,  14, 8, 55.7,⑩⑫⑫
11,12,Ｈオカノジョｰカｰ, 45,福永祐, 2.0, 40,  -2, -23, 4, 17.0, ④⑥,11,11, ゴットマスタング,---,国分恭, 3.5, 30, -11, -30, 7, 58.8, ⑥⑬,11, 5,Ｍタガノシュｰマン, 58,小牧太, 2.1, 67,  -4,  11, 7, 26.5, ⑭⑭,11,12,Ｊアイティトップ, 78,岩田康, 1.2, 81,  10,  10, 9,105.0,⑫⑩⑩
12,10,Ｊアサヒチェリｰ, 44,高倉稜, 2.0, 37, -17,  -8,12,256.9, ⑮⑮,12, 1, キングラウレル,---,松山弘, 3.7, 28, -15, -27,13,413.4, ⑪⑫,12,15,Ｃヒシコモンズ, 76,佐藤哲, 2.6, 63,* 11, -12, 5, 13.1, ①①,12, 7,Ｈマイネトゥインクル, 78,ムｰア, 1.2, 81,   7,  16,11,134.7,⑬⑬⑭
13,14,Ｅデンコウマオ, 45,熊沢重, 2.1, 40,  -9, -16,13,332.6, ⑩⑩,13,13, ヒラボクウィン,---,北村友, 4.2, 22,  -7, -44,11,151.4, ⑦⑥,13, 2,Ｏファコンドｰ, 42,岩田康, 2.7, 63,   0,   0,11, 89.1, ⑪⑪,13,11,Ｇピエナグッドラック, 79,安部幸, 1.3, 80,   7,  14,13,345.9,⑭⑭⑬
