10年 1月16日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 1月16日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 4R  ダ1200m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 7R  ダ1200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■10R  芝1600m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
 9, 4,Ｄシゲルヒデヨシ, 55,荻野琢, 1.9, 50,  -5,  -9,14,155.6,⑩⑫⑫, 9,12,Ｇクｰルジャズ, 67,藤田伸, 1.4, 62,*  3,  -4, 9, 68.4, ②③, 9, 5,Ｏオｰシャンハンタｰ, 47,太宰啓, 1.2, 60,  -3,   5,10, 53.2, ⑫⑫, 9,10,Ｆサザンギャラクシｰ, 82,武豊  , 0.9, 75,*  8,  -3, 5, 16.4, ③③
10,13,Ｌテイエムスプリング, 42,国分恭, 2.0, 48,  -5,  -8,15,175.9,⑮⑮⑬,10,11,Ｃナリタシｰズン, 73,岩田康, 1.4, 61,  -5,   3, 4, 12.5, ⑪⑩,10, 3,Ｍマイハｰトマイラブ, 57,荻野琢, 1.3, 59,  -7,   7,12,240.4, ⑬⑬,10,15,Ｎセイウンワキタツ, 75,武幸四, 0.9, 79,   4,   3,15,222.9, ⑩⑨
11,15,Ｉデュｰクビスティｰ, 50,藤岡佑, 2.1, 44,* -1, -18, 2,  5.0,⑦③③,11, 9,Ｊカシノピストン, 59,太宰啓, 2.1, 56,  -7,  -1,12, 86.2, ⑭⑬,11, 7,Ｉアスカノヨアケ, 62,小牧太, 1.4, 57,  -8,   8, 9, 50.3, ⑮⑮,11, 2,Ｋメガトレンド, 76,古川吉, 1.0, 79,  -1,   9,13,119.0, ⑯⑭
12, 5,Ｇヤマノオレンジ, 52,小林徹, 2.3, 46,  -4, -13,13,136.9,②⑩⑪,12, 4,Ｏプリモアルテマ, 24,吉井友, 2.3, 53,  -7,  -3,15,372.5, ⑫⑫,12,13,Ｋアドリｰム, 60,大下智, 1.6, 55,  -9,   7,15,389.9, ⑭⑭,12,11,Ｍマッチメイト, 76,渡辺薫, 1.1, 75,   1,   4,16,358.2, ⑬⑯
13, 7,Ｅパックスロマｰナ, 55,川島信, 2.6, 42,  -4, -15, 9, 15.2,⑥⑪⑭,13,14, エムオｰミサイル,---,尾島徹, 2.4, 52, -12,   1,16,555.9, ⑯⑯,13,14,Ｆワｰルドロレックス, 69,浜中俊, 2.5, 49,   3, -12, 6,  9.9, ⑤⑤,13, 3,Ｄマイネエスポワｰル, 83,佐藤哲, 1.1, 73,   1,   5,10, 65.1, ⑪⑮
14,14,Ｊジョニｰガンバ, 46,幸英明, 2.6, 44,  -5, -13,11, 59.8,⑭⑭⑮,14,16,Ｌカリズマアゲン, 56,幸英明, 2.5, 52,  -1, -11,10, 73.9, ⑧⑨,14, 9,Ｎアイノタンゴ, 56,上村洋, 2.6, 48,   4, -14,13,266.3, ③③,14, 9,Ｐツｰデイズノｰチス, 65,川田将, 1.2, 73,*  8,  -9, 8, 49.6, ②②
15, 1,Ｎトシアトム, 31,北村友, 3.1, 40,* -1, -27, 4,  7.4,①①①,15, 5,Ｅバイナリｰスタｰ, 71,吉田豊, 2.6, 50,  -8,  -5, 2,  4.9, ⑬⑭,15,16,Ｊバクシンミノル, 62,田中健, 2.8, 46,   1, -14,14,268.2, ⑦⑧,15,16,Ｈラフレッシュブルｰ, 81,太宰啓, 1.4, 70,   7,  -8, 9, 50.7, ⑥⑥
,,,,,,,,,,,,16,13,Ｎコスモディエス, 41,荻野琢, 2.6, 52,  -3, -10,14,168.6, ⑩⑪,,,,,,,,,,,,,16, 4,Ｏドリｰムシグナル, 68,池添謙, 2.1, 64,   4, -14,12, 96.6, ⑮⑦
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:1),,,,,,,,,,,
"単勝:5,680円 複勝:02=1,960円 06=190円 12=190円 枠連:2,250円",,,,,,,,,,,,"単勝:4,250円 複勝:10=1,670円 03=4,960円 02=510円 枠連:23,990円",,,,,,,,,,,,単勝:430円 複勝:02=150円 10=120円 04=220円 枠連:510円,,,,,,,,,,,,"単勝:1,180円 複勝:01=390円 07=440円 12=110円 枠連:9,480円",,,,,,,,,,,
"馬連:37,230円 ワイド:02-06=11,880円 02-12=11,390円 06-12=550円",,,,,,,,,,,,"馬連:234,630円 ワイド:03-10=34,850円 02-10=3,920円 02-03=13,050円",,,,,,,,,,,,馬連:630円 ワイド:02-10=270円 02-04=650円 04-10=390円,,,,,,,,,,,,"馬連:13,400円 ワイド:01-07=3,130円 01-12=600円 07-12=660円",,,,,,,,,,,
"馬単:91,470円 3連複:61,490円 3連単:678,410円",,,,,,,,,,,,"馬単:359,110円 3連複:600,790円 3連単:14,575,600円",,,,,,,,,,,,"馬単:1,340円 3連複:1,840円 3連単:10,180円",,,,,,,,,,,,"馬単:26,590円 3連複:6,960円 3連単:77,630円",,,,,,,,,,,
■ 2R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 5R  芝1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 8R  芝3190m 4歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■11R  ダ1400m 4歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,牛若丸ｼﾞｬﾝﾌﾟｽﾃｰｸｽ,,,,,,,,,,,,大和ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ａカレンチャン, 69,国分恭,, 62,* -2,*  2, 1,  1.5, ④④, 1, 2,Ｄオウケンサクラ, 62,小牧太,, 75,   6,*  2, 3,  6.5, ⑥⑧, 1, 7, トｰワベガ,,北沢伸,,,,, 2,  4.0,⑤⑤③, 1,10,Ｄオｰロマイスタｰ, 91,吉田豊,, 89,   8,* 18, 2,  3.9, ⑩⑩
 2,10,Ｄプリティスタｰ, 59,池添謙, 0.2, 60,*  0,  -1, 3,  8.4, ①①, 2, 4,Ｆセイルラｰジ, 59,藤田伸, 0.3, 72,   8,* -5, 1,  2.4, ③④, 2,10, セレスケイ,,西谷誠,211.9,,,, 4,  6.4,②②①, 2, 2,Ｂセレスハント, 95,安藤勝, 0.0, 87,* 15,   9, 3,  4.1, ①①
 3, 7,Ｅエリモレインボｰ, 55,石橋守, 0.4, 60,*  0,  -3, 7, 24.6, ②②, 3,13,Ａセイクリッドセブン, 68,岩田康, 0.5, 70,   7,* -4, 2,  3.2, ⑫⑪, 3, 8, ショウリュウケン,,植野貴,212.3,,,, 1,  2.8,⑪⑦⑤, 3,12,Ｆテイエムアクション, 89,和田竜, 0.1, 88,  11,  12, 9, 54.4, ⑥⑤
 4, 1,Ｃクイｰンフラワｰ, 59,田中健, 0.5, 58,  -3,  -1, 4,  8.9, ③③, 4,15,Ｅカネトシパサｰジュ, 61,藤岡佑, 0.6, 70,   5,* -2, 4,  9.3, ⑭⑭, 4,12, コウエイトライ,,小坂忠,213.0,,,, 3,  4.8,①①②, 4, 5,Ａダノンカモン, 97,岩田康, 0.1, 87,  10,  13, 1,  3.0, ⑤⑥
 5, 5,Ｍホワイトミｰナ, 38,渡辺薫, 1.1, 53,  -5,  -5,11,162.2, ⑤⑤, 5, 3,Ｈブレイクアセオリｰ, 55,川島信, 1.1, 62,*  9, -20, 6, 21.6, ④③, 5, 6, マッキｰケインズ,,佐久間,213.4,,,, 8, 36.3,⑥⑥⑥, 5, 6,Ｇアンクルリｰサム, 86,渡辺薫, 0.2, 88,* 14,   8, 8, 52.5, ②②
 6, 4,Ｇスナｰクチェリｰ, 48,荻野琢, 1.5, 50, -15,*  2, 9, 83.5, ⑭⑭, 6,12,Ｉマコトヴォイジャｰ, 53,和田竜, 1.4, 59,* 10, -26, 9, 39.1, ②②, 6,14, セイウンエポック,,高野容,213.5,,,,14,280.4,⑧⑪⑦, 6, 4,Ｅペプチドルビｰ, 90,藤田伸, 0.3, 87,   9,  14, 5, 12.3, ⑦⑦
 7,12,Ｆギンマク, 49,武豊  , 1.6, 48,  -8,  -6, 5, 17.6, ⑦⑦, 7, 1,Ｐアドマイヤジュノｰ, 29,川田将, 2.0, 57,   3, -16,14,231.5, ⑮⑮, 7, 4, イコｰルパｰトナｰ,,金折知,213.7,,,, 5,  9.8,⑨⑨⑨, 7,13,Ｉユウキタイティ, 84,幸英明, 0.4, 86,   8,  15,10,119.1, ⑨⑧
 8, 9,Ｋスウィングダンス, 43,角田晃, 2.0, 47, -10,  -6, 8, 82.2, ⑩⑧, 8, 7,Ｃタガノマｰジョラム, 63,池添謙, 2.0, 55,   8, -30, 7, 27.3, ⑤⑤, 8, 5, ハッピｰヘイロｰ,,高田潤,213.9,,,,10, 82.9,⑦⑧⑧, 8, 7,Ｃトｰホウドルチェ, 92,四位洋, 0.6, 84,* 13,   7, 4,  7.4, ③③
 9, 3,Ｌトシザノンリｰ, 42,鮫島良, 2.0, 45, -17,   0, 6, 20.1, ⑮⑮, 9,11,Ｇトｰホウカツトップ, 59,浜中俊, 2.2, 52,   4, -24,13,183.0, ⑬⑬, 9, 9, デンシャミチ,,今村康,214.4,,,, 9, 71.7,④④④, 9, 8,Ｈアドマイヤゴルゴ, 85,川田将, 0.7, 84,   6,  14, 7, 14.3, ⑪⑪
10,14,Ｈルクリア, 46,和田竜, 2.2, 43, -12,  -6,10,145.3, ⑫⑩,10,10,Ｎギャラクシｰ, 45,古川吉, 2.3, 54,   7, -29,11,167.7, ⑨⑨,10, 3, キクノインプルｰブ,,林満明,214.8,,,,12,149.2,⑫⑫⑪,10,11,Ｋキングブレｰヴ, 80,池添謙, 0.9, 82,   2,* 17,12,183.9, ⑫⑫
11, 6,Ｂデンコウセッカチ, 60,小牧太, 2.2, 42,  -4, -14, 2,  6.5, ⑥⑥,11,16,Ｂアグネスアンデス, 63,長谷川, 2.4, 50,   8, -34,10, 42.3, ⑧⑦,11,13, ファストソニック,,浜野谷,217.1,,,,13,196.9,⑩⑩⑩,11, 9,Ｌメイショウシャフト, 79,石橋守, 1.0, 82,   8,   9,13,205.3, ⑧⑨
12, 2,Ｎカネトシトキメキ, 27,芹沢純, 2.4, 40, -11, -10,12,268.9, ⑨⑨,12, 9,Ｋマルティプライ, 51,秋山真, 2.4, 52,   6, -27,12,169.0, ⑩⑫,12, 2, スリｰエリシオ,,南井大,217.4,,,,11,148.9,⑭⑭⑬,12, 3,Ｍコレデイイノダ, 79,川島信, 1.2, 80,   2,  15,11,174.3, ⑬⑬
13,13,Ｉカノヤピュｰ, 45,太宰啓, 2.9, 37, -11, -14,14,307.7, ⑪⑫,13,14,Ｏサｰクルステｰジ, 43,吉田豊, 2.5, 49,   1, -22,16,373.4, ⑯⑯,13, 1, サトノスロｰン,,横山義,217.6,,,, 7, 22.5,⑬⑬⑫,13, 1,Ｊタマモナイスプレイ, 81,武豊  , 2.8, 67,  12, -12, 6, 13.5, ④④
14, 8,Ｐオリオンザリリｰ, 11,小林徹, 3.1, 35, -13, -13,16,554.7, ⑬⑪,14, 8,Ｌグランドチャペル, 48,幸英明, 2.5, 49,   6, -33, 8, 32.4, ⑪⑩,,,,,,,,,,,,,,,,,,,,,,,,
15,11,Ｊトクノフラップ, 43,野元昭, 4.1, 25, -18, -18,15,452.5, ⑯⑯,15, 5,Ｊアドマイヤマスタｰ, 52,安藤勝, 2.7, 48,   8, -40, 5, 15.1, ⑦⑥,,,,,,,,,,,,,,,,,,,,,,,,
16,15,Ｏアンムｰト, 24,松田大, 6.7,  5,  -9, -50,13,290.6, ⑧⑬,16, 6,Ｍデンコウウインディ, 47,田中健, 2.9, 45,* 10, -47,15,312.9, ①①,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:良(指数:1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:87 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-2),,,,,,,,,,,
単勝:150円 複勝:16=110円 10=210円 07=370円 枠連:610円,,,,,,,,,,,,単勝:650円 複勝:02=160円 04=120円 13=140円 枠連:740円,,,,,,,,,,,,単勝:400円 複勝:07=140円 10=170円 08=130円 枠連:510円,,,,,,,,,,,,単勝:390円 複勝:10=170円 02=160円 12=880円 枠連:910円,,,,,,,,,,,
"馬連:620円 ワイド:10-16=310円 07-16=590円 07-10=1,500円",,,,,,,,,,,,馬連:810円 ワイド:02-04=300円 02-13=410円 04-13=180円,,,,,,,,,,,,"馬連:1,170円 ワイド:07-10=380円 07-08=190円 08-10=330円",,,,,,,,,,,,"馬連:870円 ワイド:02-10=400円 10-12=2,850円 02-12=2,030円",,,,,,,,,,,
"馬単:910円 3連複:2,940円 3連単:7,720円",,,,,,,,,,,,"馬単:2,100円 3連複:840円 3連単:7,410円",,,,,,,,,,,,"馬単:2,200円 3連複:710円 3連単:5,430円",,,,,,,,,,,,"馬単:1,740円 3連複:14,990円 3連単:63,110円",,,,,,,,,,,
■ 3R  ダ1800m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 6R  芝1600m 3 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 9R  芝2000m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■12R  ダ1800m 4歳上1000万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,逢坂山特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1, オｰスミイレブン,---,四位洋,, 70,*  6,*  0, 1,  2.8,①①①, 1,13, マスタｰセイレｰン,---,幸英明,, 52,* -4, -14, 7, 28.0, ③③, 1, 5,Ｄスカイリュウホｰ, 79,浜中俊,, 81,   3,  11, 4,  8.5,⑥④③, 1,14,Ｇパｰプルアカデミｰ, 77,北村友,, 81,  10,* 11, 8, 35.5,⑫⑩⑦
 2, 7, ワイルドウルフ,---,川田将, 0.5, 69,   2,*  3, 4,  6.2,⑧⑦⑦, 2, 7, トロワリヴィエｰル,---,武幸四, 0.0, 56,  -6,  -8, 8, 29.4, ⑧⑥, 2, 9,Ｈセンノカゼ, 77,佐藤哲, 0.2, 75,*  6,   4, 3,  6.2,①①①, 2, 2,Ｃナイスシャトル, 81,尾島徹, 0.1, 78,* 11,   6, 9, 36.3,④③②
 3, 2, バックトゥジエｰス,---,川島信, 1.1, 63,   3,  -5, 9, 69.0,⑤⑤⑤, 3,16, エリモマドンナ,---,藤田伸, 0.0, 54,* -3, -13, 5, 13.0, ⑤④, 3,10,Ｆトップゾｰン, 77,藤岡佑, 0.3, 80,   2,  12, 1,  3.8,⑦⑧⑧, 3,10,Ｂスズカフレｰム, 81,藤岡佑, 0.5, 75,  10,   5, 4,  5.6,⑨⑥⑥
 4, 4, ウインシュヴァルツ,---,浜中俊, 1.2, 64,*  5,  -8, 5, 13.1,③③②, 4,10, デコルテ,---,武豊  , 0.0, 52,* -1, -17, 1,  2.6, ①①, 4, 7,Ｍアキノカウンタｰ, 75,鮫島良, 0.3, 77,*  4,   4,13, 43.0,②②②, 4,11,Ａアドマイヤシャトル, 83,岩田康, 0.8, 75,   7,*  9, 1,  3.2,⑭⑬⑬
 5, 9, スピルオｰバｰ,---,秋山真, 1.5, 59,   4, -10, 3,  5.7,④④④, 5, 8, トウカイレジｰナ,---,岩田康, 0.1, 51,* -2, -17, 2,  3.8, ②②, 5,12,Ｇハｰマジェスティ, 77,小林慎, 0.4, 79,  -1,* 15,12, 35.1,⑫⑫⑫, 5,15,Ｐドリｰムライナｰ, 71,武豊  , 1.0, 73,* 11,  -1, 2,  4.0,③④④
 6, 3, ティキマハロ,---,佐藤哲, 1.6, 61,   2,  -5, 7, 20.7,⑦⑧⑧, 6, 6, デルフィニウム,---,川田将, 0.8, 46, -13,  -9, 3,  4.3, ⑪⑫, 6, 3,Ｉディｰプスピリット, 76,岩田康, 0.5, 77,   2,  10, 8, 19.7,⑨⑨⑨, 6, 5,Ｏスマイルミッキｰ, 71,安藤勝, 1.1, 69,* 13,  -5,12, 79.1,①①①
 7, 6, ヒラボクソング,---,池添謙, 2.5, 53,*  6, -21, 2,  3.4,②②③, 7, 9, スプリングミント,---,太宰啓, 0.9, 43, -15,* -7,10, 48.4, ⑬⑬, 6, 1,Ｋキアラ, 76,吉田豊, 0.5, 77,  -1,* 14,11, 29.2,⑪⑪⑪, 7, 3,Ｌロｰザレｰヌ, 75,吉田豊, 1.2, 73,   6,   8,13, 90.7,⑪⑭⑭
 8,13, マルタカボス,---,幸英明, 4.7, 42,   3, -35, 6, 13.8,⑥⑥⑥, 8,12, シェルバレッタ,---,荻野琢, 0.9, 43, -12, -13,12, 69.8, ⑫⑩, 8,15,Ａブルｰスタｰキング, 81,池添謙, 0.6, 76,   3,   5, 2,  4.2,⑧⑥⑥, 8, 8,Ｄゴッドエンブレム, 79,藤田伸, 1.2, 71,  10,  -2, 3,  4.9,⑤⑤⑤
 9,10, スズカグラス,---,国分恭, 5.1, 41, -10, -13,10, 78.0,⑪⑩⑩, 9,11, アｰスワンソニア,---,野元昭, 1.0, 43,  -9, -17,15,252.7, ⑦⑨, 9, 2,Ｂウィッシングデュｰ, 80,国分恭, 0.6, 74,   3,   4, 6, 13.5,③⑤⑤, 9,16,Ｋセンタｰザゴｰルド, 76,幸英明, 1.2, 72,   8,   3,16,169.0,⑬⑪⑩
10,11, ウィズインカチドキ,---,太宰啓, 5.2, 41, -11, -10,11, 93.3,⑬⑬⑬,10,15, ロｰブブランシュ,---,国分恭, 1.4, 40, -22,* -1,13,189.7, ⑭⑭,10, 4,Ｊワシャモノタリン, 76,中村将, 0.7, 74,   1,   5,14, 63.3,⑤⑦⑦,10, 6,Ｎアグネスヨジゲン, 74,国分恭, 1.3, 70,* 11,  -5,10, 43.6,②②③
11, 8, マムシ,---,小牧太, 5.3, 38, -11, -12, 8, 65.3,⑫⑫⑫,11,14, ヤマニンティアモ,---,四位洋, 1.5, 36,  -6, -30, 4, 12.5, ⑥⑦,11,11,Ｃシャインモｰメント, 79,武豊  , 0.7, 74,   0,   8, 7, 17.3,⑩⑩⑩,11, 1,Ｈキクノプログレッソ, 77,川島信, 1.4, 70,   5,   6,14,100.2,⑯⑮⑮
12, 5, サチノステディｰ,---,橋本美, 5.5, 37,  -8, -20,12,180.0,⑨⑨⑨,12, 1, サチノフェイス,---,和田竜, 1.8, 33,  -9, -30,11, 59.9, ⑨⑧,12,16,Ｌブルｰモｰリシャス, 75,小牧太, 0.8, 76,  -2,* 14, 9, 19.9,⑯⑯⑭,12, 4,Ｆオｰスミマｰシャル, 78,中村将, 1.6, 69,   9,  -2,15,148.1,⑦⑨⑧
13,12, キクノエクラ,---,田中健, 6.4, 34,  -9, -24,13,233.2,⑩⑪⑪,13, 5, アｰルザフェｰム,---,石橋守, 2.0, 32, -12, -28,16,267.5, ⑩⑪,13, 6,Ｎシャロｰム, 74,渡辺薫, 0.9, 76,  -1,  11,15,254.0,⑭⑭⑮,13, 9,Ｅサバスデイ, 79,川田将, 1.8, 68,   9,  -5, 5, 10.6,⑧⑧⑨
,,,,,,,,,,,,14, 4, スズカパルサｰ,---,浜中俊, 2.0, 31,  -5, -40, 9, 31.4, ④⑤,14,14,Ｏサイレンスゴｰルド, 71,安藤光, 1.1, 70,  -1,   5,16,281.1,⑮⑬⑬,14,13,Ｍパワｰエｰス, 75,小牧太, 1.9, 67,   5,   2,11, 63.5,⑮⑯⑯
,,,,,,,,,,,,15, 3, ミュルザンヌ,---,竹之下, 2.8, 23, -25, -19, 6, 19.7, ⑮⑮,15, 8,Ｅマヤノベンケイ, 78,和田竜, 1.7, 66,  -1,  -1,10, 21.3,⑬⑮⑯,15, 7,Ｉジョｰモルデュｰ, 76,和田竜, 2.1, 66,   9,  -7, 6, 20.9,⑥⑦⑪
,,,,,,,,,,,,16, 2, テｰオｰムｰン,---,芹沢純, 3.8, 14, -29, -24,14,249.3, ⑯⑯,16,13,Ｐジュウクリュウシン, 68,藤田伸, 2.1, 59,*  4, -21, 5, 11.3,④③④,16,12,Ｊトップオブザロック, 76,生野賢, 2.5, 62,   7,  -8, 7, 35.2,⑩⑫⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
