10年 9月25日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 9月25日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:11,,,,,■ 7R  芝1500m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,利尻特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｂリアライズノユメ, 52,三浦皇,, 56, -16,*  4, 2,  4.0, ④⑤, 1, 7,Ｃマツリダジャパン, 67,横山典,, 67,* 16, -19, 4,  5.4,②②②, 1, 7,Ｂカシマストロング, 72,藤田伸,, 76,   4,*  9, 2,  4.0,⑤⑦⑧, 1, 6,Ａシングンレジェンド, 75,藤田伸,, 82,* -8,  22, 2,  3.8,②②②
 2, 6,Ａカシノエベレスト, 55,古川吉, 0.1, 55, -14,   2, 3,  6.2, ⑤③, 2, 9,Ｇカレンパッキャオ, 63,秋山真, 0.2, 67,  14, -18, 6, 19.6,⑥④④, 2, 6,Ｆレッドヴァンクｰル, 67,四位洋, 0.0, 75,   3,* 11, 3,  4.4,⑧⑧⑨, 2, 7,Ｃミカエルビスティｰ, 74,三浦皇, 0.0, 85, -13,* 29, 1,  2.0,⑥⑥⑤
 3, 8,Ｆゴｰルデンアスク, 43,武幸四, 0.3, 51,*-10,  -4, 6, 17.0, ①①, 3, 3,Ｅテイエムブユウデン, 65,大野拓, 0.4, 66,* 16, -23,11, 46.2,④③③, 3, 4,Ｈコスモサイキック, 61,丹内祐, 0.1, 78,*  8,   3, 8, 17.4,②②②, 3, 4,Ｂカノンコｰド, 74,四位洋, 0.0, 83, -11,  26, 4,  5.9,④④③
 4, 2,Ｇニシエイコメット, 42,芹沢純, 0.5, 50, -21,*  3, 7, 58.5, ⑦⑦, 4, 2,Ａルナｰコロナ, 72,丸山元, 0.4, 65,* 17, -26, 1,  3.8,①①①, 4, 2,Ａドリｰムヒｰロｰ, 72,横山典, 0.3, 73,   6,   3, 1,  3.4,⑥④④, 4, 5,Ｄゴｰルドサクセス, 73,中舘英, 0.1, 81,* -8,  19, 3,  5.7,①①①
 5, 9,Ｄノアノア, 48,四位洋, 0.8, 44,*-12, -10, 1,  1.8, ③②, 5, 5,Ｋシャイニングサヤカ, 58,川島洋, 0.6, 65,   9,* -9, 5, 13.0,⑬⑮⑩, 5, 3,Ｃエステｰラブ, 69,丸山元, 0.4, 71,   6,   2, 5,  9.8,④⑤⑤, 5, 3,Ｅブラックバニヤン, 69,横山典, 0.6, 73, -11,  17, 5, 11.8,③③④
 6, 7,Ｈクリノミッキｰ, 33,国分優, 0.8, 45, -21,  -1, 8,126.1, ⑧⑧, 6,14,Ｂラスティングソング, 68,上村洋, 0.6, 67,  11,*-13, 2,  3.9,⑮⑫⑨, 6, 8,Ｄナリタブルｰスタｰ, 69,上村洋, 0.4, 72,   5,   3, 4,  7.5,⑦⑥⑥, 6, 2, ハヤテシゲマサ,---,川島洋, 1.2, 71, -14,  16, 6, 33.4,⑦⑦⑦
 7, 5,Ｃメダリオンスタｰ, 51,丸山元, 0.9, 43, -17,  -6, 4,  7.8, ⑥⑥, 7, 8,Ｈオブザモｰメント, 61,吉田隼, 0.6, 65,   9,* -9,13, 75.9,⑯⑯⑬, 7, 5,Ｅディアブラスト, 68,中舘英, 0.5, 71,   3,   4, 6, 11.8,⑨⑨⑦, 7, 8,Ｇトウカイカレッジ, 56,吉田隼, 1.2, 72, -15,  19, 8,165.4,⑧⑧⑧
 8, 1,Ｉマダムショコラ, 33,小林徹, 1.4, 38, -25,  -4, 9,139.1, ⑨⑨, 8,13,Ｆサンタルチアシチｰ, 63,芹沢純, 1.1, 59,  14, -32, 7, 20.6,⑤⑥⑤, 8, 1,Ｊオメガブルｰグラス, 60,三浦皇, 1.0, 66,*  8, -10, 7, 12.3,①①①, 8, 1,Ｆセイウンシグナル, 61,長谷川, 1.6, 64, -12,   8, 7,112.9,⑤⑤⑥
 9, 4,Ｅデルマバフチャラ, 44,宮崎北, 1.4, 37, -13, -16, 5, 15.9, ②④, 9, 6,Ｎエブリシング, 47,柴山雄, 1.1, 59,  11, -25,15,119.2,⑦⑧⑦, 9,11,Ｇタイセイワイルド, 62,吉田隼, 1.2, 63,   7, -10, 9, 42.4,③③③,,,,,,,,,,,,
,,,,,,,,,,,,10,11,Ｍトンデモナｰク, 48,宮崎北, 1.1, 60,  10, -19, 8, 29.5,⑩⑬⑭,10,10,Ｉプルプル, 61,国分優, 2.1, 53,   1, -12,11,364.2,⑪⑪⑩,,,,,,,,,,,,
,,,,,,,,,,,,11,10,Ｐコクリュウオｰ, 43,長谷川, 1.1, 61,  11, -21,16,470.7,⑨⑩⑧,11, 9,Ｋハｰバｰブリッジ, 54,宮崎北, 2.8, 46,   3, -25,10,345.5,⑩⑩⑪,,,,,,,,,,,,
,,,,,,,,,,,,12, 1,Ｄメジロチェスタｰ, 66,黛弘人, 1.3, 60,  11, -22,10, 41.1,⑫⑪⑪,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13,12,Ｌノｰトルアンジュ, 54,藤田伸, 1.5, 57,  14, -32, 3,  4.7,⑧⑦⑥,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14,16,Ｏニシノオフェンス, 46,中舘英, 1.6, 57,  10, -26,14,111.1,⑭⑭⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15,15,Ｉヤマニンシュシュ, 59,四位洋, 2.1, 52,  12, -37,12, 57.0,⑪⑨⑮,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16, 4,Ｊママドントプリｰチ, 59,三浦皇, 3.4, 45,  14, -64, 9, 32.2,③⑤⑫,,,,,,,,,,,,,,,,,,,,,,,,
