0.186 11.2 2.0832
0.1951 16 3.1216
0.1315 21.3 2.80095
0.1103 23.4 2.58102
0.1093 26.3 2.87459
0.1945 52.3 10.1723
0.1389 30.4 4.22256
0.2528 8 2.0224
0.1109 18.1 2.00729
0.121 28.6 3.4606
0.1292 30.7 3.96644
0.129 51.4 6.6306
0.1314 18.2 2.39148
0.1162 17.5 2.0335
0.1294 33 4.2702
0.1223 17.8 2.17694
0.18 19.2 3.456
0.1933 11.7 2.26161
0.1499 13.8 2.06862
0.1755 27.1 4.75605
0.1227 18.3 2.24541
0.1465 17.8 2.6077
0.2264 10.6 2.39984
0.1256 23.3 2.92648
0.1202 73 8.7746
0.1275 30.6 3.9015
0.1076 74.9 8.05924
0.2909 8.8 2.55992
0.2192 266.8 58.4826
0.3066 10.1 3.09666
0.1277 86.7 11.0716
0.1835 44.2 8.1107
0.1085 359.5 39.0057
0.2119 21.6 4.57704
0.1051 46.3 4.86613
0.1691 20.7 3.50037
0.1809 13.1 2.36979
0.135 17.8 2.403
0.197 22.9 4.5113
0.363 9.4 3.4122
0.1138 81.1 9.22918
0.1282 20.8 2.66656
0.1248 69.2 8.63616
0.1004 22 2.2088
0.1057 221.4 23.402
0.1419 31.4 4.45566
0.1248 68.8 8.58624
0.1338 32 4.2816
0.1195 18.2 2.1749
0.108 22.4 2.4192
0.1023 20 2.046
0.1052 20.6 2.16712
0.2392 8.4 2.00928
0.1513 25.2 3.81276
0.2187 9.2 2.01204
0.131 22.9 2.9999
0.1251 17.3 2.16423
0.1069 25.4 2.71526
0.1805 12.4 2.2382
0.1348 33.3 4.48884
0.2349 187.2 43.9733
0.1077 18.9 2.03553
0.2132 9.5 2.0254
0.1322 35 4.627
0.2711 26.3 7.12993
0.1442 18.3 2.63886
0.1981 16 3.1696
0.1449 23 3.3327
0.1926 11.1 2.13786
0.1123 27.3 3.06579
0.1651 27.6 4.55676
0.1149 167.2 19.2113
0.1148 51.7 5.93516
0.1066 34.7 3.69902
0.1105 25 2.7625
0.1538 46.2 7.10556
0.1201 31.1 3.73511
0.12 27.1 3.252
0.2107 13.6 2.86552
0.145 16.4 2.378
0.1523 237.4 36.156
0.1497 41.5 6.21255
0.1002 29.9 2.99598
0.1146 53.9 6.17694
0.1187 86.8 10.3032
0.2335 10 2.335
0.1223 59.1 7.22793
0.2352 14 3.2928
0.3833 5.5 2.10815
0.1153 43.7 5.03861
0.1525 38.8 5.917
0.1591 14.5 2.30695
0.2772 7.9 2.18988
0.1086 25.7 2.79102
0.1541 17.8 2.74298
0.114 19.5 2.223
0.1437 16.2 2.32794
0.1048 35.7 3.74136
0.1318 19.8 2.60964
0.2171 10.4 2.25784
0.1121 31.1 3.48631
0.1356 19.3 2.61708
0.1777 16.4 2.91428
0.1343 17.3 2.32339
0.3413 7 2.3891
0.133 63.7 8.4721
0.1198 26.6 3.18668
0.115 29.9 3.4385
0.1383 26.8 3.70644
0.1179 17.9 2.11041
0.1011 32.2 3.25542
0.3122 10.2 3.18444
0.2056 20.2 4.15312
0.1673 62.2 10.4061
0.1412 15.5 2.1886
0.1081 143.4 15.5015
0.1488 21.8 3.24384
0.1228 94.6 11.6169
0.18 41.9 7.542
0.1943 24.9 4.83807
0.1129 29.3 3.30797
0.3975 5.1 2.02725
0.2462 19.2 4.72704
0.1221 26.7 3.26007
0.1065 39.5 4.20675
0.1039 53.6 5.56904
0.1367 17.5 2.39225
0.1538 24.7 3.79886
0.1517 17.7 2.68509
0.1011 28.9 2.92179
0.1005 23.2 2.3316
0.1089 25.2 2.74428
0.2007 13.9 2.78973
0.1309 26.4 3.45576
0.1331 23.1 3.07461
0.1338 33.4 4.46892
0.1499 86.1 12.9064
0.3471 8.1 2.81151
0.1378 16.4 2.25992
0.152 25 3.8
0.1185 21.3 2.52405
0.1077 36.5 3.93105
0.1476 21.1 3.11436
0.1434 17.2 2.46648
0.1117 26.5 2.96005
0.1008 27.2 2.74176
0.1207 77.9 9.40253
0.1766 16 2.8256
0.1485 17.3 2.56905
0.101 190.6 19.2506
0.2446 13.4 3.27764
0.1714 22.7 3.89078
0.1367 23.6 3.22612
0.1027 20.2 2.07454
0.1066 46.9 4.99954
0.1583 36.8 5.82544
0.115 113.8 13.087
0.1649 14.8 2.44052
0.1051 88.2 9.26982
0.1049 41.8 4.38482
0.1974 29.3 5.78382
0.1291 73.9 9.54049
0.1264 24.3 3.07152
0.1347 17.1 2.30337
