12年 6月10日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 6月10日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  芝2970m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝2000m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,垂水ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ａフェイストウショウ, 66,松山弘,, 63,*  9,  -6, 2,  4.5, ②②, 1, 7, ボストンリョウマ,,林満明,,,,, 7, 29.8,⑥⑥⑤, 1,14,Ａケｰジｰヨシツネ, 80,中井裕,, 79,* 11,   1, 2,  5.3, ①①, 1, 5,Ｆロｰドオブザリング, 83,川田将,, 86,  12,*  5, 5, 16.1,⑩⑩⑦
 2,12, イイデカントリ,---,中井裕, 0.4, 57,   1,* -2, 6,  9.9, ⑩⑩, 2, 6, クレバｰウエスタン,,植野貴,200.9,,,, 6, 20.0,⑤③③, 2,16,Ｆマルコフジ, 72,岩田康, 0.2, 72,  -1,* 11, 1,  2.5, ⑭⑭, 2, 4,Ｃアドマイヤラクティ, 89,岩田康, 0.2, 83,* 14,  -4, 3,  6.1,⑥②②
 3, 4,Ｋフィｰルグリュック, 48,鮫島良, 0.6, 60,* 10, -12,10, 37.0, ①①, 3, 9, メイショウオオワシ,,中村将,201.2,,,, 1,  1.8,②②②, 3,13,Ｇカシノインカロｰズ, 72,渡辺薫, 0.5, 71,  -4,* 11, 8, 33.0, ⑮⑮, 3, 6,Ｇザサンデｰフサイチ, 81,幸英明, 0.3, 83,  10,*  3, 9,157.7,⑪⑪⑧
 4,10,Ｈチキウミサキ, 54,幸英明, 0.8, 52,  -6,*  2, 9, 15.9, ⑬⑬, 4, 8, エイシンフルハｰト,,穂苅寿,202.8,,,, 2,  4.6,①①①, 4, 5,Ｃキクノフレヴァン, 77,川田将, 0.7, 73,* 10,  -4, 5,  7.5, ②②, 4, 9,Ｄダコｰル, 85,佐藤哲, 0.3, 85,  13,  -1, 2,  4.1,⑨⑨④
 5, 1,Ｉホワイトドレス, 52,国分優, 0.9, 55,   7, -12,11,112.2, ③④, 5, 4, アグネススタｰチ,,北沢伸,203.0,,,, 3,  5.4,⑦⑦⑥, 5, 1,Ｍホｰマンフリップ, 64,和田竜, 0.8, 69,   5,  -1, 3,  5.9, ⑧⑦, 5, 2,Ｈモズ, 80,国分恭, 0.4, 80,  13,  -5, 8, 72.2,④④③
 6, 6,Ｃタガノプラｰジュ, 62,秋山真, 1.0, 54,   7, -13, 1,  4.1, ④③, 6,10, エｰシンイグアス,,黒岩悠,203.0,,,, 8, 33.0,③④④, 6, 3,Ｏマッシヴリｰダｰ, 59,酒井学, 0.8, 69,   6,  -1,14,186.0, ⑥⑥, 6, 8,Ｂステラロッサ, 91,柴田善, 0.4, 82,  13,  -2, 1,  1.8,⑦⑥⑥
 7, 7,Ｆファｰマプリンセス, 55,太宰啓, 1.0, 53,   3,  -8, 7, 15.8, ⑦⑧, 7, 3, タｰニングポイント,,高野和,205.3,,,, 4, 12.3,④⑤⑦, 7, 7,Ｌメイショウドルセｰ, 66,北村友, 1.0, 69,*  9,  -6,12, 69.0, ③③, 7, 7,Ｉトモロポケット, 79,高倉稜, 0.4, 82,  10,   2,10,160.0,⑧⑧⑩
 8, 5,Ｂショウナンアルプ, 63,川田将, 1.1, 52,   4, -11, 5,  9.0, ⑤⑥, 8, 2, イクシカナイダロウ,,田村太,215.6,,,,10,155.1,⑨⑨⑧, 8, 4,Ｄレディオブパｰシャ, 76,幸英明, 1.1, 67,   7,  -5, 4,  7.1, ④④, 8, 1,Ｅワルキュｰレ, 83,和田竜, 0.5, 81,  13,  -7, 7, 43.6,③③⑤
 9, 8,Ｇミヤジガンバレ, 55,和田竜, 1.1, 52,   5, -12, 8, 15.9, ⑥⑤,,,,,,,,,,,,, 9, 8,Ｊサハラブレイヴ, 66,小牧太, 1.2, 66,   7,  -6,11, 68.2, ⑤⑤, 9,11,Ａマルカボルト, 92,藤岡康, 0.6, 78,* 14, -11, 4,  7.3,①①①
10, 9,Ｅグランシャルム, 60,北村友, 1.3, 49,   1, -10, 3,  5.3, ⑨⑨,,,,,,,,,,,,,10,10,Ｅキクノレジｰナ, 73,秋山真, 1.4, 63,   3,  -3, 9, 39.8, ⑪⑩,10,10,Ｊアナバティック, 72,小牧太, 1.3, 74,  12, -14, 6, 23.0,②⑤⑨
11, 2,Ｊシゲルヤマモモ, 50,国分恭, 1.6, 46,   3, -14,13,220.4, ⑧⑦,,,,,,,,,,,,,11, 9,Ｂセイラ, 79,小坂忠, 1.4, 63,   5,  -5, 6, 13.8, ⑦⑧,11, 3,Ｋメトロシュタイン, 71,北村友, 2.8, 59,  10, -32,11,394.8,⑤⑦⑪
12,14,Ｍテイエムデイジｰ, 38,高倉稜, 1.8, 43,  -8,  -6,15,310.4, ⑮⑭,,,,,,,,,,,,,12, 2,Ｉマルカファントム, 67,森一馬, 1.6, 61,   3,  -5,16,434.2, ⑩⑨,,,,,,,,,,,,
13,13,Ｌシゲルナツメ, 44,丸山元, 1.9, 44,  -2, -12,12,170.6, ⑫⑫,,,,,,,,,,,,,13,11,Ｋワンダｰゴヴェルノ, 66,国分恭, 2.0, 58,   1,  -6,10, 66.9, ⑬⑬,,,,,,,,,,,,
14, 3,Ｄペプチドエメラルド, 60,岩田康, 2.1, 41,  -2, -14, 4,  6.7, ⑪⑪,,,,,,,,,,,,,14, 6,Ｈプリサイストップ, 70,高倉稜, 2.1, 57,   3, -11, 7, 32.7, ⑨⑪,,,,,,,,,,,,
15,11,Ｎティアラメンデル, 26,藤岡康, 2.6, 37,  -8, -12,14,303.4, ⑭⑮,,,,,,,,,,,,,15,12,Ｎウォｰタｰメジャｰ, 61,鮫島良, 2.3, 56,   3, -11,13,152.3, ⑫⑫,,,,,,,,,,,,
