12年 4月 8日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 4月 8日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  芝3200m 4歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  ダ1200m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■10R  芝1600m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,隅田川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｂフレンチナデシコ, 62,戸崎圭,, 60,   1,   6, 3,  5.5, ⑦⑦, 1, 5, ミラクルオブレナ,,高野和,,,,, 2,  3.8,⑥①②, 1,10,Ｃケイアイカミｰリア, 72,柴田善,, 67,*-11,  16, 2,  4.8, ②②, 1, 9,Ｃラインジェシカ, 77,横山典,, 84,  -5,  21, 1,  2.4,⑤⑥⑤
 2,12,Ｈジプシｰマイラブ, 50,吉田豊, 0.0, 57,   4,   1, 5,  9.5, ③④, 2,10, ヒカリアライブ,,西谷誠,215.2,,,, 1,  2.2,①②①, 2,11,Ｉフレンチミシル, 60,森泰斗, 0.1, 65,*-12,  16, 8, 20.6, ③③, 2, 3,Ｆマイネルゴラッソ, 76,柴田大, 0.1, 84,*  0,  12, 3,  5.3,①①①
 3, 6,Ｄコスモレイラ, 58,柴田大, 0.1, 56,   0,   4, 6, 15.0, ⑥⑥, 3, 1, トウシンボルト,,中村将,216.2,,,, 3,  7.1,④⑤⑤, 3, 6,Ａウエスタンレビュｰ, 77,田中勝, 0.1, 64,*-10,  14, 1,  2.6, ①①, 3, 6,Ｈブレイクナイン, 75,江田照, 0.3, 81,  -5,  18,11, 46.7,④④④
 4,11,Ｃオフショア, 61,森泰斗, 0.3, 55,  -6,*  8, 2,  5.1, ⑩⑩, 4,11, クリノテンペスタ,,大庭和,216.2,,,, 6, 20.0,②③③, 4,12,Ｋハロｰタマ, 59,江田照, 0.4, 63, -16,  18, 9, 29.9, ⑥⑥, 4,10,Ｄオメガブレイン, 77,森泰斗, 0.3, 82,  -6,  20, 2,  5.3,⑥⑧⑧
 5,10,Ｇダイゴミ, 51,柴田善, 0.4, 55,*  7,  -6, 9, 49.6, ②②, 5, 9, ハクサン,,石神深,216.3,,,, 4,  8.8,③④④, 5, 7,Ｍレッドアンジェリカ, 52,横山典, 0.4, 62, -14,  16, 7, 17.5, ④⑤, 5,13,Ａラストメッセｰジ, 82,吉田豊, 0.4, 80,  -9,* 23, 6, 15.4,⑪⑩⑩
 6,14,Ｉパｰティブロッサム, 48,三浦皇, 0.5, 53,   2,  -1, 4,  6.0, ⑤⑤, 6, 3, サｰストンムｰン,,山本康,216.4,,,,11, 80.3,⑧⑥⑥, 6, 4,Ｂニシノフェミニン, 72,山崎亮, 0.6, 61, -17,  17, 4,  6.6, ⑦⑦, 6,12,Ｊザクリエイション, 70,戸崎圭, 0.4, 79,* -3,  14, 7, 19.3,③③③
 7,13,Ｆハルピュイア, 54,武士沢, 0.6, 54,  -2,   1, 7, 18.5, ⑨⑨, 7, 6, モエレジンダイコ,,五十嵐,217.0,,,,10, 34.4,⑤⑧⑧, 7, 2,Ｆミエノグレｰス, 65,戸崎圭, 0.8, 59, -20,  17, 3,  5.2, ⑨⑨, 7, 5,Ｅパｰプルタイヨｰ, 77,国分優, 0.4, 84,  -9,* 23, 8, 24.7,⑨⑨⑨
 8, 3,Ａタカオキセキ, 66,石神深, 0.8, 50,   3,  -5, 1,  2.6, ④③, 8, 7, ショウナンサミット,,平沢健,217.2,,,, 7, 21.6,⑦⑦⑦, 8, 9,Ｈアイティクイｰン, 61,三浦皇, 0.9, 58, -18,  15, 6, 17.0, ⑧⑧, 8, 4,Ｇモンテフジサン, 76,柴田善, 0.4, 79,* -3,  14, 5, 11.4,②②②
 9, 5,Ｅジャンピングタワｰ, 56,山崎亮, 1.0, 48, -14,*  9, 8, 35.8, ⑬⑫, 9,12, スズマｰシャル,,鈴木慶,218.0,,,,12, 87.4,⑨⑨⑨, 9, 1,Ｄシルクミライ, 70,吉田豊, 0.9, 58, -25,* 21, 5, 13.6, ⑫⑫, 9, 7,Ｉロｰレルエルヴェル, 72,杉原誠, 0.5, 79,  -5,  15,12,101.2,⑧⑤⑥
10, 1,Ｋシンチノクリチャン, 39,杉原誠, 1.1, 48,*  7, -12,12, 93.8, ①①,10, 8, エヒテンヴィｰゼ,,江田勇,219.0,,,,13,165.1,⑩⑩⑩,10,13,Ｊティルトウイング, 60,国分優, 0.9, 60, -14,  12,10, 38.7, ⑤④,10, 2,Ｂトゥザサミット, 81,田中勝, 0.5, 82,  -9,* 22, 4,  8.4,⑫⑪⑪
