12年 3月31日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 3月31日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  芝2970m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ2000m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  芝1200m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾗｼﾞｵ関西賞仲春特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ａシルクシンフォニｰ, 61,岩田康,, 58,*-16,* 13, 1,  3.6,①①①, 1,10, アラタマポケット,,難波剛,,,,, 2,  4.4,③③②, 1, 7,Ａマルカプレジオ, 87,岩田康,, 68,   0,* 18, 1,  1.3,⑦⑥④, 1,13,Ｂクレバｰサンデｰ, 76,岩田康,, 73,   8,  -2, 2,  4.5, ⑨⑨
 2,11,Ｂウインアルエット, 58,川島信, 0.6, 52,*-18,   8, 2,  3.8,②②②, 2, 6, シゲルタック,,中村将,203.5,,,, 1,  1.7,①①①, 2, 6,Ｉイｰグル, 62,鮫島良, 0.0, 69,*  0,  16, 4, 15.2,②②②, 2,15,Ｆウインドジャズ, 74,渡辺薫, 0.2, 73,* 15, -12, 8, 25.1, ③③
 3, 7,Ｆアグネスダリム, 53,中井裕, 0.8, 53, -18,*  9, 4,  7.7,③④⑤, 3, 1, オンワｰドデュｰク,,小坂忠,204.7,,,, 5, 14.3,⑦⑥④, 3, 5,Ｃテイエムエビスオｰ, 71,芹沢純, 0.1, 66,*  1,  14, 3,  9.8,①①①, 3,14,Ｏハｰトランドノリカ, 66,藤懸貴, 0.3, 70,  12, -10,16,271.4, ⑦⑦
 4, 1, サンビスタ,---,川田将, 1.2, 50, -20,   9, 3,  6.8,⑥⑦⑨, 4, 8, ニシノファブレッド,,北沢伸,205.1,,,, 4, 10.6,⑤⑤⑦, 4,10,Ｂナポレオンバロｰズ, 73,秋山真, 0.1, 67,*  0,  15, 2,  7.1,④③③, 4, 8,Ｇミヤジエムジェイ, 73,和田竜, 0.3, 73,  14, -12, 1,  4.5, ⑤⑤
 5,16,Ｇシゲルトマト, 52,北村友, 1.6, 47,*-17,   1, 7, 20.4,⑤③③, 5, 5, スマｰトカンパニｰ,,平沢健,206.2,,,,10,110.5,⑨⑦⑤, 5, 4,Ｇメイショウピゴット, 65,川田将, 0.1, 67,   0,  17, 8, 51.0,⑤⑤⑥, 5,16,Ｅニホンピロシュラブ, 75,国分優, 0.3, 74,* 17, -15, 6,  9.6, ②②
 6, 2,Ｉビバドリｰム, 48,川須栄, 1.6, 49, -21,   7,13, 67.1,⑩⑩⑩, 6, 4, エスジｰストリｰム,,林満明,207.2,,,, 7, 28.4,④④⑥, 6, 8,Ｊブライトジェム, 59,幸英明, 0.2, 68,  -2,* 21, 9, 60.5,⑩⑩⑩, 6,11,Ｃメイショウジェイ, 75,飯田祐, 0.5, 64,  -2,*  2,12, 61.3, ⑫⑫
 7,13,Ｅプレミアムペスカ, 53,幸英明, 1.7, 47, -19,   3, 8, 20.8,⑦⑧⑦, 7, 2, ホクザンヴィリル,,田村太,207.9,,,,11,132.5,⑧⑨⑧, 7, 3,Ｅエイユｰブラッサム, 67,池添謙, 0.4, 66,  -1,  17, 7, 37.2,⑨⑨⑦, 7, 2,Ｄタバルナ, 75,佐藤哲, 0.7, 65,   8, -11, 4,  6.4, ⑧⑧
 8,15,Ｄポｰズ, 56,国分恭, 1.7, 48, -19,   5,10, 33.2,⑫⑨⑧, 8, 7, イッツアチャンス,,植野貴,208.3,,,, 6, 24.9,②②③, 8, 2,Ｈワンダｰアｰムフル, 64,水口優, 0.4, 65,  -2,  16, 6, 29.7,⑥⑦⑧, 8, 6,Ｌグレナディｰン, 68,上村洋, 0.8, 65,  13, -17, 3,  5.5, ⑥⑥
