12年 3月 3日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 3月 3日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  芝2970m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝1600m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
 9,11,Ｄパッションロｰド, 62,幸英明, 2.0, 51, -10,   5, 7, 21.1,⑭⑭⑬, 9, 8, オグリシュンコｰ,,黒岩悠,208.8,,,, 9, 83.3,⑨⑨⑨, 9, 1,Ｄタガノナパヴァレｰ, 70,秋山真, 1.7, 66,   0,   3, 8, 25.9,⑦⑧⑨, 9, 1,Ａツルミプラチナム, 91,荻野琢, 0.6, 78,   6,*  4, 7, 13.9, ⑯⑯
10, 5,Ｅパレスメダｰリア, 57,北村友, 2.0, 50,  -7,   1, 9, 57.7,⑨⑫⑪,,,,,,,,,,,,,10, 6,Ｋシゲルアｰモンド, 60,北村友, 2.9, 57,  -3,  -4,12, 94.2,⑩⑩⑫,10,10,Ｍマイネルカリバｰン, 80,武豊  , 0.7, 75,* 16, -16, 4,  8.2, ①①
11, 3,Ｊマルサンボサツ, 48,渡辺薫, 2.3, 48,  -7,  -2,14,285.6,⑧⑪⑩,,,,,,,,,,,,,11, 5,Ｊシンハヤブサ, 61,幸英明, 3.0, 59,  -5,   0,10, 51.9,⑬⑬⑬,11, 7,Ｌスティルゴｰルド, 80,福永祐, 0.7, 77,   7,   0, 8, 15.3, ⑫⑫
12,14,Ｈロングカリス, 52,小坂忠, 2.7, 42,  -6, -10,13,238.6,⑩⑨⑨,,,,,,,,,,,,,12, 9,Ｉアグン, 66,岩田康, 3.4, 53,  -4,  -6, 4,  7.2,⑪⑫⑪,12,16,Ｄマッシヴエンペラｰ, 83,芹沢純, 1.0, 71,* 16, -19,14, 50.3, ④③
13, 1,Ｌイロッポイ, 37,小牧太, 4.8, 31,  -9, -21,10, 74.0,⑬⑬⑭,,,,,,,,,,,,,13,10,Ｍスパイア, 57,和田竜, 3.8, 50,  -2, -15,13,203.5,⑧⑦⑥,13,11,Ｎリフトザウイングス, 80,小牧太, 1.0, 73,   7,  -5, 2,  5.1, ⑮⑭
14,12,Ｎエムオｰビュｰティ, 29,秋山真, 4.9, 29,  -8, -24,11,128.4,⑫⑩⑫,,,,,,,,,,,,,,,,,,,,,,,,,14, 5,Ｐホッコｰビクトリｰ, 67,和田竜, 1.5, 67,  14, -23,16,268.0, ⑤⑤
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,13,Ｏテイエムクレナイ, 73,田中健, 1.6, 65,* 16, -28,15,107.2, ②②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 9,Ｉブラボｰスキｰ, 81,北村友, 1.7, 64,  10, -21, 5, 11.8, ⑨⑨
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:重(指数:-2),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:稍重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:83 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:5),,,,,,,,,,,
"単勝:1,850円 複勝:09=300円 02=110円 06=190円 枠連:430円",,,,,,,,,,,,単勝:340円 複勝:05=170円 09=200円 04=370円 枠連:920円,,,,,,,,,,,,単勝:270円 複勝:02=150円 13=490円 12=240円 枠連:780円,,,,,,,,,,,,"単勝:660円 複勝:15=230円 04=800円 03=460円 枠連:2,590円",,,,,,,,,,,
"馬連:2,660円 ワイド:02-09=780円 06-09=3,350円 02-06=320円",,,,,,,,,,,,"馬連:1,010円 ワイド:05-09=360円 04-05=820円 04-09=820円",,,,,,,,,,,,"馬連:2,790円 ワイド:02-13=1,250円 02-12=470円 12-13=1,690円",,,,,,,,,,,,"馬連:11,540円 ワイド:04-15=3,670円 03-15=1,230円 03-04=4,340円",,,,,,,,,,,
"馬単:10,560円 3連複:5,580円 3連単:67,720円",,,,,,,,,,,,"馬単:1,840円 3連複:3,140円 3連単:13,110円",,,,,,,,,,,,"馬単:3,910円 3連複:5,300円 3連単:26,070円",,,,,,,,,,,,"馬単:19,730円 3連複:44,420円 3連単:255,550円",,,,,,,,,,,
■ 2R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 5R  芝2200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 8R  ダ1400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■11R  芝1600m 3 歳ｵｰﾌﾟﾝ(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾁｭｰﾘｯﾌﾟ賞 ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ａエｰシンクルゼ, 72,和田竜,, 67,*  2,   4, 1,  2.0, ①①, 1, 1,Ｃグランプリブラッド, 66,デムｰ,, 67,* -1,*  2, 5, 13.3,①①①, 1, 6,Ｂアヴェカムｰル, 76,福永祐,, 72,   3,*  7, 2,  4.0, ⑫⑪, 1,12,Ｃハナズゴｰル, 76,デムｰ,, 86,   1,* 19, 4, 37.2, ⑩⑩
 2,14,Ｅクレバｰウルフ, 62,四位洋, 0.6, 64,  -3,   4, 3,  8.0, ⑨⑧, 2, 8,Ａジェｰムズバロｰズ, 67,岩田康, 0.4, 63,* -1,  -2, 1,  3.1,②②②, 2,15,Ｋエｰシンバサラ, 67,和田竜, 0.2, 72,   8,  -1, 9, 65.5, ④④, 2,14,Ｆエピセアロｰム, 71,浜中俊, 0.4, 80,   2,  10, 3,  9.2, ⑦⑦
 3,15,Ｄドリｰムチャｰジ, 64,デムｰ, 0.7, 62,  -8,*  9, 4,  9.0, ⑬⑫, 3, 5,Ｊレッドプレイヤｰ, 47,浜中俊, 0.6, 62,* -3,  -1, 2,  3.7,⑤⑤④, 3, 4,Ｅキングブラｰボ, 72,幸英明, 0.3, 71,   7,   0, 5, 16.5, ⑥⑤, 3, 5,Ａジョワドヴィｰヴル, 82,福永祐, 0.5, 79,   4,   7, 1,  1.3, ⑥⑥
 4,10,Ｇタツショウワ, 55,幸英明, 0.9, 59, -11,*  8, 6, 29.6, ⑯⑮, 4, 2,Ｇサチノコイノボリ, 54,国分優, 0.7, 61,* -2,  -4,12,166.8,③③③, 4, 3,Ａマコトロｰゼンボｰ, 78,小林慎, 0.4, 70,   5,   2, 3,  7.8, ⑨⑦, 4, 1,Ｂジェンティルドンナ, 80,岩田康, 0.6, 77,   2,   8, 2,  4.4, ⑧⑧
 5, 7,Ｉトウケイマネキネコ, 54,花田大, 1.2, 56,  -1,  -4,14,350.6, ③③, 5,13,Ｅテイエムオペラドン, 61,小牧太, 0.7, 63,  -5,*  5, 6, 14.0,⑫⑪⑩, 5,16,Ｃミッキｰホワイト, 75,デムｰ, 0.6, 70,* 11,  -8, 1,  1.8, ①①, 5, 3,Ｇスピｰクソフトリｰ, 69,武幸四, 0.7, 75,   3,   3, 7, 71.9, ⑤④
 6, 1,Ｃエイシントラベラｰ, 65,岩田康, 1.6, 52,  -4,  -4, 2,  4.2, ⑩⑩, 6, 3,Ｉエｰシンプロｰスト, 52,福永祐, 0.9, 61,  -3,  -1, 7, 34.5,⑧⑧⑦, 6, 5,Ｈロンド, 68,秋山真, 0.9, 67,* 10,  -8, 4, 11.1, ③②, 6, 6,Ｈトｰホウアマポｰラ, 68,和田竜, 1.3, 69,   5,  -8, 9,133.2, ③③
 7, 3,Ｈコウエイミラｰ, 54,国分優, 1.7, 53,   0,  -8,13,319.3, ④④, 7,10,Ｏカレンレッドロック, 41,秋山真, 1.5, 52,* -3, -15,10, 87.5,④④⑤, 7,12,Ｇアドバンスペリｰ, 68,北村友, 1.0, 64,   1,*  2, 8, 50.6, ⑮⑭, 7,10,Ｄゴｰルデンムｰン, 74,秋山真, 1.5, 67,   2,  -4, 5, 52.8, ⑨⑨
 8,13,Ｆメイショウマサシゲ, 57,秋山真, 1.8, 51, -10,   0,10, 42.9, ⑭⑭, 8,11,Ｂランドルト, 67,和田竜, 1.6, 54,  -6,  -5, 3,  4.7,⑭⑬⑬, 8,13,Ｍクレバｰベスト, 64,武幸四, 1.2, 66,   5,  -3,14,147.8, ⑩⑩, 8, 9,Ｅウイングザムｰン, 73,飯田祐, 1.5, 65,   3,  -9, 6, 64.8, ④⑤
 9, 6,Ｌアンクルスパｰト, 51,飯田祐, 1.8, 51,  -7,  -3,12, 98.3, ⑪⑪, 9,15,Ｈランフォｰジン, 54,藤田伸, 1.7, 52,* -2, -16, 9, 73.6,⑥⑥⑥, 9,11,Ｏシゲルハンベイ, 61,小林徹, 1.4, 61,   5,  -7,15,280.5, ⑦⑨, 9, 8,Ｌヒｰラ, 58,四位洋, 1.8, 64,*  7, -17, 8,112.1, ②②
10, 4,Ｋシゲルカリン, 52,北村友, 1.8, 51,*  1, -11,11, 74.0, ②②,10,12,Ｐキングスｰパｰマン, 32,渡辺薫, 1.7, 52,  -8,  -4,15,367.1,⑬⑭⑭,10, 7,Ｌティアップゼウス, 66,中村将, 1.6, 61,   4,  -7,13,110.6, ⑪⑫,10,11,Ｊアブシンベル, 62,小坂忠, 1.9, 64,  -4,   0,13,413.6, ⑭⑭
11, 9,Ｏパレスフクヒメ, 36,小坂忠, 2.0, 50,  -7,  -3,15,482.9, ⑫⑬,11, 6,Ｆコスモプランタン, 58,荻野琢, 1.8, 50,  -4, -15, 8, 45.8,⑦⑦⑧,11, 9,Ｊスマｰトレモラ, 67,岩田康, 1.7, 58,   1,  -6, 6, 32.0, ⑭⑬,11, 4,Ｎスピカシチｰ, 46,国分優, 2.1, 62,  -1,  -7,14,472.4, ⑪⑪
12,16,Ｎトクノエｰル, 45,小林徹, 2.1, 49,  -1, -11,16,664.7, ⑦⑤,12,16,Ｄダノングｰグｰ, 64,北村友, 1.8, 50,  -4, -14, 4,  5.1,⑨⑨⑨,12,10,Ｐケンブリッジヒｰロ, 50,武豊  , 2.1, 56,   2,  -9,11, 70.4, ⑬⑮,12,13,Ｋフクノハツヒメ, 61,藤田伸, 2.1, 61,  -2,  -7,10,167.0, ⑫⑫
13, 5,Ｊサクラアクティブ, 54,小牧太, 2.1, 49,  -1, -11, 8, 38.6, ⑤⑥,13, 4,Ｍキタサンカイザｰ, 42,小林徹, 2.6, 44,  -6, -19,14,360.1,⑩⑫⑪,13, 1,Ｉメイショウヴァルナ, 67,国分優, 2.3, 55,   6, -16,12, 96.7, ⑧⑧,13, 2,Ｉイントゥザストｰム, 64,北村友, 2.1, 63,  -2,  -3,11,228.4, ⑬⑬
14,12,Ｐレッドグロリア, 36,福永祐, 2.2, 48,  -3, -10, 9, 41.9, ⑧⑨,14, 9,Ｌシゲルプラム, 44,幸英明, 2.6, 45,  -9, -12,13,201.9,⑯⑮⑯,14,14,Ｆニホンピロエリナ, 69,長岡禎, 2.6, 54,* 11, -25, 7, 38.7, ②③,14, 7,Ｍショウナンマオ, 54,幸英明, 4.2, 37,* 11, -61,12,330.9, ①①
15,11,Ｍワンダｰプレンダ, 50,浜中俊, 2.8, 43,  -2, -16, 7, 32.6, ⑥⑦,15, 7,Ｋナイク, 47,長岡禎, 2.8, 42,  -6, -23,11,112.6,⑪⑩⑫,15, 2,Ｎミラクルベリｰ, 62,四位洋, 2.7, 55,   7, -20,10, 70.1, ⑤⑥,,,,,,,,,,,,
16, 8,Ｂリアライズカレボ, 67,武豊  , 3.4, 36, -15,  -9, 5, 10.9, ⑮⑯,16,14,Ｎリッカシェクル, 41,中村将, 3.5, 39,  -7, -25,16,624.9,⑮⑯⑮,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:稍重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:76 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:5),,,,,,,,,,,
単勝:200円 複勝:02=110円 14=200円 15=180円 枠連:590円,,,,,,,,,,,,"単勝:1,330円 複勝:01=280円 08=140円 05=160円 枠連:1,470円",,,,,,,,,,,,"単勝:400円 複勝:06=180円 15=1,290円 04=370円 枠連:240円",,,,,,,,,,,,"単勝:3,720円 複勝:12=460円 14=180円 05=110円 枠連:6,850円",,,,,,,,,,,
馬連:970円 ワイド:02-14=430円 02-15=260円 14-15=860円,,,,,,,,,,,,"馬連:1,720円 ワイド:01-08=630円 01-05=860円 05-08=270円",,,,,,,,,,,,"馬連:7,850円 ワイド:06-15=2,360円 04-06=840円 04-15=7,680円",,,,,,,,,,,,"馬連:8,070円 ワイド:12-14=1,600円 05-12=630円 05-14=240円",,,,,,,,,,,
"馬単:1,700円 3連複:1,870円 3連単:6,940円",,,,,,,,,,,,"馬単:4,060円 3連複:2,120円 3連単:19,980円",,,,,,,,,,,,"馬単:12,190円 3連複:28,570円 3連単:141,180円",,,,,,,,,,,,"馬単:24,660円 3連複:2,860円 3連単:57,290円",,,,,,,,,,,
■ 3R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:13,,,,,■ 6R  芝1800m 3 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 9R  ダ1800m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■12R  ダ1200m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ阪神,,,,,,,,,,,,吹田特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ａメテオライト, 67,岩田康,, 62,  -2,*  5, 1,  1.3,⑩⑨⑦, 1,10, エアカリナン,---,福永祐,, 54,  -7,* -6, 2,  4.2, ⑤⑥, 1, 6,Ｂレックスパレｰド, 85,岩田康,, 81,*  8,  13, 1,  2.1,②②②, 1, 3,Ａブルｰデジャブ, 83,幸英明,, 82,   4,  15, 2,  5.8, ⑥⑤
 2, 4,Ｂショウナンハヤブサ, 64,浜中俊, 0.3, 60,*  0,  -2, 2,  7.1,④④④, 2, 1, シｰズオブタイム,---,浜中俊, 0.2, 52,  -7, -10, 4,  7.9, ④④, 2, 3,Ｉスマｰトルシファｰ, 80,武豊  , 0.1, 79,*  9,  10, 3,  5.9,①①①, 2,11,Ｅヒｰロｰ, 76,岩田康, 0.6, 76,  -1,  15, 3,  5.8, ⑩⑨
 3, 1,Ｄタマモライオン, 62,和田竜, 0.4, 60,   0,   0, 4, 14.8,⑦⑦⑧, 3, 9, シンコｰムｰン,---,国分優, 0.2, 51,* -6, -14,13,102.0, ①①, 3, 2,Ａナイスミｰチュｰ, 86,小牧太, 0.1, 83,   5,* 17, 2,  3.5,⑨⑪⑩, 2,14,Ｂスティｰルパス, 83,福永祐, 0.6, 77,  -3,* 17, 1,  2.1, ⑪⑩
 4, 8,Ｆマイネルボンド, 58,デムｰ, 0.4, 59,  -1,  -1, 6, 25.9,⑤⑤⑤, 4, 4, ペプチドヒノトリ,---,武英智, 0.2, 53, -11,* -1,14,170.6, ⑯⑮, 4,11,Ｃダノンジュピタｰ, 84,福永祐, 0.4, 80,   7,  12, 7, 32.1,⑥⑦⑥, 4, 7,Ｃホクトキングダム, 80,デムｰ, 0.6, 77,   3,  11, 4,  9.2, ⑦⑦
 5,11,Ｅリｰゼントブルｰス, 59,福永祐, 0.4, 59,*  1,  -3, 7, 34.5,②②②, 5, 3, クイｰンリヴィエラ,---,武豊  , 0.5, 49,  -8, -10, 1,  2.6, ⑩⑩, 5, 4,Ｇシルクエステｰト, 81,秋山真, 0.6, 79,   6,  12,10, 55.1,⑧⑧⑧, 5, 2,Ｈクランチタイム, 74,北村友, 1.0, 73,* 10,   1, 6, 10.3, ①①
 6, 9,Ｉジェットブリット, 56,国分優, 0.5, 58,  -1,  -1,11,167.8,⑥⑥⑥, 6,16, フィリラ,---,幸英明, 0.7, 45,* -6, -19, 5, 10.6, ③③, 6, 1,Ｋグッドカレラ, 79,国分優, 0.6, 77,*  8,   8,15,198.7,③③③, 6, 6,Ｇピュアマリｰン, 75,芹沢純, 1.0, 73,  -7,* 17,15,252.4, ⑭⑭
 7, 5,Ｇプリンストロイア, 58,渡辺薫, 0.9, 57,  -2,  -4, 9,127.5,⑧⑧⑨, 7,12, プレッピｰ,---,藤田伸, 0.7, 47,  -7, -16,11, 65.2, ⑧⑦, 7, 9,Ｆマｰベラスバロン, 81,渡辺薫, 0.7, 80,   4,* 15, 8, 36.5,⑮⑮⑬, 7,12,Ｆピンクペガサス, 75,秋山真, 1.0, 73,*  8,   3,10, 92.1, ③③
 8, 7,Ｈロナルドバロｰズ, 58,北村友, 1.0, 56,*  1,  -7,10,146.2,③③③, 8, 6, クレバｰピルエット,---,和田竜, 0.8, 46,  -9, -15, 7, 30.0, ⑦⑪, 8, 5,Ｅタガノジョｰカｰ, 82,幸英明, 0.7, 79,   5,  13,12, 71.1,⑪⑫⑪, 8, 5,Ｉゼットサンサン, 73,小坂忠, 1.3, 70,*  9,  -1,11, 97.0, ②②
 9, 6,Ｋベストウィッシュ, 55,小牧太, 1.1, 56,  -4,   0, 8, 70.7,⑪⑪⑪, 9,13, アキノギムレット,---,デムｰ, 0.8, 46,  -8, -16, 9, 47.4, ⑪⑧, 9, 8,Ｊメイショウスクラム, 80,四位洋, 1.0, 78,   5,   9, 4, 11.6,⑭⑨⑨, 9,10,Ｌシゲルシゲザネ, 71,小牧太, 1.4, 70,  -3,  10, 7, 31.2, ⑬⑪
10,10,Ｃシルクルガｰル, 64,幸英明, 1.2, 54,  -3,  -4, 5, 15.7,⑨⑩⑩,10, 2, マイアイステラ,---,渡辺薫, 0.8, 46, -11, -10, 8, 42.5, ⑫⑭,10,10,Ｄビタｰスウィｰト, 84,デムｰ, 1.0, 77,   4,  13, 5, 21.3,⑬⑯⑮,10, 1,Ｄフィｰルドドリｰム, 79,和田竜, 1.4, 70,*  8,  -1, 5, 10.0, ④④
11,12,Ｌアズマスタｰフィｰ, 47,秋山真, 1.3, 53,*  1, -12, 3, 12.8,①①①,11, 5, メイショウノゾミ,---,難波剛, 0.9, 44, -10, -14,16,215.9, ⑬⑫,11,13,Ｌメイショウゾウセン, 78,北村友, 1.2, 76,   4,  12,13, 83.5,⑫⑭⑯,11, 4,Ｋオｰミレイライン, 73,畑端省, 1.5, 68,   1,   5,13,168.2, ⑧⑧
12, 2,Ｊケイウンニシキ, 55,花田大, 2.1, 50,  -5,  -7,12,552.6,⑫⑫⑫,12,15, チュウワビｰナス,---,秋山真, 1.3, 39,  -9, -24, 3,  4.5, ⑨⑨,12, 7,Ｍサクラエンブレム, 77,浜中俊, 1.3, 74,   7,   3, 6, 30.0,④⑤④,12, 8,Ｏフィｰルドチャペル, 67,渡辺薫, 2.2, 63,  -3,   3,16,351.1, ⑫⑬
,,,,,,,,,,,,13, 7, メイショウムｰラン,---,四位洋, 1.4, 40, -10, -21,10, 62.5, ⑭⑬,13,14,Ｎアイノグロｰ, 75,武幸四, 1.9, 73,   4,   3,14,123.7,⑯⑬⑫,13,15,Ｎハｰイスマイル, 70,国分優, 2.3, 62, -20,* 18, 9, 58.0, ⑯⑯
,,,,,,,,,,,,14,14, エｰシンクラリオン,---,北村友, 1.6, 37,* -5, -33,15,183.4, ②②,14,12,Ｐユメミルテｰラｰ, 71,荻野琢, 2.1, 69,   4,   2,16,388.7,⑩⑩⑭,14,13,Ｊエイシンフルハｰト, 73,四位洋, 2.4, 62,  -7,   5,12,131.8, ⑮⑮
,,,,,,,,,,,,15, 8, エクスレジェｰラ,---,荻野琢, 1.7, 36, -14, -18,12, 72.7, ⑮⑯,15,16,Ｈロｰレルレガリス, 81,和田竜, 2.3, 67,   6,  -3,11, 67.9,⑦⑥⑤,15, 9,Ｐブレイドバロｰズ, 56,荻野琢, 2.5, 60,   5,  -8,14,247.4, ⑤⑥
,,,,,,,,,,,,16,11, テｰオｰアパタイト,---,武幸四, 2.9, 26,  -7, -50, 6, 25.3, ⑥⑤,16,15,Ｏタマモアルプス, 74,藤田伸, 2.4, 66,   7,  -6, 9, 40.0,⑤④⑦,16,16,Ｍハニｰメロンチャン, 70,武豊  , 3.1, 54,  -2,  -6, 8, 42.1, ⑨⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
