12年11月10日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年11月10日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 4R  芝2000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 7R  ダ1600m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  芝1400m 3歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｵｰﾛｶｯﾌﾟ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｅランパスキャット, 51,田辺裕,, 53,*  0,  -7, 4, 11.6, ②②, 1, 3,Ａマイネルマエストロ, 65,和田竜,, 64,   1,*  2, 4,  6.2,⑥⑧⑨, 1,10,Ａディアフロイデ, 77,ムｰア,, 79,   6,* 11, 1,  2.6, ③④, 1, 4,Ｌインプレスウィナｰ, 76,田中勝,, 92,   6,* 20, 6, 11.7, ⑥⑥
 2,12,Ａダンディｰソル, 57,梶晃啓, 0.0, 53,* -1,  -6, 3,  8.5, ⑥③, 2,15,Ｄトゥルヴァｰユ, 60,三浦皇, 0.3, 62,   1,* -1, 2,  4.7,⑮⑭⑫, 2,11,Ｎリｰゼントブルｰス, 61,松岡正, 0.1, 76,*  6,   8, 5, 13.0, ②②, 2, 9,Ｅミトラ, 85,横山典, 0.1, 88,*  8,  14, 1,  2.8, ⑤④
 3,15,Ｂトドロック, 53,メンデ, 0.1, 52,  -3,  -5, 1,  1.6, ⑧⑥, 3,17,Ｆマイネルサンオペラ, 56,柴田大, 0.6, 59,   0,* -3, 8, 31.0,⑰⑰⑮, 3,12,Ｃプリュキエｰル, 75,北村宏, 0.2, 76,   4,*  9, 2,  3.9, ⑥⑤, 3, 5,Ｂヒットジャポット, 91,松岡正, 0.1, 93,   2,* 24, 2,  4.5, ⑫⑫
 4, 3,Ｃヨイチピｰス, 53,江田照, 0.4, 50,  -2,  -8, 2,  7.2, ③④, 4, 5,Ｇソムニアシチｰ, 54,江田照, 0.6, 54,* 12, -34, 6, 11.2,①①①, 4,16,Ｂインディｰグラブ, 76,蛯名正, 0.4, 76,*  7,   6, 3,  4.5, ④③, 4, 3,Ｉストロングガルｰダ, 79,田辺裕, 0.2, 91,   2,* 22, 9, 52.5, ⑪⑪
 5, 2,Ｋジョバイロ, 40,和田竜, 0.5, 50,*  1, -13, 9, 63.3, ①①, 5, 1,Ｎトｰセンウィンドウ, 40,川田将, 0.7, 58,   0,  -5,13, 82.5,⑩⑨⑪, 5, 6,Ｅメイスンファｰスト, 72,岩田康, 1.3, 69,   2,   2, 6, 14.8, ⑧⑦, 5, 2,Ｇブリッツェン, 84,柴田善, 0.2, 87,*  9,  10,10, 65.2, ①①
 6, 7,Ｇアｰケオプテリクス, 45,武士沢, 0.5, 49, -11,*  2,15,216.6, ⑬⑬, 6,10,Ｏウインプライズ, 38,吉田豊, 0.8, 57,   0,  -5,14,138.5,⑫⑬⑭, 6,14,Ｉラリエット, 70,田辺裕, 1.5, 67,   3,   1,10, 49.5, ⑦⑧, 6, 1,Ｊマイネルクラリティ, 78,メンデ, 0.4, 85,   7,  12,11, 86.8, ②②
 7, 1,Ｊブライティアマンボ, 40,松岡正, 0.5, 49,  -9,*  0, 5, 15.6, ⑭⑫, 7,18,Ｅランブリングマン, 58,武士沢, 0.8, 56,  -2,* -1, 3,  5.8,⑱⑱⑱, 7,15,Ｊソｰルデスタン, 69,柴田善, 1.5, 67,   2,   3, 8, 26.2, ⑪⑨, 7,12,Ｈチャｰムポット, 81,和田竜, 0.4, 85,*  8,  10, 8, 32.6, ③③
 8,11,Ｉブットバセ, 40,浜中俊, 0.6, 48,  -4,  -8, 6, 19.0, ⑩⑧, 8,11,Ｐマンハッタンテルス, 35,浜中俊, 0.9, 55,  -2,  -6,12, 66.6,⑪⑮⑯, 8, 7,Ｆロｰゼズガｰランド, 71,吉田豊, 1.5, 67,   4,  -1, 7, 20.6, ⑤⑥, 8, 8,Ｃアンシェルブルｰ, 87,蛯名正, 0.4, 86,   6,  14, 4,  6.8, ⑦⑦
 9,13,Ｄトップトライ, 52,岩部純, 0.9, 46,  -4, -10,12, 85.0, ⑦⑨, 9, 9,Ｃギンザブルｰスタｰ, 62,岩田康, 1.0, 53,   3, -14, 7, 11.3,⑨⑦⑦, 9,13,Ｌカネトシファイタｰ, 64,宮崎北, 1.7, 65,   1,   3,15,216.3, ⑩⑪, 9, 7,Ｆニシノステディｰ, 84,吉田豊, 0.4, 85,   5,  13, 7, 15.3, ④⑤
10,10,Ｌノｰブルマｰブル, 33,吉田豊, 1.2, 43,  -9,  -6,14,133.9, ⑫⑪,10, 7,Ｊマイネルミラノ, 48,ムｰア, 1.0, 53,   1, -13, 5,  7.7,⑦⑩⑩,10, 4,Ｈビッグギャンブラｰ, 70,大庭和, 2.0, 64,   1,   0,14,201.4, ⑨⑩,10,10,Ｄアニメイトバイオ, 86,北村宏, 0.6, 84,   3,  14, 5, 10.9, ⑨⑨
11,14,Ｍルｰセブラック, 28,三浦皇, 1.4, 42,  -4, -13, 8, 49.3, ⑨⑩,11,12,Ｈリネンウインド, 52,池添謙, 1.2, 53,  -1,  -7,16,239.1,⑯⑯⑰,11, 9,Ｏホワイトアッシュ, 59,江田照, 2.4, 59,*  7, -14,13,149.5, ①①,11, 6,Ｋツルマルネオ, 78,浜中俊, 0.8, 81,   4,  10,12,106.6, ⑧⑧
12, 5,Ｈゴｰルドライト, 41,木幡初, 1.6, 39, -14,  -4, 7, 22.2, ⑮⑮,12, 4,Ｌニシノアイボウ, 42,内田博, 1.3, 50,   4, -23, 9, 34.3,⑤④④,12, 2,Ｇサンマルヴィエント, 70,田中勝, 2.5, 61,  -6,   8, 9, 45.9, ⑬⑬,12,11,Ａスピリタス, 91,内田博, 1.0, 79,   3,   9, 3,  4.9, ⑩⑩
13, 9,Ｆアノヒミタユメ, 45,柴田善, 1.7, 39, -12,  -6,10, 63.4, ⑪⑭,13,14,Ｂサクセスカサノヴァ, 63,蛯名正, 1.3, 50,   2, -20, 1,  3.9,⑬⑪⑧,13, 5,Ｋミスタｰロックマン, 64,木幡初, 2.5, 63,  -5,   7,16,280.1, ⑫⑫,,,,,,,,,,,,
14, 6,Ｎクリノロｰツェ, 23,北村宏, 2.0, 36,  -2, -23,13,109.7, ④⑤,14, 8,Ｍゴｰルドウインド, 41,北村宏, 1.4, 48,   2, -23,10, 50.9,⑧⑥⑤,14, 1,Ｄドンビザッツウェイ, 74,内田博, 2.7, 62,  -8,*  8, 4, 10.9, ⑮⑭,,,,,,,,,,,,
15, 8,Ｏメイキングパワｰ, 22,内田博, 2.2, 36,  -3, -23,11, 73.9, ⑤⑦,15, 6,Ｋクォンタムビット, 43,田中勝, 1.6, 47,   4, -29,11, 58.7,④③③,15, 8,Ｐレインボｰデイズ, 54,武士沢, 3.3, 59,  -8,   5,11,137.4, ⑭⑮,,,,,,,,,,,,
,,,,,,,,,,,,16, 2,Ｒブライハイド, 28,田辺裕, 1.7, 46,   3, -26,17,274.0,③⑤⑥,16, 3,Ｍイｰジｰウイン, 63,二本柳, 4.9, 47, -13,  -3,12,146.6, ⑯⑯,,,,,,,,,,,,
,,,,,,,,,,,,17,13,Ｉロｰズダンサｰ, 50,木幡初, 1.9, 45,   0, -22,15,141.1,⑭⑫⑬,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18,16,Ｑブリリアントダンス, 32,大庭和, 2.8, 38,*  5, -48,18,332.2,②②②,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:0),,,,,,,,,,,
"単勝:1,160円 複勝:04=220円 12=190円 15=110円 枠連:2,320円",,,,,,,,,,,,単勝:620円 複勝:03=240円 15=190円 17=820円 枠連:710円,,,,,,,,,,,,単勝:260円 複勝:10=130円 11=290円 12=130円 枠連:290円,,,,,,,,,,,,"単勝:1,170円 複勝:04=290円 09=140円 05=150円 枠連:1,830円",,,,,,,,,,,
"馬連:3,280円 ワイド:04-12=770円 04-15=300円 12-15=270円",,,,,,,,,,,,"馬連:2,130円 ワイド:03-15=760円 03-17=1,850円 15-17=2,930円",,,,,,,,,,,,"馬連:1,940円 ワイド:10-11=730円 10-12=190円 11-12=730円",,,,,,,,,,,,"馬連:2,040円 ワイド:04-09=710円 04-05=750円 05-09=270円",,,,,,,,,,,
"馬単:6,950円 3連複:1,230円 3連単:16,780円",,,,,,,,,,,,"馬単:4,730円 3連複:22,460円 3連単:101,000円",,,,,,,,,,,,"馬単:3,080円 3連複:1,890円 3連単:9,950円",,,,,,,,,,,,"馬単:5,470円 3連複:2,280円 3連単:21,450円",,,,,,,,,,,
■ 2R  ダ1600m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 5R  ダ1400m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1300m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■11R  芝1400m 2 歳ｵｰﾌﾟﾝ(国) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ東京,,,,,,,,,,,,,,,,,,,,,,,,京王杯2歳ｽﾃｰｸｽ ＧⅡ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ａプロモントｰリオ, 62,横山典,, 51,  -3,*  0, 1,  1.9, ⑦⑧, 1,12, ダノンレジェンド,---,浜中俊,, 67,  -2,*  5, 3,  4.3, ④③, 1, 8,Ｄベビｰネイル, 79,横山典,, 79,  -1,* 17, 1,  3.5, ⑯⑫, 1,12,Ｏエｰシントップ, 54,浜中俊,, 74,*  4,  12, 5,  6.5, ②③
