12年 2月11日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 2月11日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 4R  芝2000m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 7R  ダ1000m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  芝1200m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,萌黄賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｅナイスゴｰルド, 52,中舘英,, 66,*  1,*  2, 1,  2.5, ①①, 1, 2,Ｊアラドヴァル, 44,村田一,, 62,  -7,* 10,10, 53.7,②⑤④, 1,10,Ｂカリステジア, 71,丸田恭,, 63,* -5,   5, 1,  3.1, ②②, 1,10,Ａアイラブリリ, 73,幸英明,, 68,*  1,   6, 1,  3.0, ③③
 2, 7,Ｆラｰゼンマイスタｰ, 52,北村友, 0.4, 60,  -5,*  2, 3,  5.8, ⑥④, 2,14,Ｅガンセ, 55,大野拓, 0.0, 64,* -6,   8, 2,  3.5,⑩④③, 2, 4,Ｄオｰパルス, 68,川須栄, 0.2, 62,  -8,   5, 2,  3.2, ④③, 2, 4,Ｃニコｰルバロｰズ, 67,北村友, 0.1, 66,  -2,   7, 2,  3.6, ⑦⑥
 3, 2,Ｇアｰトオブパナシェ, 52,水口優, 0.8, 56,  -5,  -2, 8, 27.6, ⑤⑥, 3, 8,Ｃラムドレｰヌ, 57,鮫島良, 0.2, 64,  -8,* 12,12, 85.0,⑦⑪⑨, 3, 1,Ｅフレイヤ, 67,丹内祐, 0.2, 61, -11,*  6, 5,  8.8, ⑥⑤, 3, 7,Ｊマスイデア, 59,江田照, 0.3, 64,  -8,* 11,12, 44.9, ⑬⑨
 4,14,Ｃダブルスパｰク, 56,酒井学, 0.8, 56,  -8,*  0, 5,  8.6, ⑨⑨, 4, 3,Ｎナユタ, 41,横山和, 0.3, 62, -10,* 13,15,208.0,⑨⑬⑫, 4,11,Ｃパｰプルセンリョ, 71,藤懸貴, 0.5, 56, -11,   4, 3,  7.5, ⑨⑦, 3, 9,Ｅカノヤミノリ, 64,川須栄, 0.3, 64,  -6,   8, 7, 26.6, ⑩⑫
 5, 3,Ｉクラウンカミｰノ, 47,西田雄, 0.9, 55,  -3,  -4,10, 64.0, ③③, 5, 6,Ｂハギノクィｰン, 58,国分優, 0.3, 60,  -7,   6, 4,  7.0,⑤⑥⑤, 5, 9,Ｇサンタンジェロ, 66,中舘英, 0.6, 58,  -6,   0, 7, 16.5, ③④, 5,16,Ｎアルベルトバロｰズ, 51,藤岡康, 0.3, 64,  -2,   4, 4, 14.9, ⑧⑧
 6,10,Ｄハクユウリリｰ, 55,真島正, 1.0, 56,*  0,  -6, 6, 15.2, ②②, 6, 4,Ｄマテリアルガｰル, 56,松山弘, 0.5, 59,  -8,   7, 7, 16.7,⑥⑩⑧, 6, 3,Ｋプレミアムカラｰ, 61,西村太, 0.6, 57, -15,*  6, 9, 52.9, ⑩⑧, 6, 8,Ｇデンコウベリル, 60,黛弘人, 0.3, 64,  -7,*  9,10, 40.6, ⑫⑪
 7, 8,Ａオリエンタルポリｰ, 60,杉原誠, 1.4, 51,  -3,  -8, 4,  7.5, ④⑤, 7,16,Ｆストレｰトラブ, 54,北村友, 0.5, 58,  -8,   6, 3,  6.2,⑫⑧⑩, 7, 8,Ｍストロングノヴァ, 47,国分優, 0.7, 58,* -2,  -3,13,128.1, ①①, 7, 6,Ｂボストンサクラ, 69,国分優, 0.4, 63,  -3,   4, 3,  3.7, ⑨⑩
 8,12,Ｂシゲルライム, 58,川須栄, 1.7, 49,  -7,  -7, 2,  4.6, ⑧⑦, 8,15,Ｇルナフォンタｰナ, 53,吉田隼, 0.6, 53,* -6,  -2, 1,  3.4,③②②, 8, 6,Ｈエｰティｰショパン, 65,水口優, 0.8, 55, -18,*  6,11, 64.6, ⑭⑫, 8, 5,Ｌドナメデュｰサ, 55,吉田隼, 0.5, 61,*  1,  -1, 8, 32.5, ②②
 9, 1,Ｊイデアシュリュｰ, 46,江田照, 1.9, 45, -11,  -6,12,148.3, ⑪⑪, 9,12,Ｌディジェスティフ, 42,中舘英, 0.9, 53,  -7,  -1, 6, 14.7,⑭⑨⑥, 9,13,Ａキングブラｰボ, 72,黛弘人, 0.9, 53, -17,   4, 6, 12.7, ⑬⑬, 9,13,Ｉジャズドラム, 59,大野拓, 0.5, 62, -11,* 11, 6, 19.4, ⑮⑭
10, 9,Ｌゴｰルデンフラワｰ, 30,宮崎北, 1.9, 45, -14,  -5,11,144.0, ⑬⑬,10, 9,Ｈニコニコマｰク, 50,幸英明, 1.0, 53,  -8,   2,13, 96.5,⑪⑫⑪,10, 7,Ｊトｰホウガｰデン, 62,渡辺薫, 1.0, 54, -15,   2, 8, 26.8, ⑪⑪,10,14,Ｄシゲルシバグリ, 66,松山弘, 0.6, 60,  -5,   3, 5, 17.3, ⑪⑬
11,13,Ｈチェリム, 47,幸英明, 2.1, 44,  -5, -14, 7, 22.6, ⑦⑧,11,13,Ｍモンゴｰルド, 41,藤岡康, 1.1, 47,* -4, -10, 8, 26.7,①①①,11, 2,Ｌカシノハクリュウ, 59,松山弘, 1.0, 52, -11,  -1,14,223.1, ⑦⑨,11, 3,Ｏシルクティソナ, 49,上村洋, 0.6, 60,*  2,  -4,16,171.5, ①①
12,11,Ｋショウナンアタック, 32,大野拓, 2.1, 42,  -9, -11,13,159.2, ⑩⑩,12,11,Ｉディアエボニｰ, 49,黛弘人, 1.5, 48,  -9,  -4,16,317.0,⑮⑭⑭,12, 5,Ｆトスカｰナ, 66,酒井学, 1.1, 52, -11,  -2,10, 63.9, ⑧⑩,12, 1,Ｍエキゾチックバニラ, 52,宮崎北, 1.6, 47,  -2, -12,14,160.3, ⑤④
13, 4,Ｍケイムアフタｰミｰ, 23,国分優, 2.3, 42, -14,  -8, 9, 44.1, ⑫⑫,13, 7,Ａショウナンカプリス, 61,丸田恭, 1.6, 42,* -5, -14, 5,  8.6,④③⑦,13,14,Ｉエヴァンブルｰ, 65,幸英明, 1.6, 48,  -8,  -8, 4,  7.6, ⑤⑥,13, 2,Ｈナムラメイビ, 60,村田一, 1.7, 46,  -2, -14,13, 59.0, ⑥⑤
14, 5,Ｎミスプリシラ, 10,吉田隼, 2.6, 39, -16,  -8,14,299.3, ⑭⑭,14, 1,Ｋサイモンガｰランド, 43,古川吉, 1.7, 46, -11,  -4,11, 73.0,⑬⑮⑮,14,12,Ｎシゲルセキニンシャ, 39,太宰啓, 1.6, 46, -15,  -4,12,112.5, ⑫⑭,14,12,Ｆビッグプレゼンタｰ, 61,中舘英, 1.8, 45,   0, -16, 9, 38.0, ④⑦
,,,,,,,,,,,,15,10,Ｐイロッポイ, 30,川須栄, 2.1, 37,  -9, -17, 9, 45.3,⑧⑦⑬,,,,,,,,,,,,,15,11,Ｋカシノラピス, 57,野元昭, 2.2, 40,  -9, -12,11, 43.1, ⑭⑮
,,,,,,,,,,,,16, 5,Ｏクレバｰディオネ, 39,酒井学, 2.5, 39, -14,  -8,14,128.8,⑯⑯⑯,,,,,,,,,,,,,16,15, ロトプレイヤｰ,---,真島正, 2.3, 39, -19,  -4,15,164.4, ⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:重(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-16 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:稍重(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:1),,,,,,,,,,,
単勝:250円 複勝:06=150円 07=220円 02=480円 枠連:690円,,,,,,,,,,,,"単勝:5,370円 複勝:02=870円 14=190円 08=1,410円 枠連:4,050円",,,,,,,,,,,,単勝:310円 複勝:10=170円 04=140円 01=190円 枠連:520円,,,,,,,,,,,,単勝:300円 複勝:10=120円 04=140円 07=600円 枠連:490円,,,,,,,,,,,
"馬連:1,280円 ワイド:06-07=540円 02-06=1,120円 02-07=1,490円",,,,,,,,,,,,"馬連:9,120円 ワイド:02-14=2,880円 02-08=19,360円 08-14=2,960円",,,,,,,,,,,,馬連:790円 ワイド:04-10=330円 01-10=660円 01-04=370円,,,,,,,,,,,,"馬連:510円 ワイド:04-10=200円 07-10=1,200円 09-10=600円",,,,,,,,,,,
"馬単:1,900円 3連複:6,580円 3連単:25,980円",,,,,,,,,,,,"馬単:21,930円 3連複:136,330円 3連単:781,950円",,,,,,,,,,,,"馬単:1,470円 3連複:1,570円 3連単:6,600円",,,,,,,,,,,,"馬単:1,040円 3連複:3,030円 3連単:11,340円",,,,,,,,,,,
■ 2R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 5R  ダ2400m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 8R  芝2000m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■11R  芝2000m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,高千穂特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ｈシゲルアｰモンド, 51,北村友,, 61,*  6,  -6, 6, 13.3,④①①, 1, 4,Ｄロケットダイヴ, 76,川須栄,, 79,*  9,   8, 1,  2.9,③③③, 1, 1,Ｂマコトサンパギｰタ, 79,中舘英,, 77,   0,* 18, 1,  2.4,⑦⑦⑥, 1, 7,Ｃツルミプラチナム, 76,荻野琢,, 92,  -4,* 31, 9, 16.9,⑭⑨⑨
 2, 2,Ａシルクルガｰル, 61,幸英明, 0.1, 64,  -2,*  8, 3,  5.7,⑬⑪⑪, 2, 9,Ｃヴェイロン, 76,幸英明, 0.0, 79,   6,* 16, 5, 10.6,⑭⑫⑧, 2,16,Ａシｰキングフェイム, 80,川須栄, 0.0, 78,   0,* 20, 2,  3.6,⑫⑨⑦, 2, 6,Ｍリキアイクロフネ, 72,江田照, 0.2, 86,  -2,  23,14, 85.5,⑥⑤③
 3, 8,Ｆマイネルバイカ, 55,菅原隆, 0.2, 62,   1,   2, 5,  8.2,⑥⑥⑥, 3,13,Ｈゲットハッピｰ, 71,吉田隼, 0.1, 76,*  9,   6, 2,  3.3,①①①, 3, 3,Ｃショウナンマハ, 73,松田大, 0.1, 75,   0,  15, 3,  8.1,⑥⑥⑤, 3, 1,Ｇエクセリオン, 75,太宰啓, 0.2, 86,  -2,  24, 8, 16.6,⑤④⑤
 4, 7,Ｅサンライズスマｰト, 56,吉田隼, 0.5, 59,  -1,*  3, 1,  4.1,⑪⑩⑩, 4,16,Ｂエイコオレジェンド, 78,宮崎北, 0.5, 74,*  9,   4, 7, 16.1,②②②, 4,13,Ｆタキオンコウショウ, 70,古川吉, 0.3, 70,*  4,   3, 8, 23.7,①①①, 4,13,Ｄヤマニンガｰゴイル, 76,松山弘, 0.3, 84,  -2,  21, 7, 11.5,④⑥⑥
 5,13,Ｃミッキｰジュピタｰ, 59,藤懸貴, 0.5, 56,   2,  -1, 2,  4.5,⑦⑤⑤, 5, 8,Ｆラグナロク, 72,丹内祐, 0.6, 75,   6,* 10, 6, 14.0,⑩⑪⑩, 5,15,Ｋキトゥンブルｰ, 67,丸田恭, 0.3, 70,*  2,   8, 5, 11.9,⑤⑤③, 5,14,Ｋハイタッチクイｰン, 73,川須栄, 0.3, 83,*  0,  17, 4,  8.4,①①②
 6,10,Ｊニライジンク, 46,松山弘, 0.7, 57,   2,  -5,11, 37.2,③③②, 6, 3,Ａリンガスアクタｰ, 82,中舘英, 0.6, 74,   7,   7, 3,  6.0,⑫⑦⑤, 6, 4,Ｄアルファメガハｰト, 73,伊藤工, 0.5, 73,  -3,  17,10, 48.5,⑬⑫⑧, 6,12,Ｅマイネルプリマス, 76,丹内祐, 0.3, 85,* -1,  19, 5, 10.8,②③④
 7,14,Ｂシｰフェリックス, 59,太宰啓, 1.0, 55,   0,  -4, 7, 14.1,⑧⑦⑦, 7, 2,Ｋクリノソｰニャ, 66,杉原誠, 1.1, 71,   8,   1,11, 83.9,⑤④④, 7, 9,Ｍトｰセンフリｰジア, 64,川島信, 0.6, 74,  -3,  17,12, 65.9,⑯⑭⑫, 7, 5,Ｈハギノアスラン, 74,鮫島良, 0.4, 83,*  0,  17,13, 65.5,③②①
