12年 6月16日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 6月16日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  芝2970m 3歳上未勝利 定量,,,,,,,,,,,,■ 7R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  ダ1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鶴見特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｃエｰシンセノｰテ, 56,佐藤哲,, 63,* 10, -13, 2,  3.5, ①①, 1, 3, ダイシングロウ,,小坂忠,,,,, 4,  7.9,②②①, 1, 8,Ａサンクフルネス, 75,国分優,, 65,  -6,* 10, 2,  3.9, ⑩⑨, 1, 5,Ｆサダムグランジュテ, 79,和田竜,, 81,*  7,  11, 4, 12.4, ③③
 2, 4,Ｂアウトシャイン, 56,ウィリ, 0.6, 50,   5, -18, 1,  2.7, ④③, 2, 2, スｰサンストリｰム,,植野貴,198.2,,,, 1,  1.5,⑤③③, 2, 3,Ｂマサノボラｰレビア, 72,幸英明, 0.0, 64,*  3,  -2, 3,  4.1, ①①, 2, 4,Ｊサマｰソング, 75,松山弘, 0.0, 80,   3,* 15, 8, 42.7, ⑧⑧
 3, 8,Ｄダンツレパｰド, 50,幸英明, 0.6, 48,  -1, -12, 4,  6.1, ⑥⑥, 3, 5, モズハリケｰン,,林満明,198.8,,,, 3,  6.6,③④④, 3, 7, アヴォカ,---,和田竜, 0.1, 64,  -2,   5, 6, 27.0, ⑦⑥, 3, 7,Ｃトキノエクセレント, 83,川田将, 0.1, 81,   2,* 15, 3,  7.2, ⑨⑦
 4, 6,Ｅウイングリｰト, 42,高倉稜, 0.7, 47,   0, -14, 6, 18.7, ⑤⑤, 4, 4, ドラゴンハンタｰ,,五十嵐,199.0,,,, 2,  6.1,⑦⑥⑤, 4,15,Ｃオウケンイチゲキ, 63,福永祐, 1.0, 57,   2,  -7, 1,  2.2, ⑥④, 4, 3,Ａサクラインザスカイ, 85,ウィリ, 0.2, 81,*  9,   7, 2,  6.2, ①①
 5, 2,Ｆセルリアンルｰベラ, 42,国分優, 1.0, 45, -15,* -2, 7, 26.6, ⑪⑪, 5, 7, レｰガン,,黒岩悠,199.3,,,, 5, 13.1,①①②, 5, 9,Ｆクリノビックリ, 50,鮫島良, 1.0, 60,  -3,   1,10, 83.8, ⑨⑧, 5, 2,Ｂスノｰドラゴン, 83,渡辺薫, 0.2, 81,   4,  12, 1,  1.5, ⑤⑤
 6, 3,Ｈコスモコルデス, 39,太宰啓, 1.3, 38,  -6, -15, 9, 73.0, ⑦⑨, 6, 1, ヨンハメモリｰ,,難波剛,202.5,,,, 6, 30.1,④⑤⑥, 6,16,Ｇアリエルシチｰ, 50,小坂忠, 1.5, 51,*  3, -14, 9, 58.1, ③③, 6,15,Ｉナイトオブザオペラ, 76,福永祐, 0.8, 74,   6,   5, 5, 16.7, ④④
 7,10,Ｊカシノパシオン, 34,渡辺薫, 1.7, 34,  -6, -21,10, 83.0, ⑩⑧, 7, 6, コパノハリケｰン,,今村康,202.8,,,, 9,105.3,⑥⑦⑦, 7, 2,Ｊリネンハウス, 44,太宰啓, 2.2, 47, -10,  -5,12,118.0, ⑬⑫, 7,12,Ｇカリスマサンスカイ, 79,藤岡康, 0.8, 74,  -4,* 14, 6, 21.2, ⑭⑬
 8, 5,Ｉシゲルオヒツジザ, 39,中井裕, 1.7, 34,  -8, -19, 8, 63.0, ⑨⑩, 8, 9, ドクトルスズカ,,北沢伸,207.6,,,, 7, 64.2,⑨⑧⑧, 8,12, ロｰレルアウェイク,---,浜中俊, 2.3, 50, -32,* 22, 7, 28.3, ⑭⑭, 8, 8,Ｐネオシｰサｰ, 68,国分恭, 0.9, 73,  -1,  12,13,335.7, ⑫⑪
