12年 5月12日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 5月12日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 7R  ダ1400m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■10R  芝1200m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,彦根ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｄメテオｰリカ, 57,小牧太,, 65,  -1,*  3, 6, 16.1,⑪⑦⑦, 1,16,Ｂサンライズメジャｰ, 70,四位洋,, 67,*-10,*  4, 1,  2.1, ⑥④, 1, 7,Ｄキングブラｰボ, 75,幸英明,, 73,   6,   5, 2,  4.4, ④④, 1, 1,Ｄエｰシンヒットマン, 78,浜中俊,, 79,  12,   0, 1,  2.2, ③③
 2, 6, エｰシンルクソｰル,---,川田将, 0.3, 63,*  0,  -1, 4,  9.3,⑩⑥④, 2,13,Ｅマイネルアルティマ, 62,和田竜, 0.4, 64, -11,*  2, 6, 13.4, ⑧⑧, 2, 1,Ａホクセツキングオｰ, 78,和田竜, 0.0, 74,*  9,   2, 1,  2.0, ①①, 2, 4,Ｃジュエルオブナイル, 79,川田将, 0.1, 80,* 15,  -4, 5, 12.0, ①①
 3, 4,Ｅアッパレオリュウ, 53,和田竜, 0.3, 62,  -2,*  1, 7, 28.0,⑤⑧⑧, 3,15,Ｄトｰコｰレガｰロ, 64,安藤勝, 0.5, 60,*-10,  -3, 4,  7.9, ④③, 3, 5,Ｃメモリｰパｰミット, 76,古川吉, 0.2, 70,   1,* 10, 3,  6.1, ⑧⑦, 3,11,Ｇタガノラヴキセキ, 74,池添謙, 0.1, 74,   3,*  8, 7, 18.5, ⑬⑭
 4,12,Ａアグネスダリム, 66,中井裕, 0.4, 61,  -1,  -1, 2,  3.1,③⑤⑥, 4, 9,Ｐアイファｰファルコ, 23,丸野勝, 0.6, 58,* -8,  -7,15,311.4, ①①, 4, 4,Ｂブラックイレブン, 77,中井裕, 0.8, 67,   4,   1, 4, 12.0, ⑥⑤, 4,13,Ｋハノハノ, 73,幸英明, 0.2, 77,  12,  -3, 4, 10.1, ⑥⑤
 5,14,Ｂウインアルエット, 62,村田一, 1.1, 56,*  0, -11, 3,  5.6,①①①, 5, 7,Ｃトウカイジョイフル, 65,国分優, 0.7, 60, -12,  -3, 3,  6.2, ⑦⑦, 5, 3,Ｉエリモレインボｰ, 66,国分優, 0.9, 66,*  7,  -4, 8, 27.6, ②②, 5, 3,Ｎマッキｰコバルト, 72,古川吉, 0.2, 76,   8,   1,11, 39.5, ⑦⑩
 6, 5,Ｉケンブリッジアリス, 44,幸英明, 1.1, 56,*  0,  -9, 8, 68.0,⑥④③, 6,12,Ｇリュウシンアクシス, 58,川田将, 0.9, 53,*-10, -10, 5, 10.0, ②②, 6, 6,Ｆリズミックビｰト, 69,太宰啓, 0.9, 65,  -1,*  6, 5, 13.2, ⑪⑫, 6,14,Ｌオｰルブランニュｰ, 73,小牧太, 0.3, 71,  -2,* 10,13, 89.1, ⑯⑮
 7,13,Ｃフェアリｰロンド, 61,池添謙, 1.4, 52,*  0, -13, 1,  2.5,④②②, 7, 4,Ａオリｰブジュエル, 71,小牧太, 1.0, 55, -12,  -7, 2,  4.5, ⑰⑤, 7,15,Ｈピエナセレブ, 66,国分恭, 1.1, 65,   0,   6,11, 57.9, ⑬⑨, 7,16,Ｍウインバンディエラ, 72,佐藤哲, 0.4, 72,   4,   2,10, 36.4, ⑫⑫
 8,10,Ｆサダムクックパイン, 49,尾島徹, 2.0, 52,  -5,  -6,12,157.6,⑬⑫⑩, 8, 6,Ｆアクシｰバンダム, 60,渡辺薫, 1.1, 56, -16,  -1, 9, 83.2, ⑬⑮, 8,10,Ｇネオエピック, 67,小牧太, 1.4, 64,*  8,  -8, 9, 29.8, ③③, 8, 2,Ｊラインアンジュ, 74,四位洋, 0.5, 69,   3,   2, 3,  9.8, ⑭⑬
 9, 7,Ｌギブアリｰズン, 32,菱田裕, 2.3, 50, -11,*  1,14,212.3,⑭⑭⑬, 9, 3,Ｏエルマカロン, 39,尾島徹, 1.3, 50, -11, -11,13,268.1, ⑤⑥, 9, 9,Ｋロｰズリパブリック, 61,北村友, 1.4, 63,   3,  -2,10, 53.2, ⑦⑧, 9,12,Ｆボｰダレスワｰルド, 74,北村友, 0.5, 70,   8,  -3,14, 97.3, ⑩⑧
10, 1,Ｈサンレイキンキｰ, 48,浜中俊, 2.5, 48,*  0, -20, 5, 10.6,②③⑤,10, 2,Ｎスリｰエンペラｰ, 40,武英智, 1.3, 51, -13,  -9,10, 96.5, ⑩⑩,10, 2,Ｊアスｰルアラテラ, 63,浜中俊, 1.6, 61,  -3,   5, 6, 20.3, ⑮⑭,10, 6,Ｈダイメイザクラ, 74,嘉藤貴, 0.6, 73,* 14,  -9, 2,  5.6, ②②
