12年 4月14日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 4月14日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利 馬齢,,,,,,,,,,,,■ 4R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 7R  ダ1150m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■10R  芝1200m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,雪うさぎ賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ａワｰルドエンド, 67,吉田隼,, 65,*  2,*  6, 1,  1.4, ①①, 1, 2,Ａセンキ, 66,柴山雄,, 63,* -3,* 16, 2,  2.8,⑮④④, 1,15,Ｃサマｰコｰド, 72,吉田隼,, 66,* 12,  -1, 2,  3.8, ③③, 1, 3,Ａアｰスソニック, 78,松田大,, 68,   5,   0, 1,  2.0, ④⑤
 2, 4,Ｂバトルマグマ, 59,江田照, 1.1, 55,*  0,  -2, 2,  3.9, ②②, 2, 8,Ｄスズカキングダム, 57,松田大, 0.8, 58,* -3,   9, 3,  9.4,④③③, 2, 7,Ａウネントリッヒ, 76,勝浦正, 0.0, 64,   7,   2, 1,  3.1, ⑦⑥, 2, 8,Ｂツヨシノブルｰム, 67,竹之下, 0.2, 65,   1,   1, 4, 12.0, ⑩⑥
 3, 6,Ｃエメラルホｰム, 39,丸田恭, 1.6, 50,*  1,  -7, 5, 25.5, ③③, 3, 1,Ｊドリｰムプログラム, 50,松山弘, 0.9, 59,  -9,* 19, 8, 48.8,⑫⑮⑪, 3, 1,Ｆオンワｰドセジｰル, 68,西村太, 0.0, 63,   5,   3, 4,  9.9, ⑨⑨, 3, 6,Ｌシルクブルックリン, 53,鮫島良, 0.4, 62, -16,* 14, 3,  8.8, ⑮⑮
 4, 8, ハイアットリｰフ,---,伊藤工, 2.0, 45,  -5,  -8, 3, 16.9, ④⑤, 4,12,Ｂリアライズバリメタ, 63,大野拓, 1.0, 55,  -4,   8, 5, 11.6,⑭⑥⑥, 4, 3,Ｈテングジョウ, 65,宮崎北, 0.0, 60,  -4,* 11, 6, 14.0, ⑮⑫, 4,10,Ｄオオタニジムチョウ, 64,増沢由, 0.6, 60,   1,  -4, 5, 15.3, ⑪⑧
 5,11, アレクト,---,大野拓, 2.3, 41, -10,  -6, 6, 27.1, ⑤④, 5, 5,Ｅミッキｰジュピタｰ, 57,藤懸貴, 1.2, 53,  -5,  10, 1,  2.4,⑥⑨⑨, 5, 9,Ｂサクラティアモ, 73,藤懸貴, 0.2, 62,   9,  -1, 5, 10.2, ④④, 5,11,Ｏアルファジョイｰ, 41,中谷雄, 0.6, 60,  -1,  -3, 8, 21.5, ⑧⑩
 6, 5, ファｰストウインク,---,宮崎北, 2.4, 39, -26,*  3, 4, 25.2, ⑧⑧, 6, 4,Ｃメイショウイチフジ, 59,吉田隼, 1.5, 51,  -4,   4, 7, 17.4,③⑤⑤, 6, 2,Ｅイケトップクイｰン, 71,大野拓, 0.4, 62,* 12,  -5, 3,  7.3, ①①, 6,12,Ｅシンワクイｰン, 64,梶晃啓, 0.8, 58,*  7, -13,12, 62.1, ③③
 7, 1,Ｄカミノフルハウス, 22,長岡禎, 2.8, 36, -20,  -4,11,118.7, ⑥⑥, 7, 7,Ｇスリｰフラッシュ, 52,村田一, 1.6, 53,  -5,   5, 4, 11.3,⑤⑧⑦, 6, 8,Ｊケツァｰル, 60,柴山雄, 0.4, 58,   2,   3,10, 28.0, ⑩⑪, 7,14,Ｊキクノストｰム, 57,荻野琢, 0.8, 57, -10,*  3,11, 36.3, ⑭⑭
 8, 9, リリｰズソング,---,西田雄, 3.7, 26, -21, -11, 8, 52.4, ⑦⑦, 8, 3,Ｋベルガリオン, 50,木幡初, 2.0, 51,  -7,   6, 6, 17.1,⑨⑪⑩, 8,10,Ｍコｰリンハッピｰ, 58,菅原隆, 0.4, 63,* 12,  -6,14,146.5, ②②, 8, 7,Ｆシゲルシバグリ, 63,松山弘, 0.8, 56,  -9,   2, 7, 19.6, ⑬⑬
