12年 5月 6日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 5月 6日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 4R  芝2910m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝2000m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■10R  芝2400m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,
 5,12,Ａプリンシペアスｰル, 67,中井裕, 1.6, 60,*  3,  -3, 2,  4.3,②②②, 5, 7,Ｉスマｰトアスタｰ, 40,石橋守, 0.5, 46,  -8, -18, 9, 53.7, ③③, 5, 6,Ｉコルｰジャ, 71,国分優, 1.0, 70,  -3,* 18, 7, 22.5,⑫⑬⑫, 5, 4,Ｉケンブリッジエル, 73,和田竜, 0.5, 81,  -1,   9, 8, 15.8, ⑥⑥
 6, 3,Ｃタマモライオン, 61,和田竜, 2.1, 57,   0,  -2, 1,  4.2,⑧⑨⑧, 6, 9,Ｅカリブストｰリｰ, 50,藤田伸, 0.8, 43,* -6, -23, 4,  7.7, ②②, 6, 9,Ｌデルマインドラ, 63,竹之下, 1.0, 66,*  2,   8, 9, 39.0,④④⑤, 6, 5,Ｊツルマルネオ, 73,国分優, 0.6, 80,  -2,   9,10, 30.6, ⑧⑦
 7, 1, メルシｰラスカル,---,小林徹, 2.3, 59,   1,  -5, 7, 11.5,⑥⑧⑦, 7, 8, スケルツァンド,---,中井裕, 0.9, 44, -12, -13, 6, 10.7, ⑩⑬, 7,12,Ｋイｰグル, 68,鮫島良, 1.1, 69,   0,  11, 8, 23.7,⑧⑦⑧, 7, 2,Ｈオｰセロワ, 75,石橋脩, 0.7, 76,*  7,  -1, 3,  4.9, ①①
 8,15,Ｂシュタインガｰデン, 66,川島信, 2.5, 53,  -2,  -3, 4,  6.5,⑯⑪⑪, 8, 6, シルクベルジュｰル,---,太宰啓, 1.1, 39, -10, -19,10, 76.9, ⑪⑩, 7,10,Ｂメイショウシャイン, 75,渡辺薫, 1.1, 70,  -1,  12, 6, 21.1,⑪⑨⑨, 8,11,Ｃルナキッズ, 84,藤田伸, 0.9, 75,  -1,   4, 6, 12.2, ⑦⑧
 9, 7,Ｈヒデノリｰド, 56,高田潤, 2.5, 54,  -1,  -4, 8, 14.6,⑩⑩⑩, 9,11,Ｄロｰドアｰク, 54,鮫島良, 1.3, 38,  -9, -26,11,180.7, ⑧⑧, 9, 3,Ｈテイエムエビスオｰ, 71,芹沢純, 1.2, 65,*  2,   6, 5,  8.8,③③③, 9, 7,Ａセブンシｰクィｰン, 85,野元昭, 1.0, 71,   4,  -3, 9, 26.2, ③③
10, 2,Ｉチキリリキオｰ, 54,鮫島良, 2.6, 57,  -4,   2,14,130.7,⑭⑮⑭,10, 1,Ｊクリノビｰム, 34,菱田裕, 1.5, 37, -11, -22,12,211.6, ⑫⑪,10,13,Ｃテイエムサウスダン, 75,太宰啓, 1.4, 63,*  4,   1, 4,  8.6,①①①,10, 3,Ｅベイリングボｰイ, 83,渡辺薫, 1.1, 74, -11,  12, 7, 14.7, ⑪⑪
11, 5, エリモルビｰノ,---,国分優, 2.7, 53,   1, -10,12, 93.3,⑦⑥⑨,11,12,Ｃストレｰトラブ, 57,石橋脩, 1.7, 36, -11, -24, 8, 22.2, ⑬⑭,11,14,Ｅバイオレントナイト, 74,長谷川, 1.6, 62,   1,   4,10, 56.0,⑤⑤⑥,11,10,Ｇショウナンカザン, 78,長谷川, 1.1, 72,  -3,   4,11, 32.3, ⑨⑨
12, 4,Ｄスペクトルジｰン, 60,花田大, 2.9, 52,  -2,  -5,13, 94.0,⑫⑫⑫,12, 3, キッピス,---,小林徹, 1.8, 32, -10, -31, 7, 18.3, ⑨⑨,12, 8,Ｍロッセ, 60,中井裕, 2.3, 59,  -2,   4,12,111.8,⑩⑪⑩,,,,,,,,,,,,
13, 8,Ｅマンノプロジェクト, 58,太宰啓, 2.9, 51,   2, -13, 5,  8.3,④④⑤,13,13, ツルミラトラｰタｰ,---,川島信, 2.9, 25, -10, -45,13,219.6, ⑭⑫,13, 4,Ｎエｰシンアイネアス, 47,川島信, 2.4, 58,  -5,  10,13,152.4,⑭⑭⑭,,,,,,,,,,,,
14, 9,Ｊスノｰウエｰブ, 50,長谷川, 3.6, 47,  -3,  -9,11, 78.3,⑮⑭⑬,14,10,Ｈキリシマハッピｰ, 41,渡辺薫, 3.7,  4,* -6, -66,14,223.8, ④④,14, 7,Ｊシャインストｰン, 70,菱田裕, 2.5, 57,  -2,   3,14,194.7,⑦⑩⑬,,,,,,,,,,,,
15,13,Ｋデュラブルバイオ, 42,菱田裕, 5.1, 38,  -5, -17,16,192.6,⑬⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,10,Ｍシゲルココナッツ, 37,田中健, 6.4, 30,  -3, -33,15,169.2,⑨⑬⑮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:-11 馬場:良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:87 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:-6),,,,,,,,,,,
"単勝:7,550円 複勝:11=3,130円 06=200円 16=340円 枠連:960円",,,,,,,,,,,,単勝:300円 複勝:04=120円 14=130円 02=170円 枠連:280円,,,,,,,,,,,,単勝:690円 複勝:02=190円 01=120円 05=930円 枠連:520円,,,,,,,,,,,,単勝:800円 複勝:08=270円 01=190円 06=200円 枠連:790円,,,,,,,,,,,
"馬連:44,670円 ワイド:06-11=10,540円 11-16=26,560円 06-16=1,210円",,,,,,,,,,,,馬連:540円 ワイド:04-14=210円 02-04=370円 02-14=410円,,,,,,,,,,,,"馬連:630円 ワイド:01-02=290円 02-05=3,550円 01-05=1,560円",,,,,,,,,,,,"馬連:1,750円 ワイド:01-08=860円 06-08=800円 01-06=490円",,,,,,,,,,,
"馬単:121,910円 3連複:198,960円 3連単:806,200円",,,,,,,,,,,,"馬単:1,040円 3連複:1,080円 3連単:4,690円",,,,,,,,,,,,"馬単:1,690円 3連複:8,570円 3連単:40,760円",,,,,,,,,,,,"馬単:3,570円 3連複:3,410円 3連単:21,230円",,,,,,,,,,,
■ 3R  芝1600m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 6R  ダ1400m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,,■ 9R  芝2000m 3 歳500万(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■12R  ダ1400m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,矢車賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｆマイネルオラシオン, 56,川島信,, 61, -10,* -2, 5, 18.2, ⑨⑨, 1, 7,Ｃナガラオリオン, 69,渡辺薫,, 78,  -3,* 17, 2,  3.4, ⑧⑦, 1, 5,Ｂアロマティコ, 77,佐藤哲,, 73,   0,* 12, 2,  3.3,⑦⑥⑥, 1, 3,Ｐフレイムヘイロｰ, 60,田中健,, 75,* 12,   4, 9, 44.8, ②②
 2, 6,Ｃデジタルハｰツ, 62,藤田伸, 0.0, 57,* -6, -10, 2,  2.9, ①①, 2, 5,Ｇスズカジョンブル, 60,長谷川, 0.3, 74,  -4,* 16, 7, 24.1, ⑨⑨, 2, 8,Ｅフレイムコｰド, 66,国分優, 0.4, 67,*  3,   1, 3,  4.7,①①①, 2,14,Ｂセブンサミッツ, 81,和田竜, 0.0, 73,   9,   7, 5, 13.9, ⑥⑥
 3, 1,Ｂマイネルクルタナ, 62,太宰啓, 0.1, 54,* -7,  -8, 3,  6.9, ④④, 3, 8,Ｂジョウショｰキング, 73,石橋脩, 0.7, 70,  -1,   9, 1,  3.2, ⑥⑤, 3, 2,Ａタガノミュルザンヌ, 79,石橋脩, 0.5, 69,  -1,* 10, 1,  3.0,⑧⑧⑧, 3,12,Ａエｰシンポルックス, 83,佐藤哲, 0.3, 70,   8,   6, 1,  1.7, ⑨⑦
 4,13,Ｇカナッタリ, 54,和田竜, 0.1, 59, -10,* -3, 4, 10.7, ⑩⑩, 4, 2,Ｄジョウノメジャｰ, 66,藤田伸, 1.0, 68,   0,   6, 5, 10.2, ④④, 4, 7,Ｉグインネヴィア, 50,和田竜, 0.5, 66,   0,   5, 7, 18.0,④⑤④, 4,11,Ｃマジックアロｰ, 78,芹沢純, 0.3, 71,   5,*  9, 8, 32.6, ⑫⑩
 5,12,Ｈニホンピロナンシｰ, 52,芹沢純, 0.3, 52,* -7, -13,11, 53.8, ③③, 5, 6,Ａスランジバｰル, 75,佐藤哲, 1.1, 65,  -3,   7, 4, 10.2, ⑦⑧, 5, 9,Ｆニｰレンベルギア, 64,川島信, 0.6, 66,*  1,   1, 4,  6.4,②②②, 5, 9,Ｆスイングエンジン, 76,中井裕, 0.5, 69,   9,   3, 7, 26.3, ⑤⑤
 6, 4,Ｌキャニオンリンダ, 43,中村将, 0.5, 54, -13,* -3,12, 58.9, ⑫⑪, 6,11,Ｅフレンチトｰスト, 66,太宰啓, 1.2, 66,   0,   3, 3,  3.5, ③③, 6, 3,Ｇブライティアトップ, 63,田中健, 0.6, 65,  -2,   6, 6, 14.7,⑥⑦⑦, 6,13,Ｋラディアｰレ, 71,国分優, 0.6, 71,* 14,  -5, 4, 13.2, ①①
 7, 2,Ｅワンダｰヴォｰグ, 58,鮫島良, 0.5, 52,  -9, -13,10, 51.8, ⑥⑤, 7, 9,Ｉキンショｰキラ, 58,川島信, 1.6, 62,  -8,   9,10, 85.9, ⑪⑩, 7, 1,Ｄシゲルサクランボ, 67,太宰啓, 1.5, 55,  -3,  -2, 9, 84.3,⑨⑨⑨, 7, 7,Ｏキングコｰリンオｰ, 66,太宰啓, 0.7, 69,   8,   4,10, 52.7, ⑧⑨
 8, 7,Ａマｰティンボロ, 65,武幸四, 0.6, 48,* -7, -17, 1,  2.5, ②②, 8, 3,Ｈエｰシングランダム, 58,和田竜, 1.8, 60,  -1,  -1, 6, 13.9, ⑤⑥, 8, 4,Ｈアンビｰタブル, 53,鮫島良, 1.5, 55,*  1, -11, 8, 78.3,③③③, 8,16,Ｈマｰブルデイビｰ, 74,渡辺薫, 0.9, 67,   3,   6,13,169.3, ⑭⑬
 9,10,Ｍカシノチャｰム, 38,小坂忠, 0.8, 45,  -9, -17,18,353.6, ⑦⑦, 9,10,Ｊシゲルドリアン, 52,武幸四, 2.1, 61,  -4,   0, 9, 75.6, ⑩⑪, 9, 6,Ｃアラドヴァル, 71,長谷川, 1.7, 52,*  1, -14, 5,  9.9,⑤④⑤, 9,15,Ｄサｰランスロット, 78,藤田伸, 1.0, 67,* 11,  -4, 3,  7.0, ③③
10, 3,Ｐイロッポイ, 33,花田大, 1.1, 45, -15, -11,14,149.5, ⑪⑫,10, 4,Ｋゴｰルドフレンド, 50,鮫島良, 2.5, 56,*  1, -10,11,100.2, ②②,,,,,,,,,,,,,10, 5,Ｊシルクドミニオン, 73,石橋守, 1.0, 63,  -1,* 12,11, 74.5, ⑯⑮
11,14,Ｊクｰルラオウ, 48,国分優, 1.1, 44,  -9, -20, 8, 42.5, ⑧⑧,11, 1,Ｆテイエムシシオｰ, 64,国分優, 3.8, 45,*  2, -21, 8, 61.4, ①①,,,,,,,,,,,,,11, 8,Ｎマジックモｰメント, 69,鮫島良, 1.1, 66,   5,   3,16,248.4, ⑪⑪
12,16,Ｉクロコサイレンス, 49,菱田裕, 1.3, 44, -16, -11, 6, 22.6, ⑬⑬,,,,,,,,,,,,,,,,,,,,,,,,,12, 1,Ｇスズカイルマン, 76,川島信, 1.2, 64,  10,  -4, 2,  5.8, ④④
13,18,Ｄガラシア, 61,石橋脩, 1.5, 46, -21,* -5, 9, 50.0, ⑰⑰,,,,,,,,,,,,,,,,,,,,,,,,,13, 2,Ｌメイショウゴモン, 70,長谷川, 1.2, 63,   5,   1,12,123.5, ⑩⑫
14,15,Ｋサカジロキクチャン, 47,森一馬, 1.6, 36,* -7, -30,13, 76.0, ⑤⑥,,,,,,,,,,,,,,,,,,,,,,,,,14, 6,Ｉベストオブケン, 73,小坂忠, 1.3, 62,   3,   4,15,223.9, ⑬⑭
15,11,Ｒマｰティンスリｰプ, 29,渡辺薫, 1.7, 38, -18, -14,16,197.5, ⑭⑭,,,,,,,,,,,,,,,,,,,,,,,,,15, 4,Ｍアテｰナｰズブレス, 69,武幸四, 1.3, 65,   7,  -1, 6, 22.6, ⑦⑧
16, 8,Ｏエｰケｰベガ, 34,中井裕, 1.9, 38, -20, -14,17,292.9, ⑮⑯,,,,,,,,,,,,,,,,,,,,,,,,,16,10,Ｅツルマルシルバｰ, 77,花田大, 1.5, 59,  -1,   6,14,206.1, ⑮⑯
17, 9,Ｑオｰノシシャモ, 32,佐藤哲, 2.3, 32, -19, -22, 7, 29.8, ⑯⑮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,17,Ｎマルカディフィｰト, 37,石橋守, 2.6, 29, -22, -20,15,197.2, ⑱⑱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-2),,,,,,,,,,,
"単勝:1,820円 複勝:05=390円 06=140円 01=220円 枠連:2,990円",,,,,,,,,,,,"単勝:340円 複勝:07=170円 05=530円 08=150円 枠連:3,270円",,,,,,,,,,,,単勝:330円 複勝:05=120円 08=160円 02=130円 枠連:460円,,,,,,,,,,,,"単勝:4,480円 複勝:03=700円 14=270円 12=130円 枠連:3,610円",,,,,,,,,,,
"馬連:2,640円 ワイド:05-06=830円 01-05=1,260円 01-06=420円",,,,,,,,,,,,"馬連:5,130円 ワイド:05-07=1,320円 07-08=250円 05-08=1,330円",,,,,,,,,,,,馬連:810円 ワイド:05-08=270円 02-05=200円 02-08=280円,,,,,,,,,,,,"馬連:30,230円 ワイド:03-14=6,880円 03-12=1,410円 12-14=460円",,,,,,,,,,,
