12年11月11日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年11月11日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 4R  芝3000m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1300m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  芝1800m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
 9, 1,Ｈカシノラッキｰ, 41,二本柳, 1.9, 39,  -7, -12, 7, 51.4, ⑨⑨, 9, 9, パルジョｰイ,,江田勇,209.4,,,,13,185.0,⑪⑪⑧, 9,13,Ｆアｰティクラフティ, 73,石橋脩, 0.5, 69,   1,   6, 7, 13.6, ④⑤, 9, 5,Ｈエチゴイチエ, 79,石橋脩, 1.1, 79,   8,   7, 3,  8.9,⑫⑪⑪
10, 9,Ｍムネニアオリボン, 21,武士沢, 2.3, 36, -12, -10,13,145.1, ⑬⑬,10,14, トｰセンロマネ,,高野和,209.7,,,, 9, 90.6,⑬⑬⑪,10, 5,Ｎダイゴロｰ, 62,大庭和, 0.6, 69,  -6,* 13,15,176.8, ⑪⑪,10, 8,Ｌジャングルハヤテ, 69,武士沢, 1.2, 75,  14,  -4,11,191.3,④③③
11,13,Ｇミラクルチャンス, 43,田面木, 2.4, 34,  -8, -15, 8, 59.7, ⑩⑪,11, 5, シルバｰヒリュウ,,蓑島靖,210.3,,,,14,192.2,⑫⑫⑩,11, 8,Ｊシベリアンソアｰ, 65,勝浦正, 0.8, 67,  -4,  10,13, 90.2, ⑨⑨,11,12,Ｊアロマンシェス, 76,吉田豊, 1.4, 74,   8,   3,12,196.4,⑨⑩⑫
12,14,Ｉラグｰン, 39,江田照, 2.6, 33,  -5, -20,14,174.8, ⑤⑥,12, 3, オｰミハピネス,,草野太,214.2,,,,11,133.2,⑭⑭⑫,12,14,Ｅフランスギャル, 74,吉田豊, 0.9, 66,  -7,  12, 6,  9.8, ⑮⑮,12,10,Ｉフライバイワイヤｰ, 77,和田竜, 1.7, 71,  10,  -3,10, 47.5,⑪⑫⑩
13, 8,Ｌニシノラビッシュ, 27,和田竜, 2.7, 34,  -6, -19,12,140.8, ⑥⑦,,,,,,,,,,,,,13, 4,Ｉビッグサンダｰ, 66,和田竜, 1.1, 65,  -7,  10,14,110.7, ⑭⑬,,,,,,,,,,,,
14, 5,Ｎウエスタンイｰグル, 19,田中勝, 3.0, 29,  -9, -19,11, 91.0, ⑪⑩,,,,,,,,,,,,,14, 6,Ｏヒシマｰベラス, 62,熊沢重, 1.1, 66,  -7,  10,16,263.1, ⑬⑭,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15,15,Ｍスズノライジン, 63,田中勝, 1.2, 62,  -6,   8,12, 88.5, ⑫⑫,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16,16,Ｐスプリングピｰス, 42,戸崎圭,30.3,30.3---, -24, ---,10, 39.8, ⑯⑯,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:0),,,,,,,,,,,
"単勝:140円 複勝:02=110円 04=540円 07=650円 枠連:1,460円",,,,,,,,,,,,"単勝:580円 複勝:10=200円 04=160円 08=3,070円 枠連:930円",,,,,,,,,,,,"単勝:640円 複勝:03=250円 07=1,710円 02=260円 枠連:9,950円",,,,,,,,,,,,"単勝:200円 複勝:03=120円 04=330円 02=220円 枠連:1,600円",,,,,,,,,,,
"馬連:1,620円 ワイド:02-04=640円 02-07=690円 04-07=4,000円",,,,,,,,,,,,"馬連:870円 ワイド:04-10=380円 08-10=10,260円 04-08=8,340円",,,,,,,,,,,,"馬連:29,820円 ワイド:03-07=5,850円 02-03=810円 02-07=6,450円",,,,,,,,,,,,"馬連:1,300円 ワイド:03-04=430円 02-03=330円 02-04=1,230円",,,,,,,,,,,
"馬単:2,120円 3連複:8,280円 3連単:21,820円",,,,,,,,,,,,"馬単:2,130円 3連複:47,250円 3連単:254,770円",,,,,,,,,,,,"馬単:37,810円 3連複:57,220円 3連単:434,780円",,,,,,,,,,,,"馬単:1,850円 3連複:2,670円 3連単:10,570円",,,,,,,,,,,
■ 2R  芝1400m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 5R  芝1600m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1600m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■11R  ダ1600m 3歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ東京,,,,,,,,,,,,,,,,,,,,,,,,東京中日ｽﾎﾟｰﾂ杯武蔵野ｽﾃｰｸｽ ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｂノｰブルジュピタ, 54,吉田豊,, 50, -12,*  6,11, 50.6, ⑬⑬, 1, 9, ベステゲシェンク,---,北村宏,, 53, -40,* 22, 2,  3.5, ⑨⑧, 1,11,Ｃエンジョイタイム, 81,浜中俊,, 82,*  4,  15, 5,  9.1, ⑤③, 1, 4,Ｈイジゲン, 92,ムｰア,, 90,   6,* 24, 1,  3.1, ⑫⑩
 2, 5,Ｈディアラブクイｰン, 48,勝浦正, 0.0, 48,* -3,  -8, 8, 23.0, ①①, 2, 3, バロンドゥフォｰル,---,蛯名正, 0.1, 48,*-38,  14, 1,  2.3, ②②, 2,16,Ｋサトノティアラ, 75,勝浦正, 0.2, 80,*  5,  13, 6, 19.0, ②②, 2,14,Ｅガンジス, 95,蛯名正, 0.1, 89,   7,  22, 4,  8.5, ⑨⑨
 3,11,Ｅドリｰムサンサン, 51,和田竜, 0.1, 48,* -4,  -7, 4,  7.8, ②②, 3, 1, ジャストザオネスト,---,浜中俊, 0.5, 44, -39,  12, 8, 33.1, ④④, 3, 1,Ｅタイセイスティング, 79,蛯名正, 0.3, 80,   2,  16, 1,  3.8, ⑥⑦, 3,11,Ａダノンカモン, 97,武士沢, 0.3, 89,   6,  22, 6, 11.8, ⑧⑫
 4, 1,Ｍベルミュｰル, 21,田辺裕, 0.3, 47, -11,*  1,10, 28.2, ⑫⑫, 4, 5, オｰネットサクセス,---,武豊  , 0.5, 44,*-38,  10, 7, 19.9, ③③, 4, 8,Ａアメリカンウィナｰ, 84,福永祐, 0.3, 81,   1,* 19, 2,  3.8, ⑫⑩, 4,10,Ｇアドマイヤロイヤル, 92,安藤勝, 0.4, 85,   5,* 23, 8, 13.6, ⑬⑭
 5, 4,Ｇアイティコスモス, 50,福永祐, 0.4, 45,  -5,  -8, 9, 24.5, ④③, 5, 8, カフェリュウジン,---,勝浦正, 0.5, 43, -39,  11, 5, 13.3, ⑤⑤, 5,14,Ｉラフアウェイ, 76,ムｰア, 0.4, 77,*  5,  10, 8, 23.7, ①①, 5, 9,Ｎストロｰハット, 84,福永祐, 0.5, 87,   6,  21, 9, 15.1, ⑭⑪
 6, 7,Ｆポｰクチョップ, 50,田中勝, 0.6, 43, -10,  -5, 2,  4.2, ⑨⑪, 6, 4, カウウェラ,---,福永祐, 0.8, 42, -42,  12, 3,  5.5, ⑦⑦, 6,12,Ｂドゥｰアップ, 81,石橋脩, 0.4, 80,   0,* 18, 3,  4.7, ⑬⑪, 6,12,Ｆナムラタイタン, 95,熊沢重, 0.5, 89,   5,  22, 3,  6.4, ⑮⑮
 7, 3,Ｋシャインケニｰ, 29,浜中俊, 0.8, 40,  -8, -11, 3,  5.3, ⑧⑦, 7, 6, ラッキｰストリｰク,---,田辺裕, 1.0, 41, -45,  13, 9, 51.5, ⑩⑪, 7, 4,Ｄドリｰムザネクスト, 80,戸崎圭, 0.5, 77,   1,  16, 4,  6.7, ⑧⑨, 7, 3,Ｐトリップ, 68,田辺裕, 0.5, 85,   8,  18, 5, 10.7, ⑦⑥
 8,13,Ｉネオヴィヴィアン, 43,蛯名正, 0.8, 41,  -8,  -8, 6, 10.9, ⑪⑩, 8,10, ブラゾン,---,石橋脩, 1.1, 37, -40,   4, 4, 12.4, ⑥⑥, 8, 6,Ｆカレンジェニオ, 79,武豊  , 0.5, 78,   3,  12, 7, 23.5, ④⑤, 8,15,Ｉヒラボクワイルド, 91,浜中俊, 0.5, 86,   8,  18,12, 46.6, ⑩⑦
 9, 2,Ｊエメラルドリバｰ, 38,戸崎圭, 1.0, 37,  -6, -15, 1,  3.7, ⑤⑥, 9, 7, ショウナンアデヤカ,---,戸崎圭, 1.2, 36, -42,   7, 6, 13.9, ⑪⑩, 9,13,Ｐアｰスガルド, 68,北村宏, 0.7, 76,   3,  11,10, 25.4, ⑦⑥, 9, 6,Ｏスエズ, 83,石橋脩, 0.6, 85,*  8,  15,15,218.1, ⑤⑤
10,12,Ｌミヤビヴァｰジナル, 23,熊沢重, 1.2, 37,  -5, -19,13,167.9, ⑥⑤,10, 2, マコトオンディｰヌ,---,江田照, 1.3, 29,*-36,  -5,10, 82.6, ①①,10,15,Ｈテンゲントッパ, 77,江田照, 0.9, 75,   2,  12, 9, 24.9, ⑩⑧,10, 5,Ｄマルカフリｰト, 95,戸崎圭, 0.7, 83,   6,  18,11, 41.9, ⑥⑧
11,10,Ｃサマｰカエラ, 53,北村宏, 1.3, 34,  -7, -18, 5, 10.6, ⑩⑨,11,11, スｰパｰルｰセント,---,和田竜, 1.5, 34, -41,   3,11,106.1, ⑧⑨,11, 9,Ｍツリｰズオブホｰプ, 71,熊沢重, 1.2, 78,  -2,  16,12, 93.7, ⑯⑯,11, 7,Ｂシルクフォｰチュン, 96,武豊  , 0.8, 85,   4,  22, 7, 12.6, ⑯⑯
12, 8,Ｄムジョウノカゼ, 52,大庭和, 1.3, 34,  -7, -18,12, 99.7, ⑦⑧,,,,,,,,,,,,,12, 5,Ｎトレノソルｰテ, 71,大庭和, 1.2, 74,   0,  12,13,132.7, ⑨⑬,12,13,Ｋセイリオス, 87,田中勝, 1.1, 80,   5,  16,13,153.3, ⑪⑬
13, 9,Ａアンプレデクタブル, 55,石橋脩, 2.4, 22,  -5, -36, 7, 11.0, ③④,,,,,,,,,,,,,13, 7,Ｇコスモナダル, 78,上野翔, 1.3, 74,   0,  12,14,149.0, ⑪⑫,13, 2,Ｍアクティビュｰティ, 84,勝浦正, 1.2, 79,*  8,  10,14,217.1, ③③
,,,,,,,,,,,,,,,,,,,,,,,,14, 2,Ｌキクノレジｰナ, 74,石神深, 1.3, 72,   3,   5,15,230.3, ③④,14, 8,Ｃバｰディバｰディ, 96,北村宏, 1.2, 79,*  9,  10,10, 27.3, ④④
,,,,,,,,,,,,,,,,,,,,,,,,15, 3,Ｊエタｰナルロブロイ, 76,和田竜, 1.5, 73,  -2,  12,11, 66.2, ⑭⑭,15, 1,Ｊナムラビクタｰ, 88,和田竜, 1.4, 79,   8,   9, 2,  6.2, ②②
,,,,,,,,,,,,,,,,,,,,,,,,16,10,Ｏトｰセンディケム, 70,吉田豊, 1.8, 70,  -2,   9,16,256.7, ⑮⑮,16,16,Ｌアｰリｰロブスト, 86,吉田豊, 2.2, 72,*  9,   1,16,258.4, ①①
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-22 ﾚｰｽｱｶﾞﾘ指数:+14 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:90 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:1),,,,,,,,,,,
"単勝:5,060円 複勝:06=1,190円 05=520円 11=300円 枠連:3,650円",,,,,,,,,,,,単勝:350円 複勝:09=140円 03=120円 01=470円 枠連:290円,,,,,,,,,,,,"単勝:910円 複勝:11=320円 16=600円 01=180円 枠連:1,240円",,,,,,,,,,,,"単勝:310円 複勝:04=150円 14=240円 11=270円 枠連:1,140円",,,,,,,,,,,
"馬連:39,000円 ワイド:05-06=8,500円 06-11=5,230円 05-11=2,110円",,,,,,,,,,,,"馬連:340円 ワイド:03-09=190円 01-09=1,370円 01-03=1,000円",,,,,,,,,,,,"馬連:9,860円 ワイド:11-16=2,340円 01-11=1,040円 01-16=1,710円",,,,,,,,,,,,"馬連:1,400円 ワイド:04-14=620円 04-11=870円 11-14=1,880円",,,,,,,,,,,
"馬単:89,920円 3連複:73,370円 3連単:740,870円",,,,,,,,,,,,"馬単:870円 3連複:3,220円 3連単:11,960円",,,,,,,,,,,,"馬単:20,310円 3連複:14,980円 3連単:111,720円",,,,,,,,,,,,"馬単:2,010円 3連複:4,880円 3連単:18,240円",,,,,,,,,,,
■ 3R  芝1400m 2 歳新馬 馬齢,,,,,,,,,,,,■ 6R  ダ1400m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 9R  芝2000m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■12R  芝1400m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,ﾒｲｸﾃﾞﾋﾞｭｰ東京,,,,,,,,,,,,,,,,,,,,,,,,tvk賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5, スズノネイロ,---,勝浦正,, 68, -22,* 16, 4, 13.2, ⑦⑥, 1,13,Ｈケイアイレオｰネ, 61,ムｰア,, 73,   2,*  7, 2,  8.8, ⑪⑧, 1, 4,Ｅエアルプロン, 74,福永祐,, 87,  -4,* 21, 2,  3.1,⑤⑤④, 1,13,Ｂクリｰンエコロジｰ, 80,浜中俊,, 80,*  6,   8, 1,  2.7, ②②
 2,13, レッドオｰヴァル,---,福永祐, 0.2, 66, -24,* 17, 1,  1.4, ⑧⑧, 2,14,Ｃタイセイロバリｰ, 65,勝浦正, 0.0, 74,*  5,   4, 3,  9.3, ②②, 2, 2,Ｃマイネルシュライ, 83,ムｰア, 0.0, 85,  -1,  17, 1,  2.9,③③③, 2, 6,Ｄモンテフジサン, 80,福永祐, 0.2, 79,   4,* 10, 9, 28.9, ⑤⑤
 3, 9, ムｰドティアラ,---,北村宏, 0.9, 57, -26,* 10, 6, 19.4, ⑨⑨, 3, 3,Ａシュトラｰル, 85,蛯名正, 0.3, 72,*  7,   0, 1,  1.3, ①①, 3, 7,Ｉポｰルアックス, 70,北村宏, 0.1, 80,*  2,   8, 5, 17.9,①①①, 3, 3,Ｊマイネルアダマス, 75,石橋脩, 0.2, 80,   4,* 11, 8, 18.5, ⑥⑥
 4, 1, トｰホウギルス,---,蛯名正, 1.1, 51, -18,  -3, 3,  9.6, ②②, 4,10,Ｇイｰサンヘイロｰ, 61,吉田豊, 0.6, 68,   0,*  6,11,113.0, ⑫⑫, 4, 5,Ｇニシノボレロ, 71,勝浦正, 0.2, 84,  -2,  17, 7, 21.3,④④⑤, 4, 9,Ｇジョｰオリオン, 76,吉田豊, 0.3, 77,   5,   7, 7, 16.9, ④④
 5, 7, アルファグッキｰ,---,戸崎圭, 1.4, 46,*-16,  -9,10, 73.0, ③③, 5, 5,Ｋカシノピカチュウ, 58,大庭和, 0.7, 68,   4,   1,13,239.9, ④⑥, 5, 1,Ｈカリスマミッキｰ, 70,石橋脩, 0.2, 82,  -1,  11, 9, 71.1,②②②, 5, 2,Ｋミエノゴｰゴｰ, 73,ムｰア, 0.3, 78,   1,* 12, 2,  5.2, ⑨⑨
 6,11, ハｰマンミュｰト,---,浜中俊, 1.7, 43, -19, -10, 2,  7.8, ⑤⑤, 6, 8,Ｄサウンドトゥルｰ, 64,田辺裕, 0.9, 65,  -1,   4, 8, 41.7, ⑨⑬, 6, 9,Ｂヒラボクビクトリｰ, 83,浜中俊, 0.3, 85,  -5,  20, 3,  3.5,⑧⑦⑦, 6, 7,Ｆチャｰチクワイア, 76,北村宏, 0.5, 75,   3,   7, 3,  6.1, ⑦⑧
 7,12, フリｰマインド,---,武士沢, 1.8, 46, -26,   0,11,136.0, ⑩⑩, 7, 6,Ｂポルスタｰシャイン, 65,北村宏, 0.9, 66,   2,   1, 7, 33.3, ⑦⑨, 7, 3,Ｆダブルオｰセブン, 71,戸崎圭, 0.3, 85,  -5,* 21, 8, 30.1,⑥⑥⑥, 7, 4,Ａメイショウコウセイ, 81,武豊  , 0.6, 73,*  9,  -2, 5,  9.1, ①①
 8, 3, ベルモントレｰヌ,---,武豊  , 1.8, 40,*-14, -18, 9, 51.1, ①①, 8, 1,Ｍチェリｰサタｰン, 50,武士沢, 0.9, 66,   2,   1,14,391.0, ⑬⑪, 8, 8,Ａオリエンタルジェイ, 90,吉田豊, 0.4, 85,  -6,* 23, 6, 18.4,⑨⑨⑨, 8, 1,Ｃレッドクロス, 80,蛯名正, 0.7, 73,   0,   9, 4,  6.3, ⑪⑪
 9,10, メネフネ,---,田辺裕, 1.9, 41, -22,  -9, 7, 25.1, ⑥⑦, 9, 2,Ｉジョｰジジョｰジ, 59,江田照, 1.4, 62,   3,  -4,10, 61.0, ⑥⑤, 9, 6,Ｄオペラダンシング, 79,江田照, 0.7, 81,  -5,  17, 4,  9.8,⑦⑧⑧, 9, 8,Ｅザクリエイション, 78,大庭和, 0.9, 70,*  6,  -2,10, 63.5, ③③
10, 4, イメｰジガｰル,---,石橋脩, 2.0, 40, -20, -13, 8, 49.5, ④④,10, 4,Ｊショウナンアポロン, 58,福永祐, 1.5, 62,   4,  -8, 6, 29.7, ③③,,,,,,,,,,,,,10,10,Ｈロｰレルエルヴェル, 76,田辺裕, 1.0, 70,  -1,   6,11, 93.0, ⑫⑫
11, 6, マイネルルビウス,---,メンデ, 2.7, 34, -28, -10, 5, 19.3, ⑪⑪,11,11,Ｆメイショウオオカゼ, 62,和田竜, 1.5, 62,   3,  -7, 5, 18.2, ⑧⑦,,,,,,,,,,,,,11, 5,Ｉレト, 75,戸崎圭, 1.1, 68,   1,   2, 6, 13.2, ⑩⑩
12, 8, ミステリｰガｰル,---,大庭和, 3.3, 30, -37,  -6,13,228.7, ⑬⑬,12, 9,Ｅバイタルフォルム, 64,田中勝, 1.5, 60,   2,  -4, 4, 15.0, ⑩⑩,,,,,,,,,,,,,12,12,Ｌウインキングストン, 67,武士沢, 1.4, 64,   4,  -6,13,220.5, ⑧⑦
13, 2, ノｰブルファルコン,---,吉田豊, 3.6, 24, -34, -14,12,136.1, ⑫⑫,13, 7,Ｌコスモリｰプリング, 52,石橋脩, 2.6, 53,   4, -17, 9, 59.0, ⑤④,,,,,,,,,,,,,13,11,Ｍスレイプニル, 47,江田照, 7.2, -2, -20, -50,12,177.0, ⑬⑬
,,,,,,,,,,,,14,12, ウィンゲイル,---,戸崎圭, 3.2, 46,  -3, -12,12,235.9, ⑭⑭,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:68 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:0),,,,,,,,,,,
"単勝:1,320円 複勝:05=210円 13=110円 09=300円 枠連:630円",,,,,,,,,,,,"単勝:880円 複勝:13=210円 14=210円 03=110円 枠連:3,250円",,,,,,,,,,,,単勝:310円 複勝:04=140円 02=130円 07=300円 枠連:420円,,,,,,,,,,,,単勝:270円 複勝:13=150円 06=620円 03=390円 枠連:670円,,,,,,,,,,,
"馬連:770円 ワイド:05-13=340円 05-09=1,200円 09-13=410円",,,,,,,,,,,,"馬連:2,760円 ワイド:13-14=780円 03-13=260円 03-14=240円",,,,,,,,,,,,馬連:470円 ワイド:02-04=220円 04-07=500円 02-07=790円,,,,,,,,,,,,"馬連:4,100円 ワイド:06-13=1,370円 03-13=830円 03-06=3,760円",,,,,,,,,,,
"馬単:2,860円 3連複:2,330円 3連単:18,810円",,,,,,,,,,,,"馬単:6,720円 3連複:790円 3連単:12,180円",,,,,,,,,,,,"馬単:840円 3連複:1,910円 3連単:7,220円",,,,,,,,,,,,"馬単:5,240円 3連複:14,480円 3連単:66,650円",,,,,,,,,,,
