12年 2月11日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 2月11日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 4R  芝1400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 7R  芝1400m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  ダ1400m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,銀蹄ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ａニットウビクトリｰ, 63,柴田善,, 65,  -5,*  9, 3,  6.2, ⑯⑯, 1,15,Ｉトシザグレイト, 54,田中勝,, 72,  -3,* 17, 8, 27.0, ⑪⑬, 1, 1,Ｂハナズゴｰル, 67,田辺裕,, 81, -21,* 28, 5,  8.6, ⑭⑬, 1, 1,Ｄトウショウブリッツ, 86,中谷雄,, 82,   7,  19,12, 47.9, ③⑤
 2,14,Ｊガッダムアスカ, 50,石橋脩, 0.0, 67,   3,  -1, 1,  4.3, ④④, 2, 8,Ｃアポロドｰロス, 61,柴田善, 0.2, 70,  -1,* 11, 2,  5.1, ⑩⑩, 2, 8,Ｋコスモアクセス, 58,柴田大, 0.4, 73,*-14,  12,14, 73.1, ①①, 2,14,Ａガンマｰバｰスト, 94,横山典, 0.0, 82,*  9,  17, 1,  3.7, ⑥④
 3,10,Ｈストロングティラノ, 52,田辺裕, 0.1, 63,  -2,*  4, 2,  5.2, ⑫⑬, 3, 1,Ｂロｰズノｰブル, 62,内田博, 0.4, 69,   3,   5, 1,  2.2, ③④, 3,15,Ｅハッピｰシャワｰ, 65,後藤浩, 0.5, 71, -17,  15, 7, 17.9, ⑤⑤, 3,15,Ｉブラッシュアップ, 83,三浦皇, 0.1, 84,   1,* 27, 7, 15.3, ⑮⑮
 4, 8,Ｋブルｰイングリｰン, 47,三浦皇, 0.6, 60,  -1,  -2, 4,  7.0, ⑩⑩, 4, 9,Ｄベルシエロ, 58,吉田豊, 0.6, 64,  -3,*  9, 9, 27.3, ⑬⑫, 4,13,Ｇトップスカｰレット, 62,石橋脩, 0.6, 69, -17,  12, 8, 20.0, ③③, 4, 5,Ｋトキノエクセレント, 81,福永祐, 0.2, 82,   4,  21, 2,  4.6, ⑩⑩
 5, 4,Ｃブランドマックス, 57,田中博, 0.8, 59,   1,  -5,11, 37.6, ⑨⑤, 5, 5,Ｆコンパティビリティ, 57,クウィ, 0.7, 64,   1,   3, 7, 25.2, ⑦⑧, 5,12,Ａマイネルコランダム, 71,蛯名正, 0.7, 71, -20,  17, 2,  5.0, ⑪⑪, 5, 3,Ｍグロｰリｰルピナス, 80,武士沢, 0.2, 83,   3,* 22,14,118.1, ⑫⑫
 6,12,Ｌトウカイライト, 42,小林淳, 1.1, 56,  -3,  -3,15,125.4, ⑭⑫, 6,16,Ｇミッドナイトリバｰ, 57,蛯名正, 0.7, 64,*  5,  -2, 5,  9.6, ②②, 6,14,Ｉラパｰジュ, 61,三浦皇, 0.7, 69, -18,  13,11, 34.0, ⑦⑦, 6,11,Ｊファンドリカップ, 82,柴山雄, 0.2, 80,*  9,  15,13, 55.9, ②②
 7,13,Ｄプラタン, 56,柴田大, 1.1, 56,  -3,  -3, 9, 19.0, ⑮⑭, 7, 7,Ｊヨシｰルプリンセス, 52,後藤浩, 0.8, 63,   1,   2, 6, 22.6, ⑨⑨, 7, 4,Ｈダイワフェリス, 62,横山典, 0.8, 68, -21,  16, 4,  6.7, ⑩⑩, 7, 7,Ｏタイセイファントム, 79,石橋脩, 0.3, 82,   5,  20,11, 40.8, ⑪⑪
 8, 1,Ｅランザン, 55,中谷雄, 1.4, 55,   2, -13,10, 26.9, ③③, 8,10,Ａアズマスタｰフィｰ, 68,岩田康, 0.8, 62,   2,  -1, 3,  7.2, ⑤⑥, 8, 7,Ｍジョウテンオリｰヴ, 54,丸山元, 0.8, 67, -17,  11, 3,  6.2, ④④, 8, 2,Ｇヤマノサファイア, 83,内田博, 0.3, 81,   5,  19, 3,  6.1, ⑨⑨
