12年 5月19日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 5月19日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 4R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 7R  芝1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝2000m 4歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,御室特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ｃメイショウユメゴゼ, 64,武豊  ,, 71,*  7,*  5, 1,  2.7, ①①, 1, 7,Ｆバｰバラ, 57,武豊  ,, 69,*  8,  -2, 2,  4.1, ①①, 1,17,Ｍスタｰコレクション, 67,浜中俊,, 83,   3,* 14, 5, 10.9, ⑨⑨, 1, 1,Ｂクリスマスキャロル, 81,秋山真,, 88, -10,* 28, 3,  4.0,⑤⑤⑤
 2, 5,Ｅマリントウショウ, 59,浜中俊, 1.1, 62,  -3,*  4, 5,  9.6, ⑨⑧, 2, 6,Ｅメイショウコウボウ, 59,藤岡康, 0.3, 60,  -3,*  4, 5,  9.3, ⑫⑪, 2,10,Ｂメイショウテッサイ, 75,高倉稜, 0.2, 81,  -2,* 18, 9, 16.8, ⑮⑮, 2, 5,Ｆアマファソン, 72,川田将, 0.1, 88, -11,* 28, 2,  3.9,⑦⑧⑦
 3,10,Ｄラプタｰフィリｰ, 60,小牧太, 1.2, 61,*  5,  -4, 6, 18.5, ②③, 3,12,Ｊグランシャルム, 48,北村友, 0.4, 62,*  7,  -8, 6, 14.1, ②②, 3,12,Ｅジャニアリシックス, 73,藤田伸, 0.4, 81,   2,* 11, 7, 13.2, ⑬⑬, 3, 3,Ｄメｰデイア, 80,浜中俊, 0.1, 84,* -8,  21, 4,  7.7,①①①
 4, 2,Ｉキタサンテンニョ, 53,太宰啓, 1.4, 59,  -5,*  4,10,102.7, ⑩⑩, 4,15,Ｂテストマッチ, 63,池添謙, 0.5, 59,   2,  -4, 3,  4.8, ⑥⑥, 4, 1,Ｆマイティｰスコｰル, 72,菱田裕, 0.4, 79,   0,* 12, 8, 15.7, ⑫⑫, 4, 4,Ｅマコトサンパギｰタ, 77,池添謙, 0.3, 83,  -9,  21, 5, 11.4,④④③
 5, 4,Ｂダブルプライム, 66,和田竜, 1.4, 59,*  4,  -5, 3,  5.0, ③②, 5, 1,Ｌツルマルサンチャン, 46,川田将, 0.5, 60,   5,  -7, 8, 19.2, ④③, 5, 5,Ｇインパクトゲｰム, 72,福永祐, 0.5, 76,*  4,   4, 1,  3.1, ③④, 5, 2,Ｃビｰチパレｰド, 80,和田竜, 0.3, 84,  -9,  21, 6, 18.3,③③④
 6, 8,Ｆシゲルライム, 57,川島信, 1.6, 58,   2,  -3, 9, 59.3, ⑥⑤, 6, 3,Ｏマルｰチ, 23,幸英明, 0.6, 56,  -6,*  3,15,286.5, ⑭⑬, 6,14,Ａタｰフェル, 76,和田竜, 0.5, 78,*  4,   3, 2,  4.9, ⑥⑤, 6, 7,Ａロベルタ, 81,福永祐, 0.5, 82, -11,  21, 1,  2.3,⑧⑥⑥
 7,11,Ｈロｰザロッチェ, 53,藤岡康, 1.7, 56,*  4,  -8, 8, 35.2, ④④, 7, 4,Ｉコスモリトス, 50,川須栄, 0.6, 58,   0,  -2,10, 47.8, ⑩⑧, 7, 3,Ｏエナジｰハｰト, 61,小牧太, 0.8, 72,*  6,  -5,12,102.6, ①①, 7, 8,Ｇキンショｰオトヒメ, 72,川須栄, 0.7, 81, -10,  21, 8, 73.1,⑥⑦⑧
 8, 1,Ａテイケイフロックス, 70,幸英明, 1.8, 55,  -1,  -4, 4,  7.8, ⑦⑦, 8,14,Ａウインブリｰザ, 64,中井裕, 0.8, 52, -11,*  5,13, 87.1, ⑮⑮, 8,11,Ｃレオパルドゥス, 74,ウィリ, 0.8, 73,   0,   6, 3,  6.4, ⑭⑪, 8, 6,Ｈアンプレシオネ, 67,幸英明, 0.7, 77,* -8,  14, 7, 41.1,②②②
 9,12,Ｇワンサイドゲｰム, 55,渡辺薫, 2.0, 55,   1,  -7, 2,  3.6, ⑤⑥, 9,11,Ｃサカジロスイセイ, 63,国分恭, 0.9, 53,  -1,  -7, 4,  6.5, ⑨⑫, 9, 6,Ｎデｰヴァロｰカ, 63,松岡正, 0.9, 73,*  4,  -3,10, 28.9, ⑤⑥,,,,,,,,,,,,
10, 9,Ｊレガシｰゴｰルド, 50,福永祐, 2.0, 54,  -6,   0, 7, 34.6, ⑪⑪,10, 2,Ｈナムラダンサｰ, 55,藤田伸, 0.9, 54,  -1,  -7, 9, 30.6, ⑦⑦,10, 7,Ｄタマモマｰブル, 74,川須栄, 0.9, 73,   1,   2, 6, 11.9, ⑩⑧,,,,,,,,,,,,
11, 3, ストラルビｰ,---,北村友, 3.0, 44, -22,*  6,13,144.0, ⑭⑭,11, 9,Ｇタイキプリマドンナ, 56,浜中俊, 0.9, 55,   5, -12, 7, 18.3, ⑤⑤,11,18,Ｈオｰシャンビｰナス, 70,北村友, 1.1, 69,   3,  -2, 4,  9.0, ⑦⑩,,,,,,,,,,,,
12,16,Ｋタカノベンチャｰ, 42,菱田裕, 3.2, 42,  -9,  -9,11,106.9, ⑫⑬,12, 5,Ｄブレイムレスリｰ, 62,福永祐, 1.1, 51,  -3,  -6, 1,  3.8, ⑪⑩,12, 8,Ｊヒカリトリトン, 68,太宰啓, 1.3, 67,  -3,   5,16,220.3, ⑯⑯,,,,,,,,,,,,
13,15, ロングレナｰテ,---,国分恭, 3.3, 41,  -2, -16,12,126.5, ⑧⑨,13,16,Ｋアドマイヤマグマ, 47,高倉稜, 1.1, 49,  -6,  -4,14,192.3, ⑬⑭,13, 4,Ｉトウショウドライヴ, 69,川島信, 1.3, 74,  -4,   8,15,206.1, ⑰⑱,,,,,,,,,,,,
14,13,Ｌアイアンムガｰル, 32,中井裕, 3.7, 37, -10, -12,16,296.2, ⑬⑫,14,13,Ｎモンゴｰルド, 38,和田竜, 2.0, 41,*  6, -28,11, 61.3, ③④,14,13,Ｋタッチドヘヴンリｰ, 67,渡辺薫, 1.3, 68,   1,  -2,14,162.5, ⑪⑭,,,,,,,,,,,,
15, 6, テイエムオオヒ,---,野元昭, 4.1, 34, -23,  -3,14,210.4, ⑯⑮,15, 8, コンパルソリｰ,---,藤岡佑, 2.4, 34,   1, -28,12, 70.1, ⑧⑨,15, 2,Ｑアルドワｰズ, 53,藤岡康, 1.3, 68,   3,  -5,13,122.9, ⑧⑦,,,,,,,,,,,,
16, 7, ナムラクｰガｰ,---,石橋守, 4.2, 33, -23,  -4,15,279.6, ⑮⑯,16,10,Ｍシュガｰハｰトコン, 45,小坂忠, 2.8, 30, -17, -14,16,566.3, ⑯⑯,16,15,Ｐザルグｰン, 60,藤岡佑, 1.5, 70,  -2,   4,11, 62.9, ⑱⑰,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,17,16,Ｌダッシュソング, 67,国分恭, 1.6, 63,*  4, -14,18,432.9, ④③,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,18, 9,Ｒアイファｰコラソン, 40,幸英明, 2.4, 55,*  6, -27,17,282.4, ②②,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:77 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:-3),,,,,,,,,,,
"単勝:270円 複勝:14=150円 05=250円 10=390円 枠連:1,580円",,,,,,,,,,,,単勝:410円 複勝:07=190円 06=310円 12=450円 枠連:480円,,,,,,,,,,,,"単勝:1,090円 複勝:17=340円 10=630円 12=430円 枠連:4,500円",,,,,,,,,,,,単勝:400円 複勝:01=150円 05=140円 03=190円 枠連:0円,,,,,,,,,,,
"馬連:1,440円 ワイド:05-14=520円 10-14=920円 05-10=1,450円",,,,,,,,,,,,"馬連:1,990円 ワイド:06-07=870円 07-12=2,390円 06-12=4,020円",,,,,,,,,,,,"馬連:10,990円 ワイド:10-17=3,120円 12-17=2,450円 10-12=3,880円",,,,,,,,,,,,馬連:670円 ワイド:01-05=250円 01-03=320円 03-05=510円,,,,,,,,,,,
"馬単:2,290円 3連複:6,030円 3連単:23,760円",,,,,,,,,,,,"馬単:2,980円 3連複:20,540円 3連単:79,780円",,,,,,,,,,,,"馬単:23,080円 3連複:43,350円 3連単:273,070円",,,,,,,,,,,,"馬単:1,290円 3連複:1,850円 3連単:8,170円",,,,,,,,,,,
■ 2R  ダ1900m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 5R  芝1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 8R  ダ1400m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■11R  ダ1900m 4歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,東海ｽﾃｰｸｽ ＧⅡ,,,,,,,,,,
