12年 9月 2日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 9月 2日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 4R  ダ1700m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 7R  ダ1000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■10R  ダ1700m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,西日本ｽﾎﾟｰﾂ杯,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｅララガニエ, 53,和田竜,, 64,*  9,  -5, 1,  3.6, ①①, 1, 2,Ｄベルラピエル, 70,北村友,, 67,   2,   6, 2,  3.3,④④③, 1, 8,Ｋスズノオオタカ, 65,太宰啓,, 76,* 15,  -1,14,111.0, ②②, 1, 3,Ｇアドマイヤツバサ, 79,小牧太,, 77,* 11,   1, 6, 19.8,⑭③③
 2, 6,Ｈドリｰムハヤテ, 42,渡辺薫, 0.0, 65,*  9,  -5, 4,  6.1, ②②, 2, 7,Ｇアドマイヤクリス, 67,小牧太, 0.2, 67,   2,   6, 6, 10.1,⑨⑦⑦, 2, 7,Ｂフレンチトｰスト, 74,藤懸貴, 0.1, 72,  11,   1, 4,  8.2, ④⑤, 2,11,Ｅナリタスプリング, 81,幸英明, 0.0, 77,   8,   7, 3,  6.1,⑧⑧⑦
 3, 8,Ａゼンノビッグワン, 59,幸英明, 0.3, 59,   5,  -5, 2,  4.0, ③③, 3, 3,Ｃタツグレｰト, 70,佐藤哲, 0.2, 68,  -2,* 14, 4,  6.9,⑭⑬⑫, 3,10,Ｊシゲルユズ, 68,国分恭, 0.4, 67,   6,   2, 3,  6.8, ⑩⑨, 3,14,Ｆツルマルスピリット, 79,鮫島良, 0.0, 79,   9,   7, 7, 21.2,⑨⑨⑧
 4, 7,Ｉニシノモンクス, 39,小牧太, 0.3, 58,   0,* -2, 6, 12.0, ⑤⑥, 4, 6,Ｈメモリｰシリング, 64,酒井学, 0.2, 67,*  4,   1, 7, 39.7,②②②, 4,13,Ｃワイキキブリｰズ, 73,鮫島良, 0.4, 66,   3,   3, 8, 16.9, ⑪⑫, 4,10,Ｃコウエイチャンス, 81,松山弘, 0.1, 77,   5,* 12, 4,  7.5,⑮⑮⑪
 5, 1,Ｃメイショウアルファ, 55,松山弘, 0.5, 56,   3,  -5, 8, 22.9, ④④, 5,13,Ｅピラミッド, 69,幸英明, 0.3, 65,   0,   7, 3,  5.3,⑧⑪⑧, 5, 6,Ｉミヤジガンバレ, 68,高倉稜, 0.5, 69,  12,  -4, 2,  4.2, ③③, 5,12,Ｍシゲルモトナリ, 74,太宰啓, 0.3, 76,   6,*  8,10, 40.4,⑩⑬⑩
 6,14,Ｄオメガファイタｰ, 54,北村友, 0.9, 49,  -5,  -4, 3,  5.3, ⑧⑦, 6, 4,Ａワンダｰフィヌマン, 71,中井裕, 0.4, 64,*  4,   0, 5,  9.6,①①①, 6, 5,Ｇマウントフジ, 70,佐藤哲, 0.6, 62, -10,* 10,11, 47.0, ⑭⑬, 6,13,Ｈタイセイファントム, 78,渡辺薫, 0.3, 80,   7,   8, 9, 38.4,⑪⑪⑨
 7,13,Ｆハニｰバニｰ, 48,川須栄, 1.0, 49,  -5,  -5, 7, 18.3, ⑦⑨, 7,14,Ｆセルリアンラビット, 67,鮫島良, 0.8, 64,   0,   3, 8, 40.3,⑫⑩⑪, 7, 1,Ｌメイショウクロシオ, 64,和田竜, 0.6, 62,  -8,*  8, 1,  3.7, ⑬⑪, 7, 6,Ａレックスパレｰド, 83,芹沢純, 0.4, 73,* 11,  -2, 1,  2.8,③②②
 8,12,Ｊリッシンロケット, 33,熊沢重, 1.1, 49,  -6,  -5,13,207.1, ⑨⑧, 8,12,Ｎシルクヴェリタス, 45,熊沢重, 1.1, 62,*  3,  -5,13,204.3,③③④, 8, 3,Ｄウエスタンハピネス, 73,水口優, 0.6, 66,   8,  -2, 7, 14.8, ⑥④, 8, 7,Ｋブライティアトップ, 75,北村友, 0.4, 74,   9,   1, 5, 13.0,⑤④④
 9, 3,Ｇメイショウダル, 47,酒井学, 1.1, 50,  -2,  -7, 9, 22.9, ⑥⑤, 9,16,Ｋメイショウアサヒ, 55,飯田祐, 1.5, 57,   1,  -4,12,196.7,⑬⑧⑨, 9, 9,Ｎペプチドタカラブネ, 33,中井裕, 0.7, 67,  11,  -5,12, 83.7, ⑤⑥, 9, 9,Ｊネオシｰサｰ, 75,小坂忠, 0.6, 74,   7,   5,15,283.4,⑯⑫⑫
10,10,Ｂクリノコトノオｰ, 58,国分恭, 1.2, 44, -20,*  3, 5,  8.8, ⑬⑬,10, 8,Ｂアドマイヤメイプル, 70,和田竜, 2.0, 53,   2, -12, 1,  3.1,⑦⑥⑤,10, 2,Ｍコランダム, 63,幸英明, 0.8, 62,   5,  -2,13, 84.1, ⑨⑧,10, 2,Ｂキングヒｰロｰ, 82,高倉稜, 0.8, 71,* 11,  -6, 2,  3.2,①①①
11, 5,Ｋダンツバｰゴ, 33,太宰啓, 2.0, 37, -17,  -6,10, 85.7, ⑫⑪,11,15,Ｏプロミシングユｰス, 41,川須栄, 2.4, 52,   0, -10, 9, 74.4,⑥⑨⑩,11, 4,Ｈクラウンカイザｰ, 70,熊沢重, 1.1, 63,   8,  -6, 9, 24.4, ⑦⑦,11, 1,Ｏネオギャラクシｰ, 73,野元昭, 0.9, 71,   9,  -1,14,235.6,④⑤⑤
12, 9,Ｌシゲルウサギザ, 23,中井裕, 2.2, 35, -10, -12,14,369.5, ⑩⑩,12,11,Ｍヤマカツメビウス, 48,野元昭, 2.7, 48,  -1, -11,16,894.8,⑪⑫⑬,12,14,Ｆナイトフライト, 72,松山弘, 1.8, 60,* 18, -19,10, 34.7, ①①,12, 5,Ｎスマイルミッキｰ, 74,佐藤哲, 1.0, 70,   9,  -1,11,128.9,⑥⑦⑥
13,11,Ｎベンテンオリュウ, 12,野元昭, 3.0, 26, -11, -19,11,102.6, ⑪⑫,13, 5,Ｐウォｰタｰアダマス, 22,水口優, 2.9, 48,  -6,  -4,15,532.6,⑮⑭⑭,13,11,Ｅミッキｰホワイト, 73,北村友, 2.2, 46,  -6,  -7, 5,  8.5, ⑫⑭,13, 8,Ｌヨクバリ, 74,和田竜, 2.8, 59,   8, -16,12,181.7,⑦⑩⑭
