12年 8月19日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 8月19日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1500m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 4R  芝1500m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 7R  芝1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■10R  ダ1700m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,白鳥大橋特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｂパッション, 53,吉田隼,, 56,* -3,*-10, 3,  4.8,②③②, 1, 9,Ａストラスペイ, 69,横山典,, 67,  -8,   8, 1,  1.8,⑥⑥⑤, 1, 4,Ｄアナスタシアブルｰ, 72,福永祐,, 77,  14,   0, 2,  5.1,③③③, 1,11,Ｋロイヤルインパクト, 74,秋山真,, 82,   5,* 18, 4,  7.1,⑤⑤④
 2, 6,Ｄマｰヴェリックス, 50,三浦皇, 0.2, 53,  -6,* -7, 1,  2.8,⑧⑦⑤, 2, 5,Ｉレッドヴェレｰナ, 59,四位洋, 0.1, 67,  -6,   4, 5, 16.4,④④③, 2,10,Ｉセシリア, 70,藤岡佑, 0.2, 76,* 15,  -6, 9, 17.1,②②②, 2, 8,Ｌエクストラセック, 74,三浦皇, 0.8, 78,   3,  16, 8, 27.9,⑩⑨⑨
 3, 3,Ａヴェアリアスロｰズ, 55,丸山元, 0.4, 52,  -3, -13, 5, 11.1,③②③, 3, 6,Ｌスマｰトディルハム, 49,三浦皇, 0.3, 61,* -1,  -6,11, 94.2,①①①, 3, 6,Ｆケイト, 72,菱田裕, 0.3, 73,  14,  -4,10, 40.2,④④④, 3, 6,Ｄソルモンタｰレ, 79,荻野琢, 0.8, 79,   1,* 19, 7, 10.2,⑫⑩⑩
 4,10,Ｃヨゾラニネガイヲ, 52,岩田康, 0.7, 46,  -5, -17, 2,  3.6,④④④, 4, 1,Ｃタマモトッププレイ, 62,福永祐, 0.3, 64,  -8,   4, 2,  4.0,⑤⑤⑥, 4, 1,Ｅウィケットキｰパｰ, 72,吉田隼, 0.3, 75,   7,*  9, 3,  6.1,⑫⑨⑨, 4, 1,Ａマンボダンサｰ, 81,長谷川, 1.1, 79,   5,  11, 2,  5.5,⑦⑦⑥
 5, 2,Ｅハニｰムｰナｰ, 47,横山典, 1.0, 42, -10, -13, 7, 22.8,⑨⑩⑩, 5, 4,Ｂアポロライダｰ, 66,勝浦正, 0.5, 61,* -5,  -2, 3,  7.1,②③④, 5, 5,Ｊインダクティ, 70,内田博, 0.4, 76,  11,   4, 6, 10.7,⑦⑧⑩, 5,12,Ｅジャンナ, 78,丸山元, 1.1, 77,   2,  15, 3,  5.9,⑧⑧⑧
 6,11,Ｉワンダフルジュエル, 39,黛弘人, 1.5, 38,  -7, -25,10,160.2,⑦⑧⑨, 6,11,Ｇラッキｰストｰム, 60,吉田隼, 0.6, 66, -16,* 14, 8, 36.2,⑭⑭⑬, 6, 7,Ｇウインルキア, 72,岩田康, 0.5, 73,   9,   4, 5, 10.0,⑧⑦⑤, 6, 5,Ｃクワイアｰソウル, 79,横山典, 1.2, 73,   4,  10, 1,  3.0,⑥⑥⑤
 7, 1,Ｈツルツルトハシル, 42,竹之下, 1.6, 38,* -1, -33, 6, 13.5,①①①, 7,12,Ｈコスモナデシコ, 60,丹内祐, 0.6, 58,* -5,  -5,12, 96.3,③②②, 7, 9,Ａエアジェルブロワ, 74,池添謙, 0.6, 70,  11,  -3, 1,  3.7,⑥⑥⑥, 7, 9,Ｆグッドカレラ, 77,古川吉, 1.3, 72,*  7,   4, 6, 10.0,③③③
 8, 9,Ｊマイネピュアハｰト, 37,丹内祐, 1.8, 35, -13, -19, 9, 96.6,⑪⑪⑪, 8, 7,Ｅステラｰケイト, 61,内田博, 0.6, 61, -11,   4, 4, 14.6,⑧⑧⑧, 8,11,Ｈレッドルイｰザ, 71,柴山雄, 0.6, 71,   7,   4, 4,  7.1,⑬⑪⑧, 8,13,Ｊメジロオマリｰ, 75,柴山雄, 1.3, 75,   0,* 18,13,235.5,⑬⑬⑫
