12年 3月17日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 3月17日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 4R  芝2880m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝1600m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,韓国馬事会杯,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ｂセイカフォルトゥナ, 61,石橋脩,, 65,* -6,*  8, 2,  4.0,①①①, 1,11, トウシンボルト,,中村将,,,,, 2,  3.4,④④②, 1, 7,Ａアメリカンウィナｰ, 79,吉田豊,, 68,  -6,* 20, 1,  2.5,⑥⑥⑤, 1, 8,Ｉドリｰムバスケット, 78,柴田善,, 83,  13,   1, 2,  4.1,⑥⑧⑦
 2,16,Ｌリアライズクレア, 51,内田博, 0.2, 64,* -6,*  7, 3,  6.3,②②②, 2,10, ケミカルチェンジ,,穂苅寿,198.5,,,, 4,  8.9,⑥⑤④, 2, 8,Ｅオｰシュペｰル, 67,武豊  , 0.3, 66,* -5,  16, 3,  6.0,③③③, 2, 5,Ｇフラワｰロック, 79,丸山元, 0.1, 80,* 20, -13, 4,  8.4,①②②
 3,15,Ｉオメガエンブレム, 55,三浦皇, 1.0, 59,  -8,   3, 6, 10.2,④④④, 3, 4, ロックバルｰン,,横山義,198.9,,,, 1,  2.5,③③③, 3,10,Ｄメイショウコンカｰ, 70,松岡正, 0.3, 68,* -5,  17, 6, 19.6,⑦④⑥, 3,11,Ｄミヤビファルネｰゼ, 81,吉田豊, 0.2, 79,   5,* 10, 6, 12.7,⑬⑬⑬
 4,10,Ａシャングリラ, 66,吉田豊, 1.2, 57,  -8,   3, 1,  3.8,⑩⑦⑤, 4, 7, セイエイ,,高野和,199.2,,,, 5,  9.0,⑦⑦⑤, 4, 4,Ｈシンボリエンパイア, 64,内田博, 0.3, 67,* -5,  15, 2,  3.7,②②②, 4, 3,Ｎプリンセスメモリｰ, 74,北村宏, 0.5, 79,  14,  -5, 5, 10.1,⑧⑦⑤
 5, 4,Ｄトランスレイション, 60,岩田康, 1.7, 54,  -9,   1, 4,  6.6,⑪⑨⑦, 5, 2, セクシイスイｰト,,大庭和,200.5,,,, 7, 40.3,①①①, 5, 5,Ｃリキサンイレブン, 72,三浦皇, 0.4, 67,  -6,  17, 5,  9.6,⑪⑧⑧, 5,13,Ｊポケッタブルゲｰム, 78,木幡初, 0.5, 76,   8,   2,13,103.8,⑪⑫⑫
 6, 2,Ｅコウギョウグリン, 60,武豊  , 2.0, 53, -11,   1, 5,  8.2,⑨⑬⑫, 6, 9, ソｰクアップザサン,,五十嵐,201.0,,,, 3,  4.6,⑤⑥⑥, 6,11,Ｊゴｰルドゲッタｰ, 48,木幡初, 0.6, 65,* -5,  12,11,112.7,①①①, 6, 6,Ｍブルｰデインヒル, 75,石橋脩, 0.6, 77,   9,  -1,14,115.0,⑫⑪⑨
 7, 8,Ｆシｰズザデイ, 60,田辺裕, 2.1, 51, -10,  -1, 7, 14.7,⑬⑪⑪, 7, 6, スマイルフォンテン,,鈴木慶,201.1,,,,11,180.2,⑩⑩⑩, 7,12,Ｂイッシンドウタイ, 76,岩田康, 0.6, 64,  -6,  15, 4,  6.9,⑤⑦⑦, 7,14,Ｈアロマンシェス, 78,江田照, 0.7, 76,   2,*  9,12, 52.9,⑮⑮⑮
 8, 5,Ｈタイキロｰズベスト, 55,嘉藤貴, 2.4, 49,  -7,  -8, 9, 30.2,③③③, 8, 8, スイｰトゲイナｰ,,平沢健,201.2,,,, 9, 63.7,⑨⑧⑨, 8, 6,Ｆエｰペックス, 65,武士沢, 0.7, 68,  -8,* 18, 9, 41.0,⑨⑨⑨, 8, 1,Ｋサザンスタｰディ, 76,松岡正, 0.8, 75,  17, -19,10, 34.0,③③③
 9, 6,Ｍモリトリジョイス, 49,大庭和, 2.7, 52, -10,  -6,15,241.0,⑦⑩⑧, 9, 1, ユキオｰ,,草野太,203.2,,,, 8, 47.0,⑪⑨⑧, 9, 3,Ｇフジキラメキ, 65,北村宏, 0.9, 65,  -9,* 19, 8, 34.8,⑩⑫⑩, 9, 7,Ａムクドク, 85,津村明, 0.8, 72,  11,  -8, 7, 12.7,⑩⑨⑪
