12年 4月28日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 4月28日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 4R  芝2910m 4歳上未勝利 定量,,,,,,,,,,,,■ 7R  芝1600m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  ダ1200m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,御池特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ｄシュガｰシャック, 68,幸英明,, 64,* -2,   3, 1,  1.9,⑥②②, 1,13, トレジャｰハント,,西谷誠,,,,, 3,  8.5,①①①, 1, 2,Ｄハンタｰワディ, 74,佐藤哲,, 80,   1,* 13, 4,  7.7, ⑩⑧, 1, 9,Ｍサザンブレイズ, 72,藤岡佑,, 74,*  2,  12, 7, 12.1, ③③
 2, 5,Ｉテイエムベンケイ, 49,菱田裕, 0.3, 62,* -1,   0,11,105.8,①①①, 2, 9, シシャモフレンド,,白浜雄,194.4,,,, 2,  5.4,②③③, 2, 3,Ｇタｰフェル, 70,和田竜, 0.0, 79,  -1,* 14, 6, 19.5, ⑪⑩, 2, 1,Ｃマイディアソング, 78,秋山真, 0.0, 74,  -2,  16, 3,  7.2, ⑨⑧
 3,13,Ｃエｰシングッデイ, 69,岩田康, 0.3, 63,  -4,*  6, 2,  2.3,⑨⑥⑤, 3, 4, モエレジンダイコ,,高嶋活,195.0,,,, 6, 27.8,④④⑤, 3, 1,Ｌサクラプリエｰル, 62,岩田康, 0.1, 75,   4,   5, 8, 20.7, ⑤③, 3,12,Ｅトイボックス, 78,国分恭, 0.1, 73,  -4,* 17, 5,  9.7, ⑩⑩
 4,14,Ａソｰドブレイカｰ, 69,福永祐, 0.5, 63,  -3,   1, 3,  9.4,⑪④③, 4,11, オンワｰドデュｰク,,小坂忠,195.1,,,, 5, 10.2,⑨⑧⑦, 4, 5,Ｃメイショウコウセイ, 74,小坂忠, 0.1, 75,   2,   7, 9, 21.8, ⑥⑥, 4, 7,Ａアｰリｰデイズ, 83,福永祐, 0.1, 75,  -6,* 19, 1,  2.7, ⑫⑫
 5, 4,Ｋアンジェロフォｰグ, 47,小林徹, 0.7, 65,  -3,   2, 5, 59.8,④⑤④, 5,10, スズカマジェスタ,,北沢伸,195.2,,,, 7, 39.0,⑧⑥④, 5, 6,Ｉメイショウテッサイ, 64,高倉稜, 0.1, 76,  -2,* 14,14,273.1, ⑬⑭, 5,13,Ｂモエレデフィニット, 80,武豊  , 0.2, 71,  -2,  13, 4,  7.5, ⑧⑨
 6,10,Ｆシゲルブルｰベリｰ, 58,国分恭, 0.8, 62,  -7,*  7, 7, 68.8,⑧⑩⑨, 6, 8, メイショウイッキ,,林満明,195.3,,,, 9, 81.2,⑥⑤⑥, 6,14,Ｂタマモマｰブル, 77,水口優, 0.2, 75,   1,   8, 5, 11.2, ⑨⑪, 6, 3,Ｊシゲルシゲザネ, 73,幸英明, 0.4, 70,   0,  11, 8, 35.5, ⑥⑥
 7, 3,Ｂアプリコｰゼ, 69,和田竜, 0.8, 61,  -5,   3, 4, 15.7,⑫⑦⑦, 7, 3, ショウナンアトム,,難波剛,195.5,,,,11,122.5,③②②, 7, 9,Ａリバｰハイランド, 79,秋山真, 0.2, 75,   1,   8, 1,  2.5, ⑧⑨, 7, 2,Ｋオｰミレイライン, 73,畑端省, 0.4, 70,  -2,  11,12,137.1, ⑦⑦
 8,16,Ｅバブルエコノミｰ, 59,中井裕, 0.9, 60,  -6,   4,16,380.1,③⑨⑧, 8, 1, レｰガン,,黒岩悠,196.4,,,, 8, 76.3,⑤⑦⑧, 8,13,Ｊアイムヒアｰ, 64,飯田祐, 0.4, 71,*  7,  -3,12, 82.2, ②②, 8,16,Ｄミッキｰデジタル, 78,岩田康, 0.4, 71,  -7,* 17, 6, 11.9, ⑬⑬
