12年 6月10日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 6月10日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1600m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 4R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 7R  ダ1600m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■10R  芝1600m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｼﾞｭｰﾝｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9, サワキック,---,武士沢,, 68,   1,*  2, 9, 52.3, ⑭⑭, 1,12,Ｃディサイファ, 63,武豊  ,, 71,  -9,* 18, 2,  2.9,⑬⑫⑪, 1, 4,Ａフラアンジェリコ, 78,ウィリ,, 76,   7,   2, 1,  1.6, ③③, 1,11,Ａリルダヴァル, 87,ウィリ,, 87,  13,* 11, 1,  3.2, ⑧⑦
 2, 6,Ｇコズミックガｰル, 55,大庭和, 0.5, 65,   9, -14, 8, 48.7, ⑥⑤, 2,13,Ｆコスモユッカ, 57,柴田大, 0.0, 67,* -1,  -2, 6, 14.6,②②②, 2, 1,Ｎスリｰプレシャス, 68,杉原誠, 0.2, 75,   2,* 10,14,119.5, ⑩⑬, 2, 7,Ｆトゥザサミット, 77,横山典, 0.5, 83,  12,   7, 3,  4.2, ⑩⑩
 3, 8,Ｆツクバクイｰン, 56,福永祐, 1.1, 59,   9, -21, 4, 13.8, ④④, 3, 1,Ｋジャストザハピネス, 42,石橋脩, 0.4, 64,  -4,  -2, 8, 48.7,⑥⑥⑤, 3, 2,Ｉプリュキエｰル, 72,北村宏, 0.2, 73,   1,* 11, 8, 47.0, ⑬⑫, 3, 8,Ｇドリｰムピｰチ, 75,北村宏, 0.6, 83,  12,   6, 7, 22.8, ⑨⑨
 4,11,Ｈコｰルミｰ, 52,吉田豊, 1.1, 56,* 11, -24,10, 52.9, ③③, 4, 3,Ｌプレミアムウォｰズ, 42,江田照, 0.7, 57,  -4,  -6,11,115.2,③③④, 4, 9,Ｈダテノスイミｰ, 72,蛯名正, 0.5, 74,  -1,* 13, 3,  8.0, ⑮⑮, 4, 3,Ｂサクラクロｰバｰ, 85,田辺裕, 0.6, 82,  15,   0, 4,  6.7, ⑦④
 5,14,Ｂダンスオンザルｰフ, 62,内田博, 1.2, 56,* 12, -26, 1,  1.6, ②②, 5,15,Ｅエムエムロゼオ, 61,嶋田純, 0.7, 59,  -5,  -3,14,188.3,⑦⑦⑦, 5, 5,Ｄリンガスクリフ, 74,中舘英, 0.6, 68,* 10,  -7,10, 49.9, ②②, 5,10,Ｅナシュワンヒｰロｰ, 79,松岡正, 0.9, 80,  15,  -4, 2,  3.3, ④⑤
 6,13,Ａスカルラット, 62,山崎亮, 1.2, 57,   2,*-10, 5, 14.9, ⑩⑫, 6, 9,Ｂライフハッカｰ, 70,福永祐, 0.7, 57,* -1, -12, 4,  9.1,①①①, 6, 8,Ｂモンク, 76,内田博, 0.7, 70,   3,   4, 4,  9.8, ⑫⑪, 6, 2,Ｃアロマカフェ, 81,武豊  , 1.0, 76,  18, -12, 5, 11.5, ③②
 7,16,Ｄサイレントクロップ, 58,杉原誠, 2.1, 50,* 12, -34, 2,  4.9, ①①, 7, 7,Ｇディｰエスゲイン, 56,中舘英, 0.8, 57,* -1, -12,13,179.6,④④③, 7,15,Ｃアｰカイブ, 74,浜中俊, 0.8, 70,   5,   1, 2,  6.8, ⑦⑧, 7, 4,Ｋアロマンシェス, 65,柴田大, 1.2, 78,  14,  -6,11,138.0, ⑥⑥
 8,12,Ｃアデステフィデレス, 60,田中勝, 2.2, 49,  -1, -15, 6, 16.9, ⑯⑮, 8,11,Ｊインパクトシチｰ, 47,松岡正, 0.9, 59,  -3,  -8, 9, 73.2,⑤⑤⑥, 8,14,Ｏトキノライジン, 61,嘉藤貴, 1.0, 68,   7,  -4,16,357.2, ⑧⑦, 8, 9,Ｉダノンヒデキ, 74,石橋脩, 1.2, 76,   9,   0, 8, 30.7, ⑪⑪
 9, 3,Ｌサラファン, 43,北村宏, 2.2, 48,   6, -26, 7, 23.8, ⑧⑦, 9, 8,Ａダイワプライム, 77,北村宏, 1.4, 53,  -8,  -6, 1,  2.7,⑪⑨⑨, 9, 6,Ｍレチタティｰヴォ, 69,柴田大, 1.0, 68,   3,   2,13,101.0, ⑪⑩, 9, 6,Ｄサザンスタｰディ, 81,田中勝, 1.3, 72,  18, -15, 9, 35.6, ②③
10, 1,Ｉパルピテｰション, 51,嶋田純, 2.6, 46,   6, -30, 3, 10.1, ⑦⑥,10,10,Ｈトレｰロマタドｰル, 53,武士沢, 1.5, 52,  -9,  -5,15,227.5,⑨⑩⑫,10,12,Ｆブリスコｰラ, 73,田中勝, 1.0, 66,   4,   0, 5, 16.5, ⑨⑨,10, 1,Ｊハッピｰパレｰド, 71,池添謙, 1.7, 69,  12, -12,10,107.9, ⑤⑧
11, 2,Ｊケｰジｰアケボノ, 48,長岡禎, 2.7, 47,   2, -24,13,332.6, ⑫⑪,11, 2, ロジフロｰリアン,---,内田博, 1.5, 55, -11,   1, 5, 10.3,⑯⑯⑮,11,16,Ｋモウカリマッカｰ, 70,中谷雄, 1.1, 68,   1,   5,11, 94.6, ⑭⑭,11, 5,Ｈニシノステディｰ, 75,吉田豊, 1.7, 66,* 23, -31, 6, 21.0, ①①
12,10,Ｅレイナデアブリル, 57,松岡正, 2.8, 45,   4, -28,11, 54.8, ⑪⑩,12,14,Ｄサクラウィンビｰト, 63,蛯名正, 1.6, 51,  -8,  -8, 3,  7.6,⑮⑬⑩,12,13,Ｇスマｰトアｰサイト, 73,武豊  , 1.1, 66,   7,  -5, 6, 23.2, ⑥⑤,,,,,,,,,,,,
13, 4,Ｋクラウンミストラル, 47,嘉藤貴, 2.8, 45,   4, -28,15,495.5, ⑨⑨,13, 6,Ｏレｰゲンスブルク, 30,浜中俊, 2.2, 47,  -9, -12, 7, 20.8,⑫⑭⑭,13, 3,Ｊノボクン, 70,大庭和, 1.6, 65,   7,  -9,12, 96.8, ⑤④,,,,,,,,,,,,
14,15,Ｍフクノゴウヒメ, 40,柴田大, 3.3, 43,   0, -24,14,354.4, ⑮⑯,14, 4,Ｎトｰセングリｰン, 36,吉田豊, 3.1, 37, -13, -16,12,168.6,⑭⑮⑯,14,11,Ｅサトノロマネ, 73,西村太, 2.2, 55,* 13, -25, 7, 26.1, ①①,,,,,,,,,,,,
15, 5,Ｏカネトシシュプｰル,  0,中谷雄, 3.5, 41,   1, -29,12,233.0, ⑬⑬,15, 5,Ｉアクセラレｰタｰ, 52,田中勝, 3.2, 35,  -7, -35,10, 83.0,⑧⑧⑧,15, 7,Ｐカバリノランパンテ, 56,嶋田純, 2.3, 57,   6, -15, 9, 47.3, ④⑥,,,,,,,,,,,,
