12年 3月 4日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 3月 4日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  ダ1800m 3 歳新馬 馬齢,,,,,,,,,,,,■ 7R  ダ1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■10R  芝1800m 4歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ阪神,,,,,,,,,,,,,,,,,,,,,,,,大阪城ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｆサマｰハピネス, 55,川田将,, 64,*  0,*  0, 2,  4.5, ③③, 1,13, デコレイト,---,岡部誠,, 57, -16,* 13, 3,  4.9,⑪⑩⑨, 1, 5,Ｆベストリガｰズ, 69,岡部誠,, 71,   3,* 13, 2,  3.9,⑥⑥④, 1, 4,Ｅミッキｰパンプキン, 86,池添謙,, 92,* 23,   1, 4,  9.3, ②②
 2, 5,Ｎクルクルリンクル, 37,浜中俊, 0.0, 65,*  3,  -3, 8, 37.6, ①①, 2,15, ブルｰスイショウ,---,国分恭, 0.2, 54,*-14,   8, 6, 17.1,⑥⑥④, 2, 6,Ａキンショｰダンデｰ, 78,池添謙, 0.2, 69,   5,   8, 1,  2.9,④③③, 2, 8,Ｂショウナンマイティ, 91,武豊  , 0.0, 94,  18,* 12, 1,  2.0, ⑨⑨
 3, 8,Ｄコｰラルグリッタ, 56,長谷川, 0.6, 59,  -7,*  2, 9, 59.4, ⑩⑨, 3,11, センシズバイオ,---,国分優, 0.2, 54,*-13,   6,13, 59.7,②②②, 3, 7,Ｃテイエムエビスオｰ, 70,芹沢純, 0.3, 67,*  8,   1, 7, 12.7,②①①, 3, 7,Ｈオｰスミスパｰク, 82,岡部誠, 0.1, 91,* 25,  -3, 6, 20.0, ①①
 4,12,Ｅマｰベラスルビｰ, 55,渡辺薫, 0.9, 56,  -8,* -1, 7, 30.1, ⑪⑧, 4, 3, ミラクルセイリング,---,石橋守, 0.2, 55, -15,   9, 4,  6.5,⑨⑨⑤, 4, 4,Ｉバンブｰチェルシｰ, 60,和田竜, 0.8, 66,   2,   8,10, 81.2,⑦⑧⑦, 4, 1,Ｃミッキｰドリｰム, 91,和田竜, 0.3, 90,  22,  -1, 3,  4.6, ③③
 5,14,Ａテイケイフロックス, 74,武豊  , 0.9, 55,  -5,  -4, 1,  1.5, ⑧⑥, 5,12, ブｰドゥｰロア,---,浜中俊, 0.5, 52,*-14,   4, 1,  3.5,③③③, 5, 3,Ｄゴｰルドルｰスタｰ, 70,北村友, 1.0, 67,   0,* 13, 3,  5.8,⑨⑩⑩, 5, 6,Ｆゴｰルスキｰ, 86,浜中俊, 0.7, 85,  22,  -7, 5, 11.8, ⑤④
 6,15,Ｃダブルスパｰク, 57,国分優, 1.3, 53,  -3,  -9, 4, 21.9, ⑤⑤, 6, 6, トウカイレックス,---,川田将, 0.8, 51, -15,   4, 5, 10.8,⑤⑤⑦, 6, 1,Ｂシルクマッドネス, 73,小坂忠, 1.1, 65,   1,   9, 5, 10.4,⑩⑨⑨, 6, 3,Ａヒットジャポット, 93,川田将, 0.8, 85,  19,  -2, 2,  4.4, ⑦⑦
 7, 1,Ｇハマノスカｰレット, 52,国分恭, 1.3, 53, -11,* -1,11,102.0, ⑭⑬, 7, 2, メイデイ,---,荻野琢, 0.8, 52, -19,* 10,10, 34.7,⑫⑬⑪, 7, 8,Ｅヒノモトイチバン, 69,国分優, 1.4, 62,   4,   1, 6, 11.4,⑤⑤⑥, 7, 2,Ｇオｰトドラゴン, 83,渡辺薫, 1.0, 81,  22, -10, 8, 37.9, ④⑤
 8, 4,Ｋワンダｰビジュｰ, 49,野元昭, 1.5, 52,  -9,  -4,13,136.5, ⑫⑪, 8, 4, マイネルソアレ,---,津村明, 1.9, 41,*-14,  -6, 9, 29.7,④④⑥, 8,10,Ｈマルデデルマ, 60,秋山真, 2.3, 55,   3,  -6, 8, 33.0,⑧⑦⑧, 8, 5,Ｄエｰシンジャッカル, 87,秋山真, 1.4, 78,  21, -14, 7, 26.4, ⑥⑥
