12年 1月28日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 1月28日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 4R  芝3000m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1600m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  芝1400m 3 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｸﾛｯｶｽｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｃスカｰレル, 63,三浦皇,, 61,  -8,*  5, 3,  6.5, ⑥⑥, 1, 4, アイティゴｰルド,,高野和,,,,, 4, 13.8,④④④, 1,14,Ｃメイスンキャプテン, 71,武士沢,, 76,   4,* 11, 6,  8.6, ⑪⑫, 1, 6,Ａセイクレットレｰヴ, 82,横山典,, 83,  -8,* 18, 3,  5.5, ⑨⑦
 2, 2,Ａオｰルドパサデナ, 73,蛯名正, 0.2, 59,  -8,   3, 1,  1.7, ⑤⑤, 2,14, ティアップブレイズ,,五十嵐,208.0,,,, 5, 20.0,②③③, 2, 9,Ｆヴィンテｰジイヤｰ, 68,内田博, 0.1, 74,   4,* 10, 4,  6.3, ⑨⑪, 2, 8,Ｇキングオブロｰ, 69,内田博, 0.0, 81,  -4,  12, 6, 10.2, ④④
 3, 3,Ｄディアジｰロｰズ, 62,後藤浩, 0.3, 58,  -6,   1, 2,  6.4, ③③, 3, 7, コスモソユｰズ,,平沢健,208.1,,,, 8, 35.0,⑦⑤⑤, 3, 5,Ｋピグマリオン, 63,横山典, 0.6, 69,*  7,   1, 3,  6.2, ②②, 3, 2,Ｈヴィオラｰネ, 69,柴田善, 0.2, 79,  -5,  12, 8, 17.5, ⑥⑤
 4, 5,Ｂスガノパフィオ, 63,横山典, 0.7, 57, -18,* 12, 4,  8.3, ⑯⑯, 4,11, クリノテンペスタ,,大庭和,208.6,,,, 3,  3.8,①②②, 4,12,Ｈサンデｰコア, 64,田中勝, 0.6, 68,   4,   5, 9, 21.0, ⑩⑨, 4, 5,Ｅシゲルアセロラ, 72,蛯名正, 0.3, 76,* -2,   5, 2,  4.8, ②②
 5, 6,Ｋラヴェンナ, 41,石橋脩, 0.9, 53,* -4,  -8,11,133.5, ①①, 5,12, ケミカルチェンジ,,穂苅寿,208.7,,,, 2,  3.3,③①①, 5, 1,Ｅサンマルデュｰク, 68,柴田善, 1.0, 69,   3,   3, 8, 16.8, ⑫⑩, 5, 3,Ｄビウイッチアス, 73,吉田豊, 0.3, 76,  -4,   8, 4,  7.7, ③③
 6, 1,Ｉガルディアン, 45,丸山元, 1.0, 54, -13,   3,10, 76.6, ⑪⑪, 6, 8, ゴｰゴｰシュンスケ,,草野太,210.2,,,,11, 63.3,⑨⑨⑧, 6,10,Ｌリキサンイレブン, 60,クウィ, 1.0, 67,   5,   0,12, 57.4, ⑧⑧, 6, 7,Ｋフェスティヴタロｰ, 64,田中勝, 0.5, 76,  -8,  12,12, 76.0, ⑩⑨
 7,11,Ｇコスモレイラ, 53,柴田大, 1.0, 54, -13,   3, 7, 42.1, ⑫⑫, 7,10, エジソン,,横山義,211.0,,,, 1,  2.6,⑫⑩⑩, 7, 2,Ｄルンタノチュｰ, 69,筒井勇, 1.0, 68,   3,   3, 7, 12.9, ⑬⑬, 7, 1,Ｃハクサンムｰン, 75,後藤浩, 0.5, 77,  -8,  12, 5,  8.0, ⑦⑧
 8,16,Ｈフレンチロｰズ, 49,吉田豊, 1.2, 50, -10,  -3, 8, 43.7, ⑧⑧, 8, 3, セントアンズ,,水出大,211.8,,,,10, 58.9,⑥⑦⑦, 8,15,Ｉフェアエレン, 64,丸山元, 1.1, 68,   2,   4,10, 34.3, ⑮⑭, 8, 4,Ｂオメガホｰムラン, 75,三浦皇, 0.6, 75,  -6,   8, 1,  4.2, ⑤⑥
