12年11月 4日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年11月 4日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 4R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 7R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■10R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,会津特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｅホオポノポノ, 44,丸田恭,, 58,  -8,*  2, 3,  5.3, ⑨⑦, 1,11,Ｅレッドシュナイト, 72,中舘英,, 70,   7,*  4, 4,  5.3,⑨⑨⑦, 1,15,Ａシルクパルサｰ, 78,西村太,, 67,   6,   1, 1,  3.5,⑦⑥③, 1, 2,Ｃケイアイユニコｰン, 73,丸山元,, 77,  -3,* 13, 2,  3.3, ④③
 2, 2,Ｂマカゼコイカゼ, 58,村田一, 0.3, 56,  -6,  -4, 1,  2.5, ④③, 2,12,Ｇダｰクブレイズ, 70,松田大, 0.0, 69,* 10,  -2, 9, 39.4,②②②, 2, 9,Ｄラブトゥオｰル, 73,藤懸貴, 0.0, 67,*  8,  -2, 2,  3.8,⑤③②, 2, 4,Ａイントゥザブルｰ, 74,上村洋, 0.2, 74,*  1,   7, 1,  2.5, ①①
 3, 4,Ｃヒアルロンサン, 53,嘉藤貴, 0.3, 57,  -4,  -6, 4,  8.5, ⑤④, 3, 9,Ｃエｰシングッデイ, 72,松山弘, 0.1, 70,   8,   1, 1,  4.8,⑦⑥④, 3, 1,Ｆシナル, 69,伊藤工, 0.1, 69,   5,*  3, 6, 12.2,⑥⑨⑦, 3, 3,Ｈアルベルトバロｰズ, 68,勝浦正, 0.5, 70,  -3,   7, 6, 19.8, ⑤⑤
 4, 9,Ｄダイメイバンダム, 50,高倉稜, 1.1, 44, -14,  -7,12,188.3, ⑬⑩, 4, 1,Ｄシンボリカンヌ, 72,大野拓, 0.2, 70,   4,*  8, 5,  6.1,⑫⑪⑪, 4,13,Ｂキタサンシンガｰ, 75,花田大, 0.1, 69,   5,*  2, 3,  6.9,⑧⑦⑥, 4,16,Ｂアｰスツリｰ, 74,荻野琢, 0.6, 70, -11,* 14,10, 37.4, ⑬⑫
 5, 3,Ｍレディｰピンク, 26,横山和, 1.2, 45,* -2, -21,11, 95.4, ②②, 5, 3,Ｊルスナイスナイパｰ, 64,藤懸貴, 0.4, 66,* 10,  -4, 8, 24.3,③③③, 5, 6,Ｈトゥルｰフレンド, 66,菅原隆, 0.2, 68,   4,*  4, 8, 38.7,⑩⑩⑨, 5, 9,Ｅクルｰジンミジｰ, 69,大野拓, 0.6, 68,* -1,   3, 5, 16.5, ③②
 6,11,Ｌラブジョｰイ, 30,杉原誠, 1.3, 44,  -6, -18, 5, 18.5, ⑥⑥, 6, 4,Ａビッグリバティ, 73,吉田隼, 0.4, 66,   8,  -1, 6,  7.6,⑥⑤⑥, 6, 8,Ｇキングスバｰン, 69,横山和, 0.7, 67,*  8,  -9, 5,  8.2,①①①, 6,14,Ｆアイビｰフォｰルド, 69,松山弘, 0.7, 68,  -4,   6,11, 44.4, ⑧⑦
 7, 5,Ｎレディｰスワロｰ, 24,黛弘人, 1.5, 40,  -8, -18,13,246.3, ⑩⑧, 7, 5,Ｂエルヘイロｰ, 73,平野優, 0.7, 68,* 10,  -7, 2,  5.0,④④⑤, 7, 3,Ｎリサｰチアゲン, 50,高嶋活, 1.4, 60,   6, -10,11, 46.8,③⑤⑤, 7,15,Ｎアグネスマチュア, 64,中井裕, 0.8, 67, -11,  11, 4, 16.3, ⑭⑬
 8, 1,Ｇキョウエイラｰク, 42,丸山元, 1.5, 41,* -2, -24,10, 61.6, ①①, 8, 6,Ｈディアボンボン, 67,勝浦正, 1.0, 64,* 11, -11, 3,  5.0,①①①, 8, 5,Ｃスプリングオｰ, 74,中井裕, 1.6, 64,  -1,   1,12, 60.8,⑮⑭⑭, 8, 7,Ｇマックスストレイン, 69,木幡初, 0.8, 67,  -3,   3, 8, 24.9, ⑥⑥
