12年 7月29日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 7月29日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 4R  芝2900m 3歳上未勝利 定量,,,,,,,,,,,,■ 7R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,佐世保特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｆテイエムシングン, 37,松山弘,, 55,*  4, -14, 4,  9.0, ①①, 1, 6, コウエイキング,,北沢伸,,,,, 4,  9.8,③②②, 1, 6,Ｂロｰドハリケｰン, 61,浜中俊,, 67,* -2,*  4, 2,  3.2,⑥⑥⑥, 1, 1,Ａスギノエンデバｰ, 77,和田竜,, 78,  -2,* 12, 1,  2.1, ⑨⑧
 2, 1,Ｉコウエイタｰボ, 33,和田竜, 0.1, 53,   0, -11, 7, 23.3, ④③, 2, 7, メイショウルシェロ,,今村康,190.8,,,, 1,  1.9,②①①, 2, 1,Ｉキタサンパイロット, 50,藤岡康, 0.4, 62,* -1,  -6, 4,  7.5,①①①, 2, 6,Ｅアイラブリリ, 72,松山弘, 0.1, 75,*  6,   2, 3,  6.9, ③②
 3, 6,Ｂウイングリｰト, 50,高倉稜, 0.1, 54,*  3, -14, 5,  9.5, ②②, 3, 2, シャロｰム,,小坂忠,192.6,,,, 2,  4.1,⑥③③, 3, 8,Ａバｰニングジｰル, 63,国分優, 0.6, 61,* -2,  -4, 1,  3.1,⑤⑤⑤, 3, 9,Ｄマヤノリュウジン, 73,浜中俊, 0.4, 71,   3,   1, 4,  8.0, ⑤③
 4, 5,Ｈシゲルワシザ, 33,国分恭, 0.3, 48,  -7,  -7, 6, 17.3, ⑦④, 4, 9, タビニデヨウ,,田村太,193.1,,,, 9, 43.7,④⑤⑤, 4,15,Ｅコパノウェルス, 58,藤懸貴, 0.7, 58,* -2,  -7, 6, 15.8,④③③, 4,10,Ｋメイショウロｰラン, 65,飯田祐, 0.4, 72,  -4,*  8, 9, 90.8, ⑩⑪
 5, 8,Ｄウインドクラスト, 42,酒井学, 0.4, 49,  -1, -13, 1,  2.4, ⑤⑥, 5, 4, シゲルキョホウ,,黒岩悠,193.5,,,, 5, 18.1,①④④, 5, 7,Ｃヴィサｰジュ, 60,大野拓, 0.9, 57,* -2,  -9, 3,  6.9,③④④, 5, 5,Ｇメイショウヒデタダ, 72,太宰啓, 0.8, 65,  -5,   3, 7, 22.8, ⑪⑩
 6, 4,Ｇカシノパシオン, 34,渡辺薫, 0.7, 42, -13,* -6, 8, 42.0, ⑧⑧, 6, 3, テイエムセイリュウ,,難波剛,194.0,,,, 6, 19.3,⑤⑥⑥, 6,14,Ｆスケルツァンド, 55,幸英明, 1.2, 55,  -3, -11, 5, 10.9,⑧⑦⑦, 6, 8,Ｃマジカルポケット, 74,田辺裕, 0.9, 65,   0,  -3, 5, 12.8, ⑦⑥
 7, 3,Ｅハリバット, 42,藤懸貴, 0.7, 43, -16,* -3, 9, 84.6, ⑨⑨, 7, 1, タマモダイナミック,,林満明,195.5,,,, 7, 27.0,⑦⑦⑦, 7, 9,Ｊビコｰクラウン, 50,森一馬, 1.3, 55,  -6,  -4,14,223.2,⑫⑫⑫, 7,11,Ｂハノハノ, 75,酒井学, 1.0, 63,   2,  -6, 2,  4.0, ⑥⑤
 8, 7,Ａマイネルコイヌｰル, 51,幸英明, 1.3, 37,  -2, -24, 2,  3.9, ⑥⑦, 8,10, セフティｰフライト,,大江原,197.7,,,,10,108.8,⑩⑩⑩, 8, 3,Ｈアプフェルヴァイン, 53,佐藤哲, 1.3, 58, -10,*  5, 8, 22.2,⑬⑬⑬, 8, 2,Ｌレインボｰロｰズ, 56,国分優, 1.1, 62,  -8,   2,12,182.9, ⑫⑫
