12年 1月21日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 1月21日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 4R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 7R  ダ1000m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  芝1200m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-8,,,,
 9, 1,Ｍサンタｰナズリボン, 35,西田雄, 1.9, 42,* -3, -15,15,305.0,⑤③④, 9, 7,Ｍラムドレｰヌ, 45,安藤光, 0.6, 59,  -9,   1,17,434.0,⑪⑩⑪, 9, 4,Ｄメイショウキルタｰ, 67,松山弘, 1.2, 54, -11,   0, 7, 20.9, ⑫⑪, 9, 2,Ｈデンコウベリル, 55,黛弘人, 1.1, 63,*  9, -14,10, 24.2, ②②
10, 9,Ｌプレｰヌリュヌ, 37,川須栄, 1.9, 44,  -4, -11, 4, 11.7,⑥⑦⑧,10,17,Ｉマイネルバイカ, 50,国分優, 0.6, 58,  -8,  -2,11, 57.9,⑧⑨⑩,10, 5,Ｇジョｰプラチネラ, 64,宮崎北, 1.2, 55,  -4,  -3, 9, 30.1, ⑦⑧,10,12,Ｌナムラメイビ, 51,国分優, 1.4, 58,   5, -13, 7, 19.1, ⑤⑤
11,11,Ｋマイネキャスリｰン, 42,幸英明, 2.0, 44,  -6, -10, 7, 34.2,⑯⑫⑩,11, 2,Ｂコスモアウリンコ, 58,伊藤工, 0.6, 62, -12,*  8, 7, 16.4,⑫⑯⑭,11,11,Ｋキクノベリｰタ, 61,川須栄, 1.3, 54,  -7,  -2, 4, 11.4, ⑪⑫,11, 9,Ｄアグネスハビット, 62,上村洋, 1.6, 52,  -1, -11, 5, 12.8, ⑫⑬
12,10,Ｊファストメモリｰ, 42,藤岡康, 2.1, 43,* -3, -17, 1,  1.6,③④⑤,12,10,Ｑヒデノクｰザ, 37,幸英明, 0.9, 58, -10,   2, 9, 39.6,⑰⑮⑯,12, 6,Ｍアｰトギャラリｰ, 56,幸英明, 1.5, 51, -13,   0,11, 38.7, ⑬⑬,12,14,Ｍシルクティソナ, 50,松山弘, 1.9, 50,   3, -19,12, 79.0, ⑦⑪
13, 7,Ｏテイエムデイジｰ, 30,藤懸貴, 2.3, 37,  -6, -12,16,440.0,⑬⑧⑪,13, 8,Ｐジヴェルニｰアｰト, 40,松田大, 1.4, 51, -10,  -5,16,194.1,⑮⑭⑮,13,10,Ｂベストブルｰム, 70,国分優, 2.0, 46,  -6,  -9, 2,  4.6, ⑧⑨,13,11,Ｋコスモルｰシｰ, 54,丹内祐, 1.9, 52, -26,* 10, 9, 23.6, ⑭⑭
14, 4,Ｎレッドエナジｰ, 34,酒井学, 2.9, 36,  -9, -13,10, 53.8,⑮⑯⑮,14, 6,Ｈエスジｰアｰル, 50,西田雄, 1.5, 47,* -6, -18,15,179.6,②②④,14,14,Ｊヒシサッチモ, 62,西田雄, 2.0, 46,  -5, -11,10, 32.5, ⑨⑩,14, 5,Ｉディアサルｰテ, 54,吉田隼, 2.6, 42,   4, -27,11, 48.3, ⑥⑦
15,16,Ｂメイショウキヨヒメ, 59,松田大, 4.4, 26,  -7, -28, 9, 50.1,⑪⑭⑬,15, 1,Ｌユキノサムライ, 45,太宰啓, 1.7, 41,* -6, -22,13, 66.8,①①①,,,,,,,,,,,,,,,,,,,,,,,,
16,15,Ｇラインレベッカ, 49,吉田隼, 5.0, 21,  -5, -37,11, 56.1,⑦⑪⑯,16,16,Ｒハクユウマンボ, 27,水口優, 2.0, 45, -14,  -8,18,490.8,⑱⑰⑰,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,17, 9,Ｋアンジェロフォｰグ, 48,吉田隼, 2.0, 41,  -8, -22,12, 60.4,⑥⑥⑧,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:稍重(指数:-9),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:稍重(指数:-9),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:1),,,,,,,,,,,
"単勝:1,190円 複勝:03=350円 05=1,930円 02=200円 枠連:6,380円",,,,,,,,,,,,"単勝:400円 複勝:15=170円 12=430円 03=150円 枠連:1,310円",,,,,,,,,,,,"単勝:4,340円 複勝:02=990円 01=260円 09=520円 枠連:8,900円",,,,,,,,,,,,単勝:290円 複勝:10=160円 13=190円 07=420円 枠連:510円,,,,,,,,,,,
"馬連:24,520円 ワイド:03-05=4,950円 02-03=880円 02-05=4,540円",,,,,,,,,,,,"馬連:4,010円 ワイド:12-15=1,200円 03-15=390円 03-12=1,320円",,,,,,,,,,,,"馬連:10,770円 ワイド:01-02=3,230円 02-09=5,470円 01-09=1,890円",,,,,,,,,,,,"馬連:650円 ワイド:10-13=320円 07-10=810円 07-13=1,160円",,,,,,,,,,,
"馬単:53,460円 3連複:39,840円 3連単:371,350円",,,,,,,,,,,,"馬単:6,380円 3連複:4,970円 3連単:34,650円",,,,,,,,,,,,"馬単:21,710円 3連複:47,800円 3連単:432,550円",,,,,,,,,,,,"馬単:1,330円 3連複:3,510円 3連単:12,850円",,,,,,,,,,,
■ 2R  ダ1000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-7,,,,,■ 5R  ダ2400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 8R  芝2000m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■11R  芝1800m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,太宰府特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｄトウショウクルス, 49,幸英明,, 62,* -1,   0, 3,  4.8, ①①, 1, 3,Ｇマサノエクスプレス, 63,国分優,, 67,*  8,* 12, 7, 13.9,③②③, 1, 3,Ａコンカラン, 76,川須栄,, 73,  -5,  11, 1,  2.0,⑥⑩⑥, 1, 2,Ａザバトルユｰジロｰ, 80,太宰啓,, 74,   5,  11, 6,  9.1,⑥⑥⑤
 2,12,Ａパトロネｰジュ, 58,中舘英, 0.1, 59,* -2,  -1, 1,  3.1, ②②, 2, 9,Ｊラグナロク, 58,丹内祐, 0.0, 66,*  7,  11, 9, 33.1,④④④, 2, 7,Ｈリッカメルド, 70,酒井学, 0.0, 76,  -8,* 18, 4, 10.5,⑰⑯⑯, 2, 3,Ｊマイネマオ, 71,吉田隼, 0.0, 76,   2,* 17, 4,  7.9,⑩⑪⑪
 3, 1,Ｂコスモコンテンツ, 53,丹内祐, 0.4, 56,  -6,   0, 7, 27.7, ③③, 3, 5,Ｄテｰオｰダンシング, 73,丸田恭, 0.1, 65,   6,* 13, 1,  3.4,⑥⑥⑤, 3, 9,Ｅジュヴェビアン, 73,上村洋, 0.0, 73,  -5,* 12, 3,  7.2,⑦⑪⑩, 3,11,Ｅミヤコトップガン, 75,国分優, 0.0, 77,   3,* 14, 2,  4.1,⑪⑩⑩
 4, 2,Ｃシゲルデコポン, 52,水口優, 0.5, 54, -13,*  2, 2,  4.1, ⑤④, 4,10,Ａシｰズガレット, 78,藤懸貴, 0.3, 64,   6,* 13, 5,  8.9,⑩⑨⑦, 4, 8,Ｄアルファメガハｰト, 73,伊藤工, 0.1, 71,  -3,   8,16,113.2,⑬⑨⑪, 4, 8,Ｂマイネルプリマス, 79,丹内祐, 0.0, 75,*  6,   9, 3,  7.4,④③③
 5, 5,Ｉチェリム, 43,国分優, 1.1, 48, -13,  -2,10,100.1, ⑧⑥, 5,12,Ｃサｰノ, 74,上村洋, 0.3, 64,*  8,   9, 3,  5.7,⑤⑤②, 5, 4,Ｉピｰチブロｰフィズ, 70,渡辺薫, 0.2, 72,  -6,* 12, 6, 17.3,⑨⑭⑭, 5, 5,Ｃハギノアスラン, 78,上村洋, 0.1, 74,   5,  10,10, 53.7,⑨⑧⑦
 6, 9,Ｆカネトシヴェルス, 44,川須栄, 1.1, 48, -19,*  2, 5,  8.6, ⑫⑪, 6, 6,Ｋヒストリッドタウン, 44,江田照, 0.5, 62,*  8,   5,11, 61.1,①①①, 6, 1,Ｊハイレイヤｰ, 66,丸田恭, 0.3, 66,  -2,   2, 7, 18.3,④⑥⑤, 6, 1,Ｈメイショウイチバン, 73,渡辺薫, 0.1, 74,   3,  13, 9, 22.3,⑤⑨⑨
 7, 3,Ｋプレシャスストｰン, 40,杉原誠, 1.1, 47, -18,*  1,11,102.5, ⑪⑨, 7, 1,Ｅタイセイジｰニアス, 70,吉田隼, 0.7, 62,   6,   9, 4,  8.2,⑨⑧⑥, 7,12,Ｎピンクジャスミン, 61,宮崎北, 0.4, 65,  -2,  -1,11, 45.6,⑤④⑦, 7,10,Ｉスｰサングレｰト, 73,丸田恭, 0.2, 71,*  6,   6, 8, 15.3,⑦④④
 8, 7,Ｍアシュケナｰジ, 38,丸田恭, 1.5, 44, -13,  -6, 4,  5.7, ⑨⑧, 8,11,Ｉビｰビｰスカット, 59,川須栄, 0.8, 62,   6,   8, 8, 17.8,⑫⑪⑨, 8,16,Ｏトｰセンフリｰジア, 61,吉田隼, 0.4, 71,  -8,* 12,10, 39.4,⑱⑰⑰, 8, 9,Ｇエクセリオン, 75,大野拓, 0.3, 73,   5,   7, 7, 14.2,⑧⑦⑥
 9, 4,Ｈマリンザスタｰズ, 43,荻野琢, 1.6, 43,  -8, -11, 9, 89.5, ④⑤, 9, 7,Ｈシンボリヴァルト, 62,大野拓, 1.1, 59,   5,   6, 6, 11.9,⑧⑩⑧, 9,11,Ｇヌｰベルバｰグ, 71,幸英明, 0.5, 61,*  0,  -8, 2,  6.5,②②②, 9, 6,Ｆメイショウナルト, 75,幸英明, 0.3, 70,*  8,   2, 1,  3.2,①①①
10,11, テイエムカイウン,---,芹沢純, 2.5, 33, -11, -17, 6, 13.8, ⑦⑦,10, 4,Ｆハギノスピリッツ, 68,藤岡康, 2.2, 53,*  8,  -8,12,100.6,②③⑩,10, 2,Ｋショウナンガｰデン, 66,松山弘, 0.5, 65,  -2,   0, 9, 35.0,③⑤④,10, 7,Ｄハｰドダダンダン, 78,藤岡康, 0.6, 67,*  6,  -1, 5,  8.3,③②②
11, 6,Ｌラウレア, 39,横山和, 2.5, 32, -16, -13, 8, 29.0, ⑩⑫,11, 2,Ｂアグネスフリｰダム, 77,幸英明, 2.8, 50,   7, -11, 2,  3.8,⑦⑦⑪,11,18,Ｆキイレ, 71,江田照, 0.5, 65,  -3,   2,13, 79.2,⑧⑧⑧,11, 4,Ｋリサｰチアゲン, 59,江田照, 1.3, 58,   5,  -9,11,117.4,②⑤⑧
12,10,Ｊゴｰルドクリチャン, 42,藤懸貴, 2.9, 27, -11, -21,13,142.8, ⑥⑩,12, 8,Ｌリｰガルファルコン, 40,宮崎北, 3.1, 49,   4,  -6,10, 51.8,⑪⑫⑫,12, 5,Ｂアトムスパンカｰ, 74,松田大, 0.7, 58,*  1, -11,12, 48.0,⑫③③,,,,,,,,,,,,
13,14,Ｇタカノフレンド, 43,西田雄, 3.3, 24, -18, -20,12,106.2, ⑬⑬,,,,,,,,,,,,,13,13,Ｐボサノヴァ, 59,藤岡康, 0.8, 64,  -6,   3,15, 94.2,⑭⑬⑬,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14,15,Ｌケイアイアルテミス, 65,大野拓, 1.0, 62,  -6,  -1, 5, 16.8,⑮⑫⑫,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15,10,Ｍバトルキクヒメ, 62,太宰啓, 1.1, 59,  -6,  -1,14, 85.4,⑩⑮⑮,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16,14,Ｑリバｰインバウンド, 54,西田雄, 1.2, 57,  -3,  -9,17,204.1,⑪⑦⑨,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,17,17,Ｃニシノメルモ, 73,杉原誠, 1.3, 52,*  0, -19, 8, 18.4,①①①,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,18, 6,Ｒクリノワンチャンス, 53,西村太, 2.5, 47, -10, -10,18,295.1,⑯⑱⑱,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:稍重(指数:-9),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:稍重(指数:-9),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:1),,,,,,,,,,,
単勝:480円 複勝:13=160円 12=140円 01=490円 枠連:510円,,,,,,,,,,,,"単勝:1,390円 複勝:03=430円 09=720円 05=180円 枠連:3,910円",,,,,,,,,,,,"単勝:200円 複勝:03=130円 07=260円 09=180円 枠連:1,100円",,,,,,,,,,,,"単勝:910円 複勝:02=210円 03=250円 11=160円 枠連:3,590円",,,,,,,,,,,
"馬連:680円 ワイド:12-13=290円 01-13=2,680円 01-12=1,480円",,,,,,,,,,,,"馬連:20,160円 ワイド:03-09=4,950円 03-05=990円 05-09=1,620円",,,,,,,,,,,,"馬連:1,300円 ワイド:03-07=440円 03-09=280円 07-09=910円",,,,,,,,,,,,"馬連:3,320円 ワイド:02-03=880円 02-11=550円 03-11=690円",,,,,,,,,,,
"馬単:1,580円 3連複:5,720円 3連単:32,710円",,,,,,,,,,,,"馬単:34,680円 3連複:19,210円 3連単:194,130円",,,,,,,,,,,,"馬単:1,630円 3連複:2,170円 3連単:8,100円",,,,,,,,,,,,"馬単:6,400円 3連複:4,590円 3連単:39,710円",,,,,,,,,,,
■ 3R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 6R  ダ1700m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 9R  ダ1700m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■12R  芝1200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大牟田特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ａアルディエス, 60,丸田恭,, 63,  -5,* 15, 2,  4.3,⑨⑦④, 1, 3,Ｃクロｰバｰリｰフ, 73,川須栄,, 71,*  1,* 11, 1,  2.3,②②②, 1, 9,Ａレオアドミラル, 77,江田照,, 67,   5,*  5, 2,  4.4,⑫⑥②, 1,11,Ｎシンボリマルセイユ, 63,西田雄,, 76,  -1,* 12, 8, 16.0, ⑫⑪
 2, 9,Ｃサントスシチｰ, 58,上村洋, 0.0, 62,* -3,* 12, 4,  6.6,④④③, 2, 6,Ａスイｰトベルモット, 76,安藤光, 0.7, 68,  -2,* 12, 3,  5.8,⑫⑫⑨, 2, 7,Ｄドリｰムボンバｰ, 67,幸英明, 0.3, 67,   5,   3, 5,  8.6,⑥⑧⑥, 2, 9,Ｋシャドウエミネンス, 65,松山弘, 0.1, 73,  -7,* 18, 2,  5.2, ⑱⑯
 3,13,Ｄミッキｰジュピタｰ, 54,藤懸貴, 0.5, 54,* -3,   5, 8, 18.6,①①①, 3,12,Ｄゴｰルドジェｰン, 72,国分優, 0.8, 65,*  0,   6, 2,  4.8,④④④, 3, 5,Ｂリアルフリｰダム, 75,伊藤工, 0.5, 66,   2,*  6, 4,  5.9,⑪⑪⑩, 3, 4,Ｉマックスストレイン, 66,宮崎北, 0.3, 74,   6,   2,12, 34.1, ⑥⑤
 4, 8,Ｂサダムオベｰション, 59,水口優, 0.8, 57,  -5,   9, 9, 20.0,⑦⑧⑦, 4, 8,Ｂアドマイヤインディ, 74,幸英明, 0.9, 66,*  0,   5, 4,  7.6,③③③, 4,16,Ｇカルトマリｰヌ, 65,西田雄, 0.7, 63,   6,  -2, 9, 28.4,⑤④④, 4, 8,Ｃヘイハチキング, 69,藤岡康, 0.4, 73,   9,  -2,14, 39.2, ④④
 5, 3,Ｅシｰフェリックス, 52,酒井学, 0.9, 56,  -4,   6, 6, 10.9,⑥⑤⑥, 5, 1,Ｍホホヲヨセテ, 63,太宰啓, 1.0, 63,*  1,   3, 7, 30.2,①①①, 5, 4,Ｆテイエムスリリング, 66,水口優, 0.7, 64,   1,*  6,14, 92.7,⑩⑯⑨, 5,10,Ｒアスタｰウィング, 61,国分優, 0.5, 70,  -2,   7,17, 88.5, ⑬⑭
 6,12,Ｉジャガｰファング, 48,荻野琢, 1.0, 55,* -3,   3,14,130.4,③③⑤, 6, 4,Ｈメイショウボヌス, 68,吉田隼, 1.0, 63,  -2,   7, 5,  9.2,⑪⑨⑥, 6, 1,Ｋコスモヴェント, 62,丹内祐, 0.7, 63,   5,  -1, 1,  4.0,⑦⑦⑤, 6,18,Ｊイトククリ, 66,丸田恭, 0.5, 73,* 13,  -7, 1,  5.2, ③③
 7,15,Ｈアマクサハイヤ, 49,杉原誠, 1.1, 53,* -3,   1,11, 42.7,②②②, 7, 2,Ｉインプレッシヴ, 67,西村太, 1.2, 62,  -2,   5, 6, 20.6,⑥⑥⑦, 7,12,Ｏゼニトッタ, 51,国分優, 0.9, 61,*  8,  -9,13, 84.3,①①①, 7,13,Ｂメジロガストン, 72,黛弘人, 0.7, 66,  -3,   6, 6, 11.8, ⑮⑮
 8, 6,Ｌキタサンカイザｰ, 46,国分優, 2.0, 49,  -7,   1,13,106.3,⑧⑩⑩, 8, 9,Ｅオルレアンノオトメ, 69,西田雄, 1.3, 62,  -2,   4, 9, 39.1,⑦⑦⑧, 8,15,Ｉダイヤヘルメス, 64,丸田恭, 1.2, 58,   3,  -3,12, 81.2,⑨⑩⑫, 8, 5,Ｏオマワリサン, 63,大野拓, 0.8, 64,  -5,   6, 9, 16.9, ⑭⑫
 9, 1,Ｋマイネルバルビゾン, 48,丹内祐, 2.1, 47,  -7,  -1, 5, 10.4,⑩⑨⑨, 9,11,Ｊアキノワンツｰ, 66,水口優, 1.3, 62,  -4,   8,12,116.0,⑩⑬⑫, 9, 6,Ｎノッティングガｰル, 55,横山和, 1.3, 58,   3,  -5,10, 50.5,④⑤⑦, 9,16,Ｐマイネルメガロス, 61,丹内祐, 0.8, 68,   7,  -6,10, 30.9, ⑤⑥
10, 5,Ｎシゲルプラム, 41,大野拓, 2.8, 42,  -4, -10,12, 89.4,⑤⑥⑧,10, 5,Ｇジャマイカラｰ, 68,横山和, 1.4, 61,  -3,   5, 8, 36.7,⑬⑪⑩,10, 3,Ｃゴッドハンド, 70,藤岡康, 1.3, 61,   1,   0, 7, 16.2,⑭⑮⑮,10, 3,Ｌビｰム, 65,酒井学, 1.0, 63,   2,  -3, 5,  9.5, ⑩⑬
11, 4,Ｏクｰノ, 28,西村太, 3.9, 35,  -9, -13,16,391.1,⑪⑪⑪,11, 7,Ｆクリノソｰニャ, 68,杉原誠, 1.4, 62,  -2,   5,11, 50.9,⑧⑩⑪,11, 2,Ｍチタニウムヘッド, 57,杉原誠, 1.5, 57,   2,  -4,15,176.3,⑧⑫⑭,11, 7,Ｆマックスハナレイ, 67,松田大, 1.1, 59,  -9,   6,16, 67.9, ⑯⑰
12,10,Ｐスズカミラクル, 20,武英智, 6.1, 22, -16, -18,15,184.1,⑬⑬⑬,12,10,Ｋエメラルドインディ, 64,大野拓, 2.2, 54,*  0,  -6,10, 48.4,⑨⑤⑤,12, 8,Ｐヨドノヒｰロｰ, 45,川須栄, 1.5, 59,   3,  -5,11, 59.0,⑮⑨⑧,12,17,Ａポピュラｰストック, 74,江田照, 1.2, 61,   6, -10, 3,  5.4, ⑦⑦
13, 7,Ｆタガノビッグバン, 51,太宰啓, 6.1, 21, -17, -18,10, 21.0,⑫⑫⑫,13,13,Ｌヤマノトップラン, 64,江田照, 3.4, 46,  -1, -15,13,126.7,⑤⑧⑬,13,11,Ｊゴシック, 62,二本柳, 2.2, 53,   2,  -9, 6, 15.0,⑯⑬⑬,13, 1,Ｅクレムリンシチｰ, 67,太宰啓, 1.4, 57,   1,  -7,13, 35.7, ⑪⑨
,,,,,,,,,,,,,,,,,,,,,,,,14,14,Ｅエンジンゼンカイ, 66,吉田隼, 3.6, 41,*  8, -32, 3,  4.7,③②③,14,15,Ｍマイネルマサムネ, 64,伊藤工, 1.5, 58,   5, -12,18,101.8, ⑨⑩
,,,,,,,,,,,,,,,,,,,,,,,,15,10,Ｌスズカジェネラル, 57,武英智, 3.9, 41,   2, -24,16,229.4,⑬⑭⑯,15,14,Ｄライトグロｰリｰ, 68,川須栄, 1.6, 60,* 14, -23, 4,  8.6, ②②
