12年 2月 4日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 2月 4日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  ダ2400m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 7R  ダ1000m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■10R  芝1200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,合馬特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｆダンツレアリティ, 55,浜中俊,, 57,* -8,*  2,11, 38.9,⑮①①, 1, 4,Ｅテラボルト, 74,鮫島良,, 78,  12,*  1,13, 62.4,⑩⑪⑫, 1, 9,Ｆナスザン, 64,横山和,, 66,   0,   7, 7, 39.1, ⑤⑤, 1, 9,Ｂヘイハチキング, 73,藤岡康,, 69,*  3,   8, 6, 20.2, ②②
 2,13,Ｏマｰメイドティアラ, 34,デムｰ, 0.2, 57,  -8,*  3,10, 37.8,⑩⑤③, 2, 3,Ａリンガスアクタｰ, 83,デムｰ, 0.0, 76,  13,  -3, 2,  4.7,③③③, 2, 1,Ａジャベリン, 69,国分優, 0.0, 67,*  8,   3, 1,  2.9, ①①, 2, 4,Ａラブグランデｰ, 75,西田雄, 0.1, 68,  -3,  14, 2,  4.7, ⑦⑥
 3,12,Ｃブライトポジｰ, 59,国分優, 0.2, 55, -10,*  4, 2,  7.0,⑧⑨⑥, 3, 8,Ｈテｰオｰダンシング, 70,丸田恭, 0.0, 75,  13,  -3, 1,  3.3,⑨⑦⑤, 3,13,Ｇテングジョウ, 62,宮崎北, 0.1, 64,  -9,* 13, 6, 14.5, ⑨⑨, 3, 2,Ｄシエラデルタ, 72,松田大, 0.3, 65,  -6,  14, 4,  7.1, ⑩⑨
 4,15,Ｄトｰブプリンセス, 58,古川吉, 0.2, 53,* -8,   2, 4, 10.0,④③②, 4,13,Ｃシルクコスモス, 77,宮崎北, 0.1, 76,  12,*  0, 8, 16.5,⑪⑫⑪, 4, 8,Ｂダノンカスガ, 68,デムｰ, 0.4, 61,  -6,   7, 2,  3.7, ⑧⑧, 4,10,Ｊグァンタナメラ, 64,浜中俊, 0.3, 66,  -3,  11, 5,  7.5, ⑧⑦
 5, 5,Ａエｰシンフルハウス, 62,藤岡康, 0.2, 57,  -9,*  3, 1,  1.7,②⑦⑤, 5, 7,Ｆサｰノ, 74,上村洋, 0.3, 75,* 14,  -6, 9, 17.8,⑧④④, 5, 6,Ｊバトルデｰオ, 56,丹内祐, 0.5, 61,  -5,   7,10, 86.9, ⑦⑦, 5, 8,Ｎトロピカルマドンナ, 57,丸田恭, 0.5, 62, -13,* 17,13, 73.4, ⑭⑬
 6,16,Ｅエンゼルアｰチスト, 56,丸田恭, 0.9, 48,  -9,  -4, 3,  8.4,⑥④④, 6, 1,Ｄフィルハｰマジック, 77,松田大, 0.3, 74,* 14,  -8, 3,  7.4,②①①, 6,12,Ｈサクラベッシｰ, 61,黛弘人, 0.5, 60,  -1,   3, 8, 54.7, ⑥⑥, 6,15,Ｍクレムリンシチｰ, 58,国分優, 0.5, 62,  -5,   9, 9, 37.8, ⑨⑪
 7, 8,Ｂステラｰフェアリｰ, 60,鮫島良, 1.1, 52, -11,  -1, 9, 30.7,⑫⑫⑩, 7,10,Ｎゴッドハンド, 65,藤岡康, 0.3, 75,* 14,  -8,12, 45.7,⑭②②, 7,11,Ｃアシュア, 67,江田照, 0.7, 59,   5,  -2, 5, 11.8, ④②, 7,12,Ｈスズカサクセス, 65,松山弘, 0.6, 61,  -7,  11,12, 65.2, ⑬⑫
 8,11,Ｋダｰクアイリス, 50,松田大, 1.1, 48, -10,  -4, 6, 21.6,⑤⑧⑧, 8, 2,Ｍビｰビｰスカット, 66,西村太, 0.5, 72,  12,  -5,11, 33.0,⑦⑧⑨, 8, 7,Ｌセイルアゲン, 48,西村太, 0.9, 54, -17,* 10,11,130.0, ⑫⑫, 8, 7,Ｋアドマイヤクｰガｰ, 60,川須栄, 0.6, 62,  -7,  11,14, 85.9, ⑫⑭
