12年10月 8日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年10月 8日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1300m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-13,,,,,■ 4R  芝3000m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ2100m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  芝2400m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,本栖湖特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ａジョｰジジョｰジ, 59,丸田恭,, 56, -12,*  5, 1,  1.7, ⑥⑥, 1, 6, ジャポニズム,,五十嵐,,,,, 6, 10.6,①①①, 1, 6,Ｈトｰセンセカイオｰ, 71,横山典,, 74,   5,* 11, 3,  4.7,⑥⑦⑦, 1, 8,Ｄマイネルマｰク, 80,柴田大,, 84,  14,*  6, 7, 15.2,⑨⑧⑦
 2, 7,Ｂイｰグルカッタｰ, 53,柴田善, 0.7, 50, -13,  -2, 2,  5.0, ⑤⑤, 2, 7, ニシノファブレッド,,浜野谷,202.1,,,, 2,  4.5,④④③, 2, 3,Ｃレジアｰネ, 74,蛯名正, 0.0, 74,   6,   9, 6,  7.6,③⑤④, 2, 1,Ａクリｰルカイザｰ, 87,吉田豊, 0.1, 82,  16,  -1, 3,  4.5,③③③
 3,12,Ｆデラウメイア, 37,江田照, 0.9, 50, -18,*  4,12, 85.3, ⑫⑫, 3, 5, トｰセンタイガｰ,,蓑島靖,202.6,,,, 4,  6.2,⑩⑨④, 3,16,Ｅモントリヒト, 73,北村宏, 0.2, 72,*  8,   5, 4,  7.3,④③③, 3,10,Ｈゼロｰソ, 76,丸田恭, 0.2, 81,  14,*  6,11,100.8,⑪⑪⑨
 4,10,Ｈラサイニ, 35,松岡正, 1.5, 43,*-10, -11, 3,  6.8, ③③, 4, 9, セフティｰフライト,,難波剛,203.5,,,, 9, 49.3,⑨⑤⑥, 4,11,Ｂリキサンヒｰロｰ, 75,吉田隼, 0.4, 70,   6,   6, 7, 17.7,⑤⑥⑤, 4, 3,Ｂカポｰティスタｰ, 82,田辺裕, 0.3, 80,  14,   1, 1,  3.0,⑥⑦⑧
 5, 1,Ｉピｰコックグリｰン, 35,丹内祐, 1.7, 43, -22,   1, 6, 25.0, ⑭⑭, 5, 8, シンボリルルド,,平沢健,203.6,,,, 7, 12.6,⑤⑧⑦, 5,13,Ｇモネロ, 72,武士沢, 0.4, 75,   3,* 15, 1,  4.3,⑯⑯⑮, 5, 2,Ｉセイクリッドロｰド, 76,内田博, 0.3, 79,  16,  -7, 4,  6.8,②②②
 6, 5,Ｄミヤビワンド, 38,吉田豊, 1.9, 41, -20,  -3,10, 53.9, ⑬⑬, 6,10, ナイク,,江田勇,205.4,,,,12,132.4,⑧⑩⑨, 6, 8,Ｍパｰフェクトダイヤ, 66,村田一, 0.5, 69,*  8,   2,12, 60.3,②②②, 6, 9,Ｇトｰセンペトリュス, 77,江田照, 0.3, 79,  15,  -1, 9, 65.6,⑦⑥⑥
 7, 8,Ｍグランパドゥシャ, 21,的場勇, 2.1, 40,*-10, -16, 7, 31.6, ②②, 7, 3, プレミアムウォｰズ,,草野太,205.5,,,,10, 87.8,③②②, 7, 5,Ｉトウショウカムイ, 71,石橋脩, 0.6, 68,*  8,  -1, 5,  7.6,①①①, 7, 6,Ｅサクセスパシュｰト, 80,吉田隼, 0.4, 79,  15,  -4, 2,  4.2,⑤⑤⑤
 8, 2,Ｇリネンナデシコ, 36,村田一, 2.1, 40, -17,  -6,14,208.5, ⑪⑪, 8, 4, ウィッシングデュｰ,,西谷誠,205.5,,,, 1,  2.8,②③⑤, 8, 9,Ｊバシリクス, 69,丸山元, 0.7, 71,   5,   9,13, 60.4,⑬⑬⑪, 8, 4,Ｊマイネルリヒト, 75,蛯名正, 0.6, 78,  17,  -8, 5, 10.3,④④④
