12年11月 3日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年11月 3日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1150m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-10,,,,,■ 4R  ダ1150m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 7R  ダ1150m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■10R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,小野川湖特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｃジャガｰバロｰズ, 61,松山弘,, 78,*  9,*  9, 2,  3.6, ①①, 1,13,Ｎテイエムシシオｰ, 59,中井裕,, 69,   1,*  6, 9, 34.3, ⑩⑨, 1,16,Ｆテンペスタ, 69,吉田隼,, 69,*  1,*  6, 4,  7.6, ⑤③, 1, 4,Ａクリｰムソｰダ, 80,柴山雄,, 67,*  8,   2, 1,  1.6,①①①
 2,11,Ａマルトクスパｰト, 63,西田雄, 1.3, 66,*  8,  -1, 3, 11.4, ②②, 2, 8,Ａトウカイチャｰム, 74,嶋田純, 0.1, 66,   1,*  5, 1,  2.0, ⑨⑥, 2,11,Ｄトｰセントレジャｰ, 70,津村明, 0.1, 70,*  2,   5, 1,  3.8, ②②, 2, 7,Ｂヤマチョウフェア, 75,津村明, 0.0, 71,*  9,   3, 3,  9.1,⑤④②
 3,12,Ｅストップザジョｰク, 46,吉田隼, 2.2, 54,   1,  -2, 6, 24.7, ⑥④, 3, 5,Ｇトップフライアｰ, 67,横山和, 0.2, 70,*  8,  -3, 8, 27.6, ①①, 3, 3,Ａデリケｰトアｰチ, 71,宮崎北, 0.3, 66,  -5,*  8, 6, 12.1, ⑨⑦, 3, 8,Ｄシルクラングレｰ, 72,竹之下, 0.2, 68,   7,*  4, 2,  3.5,⑦⑥⑤
 4,13,Ｂセイユウスマイル, 61,津村明, 2.4, 56,*  6,  -9, 1,  1.6, ③③, 4, 7,Ｃトウショウハマｰ, 72,藤懸貴, 0.2, 66,*  7,  -2, 3,  7.3, ②②, 4,15,Ｉエリクサｰ, 67,横山和, 0.7, 65,  -2,   2, 7, 15.1, ⑧⑥, 4, 6,Ｇメイショウヤギュウ, 68,菱田裕, 0.2, 68,   8,   2, 8, 66.0,③⑤③
 5, 8,Ｈグランデラポｰル, 35,木幡初, 2.8, 48,   0,  -6,10,118.9, ⑦⑥, 5, 4,Ｄアユミチャン, 71,丸田恭, 0.4, 62,  -5,*  7, 6, 23.4, ⑭⑪, 5, 6,Ｈノボジュピタｰ, 68,松山弘, 0.8, 63,  -5,   4, 3,  6.7, ⑩⑩, 5, 9,Ｃセトノハリケｰン, 73,古川吉, 0.4, 66,   6,*  3, 5, 21.6,⑨⑨⑧
 6, 5,Ｄベルウッドシｰマ, 48,平野優, 3.1, 46,  -2,  -8, 4, 14.6, ⑧⑨, 6, 6,Ｈエｰシンブラスタｰ, 67,中舘英, 0.9, 57,  -4,   1, 4, 12.8, ⑫⑫, 6, 9,Ｂフレイヤ, 71,藤懸貴, 1.0, 59,  -7,   4, 8, 16.7, ⑭⑬, 6, 2,Ｈステップアヘッド, 67,西村太, 0.9, 60,   6,  -1, 6, 33.8,⑥⑦⑦
 7, 2,Ｋパトロクロス, 34,柴山雄, 3.3, 41, -14,   0,13,176.4, ⑬⑬, 7,11,Ｍスズカヘリオス, 60,鮫島良, 0.9, 60,  -4,   1,11, 70.8, ⑪⑭, 7, 4,Ｅジツリキフォｰティ, 69,杉原誠, 1.1, 59,  -8,   4, 2,  5.2, ⑫⑪, 7, 5,Ｉドリｰムリｰグ, 66,大野拓, 1.4, 59,*  8,  -9, 7, 65.6,④③④
 8,14,Ｍトｰホウノブナガ, 30,丸田恭, 3.5, 41,  -5,  -8,12,143.8, ⑪⑩, 8,16,Ｌトキノワイルド, 61,平野優, 1.0, 61,   3,  -6,10, 42.5, ⑧⑤, 8, 1,Ｏメイショウヘイハチ, 55,田中博, 1.4, 56, -11,   4,16,128.0, ⑯⑯, 8, 3,Ｅベストフェット, 72,黛弘人, 1.5, 58,   6,  -6, 9, 70.5,⑧⑧⑨
