12年 1月28日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 1月28日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 4R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 7R  ダ1700m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■10R  芝1800m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,日田特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ａキタルファ, 53,黛弘人,, 54,  -5,* -3, 2,  3.4, ②②, 1,14,Ａシルクキングリｰ, 64,デムｰ,, 71,*-19,* 29, 1,  1.4,⑤④③, 1, 7,Ａセニョリｰタ, 81,中舘英,, 72,*  6,*  7, 1,  2.2,①①①, 1, 5,Ａラブフｰル, 80,丸田恭,, 83,  -7,* 25, 1,  2.8,⑪⑬⑬
 2, 2,Ｉパｰプルタイガｰ, 36,松山弘, 0.2, 51,* -3,  -7, 5,  9.7, ①①, 2,15,Ｂギリサントポケサン, 59,北村友, 0.6, 65, -20,* 25, 2, 10.7,⑧⑨⑥, 2, 9,Ｂクリスティロマンス, 75,川須栄, 0.6, 68,*  5,   3, 2,  2.9,②②②, 2, 2,Ｂシｰキングフェイム, 76,川須栄, 0.1, 82,  -5,* 21, 2,  5.1,⑦⑧⑩
 3, 4, カップナイト,---,西村太, 0.4, 48,  -9,  -5, 6, 16.9, ④③, 3,16,Ｅシゲルササグリ, 53,松山弘, 0.6, 63,*-19,  22, 5, 16.1,⑥⑤⑤, 3, 1,Ｋメジロマリシテン, 62,川島信, 0.6, 67,   4,   5, 8, 29.1,④④③, 3, 8,Ｇオｰシャンビｰナス, 67,北村友, 0.5, 76,  -7,  16, 5, 11.5,⑫⑪⑨
 4,10,Ｄロｰブリッタｰ, 45,菅原隆, 0.7, 45,  -9,  -7, 9, 53.3, ⑤⑤, 4, 5,Ｄマイネルカブト, 56,丹内祐, 0.7, 61,*-17,  18, 6, 17.4,①①①, 4, 5,Ｆグジョウハチマン, 70,杉原誠, 0.8, 67,   3,   5, 3, 10.8,⑨⑧⑧, 4,10,Ｃハギノトラスト, 73,中舘英, 0.7, 73,  -4,   9, 3,  6.1,⑨⑦⑥
 5, 1,Ｇアストゥリアス, 38,水口優, 1.1, 41, -17,  -4,10, 99.7, ⑨⑧, 5, 6,Ｃマイネルクルタナ, 56,太宰啓, 1.0, 56,*-19,  15, 8, 31.7,②②②, 5,10,Ｊオルレアンノオトメ, 67,西田雄, 0.9, 66,   4,   3, 9, 29.9,⑥⑥⑦, 5, 3,Ｆショウナンマハ, 68,松田大, 0.7, 72,  -4,   9, 4,  7.9,⑤⑥⑦
 6, 5,Ｈパシステント, 38,西田雄, 1.4, 38, -15,  -9, 8, 50.4, ⑦⑥, 6,13,Ｆロｰドバッカス, 52,大野拓, 1.0, 64, -22,  24, 4, 14.5,⑫⑬⑨, 6,11,Ｅタガノシンシア, 71,太宰啓, 0.9, 65,*  5,   1, 6, 14.1,③③④, 6,12,Ｅオｰクヒルパｰク, 69,松山弘, 0.9, 73,  -8,  15,10, 41.3,⑮⑮⑭
 7, 6,Ｅマイネルガスティ, 40,丹内祐, 1.6, 37, -12, -13, 4,  8.4, ⑥⑦, 7, 8,Ｈエｰシンハッブル, 50,川須栄, 1.2, 60, -22,  21, 3, 10.9,⑪⑫⑫, 7, 2,Ｈネオイユドゥレｰヌ, 69,藤懸貴, 0.9, 63,   3,   4,10,141.4,⑧⑦⑤, 7,16,Ｈアマルフィタｰナ, 64,国分優, 1.1, 69,  -5,   6, 8, 23.3,⑩⑩⑧
 8, 7,Ｃカシノコスモス, 47,二本柳, 1.8, 34, -14, -14, 7, 35.9, ⑧⑨, 8, 3,Ｉユウウイン, 49,中舘英, 1.3, 56, -20,  15,12,155.5,⑦⑧⑧, 8, 6,Ｃホワイトジュエル, 73,二本柳, 1.2, 65,   2,   3, 5, 12.4,⑩⑨⑨, 8, 6,Ｎガイｰヌ, 53,大野拓, 1.2, 69,  -5,   6,15,215.1,⑧⑨⑫
