12年 6月17日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 6月17日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1150m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 7R  芝1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■10R  ダ1700m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,横手特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｄエゾムサシ, 59,吉田豊,, 59,  -1,*  7, 3,  4.4, ④④, 1,15,Ａブライトボｰイ, 67,蛯名正,, 67,*  9,* -7, 3,  6.2,⑥③③, 1,11,Ｄコウヨウレジェンド, 72,田中勝,, 83,* 14,*  6, 6, 12.0,⑥③③, 1,15,Ａコンノｰト, 89,田中勝,, 78,*  4,* 15, 2,  2.5,⑥⑤②
 2, 7,Ａエバｰシャン, 69,嶋田純, 0.1, 59,*  1,   4, 1,  2.1, ②②, 2, 2,Ｄマグメル, 61,吉田豊, 0.1, 65,   6,* -4, 4,  7.9,⑩⑧⑦, 2, 7,Ａミヤコマンハッタン, 74,蛯名正, 0.4, 79,* 16,* -1, 1,  2.9,②②②, 2,12,Ｊメイショウラグｰナ, 75,蛯名正, 0.0, 79,*  4,* 13, 7, 23.7,②②①
 3, 1,Ｂインディライト, 64,田中勝, 0.5, 54,  -4,*  5, 2,  3.8, ⑧⑦, 3,16,Ｈコスモバルバラ, 55,松岡正, 0.1, 68,   8,* -7,10, 44.8,③④⑥, 3, 6,Ｈルナ, 65,武士沢, 1.3, 69,* 17, -16, 7, 17.1,①①①, 3, 8,Ｄヒラボクマジック, 82,横山典, 0.3, 74,   3,* 13, 1,  2.2,⑧⑧③
 4, 3,Ｃベストミニオン, 60,西村太, 0.7, 52,*  2,  -2, 6, 23.5, ①①, 4, 8,Ｉタガノビッグバン, 51,田中博, 0.6, 62,   6,* -8,12,151.9,⑦⑩⑩, 4,13,Ｏミッキｰシャイン, 51,横山典, 1.4, 69,   7,*  1, 3,  5.9,⑨⑩⑩, 4, 2,Ｂスガノメダリスト, 83,石橋脩, 0.6, 77,   0,* 16, 4, 17.2,⑬⑫⑩
 5, 8,Ｌアンアミュｰズド, 38,松岡正, 0.8, 52,  -3,   1, 8, 37.9, ⑥⑥, 5,10,Ｆシルキｰセブン, 58,石橋脩, 0.7, 62,   6, -13, 6, 19.7,⑬⑨⑤, 5,15,Ｆスタｰトセンス, 70,吉田豊, 1.6, 67,  11,  -7, 9, 33.9,⑩⑨⑧, 5, 4,Ｈヨクバリ, 77,柴田大, 1.0, 71,*  4,   5,14,153.4,④③⑤
 6,15,Ｅタイタンフォンテン, 55,柴田大, 0.8, 52,  -3,   1,12, 97.9, ⑦⑧, 6, 4,Ｋヤマニンノワゼット, 48,山崎亮, 0.9, 58,   6, -15, 8, 38.7,⑤⑥⑨, 6, 9,Ｃキングウェｰルズ, 73,杉原誠, 1.7, 67,   6,*  0, 8, 25.2,⑫⑪⑪, 6, 6,Ｋウインク, 74,柴田善, 1.1, 72,   2,   8,11, 79.9,⑭⑨⑧
 7,16,Ｏエクセラン, 31,武士沢, 0.8, 53,  -8,*  6,10, 70.2, ⑪⑩, 7,13,Ｂモントリヒト, 62,北村宏, 0.9, 60,   8, -16, 2,  3.9,⑧⑤④, 7,16,Ｐヒカルハヤブサ, 31,北村宏, 1.9, 64,  13, -16, 5,  7.5,⑦⑦⑦, 7,13,Ｉテイエムデジタル, 77,田中博, 1.3, 69,*  3,   3, 8, 42.3,⑤④⑥
 8,11,Ｇニンファエア, 50,中舘英, 1.6, 43,  -5,  -5, 4, 14.1, ⑨⑨, 8, 1,Ｊアイアイエンデバｰ, 50,田中勝, 1.1, 57,   5, -13, 9, 42.1,⑨⑪⑪, 8, 1,Ｅコスモマスタング, 71,柴田大, 2.3, 64,   6,  -7, 2,  5.0,⑬⑫⑫, 8,14,Ｅエクストラセック, 79,北村宏, 1.5, 67,   1,   6, 3, 12.2,⑩⑩⑨
